Date,WY
2015-01-05,0.0
2015-01-06,-0.0011080628817113913
2015-01-07,0.003049695038478406
2015-01-08,0.010779391017805562
2015-01-09,-0.00136740078116937
2015-01-12,0.001369273126311965
2015-01-13,0.0032814312044195937
2015-01-14,-0.006814014338214158
2015-01-15,-0.0019207009432522515
2015-01-16,0.007148744680972374
2015-01-20,-0.019655941440199
2015-01-21,-0.00668332125050175
2015-01-22,0.022707933546244563
2015-01-23,-0.012061282005383922
2015-01-26,0.002219791293602391
2015-01-27,-0.005813946536753267
2015-01-28,-0.009468305698365986
2015-01-29,-0.004498083275815579
2015-01-30,0.01242590506986141
2015-02-02,-0.01701527265764935
2015-02-03,0.009364160640704
2015-02-04,-0.0078713624270903
2015-02-05,0.006233872868579349
2015-02-06,-0.018023215980456198
2015-02-09,-0.000573691962920786
2015-02-10,0.01061724553892196
2015-02-11,-0.0034074541677304726
2015-02-12,0.013105419275064811
2015-02-13,-0.001124877516845646
2015-02-17,-0.014357954685925045
2015-02-18,0.012853490732548822
2015-02-19,-0.008460168880219388
2015-02-20,0.009385548495780993
2015-02-23,0.006762089754426492
2015-02-24,-0.016512219172730713
2015-02-25,0.0025820973654069324
2015-02-26,0.004292957008891873
2015-02-27,0.0005701916314226896
2015-03-02,0.0025633835394001103
2015-03-03,-0.011079485927947164
2015-03-04,-0.015512850842553716
2015-03-05,-0.004085010750993101
2015-03-06,-0.032229659435497826
2015-03-09,0.015440169268441384
2015-03-10,-0.008944215014641599
2015-03-11,0.004511995522022305
2015-03-12,0.010482582065085344
2015-03-13,-0.020153822704687574
2015-03-16,0.018753521786101457
2015-03-17,-0.006532226756983617
2015-03-18,0.01972510522476889
2015-03-19,-0.006740814200173251
2015-03-20,0.016819334171005673
2015-03-23,-0.0023217996018469744
2015-03-24,-0.002326870680357973
2015-03-25,-0.02973754408959095
2015-03-26,-0.006610395422521731
2015-03-27,-0.00030281746342952776
2015-03-30,0.0036310223936806274
2015-03-31,-0.0006027657495795147
2015-04-01,-0.008748475703114655
2015-04-02,-0.0066954955931958215
2015-04-06,-0.003982386238625568
2015-04-07,-0.011073564688120596
2015-04-08,0.006532058966340237
2015-04-09,-0.006180653066418018
2015-04-10,0.0027986087576032936
2015-04-13,-0.0015503451797944656
2015-04-14,-0.0065219151370665696
2015-04-15,0.0009377675295181298
2015-04-16,0.004060030450228291
2015-04-17,-0.0186624546583396
2015-04-20,0.005705073855708953
2015-04-21,-0.003781627098559115
2015-04-22,0.004429037212403841
2015-04-23,0.003464741388645054
2015-04-24,0.014751542009491025
2015-04-27,-0.005258219329438596
2015-04-28,0.0006219623841057231
2015-04-29,-0.013983991118165617
2015-04-30,-0.006933133000028402
2015-05-01,0.015867450661552374
2015-05-04,-0.01312054507477789
2015-05-05,-0.014877989673980796
2015-05-06,0.0016063643113508608
2015-05-07,0.027911518389788448
2015-05-08,0.015293768293176413
2015-05-11,-0.004611439582855814
2015-05-12,-0.013279615682341817
2015-05-13,0.0025033965794509783
2015-05-14,0.015611013399144058
2015-05-15,-0.005840864210199137
2015-05-18,-0.00834891724896647
2015-05-19,0.018397196671920524
2015-05-20,0.00030617655686016043
2015-05-21,-0.0027550077801153927
2015-05-22,0.004604014119058419
2015-05-26,0.0070272632408849844
2015-05-27,0.0012134725865393658
2015-05-28,-0.0012120018555128453
2015-05-29,-0.012135678831656449
2015-06-01,-0.0018426135628670792
2015-06-02,-0.0024618219907652783
2015-06-03,-0.008714531900085531
2015-06-04,-0.005023611596457367
2015-06-05,-0.007257880228545233
2015-06-08,0.0015894525833550777
2015-06-09,-0.008568704783826764
2015-06-10,0.017925601227252175
2015-06-11,0.011635569454652384
2015-06-12,-0.0034192674621910113
2015-06-15,-0.0006239704575718985
2015-06-16,0.028713849231314592
2015-06-17,-0.00879850599604659
2015-06-18,0.0012245537182966615
2015-06-19,-0.00428022024178909
2015-06-22,0.0
2015-06-23,-0.007982951492087609
2015-06-24,-0.001856727613706033
2015-06-25,-0.012092978361208151
2015-06-26,0.006591086857387962
2015-06-29,-0.016837808758826678
2015-06-30,-0.000951823205907476
2015-07-01,0.015873174158691272
2015-07-02,-0.0049998863621992795
2015-07-06,-0.0034548838229544465
2015-07-07,0.010400495092641293
2015-07-08,-0.015596172039662237
2015-07-09,-0.009505601140277653
2015-07-10,0.0009598635279197687
2015-07-13,0.01150523674444126
2015-07-14,-0.01232240760116654
2015-07-15,-0.0015995311397544176
2015-07-16,-0.008010196675163561
2015-07-17,-0.015503890140270649
2015-07-20,0.0019685753977931597
2015-07-21,-0.009168141842205157
2015-07-22,-0.002643974175988495
2015-07-23,-0.004970124865889658
2015-07-24,-0.008657788367330221
2015-07-27,0.007389844126000744
2015-07-28,0.0020003617806059193
2015-07-29,0.008319504063648786
2015-07-30,0.0052807826564087446
2015-07-31,0.007550679522136727
2015-08-03,0.0042357080813724135
2015-08-04,0.008112019639191503
2015-08-05,-0.009011930990016292
2015-08-06,-0.004222226286660469
2015-08-07,0.013046295390397589
2015-08-10,0.0
2015-08-11,-0.008048971508665348
2015-08-12,0.0045440830615728345
2015-08-13,0.0012922405767381573
2015-08-14,0.006453868709667354
2015-08-17,-0.0035267932765280507
2015-08-18,0.0022522579942594323
2015-08-19,-0.0077045706687772775
2015-08-20,-0.010676222071424935
2015-08-21,-0.019947768249903186
2015-08-24,-0.06005997442617039
2015-08-25,-0.045083363738501636
2015-08-26,0.021561451546592947
2015-08-27,0.018922882813710018
2015-08-28,0.008571434057950356
2015-08-31,-0.010623411568839392
2015-09-01,-0.012526773307831252
2015-09-02,0.008335817222924646
2015-09-03,0.002875971796291621
2015-09-04,-0.018996175792828418
2015-09-08,0.01022978978061162
2015-09-09,-0.015727645930539436
2015-09-10,0.014121001894245255
2015-09-11,0.001099168702401565
2015-09-14,-0.005124368249442179
2015-09-15,0.006990570764665582
2015-09-16,0.039459113077288555
2015-09-17,0.005975579554304167
2015-09-18,-0.012578829108484846
2015-09-21,-0.00035378059068391643
2015-09-22,-0.019468681714282843
2015-09-23,-0.003971269637520702
2015-09-24,-0.012323580837400261
2015-09-25,-0.0018345686499470215
2015-09-28,-0.012132300029329302
2015-09-29,0.007070906614150996
2015-09-30,0.010347206991396352
2015-10-01,-0.012435760697833809
2015-10-02,0.016666689121062728
2015-10-05,0.018943309622510895
2015-10-06,-0.005005381738264925
2015-10-07,0.011498713829987572
2015-10-08,0.014209299801235975
2015-10-09,0.010508256298073615
2015-10-12,-0.003466327046341977
2015-10-13,0.004521052794474345
2015-10-14,-0.0038085272331788156
2015-10-15,0.005909309920439476
2015-10-16,0.016585835146241346
2015-10-19,-0.0057783692832031885
2015-10-20,-0.0037608273380090873
2015-10-21,0.002745446213990199
2015-10-22,0.027036274523792647
2015-10-23,0.0006666734421822973
2015-10-26,-0.02497530525647451
2015-10-27,-0.008537935522775486
2015-10-28,0.019498366404926415
2015-10-29,-0.0037566584629807886
2015-10-30,0.005484843771397463
2015-11-02,0.0484145655682946
2015-11-03,0.010081052635464216
2015-11-04,-0.004507151415242827
2015-11-05,0.005174863378682559
2015-11-06,-0.021878874805305037
2015-11-09,-0.02960541323033139
2015-11-10,-0.008813461473856199
2015-11-11,0.01949366940004582
2015-11-12,-0.014089083548840309
2015-11-13,-0.0047636311540008025
2015-11-16,0.03042716638477505
2015-11-17,0.020238869599895848
2015-11-18,0.038374348789476986
2015-11-19,0.0
2015-11-20,0.008142374158027765
2015-11-23,-0.00714499235647581
2015-11-24,0.00657077515658
2015-11-25,0.0034191782217605216
2015-11-27,0.0027882653247179867
2015-11-30,-0.0061785651245239714
2015-12-01,-0.0009321120073013667
2015-12-02,-0.011823423575822667
2015-12-03,-0.009446066345687676
2015-12-04,0.018754193451594015
2015-12-07,-0.008736543815389353
2015-12-08,-0.006924802734788238
2015-12-09,-0.011410678430275545
2015-12-10,-0.00833547160095105
2015-12-11,-0.014549188874530827
2015-12-14,-0.01542009780539122
2015-12-15,0.0029988965610376894
2015-12-16,0.025581698206704084
2015-12-17,-0.007450688788536053
2015-12-18,-0.03688023192139156
2015-12-21,0.006099980544152173
2015-12-22,0.015493153418255856
2015-12-23,0.015589155489855289
2015-12-24,0.0032657053921838486
2015-12-28,-0.004882973366451826
2015-12-29,0.001308799418995532
2015-12-30,-0.00882079129285207
2015-12-31,-0.011865476785613116
2016-01-04,-0.005003777071435844
2016-01-05,0.0023469627619880917
2016-01-06,-0.022073399494987433
2016-01-07,-0.03693574233235941
2016-01-08,-0.009233146408723525
2016-01-11,-0.010394059641518294
2016-01-12,-0.021369215996522084
2016-01-13,-0.009992661283985349
2016-01-14,-0.012709989797195065
2016-01-15,-0.022340384050165807
2016-01-19,-0.013555260596027963
2016-01-20,-0.03415780778073374
2016-01-21,0.016260061048515295
2016-01-22,0.01680015697272963
2016-01-25,-0.03579873125092836
2016-01-26,0.009791997007407849
2016-01-27,-0.009292930196766247
2016-01-28,-0.004078249830990255
2016-01-29,0.04873039317211325
2016-02-01,0.018742823244628948
2016-02-02,-0.029129784081365684
2016-02-03,0.005131978109913282
2016-02-04,0.010997673598320157
2016-02-05,-0.06798769910074898
2016-02-08,-0.024593065790293633
2016-02-09,-0.013675313170776082
2016-02-10,-0.017331270315329883
2016-02-11,-0.02028218910155788
2016-02-12,0.017101622647395454
2016-02-16,0.05177038756394081
2016-02-17,0.017248248511364306
2016-02-18,-0.014060885740663442
2016-02-19,-0.040687825213639006
2016-02-22,0.03104470139716531
2016-02-23,0.028413640143903685
2016-02-24,0.030927948030700314
2016-02-25,0.014399944722921498
2016-02-26,0.009069402697023943
2016-02-29,0.015240486906311856
2016-03-01,0.025789250985548184
2016-03-02,0.015759784969379576
2016-03-03,0.007018470693122003
2016-03-04,0.018181814489050208
2016-03-07,0.006924390238550737
2016-03-08,-0.005066699525462459
2016-03-09,0.0029099298606252155
2016-03-10,0.017772933970007898
2016-03-11,0.02352118563808947
2016-03-14,0.01253468529305457
2016-03-15,0.008596833666806525
2016-03-16,0.004091673644750937
2016-03-17,0.021392124107495913
2016-03-18,0.00033227394476420535
2016-03-21,0.005981945836417868
2016-03-22,0.010571544196785077
2016-03-23,-0.011441516569733357
2016-03-24,0.0033069692884459823
2016-03-28,0.009228813599073238
2016-03-29,0.013389771154395769
2016-03-30,0.0006446434792579669
2016-03-31,-0.002254490139977028
2016-04-01,0.005487473653421393
2016-04-04,0.0012837929139761783
2016-04-05,-0.013145076870024197
2016-04-06,0.00032533981961990754
2016-04-07,0.0
2016-04-08,0.014614819915556465
2016-04-11,0.0022404280484351613
2016-04-12,0.0044714513716661575
2016-04-13,0.01017507530775763
2016-04-14,-0.001888626024567075
2016-04-15,0.0006309921490630366
2016-04-18,0.008193843861379335
2016-04-19,-0.0003125207463129387
2016-04-20,-0.0018761385691317134
2016-04-21,-0.00281945475222678
2016-04-22,0.013509207450428828
2016-04-25,-0.011469371615530077
2016-04-26,0.010975442930254209
2016-04-27,0.002481287417207323
2016-04-28,-0.009282347417164494
2016-04-29,0.0031230485754183412
2016-05-02,0.004981116320483592
2016-05-03,-0.021994890114571786
2016-05-04,-0.00411768683422109
2016-05-05,0.003180748792138033
2016-05-06,0.002219204277948972
2016-05-09,-0.020879523905504183
2016-05-10,0.004523461249442695
2016-05-11,-0.003216468912382142
2016-05-12,0.0077444704495119865
2016-05-13,-0.011847645561420372
2016-05-16,0.0035644943970489784
2016-05-17,-0.009041079959696496
2016-05-18,-0.0074940591142212964
2016-05-19,-0.004924536237422172
2016-05-20,0.003628994028877841
2016-05-23,0.01479312805275601
2016-05-24,0.008422381347405583
2016-05-25,0.010279227646886602
2016-05-26,-0.006359128372315115
2016-05-27,0.007360114817826169
2016-05-31,0.0006353414138537961
2016-06-01,-0.005714528985554468
2016-06-02,0.0003193810002994901
2016-06-03,-0.0067026757504389245
2016-06-06,0.0006425152122468969
2016-06-07,0.0016054324028762501
2016-06-08,-0.0003236955875087766
2016-06-09,-0.016196866430184365
2016-06-10,0.007243921978128176
2016-06-13,-0.028767742726971135
2016-06-14,-0.03231211180010929
2016-06-15,-0.0017390453666343841
2016-06-16,0.0006965656142998711
2016-06-17,-0.0010443098134838014
2016-06-20,0.011502344668763875
2016-06-21,-0.015161904697879591
2016-06-22,0.0013996441492685197
2016-06-23,0.031446225892416635
2016-06-24,-0.0606368682152697
2016-06-27,-0.03461928151308502
2016-06-28,0.04146407082168402
2016-06-29,0.04842177407331749
2016-06-30,0.018474046879527695
2016-07-01,0.011757139622108559
2016-07-05,-0.013944456788979487
2016-07-06,0.014141654478783572
2016-07-07,0.0006638161285998923
2016-07-08,0.01758462715881426
2016-07-11,0.018584752553447714
2016-07-12,0.019526563938310204
2016-07-13,0.0037674933004381295
2016-07-14,0.0021897169920461756
2016-07-15,-0.0003123990189621839
2016-07-18,0.0065566769848084405
2016-07-19,-0.008064759451937964
2016-07-20,0.010006375781350885
2016-07-21,-0.00030954882629408154
