Date,LUV
2015-01-05,-0.024595458102454337
2015-01-06,-0.028338357762869415
2015-01-07,0.008403423524596443
2015-01-08,0.026470671478842522
2015-01-09,-0.02602680579219485
2015-01-12,-0.013238265715682873
2015-01-13,0.005714107201564511
2015-01-14,-0.02569163654651363
2015-01-15,-0.013691724152439577
2015-01-16,0.014909997217287252
2015-01-20,0.03318125969147179
2015-01-21,0.02549638516015773
2015-01-22,0.08415043371927045
2015-01-23,0.00948172570425676
2015-01-26,0.01354257412700477
2015-01-27,-0.011206504971492448
2015-01-28,-0.0017436533999236614
2015-01-29,0.025982159857559806
2015-01-30,-0.03851840282631991
2015-02-02,-0.014386860190351847
2015-02-03,-0.028744813829966076
2015-02-04,0.032138513172753846
2015-02-05,-0.0038082721008452225
2015-02-06,-0.007420613201282289
2015-02-09,-0.019936273301012997
2015-02-10,0.012019816349773782
2015-02-11,-0.006395277898343599
2015-02-12,0.0
2015-02-13,-0.004597780708552213
2015-02-17,-0.01639779025170307
2015-02-18,0.02254118835554353
2015-02-19,0.004822107332201675
2015-02-20,0.023308733850694985
2015-02-23,-0.0020097844593796044
2015-02-24,0.014768642371297158
2015-02-25,-0.02712279042264598
2015-02-26,-0.0009063628318729533
2015-02-27,-0.01905622286752562
2015-03-02,0.022664037770956602
2015-03-03,-0.004528722336242019
2015-03-04,0.001137136925509763
2015-03-05,0.002045181488749215
2015-03-06,-0.018140790954717656
2015-03-09,0.0023095319237500522
2015-03-10,-0.010598934260922177
2015-03-11,0.02095895252085822
2015-03-12,0.025775850428480407
2015-03-13,-0.010228998266500033
2015-03-16,0.022242166442590028
2015-03-17,0.015604127219933206
2015-03-18,-0.010170518252040295
2015-03-19,0.013336199385336478
2015-03-20,0.00021562658782725563
2015-03-23,-0.019844977637710093
2015-03-24,-0.011443432614332782
2015-03-25,-0.02671403378877102
2015-03-26,-0.012351409031486127
2015-03-27,0.024548142912350412
2015-03-30,0.007685699688397385
2015-03-31,-0.0062809952827626025
2015-04-01,-0.019187016576556526
2015-04-02,-0.013578839426456546
2015-04-06,-0.041297187863759244
2015-04-07,0.006083953801824027
2015-04-08,0.03652618367605864
2015-04-09,-0.0007001159417516778
2015-04-10,0.0
2015-04-13,-0.0014013126396424935
2015-04-14,-0.00608027667241573
2015-04-15,-0.01482351252849301
2015-04-16,0.009075734042872208
2015-04-17,-0.010887628517374126
2015-04-20,0.01866493575566852
2015-04-21,0.0108053832074404
2015-04-22,-0.004183024778637523
2015-04-23,0.009568483778521042
2015-04-24,0.0053167158688236515
2015-04-27,-0.02759271029667454
2015-04-28,-0.009458557331154527
2015-04-29,-0.022439562734200003
2015-04-30,-0.009524006202900948
2015-05-01,0.050295805025410534
2015-05-04,-0.01807503240897168
2015-05-05,-0.031077901465905833
2015-05-06,0.008635707260609804
2015-05-07,0.02984280749337742
2015-05-08,0.026841474027348156
2015-05-11,-0.004858125677573266
2015-05-12,-0.017898566055628895
2015-05-13,-0.023195272612764994
2015-05-14,0.02059580899488278
2015-05-15,-0.0054604148065674485
2015-05-18,0.005967869022546868
2015-05-19,-0.029187986525565424
2015-05-20,-0.09093139486227775
2015-05-21,0.0010755182642869787
2015-05-22,-0.009937941640247416
2015-05-26,-0.023332106628746963
2015-05-27,0.027500329821251057
2015-05-28,-0.004866173868032009
2015-05-29,0.006519959078531423
2015-06-01,0.02366446788464449
2015-06-02,-0.0007924610233501772
2015-06-03,-0.002644345503919565
2015-06-04,-0.010604522414545903
2015-06-05,-0.0040190333304855885
2015-06-08,-0.028517731814794223
2015-06-09,-0.04209343494048956
2015-06-10,-0.004047511620145161
2015-06-11,0.0072571254327453705
2015-06-12,0.008645340036918414
2015-06-15,-0.023143051004661408
2015-06-16,-0.00818954469021338
2015-06-17,-0.0020637104289212838
2015-06-18,0.0005908059112835762
2015-06-19,0.010631877808305878
2015-06-22,0.016656818177288812
2015-06-23,-0.006036059656727599
2015-06-24,-0.006651432646840982
2015-06-25,0.004075667822587059
2015-06-26,-0.0049286010623054155
2015-06-29,-0.03321705864172786
2015-06-30,-0.002712443189412883
2015-07-01,-0.014203750620234268
2015-07-02,-0.0033719767051296756
2015-07-06,0.015995019879052608
2015-07-07,0.011504661174430053
2015-07-08,-0.031427466593079045
2015-07-09,0.004944128860972619
2015-07-10,0.040282813896824754
2015-07-13,0.0029558489901353457
2015-07-14,-0.0020627451394211738
2015-07-15,0.0017718117899063746
2015-07-16,0.019163108052970168
2015-07-17,0.005495461732897944
2015-07-20,-0.012945632060860857
2015-07-21,0.011658419797653696
2015-07-22,0.011811974120444546
2015-07-23,0.03872442942186671
2015-07-24,-0.040570049627751015
2015-07-27,0.0025715177690837088
2015-07-28,0.027643289076569655
2015-07-29,-0.014975381162023349
2015-07-30,0.0222413263135397
2015-07-31,-0.0030295926449266375
2015-08-03,0.03674040770160336
2015-08-04,0.010657751589207676
2015-08-05,-0.0010540866704222829
2015-08-06,-0.002111522828689094
2015-08-07,-0.00608316351107463
2015-08-10,0.005588556480125906
2015-08-11,0.015083251934950415
2015-08-12,0.008341717052317676
2015-08-13,0.00749736243503607
2015-08-14,0.010007772326187547
2015-08-17,0.02769305641468134
2015-08-18,-0.004582127447927631
2015-08-19,0.0064694274483134695
2015-08-20,-0.03436344864667473
2015-08-21,-0.02944210285080917
2015-08-24,-0.0184645602971496
2015-08-25,-0.018543448433569587
2015-08-26,0.02382284621798303
2015-08-27,-0.0021398881013527937
2015-08-28,-0.005628938649209769
2015-08-31,-0.01078124768854083
2015-09-01,-0.009264528565368857
2015-09-02,0.03740394865092256
2015-09-03,-0.007688358234813175
2015-09-04,-0.005343323511078135
2015-09-08,0.023637197439884572
2015-09-09,0.004985296746060186
2015-09-10,0.0015668397392325506
2015-09-11,0.004692500317757808
2015-09-14,0.00856212944788104
2015-09-15,0.0007720957967953801
2015-09-16,0.006169376104232738
2015-09-17,0.008942312270248998
2015-09-18,-0.0005064695805815367
2015-09-21,-0.0022798907299498294
2015-09-22,-0.028948963963886132
2015-09-23,0.008891205533541946
2015-09-24,-0.010627359255227953
2015-09-25,-0.002095714708156504
2015-09-28,-0.016802044580495612
2015-09-29,0.006141043370721189
2015-09-30,0.009554146240448702
2015-10-01,0.009727007404582322
2015-10-02,-0.0007816744581197188
2015-10-05,0.02397096197116988
2015-10-06,-0.03307882008045693
2015-10-07,0.01868427260573391
2015-10-08,0.001291742159340581
2015-10-09,0.03044328419710496
2015-10-12,0.0320485411389797
2015-10-13,-0.00970405511591188
2015-10-14,0.0004898635250640826
2015-10-15,0.009794557030688766
2015-10-16,-0.01648913896494142
2015-10-19,0.02095685524864388
2015-10-20,-0.0007246342564500852
2015-10-21,-0.008216523463127623
2015-10-22,0.07407441963264771
2015-10-23,0.0260887332932076
2015-10-26,0.011939172546845178
2015-10-27,-0.006554668575822875
2015-10-28,-0.0013196767128896836
2015-10-29,0.00902883271456556
2015-10-30,0.010257545918049837
2015-11-02,0.009721511578692388
2015-11-03,0.004706820233401299
2015-11-04,-0.006814202474758724
2015-11-05,0.0006428296399287881
2015-11-06,0.003857143742713953
2015-11-09,-0.010245620458803062
2015-11-10,0.0019407277949434754
2015-11-11,0.005596531771157931
2015-11-12,-0.0006421843154585938
2015-11-13,-0.017134340038229556
2015-11-16,-0.0032686261673846584
2015-11-17,0.004154153404632099
2015-11-18,0.00827310193756925
2015-11-19,0.012092806356254426
2015-11-20,0.009600936047920783
2015-11-23,0.003169758338631201
2015-11-24,-0.026121675055303384
2015-11-25,-0.007570885598328747
2015-11-27,-0.0013078836339653899
2015-11-30,0.0013095964337082044
2015-12-01,0.025283215598459696
2015-12-02,0.009991512672563818
2015-12-03,-0.004630447601875365
2015-12-04,0.04482968304707935
2015-12-07,0.0034406391160661798
2015-12-08,-0.0901930905209749
2015-12-09,-0.01198922926464141
2015-12-10,0.01685380816124149
2015-12-11,-0.04044173664579176
2015-12-14,0.008060786489734406
2015-12-15,0.010280995434841955
2015-12-16,0.013116116989181137
2015-12-17,-0.028794404063441248
2015-12-18,-0.017696948939268764
2015-12-21,0.014739861785344255
2015-12-22,0.003919851625696635
2015-12-23,-0.0022966370302694994
2015-12-24,0.01058920113301709
2015-12-28,-0.001822320288273449
2015-12-29,0.011866900702125704
2015-12-30,-0.02232771419176871
2015-12-31,-0.00668982156784681
2016-01-04,-0.025545611137747892
2016-01-05,0.011916191313889213
2016-01-06,0.009185198910426351
2016-01-07,-0.021003262743819695
2016-01-08,0.006197436347417318
2016-01-11,-0.004027374107196002
2016-01-12,0.015223568884890959
2016-01-13,-0.05342071028945272
2016-01-14,0.0017323545363714388
2016-01-15,-0.01729631592543568
2016-01-19,-0.0042751042339052026
2016-01-20,-0.007575638923330019
2016-01-21,0.00508915836642343
