Date,SW
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-26,0.021955337242920647
2017-10-27,0.0
2017-10-30,0.0036925336839828127
2017-10-31,0.0
2017-11-01,0.02575256290604977
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,-0.014672244719679761
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,0.0
2017-11-27,0.04500317037986434
2017-11-28,0.0
2017-11-29,-0.001266582659073201
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,-0.0031705866122438975
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.05820622955656818
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,-0.0036069502055655622
2017-12-29,0.0
2018-01-02,0.004223269458554668
2018-01-03,0.008711343350711553
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,-0.028290696831386075
2018-01-09,0.0
2018-01-10,0.04137298320332894
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.09623327356355915
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,-0.03275184719525237
2018-01-29,0.0
2018-01-30,-0.0019428779086637649
2018-01-31,-0.021412658844070065
2018-02-01,0.03040643653536712
2018-02-02,0.0
2018-02-05,-0.02978496132429631
2018-02-06,-0.018476292051333276
2018-02-07,-0.01390119092014741
2018-02-08,0.0
2018-02-09,-0.02231994759956013
2018-02-12,0.023730913299154333
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.06367359068273992
2018-02-20,0.012689666932458765
2018-02-21,-0.0010893889457661565
2018-02-22,0.0
2018-02-23,-0.03599710263050582
2018-02-26,-0.01442707343629479
2018-02-27,0.005740683753927112
2018-02-28,-0.008561600263269242
2018-03-01,-0.00863567261677245
2018-03-02,-0.0011613319854010262
2018-03-05,0.016860359710496153
2018-03-06,0.25929101666565324
2018-03-07,0.0011350498753048832
2018-03-08,-0.005668923983490837
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,-0.0002281111410972203
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.002509356499772686
2018-03-19,0.0
2018-03-20,-0.01729251389394404
2018-03-21,0.0
2018-03-22,-0.0113452467587275
2018-03-23,0.014285706245120933
2018-03-26,-0.0364813911743338
2018-03-27,0.0
2018-03-28,-0.01797242242005881
2018-03-29,0.0
2018-04-02,-0.026354385039326633
2018-04-03,0.02631577837796195
2018-04-04,0.015872917125667074
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.017788597914761395
2018-04-10,0.0011810050610772116
2018-04-11,-0.011559244458726692
2018-04-12,-0.003102765943705066
2018-04-13,0.02346175736886047
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.041169579544265034
2018-04-19,0.022017687799910535
2018-04-20,-0.025060598439973214
2018-04-23,0.0
2018-04-24,-0.030439586212636982
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,-0.011162979636837322
2018-04-30,0.0
2018-05-01,-0.019285000326699664
2018-05-02,0.0
2018-05-03,-0.021582742105596853
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.03431371278514561
2018-05-15,0.0
2018-05-16,-0.05118474095025305
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.025224556208649274
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.022655739547693177
2018-06-04,-0.049071270440208314
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,-0.006763469474473038
2018-06-12,-0.017402376627015825
2018-06-13,0.009497239374008037
2018-06-14,0.027205630826310223
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-0.011633976181303685
2018-06-20,0.010518633180175208
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,-0.017596092531488416
2018-06-28,0.0
2018-06-29,0.022956442067356697
2018-07-02,0.0
2018-07-03,-0.0029592714632823425
2018-07-05,0.0004949333825374769
2018-07-06,0.00889975944091037
2018-07-09,0.010046652111217469
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0024258389218700938
2018-07-17,0.0
2018-07-18,-0.01790890667748668
2018-07-19,-0.018235425038800934
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,0.03865450996831199
2018-08-01,0.0
2018-08-02,-0.010391599275956676
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.027106549661790158
2018-08-10,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,-0.05420852356860284
2018-08-16,0.01483173253086889
2018-08-17,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.04012857623030475
2018-08-24,0.0
2018-08-27,0.0
2018-08-28,0.015480009061580313
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,-0.04127555669234173
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,-0.0807241673787108
2018-10-05,0.0
2018-10-08,-0.006652716933244984
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,-0.10795608949516666
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.022522410363058576
2018-10-18,0.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,-0.06989713308045975
2018-10-25,0.017050767480703888
2018-10-26,0.0
2018-10-29,0.01148727855995757
2018-10-30,-0.020257709919880074
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.027255618788613267
2018-11-08,0.0
2018-11-09,0.0
2018-11-12,-0.09698075691726027
2018-11-13,0.0
2018-11-14,0.02330267142517406
2018-11-15,-0.06105593755076344
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,-0.033040382924896194
2018-11-21,0.036350347784403825
2018-11-23,0.0
2018-11-26,-0.014731733297276284
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,-0.016019941250518754
2018-12-03,0.032561689978160446
2018-12-04,-0.08339178159479754
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,-0.006116280717027411
2018-12-13,-0.034230768804142
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.04141773120166947
2018-12-21,0.007265786890409132
2018-12-24,0.0
2018-12-26,0.008352267719291318
2018-12-27,0.0
2018-12-28,-0.017695628493870963
2018-12-31,0.009198805758087625
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.046334861833888574
2019-01-07,-0.027585995726864043
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-14,0.04591245426243562
2019-01-15,-0.012134261432946047
2019-01-16,0.023844231326083598
2019-01-17,-0.0014118097615180014
2019-01-18,0.013427842955119118
2019-01-22,-0.038702883815594946
2019-01-23,0.014871201565470393
2019-01-24,-0.021443951485308088
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,0.08108116648569985
2019-01-30,0.0
2019-01-31,-0.03445949522857161
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,0.03393980919820749
2019-02-06,0.025719163952309776
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.01979550496600324
2019-02-15,-0.01682309843363483
2019-02-19,0.0
2019-02-20,-0.013491406600807387
2019-02-21,-0.03035342952011888
2019-02-22,0.005847780132792524
2019-02-25,0.010943962709204724
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,-0.04161027247834337
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,-0.007765490302935385
2019-03-08,-0.032728592807818147
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.07024636331221212
2019-03-14,0.0
2019-03-15,-0.010996612786575821
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.04447553134295901
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,-0.07019307414754039
2019-03-27,-0.005366613237284823
2019-03-28,0.0
2019-03-29,0.002158244958252453
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.09763079316721868
2019-04-05,0.011118443714956516
2019-04-08,0.009379063203627913
2019-04-09,-0.05446957638649852
2019-04-10,0.01491011200541803
2019-04-11,-0.02036734647695826
2019-04-12,0.031356456447896086
2019-04-15,-0.006939883701213012
2019-04-16,0.011647250450395052
2019-04-17,0.00888166167118487
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,-0.027388362537713262
2019-04-25,0.0
2019-04-26,0.022795896237546298
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-0.03080961535007687
2019-05-02,0.0
2019-05-03,0.03956706186344583
2019-05-06,-0.030578941496494982
2019-05-07,0.0
2019-05-08,-0.009731403300712205
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,-0.04473074322280035
2019-05-17,-0.01241565953726076
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
