Date,WYNN
2015-04-13,-0.017791171947202256
2015-04-14,-0.045434316831483024
2015-04-15,0.019524919257012607
2015-04-16,-0.020535392412132314
2015-04-17,-0.014526908173769226
2015-04-20,0.02748982269904965
2015-04-21,-0.016905441086283224
2015-04-22,0.01814301728303347
2015-04-23,-0.007670146990541471
2015-04-24,0.015693024599687577
2015-04-27,-0.009685618976190469
2015-04-28,0.012807781313050937
2015-04-29,-0.16638591586212925
2015-04-30,0.021145939091717025
2015-05-01,0.014765408323169416
2015-05-04,0.03965916444295603
2015-05-05,-0.006315211894902584
2015-05-06,-0.023617065983035257
2015-05-07,0.006714093541450028
2015-05-08,0.03413797502445104
2015-05-11,-0.03190755004827328
2015-05-12,-0.01665508612547595
2015-05-13,-0.01078619106041978
2015-05-14,-0.019644859745436838
2015-05-15,-0.018384173096623657
2015-05-18,0.0006554400048792708
2015-05-19,-0.004865968734821147
2015-05-20,0.012695220616065539
2015-05-21,0.003807025217346549
2015-05-22,-0.014431342573930528
2015-05-26,-0.02271421876266355
2015-05-27,-0.005378317331288018
2015-05-28,-0.005504099262801265
2015-05-29,-0.02233220834171168
2015-06-01,-0.02383549528301887
2015-06-02,0.018007694145716124
2015-06-03,0.01988807081350341
2015-06-04,0.07241553692329661
2015-06-05,-0.002741363524204954
2015-06-08,-0.061755558115424436
2015-06-09,-0.001171745509459865
2015-06-10,0.00919067858207745
2015-06-11,0.011916179724207332
2015-06-12,-0.015892725357653625
2015-06-15,0.0
2015-06-16,0.00029167621154568835
2015-06-17,0.014005206693893824
2015-06-18,0.009591348768713814
2015-06-19,-0.020425612106465096
2015-06-22,-0.020948638355018367
2015-06-23,-0.006834895023834164
2015-06-24,-0.020447077854335638
2015-06-25,-0.0022398058165254975
2015-06-26,-0.015205708569161924
2015-06-29,-0.026632229808576713
2015-06-30,0.05046296782560211
2015-07-01,0.04459329483083119
2015-07-02,0.0045601173293776665
2015-07-06,0.003283602175925049
2015-07-07,0.0719097797619852
2015-07-08,-0.06475051137828447
2015-07-09,0.010178693665427119
2015-07-10,-0.012357828619364741
2015-07-13,0.0384026267215507
2015-07-14,-0.005839382507958124
2015-07-15,-0.035800803089152566
2015-07-16,0.0036744795718404166
2015-07-17,-0.020134808499242096
2015-07-20,-0.016616150040816735
2015-07-21,0.013997135838523134
2015-07-22,-0.001675905034343672
2015-07-23,0.030123458408259696
2015-07-24,-0.017929344041937023
2015-07-27,-0.03124071723604649
2015-07-28,-0.012294671610954322
2015-07-29,-0.02020196621401449
2015-07-30,0.08424442683889
2015-07-31,-0.008547533164403487
2015-08-03,-0.02353986830549548
2015-08-04,-0.004960244336293607
2015-08-05,0.009670589585024647
2015-08-06,-0.005628305607924933
2015-08-07,0.029341307708794062
2015-08-10,0.008338271271141062
2015-08-11,-0.04298083091645388
2015-08-12,-0.020898205531883596
2015-08-13,-0.02904070232355216
2015-08-14,-0.025892811481988076
2015-08-17,-0.002820836716270092
2015-08-18,-0.010989168869787291
2015-08-19,-0.00715081137845075
2015-08-20,-0.05174524859254459
2015-08-21,-0.04451943930821556
2015-08-24,-0.06469377577561375
2015-08-25,-0.01006809409791709
2015-08-26,-0.01875565553227232
2015-08-27,0.05693902237090631
2015-08-28,-0.004075400271022156
2015-08-31,-0.040281325164213566
2015-09-01,-0.05409727597587988
2015-09-02,0.020284329752416452
2015-09-03,0.01919096922658592
2015-09-04,-0.01015938948574735
2015-09-08,0.024360028072651696
2015-09-09,-0.024181962565602344
2015-09-10,-0.04613922015096861
2015-09-11,-0.027988915236649148
2015-09-14,0.011075347629190269
2015-09-15,0.027457105409736338
2015-09-16,0.04875613952892177
2015-09-17,-0.04757406251302576
2015-09-18,-0.02604230605993063
2015-09-21,-0.027469277389372104
2015-09-22,-0.03951306171018354
2015-09-23,-0.057719373175431854
2015-09-24,-0.00680635633917781
2015-09-25,-0.026742332111003297
2015-09-28,-0.06543024980793499
2015-09-29,-0.022050788898195672
2015-09-30,-0.0018786794853472566
2015-10-01,-0.026543753252971092
2015-10-02,0.22838901882936646
2015-10-05,0.021567992559907934
2015-10-06,0.045615686965429836
2015-10-07,0.06101667180847303
2015-10-08,0.05445254784754461
2015-10-09,-0.006718514872436243
2015-10-12,-0.05570305316008772
2015-10-13,-0.012359413878635261
2015-10-14,0.029152637562230632
2015-10-15,0.01920668822810745
2015-10-16,-0.011659559472527836
2015-10-19,-0.06378595722819724
2015-10-20,-0.019487397573803245
2015-10-21,-0.03661073967736528
2015-10-22,-0.02000938675871422
2015-10-23,0.06995888197076128
2015-10-26,-0.017603489148170115
2015-10-27,-0.027857240407492823
2015-10-28,0.04244110033947601
2015-10-29,0.03863285869316457
2015-10-30,0.0007156231800264923
2015-11-02,0.032022722113014046
2015-11-03,0.028674498725019593
2015-11-04,-0.018718326703527466
2015-11-05,0.0015095955136430472
2015-11-06,0.013839370688365271
2015-11-09,-0.07266308720829129
2015-11-10,-0.013205703751849596
2015-11-11,-0.02156172273605894
2015-11-12,-0.016717179942924765
2015-11-13,-0.03863988037188737
2015-11-16,0.020739594255758886
2015-11-17,-0.030398580702820643
2015-11-18,-0.004061065256958041
2015-11-19,0.007665760027427249
2015-11-20,-0.035933674402883864
2015-11-23,0.011249101962448327
2015-11-24,0.045160320297481515
2015-11-25,-0.011119911906452673
2015-11-27,-0.019277263413702395
2015-11-30,0.028173783749786185
2015-12-01,0.06436177773354457
2015-12-02,0.02529540461617752
2015-12-03,-0.04992664663087498
2015-12-04,-0.007375623609712001
2015-12-07,0.0
2015-12-08,-0.04334376056255351
2015-12-09,0.13123009588323287
2015-12-10,-0.04934943224473698
2015-12-11,-0.05010524580128484
2015-12-14,-0.00570241474277966
2015-12-15,0.05209499783217297
2015-12-16,0.044669753562879944
2015-12-17,-0.06841582726902518
2015-12-18,-0.013536391626500333
2015-12-21,0.037223692132040576
2015-12-22,0.02874106139121313
2015-12-23,0.019216222505763714
2015-12-24,0.003191303775427201
2015-12-28,-0.011999956588337302
2015-12-29,0.026046567182873348
2015-12-30,-0.021106581963052373
2015-12-31,0.008012716762279215
2016-01-04,-0.006070764267306128
2016-01-05,0.01890390061827496
2016-01-06,-0.051805299339203525
2016-01-07,-0.09406972658503732
2016-01-08,-0.040704528078952196
2016-01-11,-0.016453175954543764
2016-01-12,-0.020602056285565884
2016-01-13,-0.056634224254062726
2016-01-14,-0.01848673397935885
2016-01-15,0.13339792846008725
2016-01-19,0.013020429694801772
2016-01-20,-0.047353188523617695
2016-01-21,0.006213180041907185
2016-01-22,0.0439309887071877
2016-01-25,0.03092782302442365
2016-01-26,0.039508243656212416
2016-01-27,-0.01860904805819008
2016-01-28,0.014783865299756727
2016-01-29,0.0663496663640133
2016-02-01,-0.003563917955888285
2016-02-02,-0.07600575254921038
2016-02-03,0.018870813013572407
2016-02-04,0.009656297389864177
2016-02-05,-0.029319370665274125
2016-02-08,-0.05023423679571726
2016-02-09,-0.005952185290364342
2016-02-10,-0.005303878365098047
2016-02-11,0.026659832771914083
2016-02-12,0.1583180420597181
2016-02-16,0.07969336561501605
2016-02-17,0.02089750671772439
2016-02-18,0.029392360350396718
2016-02-19,-0.009878068672534934
2016-02-22,0.030448298523830575
2016-02-23,0.0015091565993341494
2016-02-24,0.0002509138549549039
2016-02-25,0.012049775880690117
2016-02-26,0.019099367175357207
2016-02-29,0.0037725533078185602
2016-03-01,0.02461207328477122
2016-03-02,0.0057984838418052576
2016-03-03,0.03941137227379099
2016-03-04,-0.03293688902069414
2016-03-07,-0.01697108614529874
2016-03-08,-0.04429108398550541
2016-03-09,0.016070748034254567
2016-03-10,0.03065203012526685
2016-03-11,0.023792585348678674
2016-03-14,-0.00976043147857708
2016-03-15,-0.023116796595148426
2016-03-16,0.03663684322999394
2016-03-17,0.02896887299856754
2016-03-18,0.05878361423299627
2016-03-21,-0.013614054375240658
2016-03-22,0.024369404595684152
2016-03-23,-0.034105357207320997
2016-03-24,0.018635554182252267
2016-03-28,-0.006847493098938506
2016-03-29,0.014112112027981238
2016-03-30,-0.0015936115647857685
2016-03-31,-0.005957988224136401
2016-04-01,0.014021207864936436
2016-04-04,-0.014143981518308757
2016-04-05,-0.02655258565461993
2016-04-06,-0.015068007314993248
2016-04-07,0.1165829817366304
2016-04-08,-0.012101272378522099
2016-04-11,-0.004758065076102658
2016-04-12,-0.011392355496608775
2016-04-13,0.005041447777405894
2016-04-14,-0.00010216817724595373
2016-04-15,0.0
2016-04-18,-0.012183834429910001
2016-04-19,0.03638045609089824
2016-04-20,-0.0060007322671729035
2016-04-21,-0.036220801735477814
2016-04-22,0.0021923394322149736
2016-04-25,-0.052708333296121124
2016-04-26,-0.01407523453931736
2016-04-27,-0.005465231239821344
2016-04-28,0.0005608432744479419
2016-04-29,-0.010311598527922183
2016-05-02,0.06772339050880771
2016-05-03,0.0018032237227816328
2016-05-04,-0.03409183128263471
2016-05-05,-0.017647741000059947
2016-05-06,0.017741395735421994
2016-05-09,-0.017432125498444417
2016-05-10,0.049207693407129716
2016-05-11,-0.011379322512703904
2016-05-12,0.004948230849066482
2016-05-13,-0.03196296073314964
2016-05-16,0.010339083641769387
2016-05-17,0.0038514032464427306
2016-05-18,-0.03047259850705819
2016-05-19,0.0
2016-05-20,0.005766035203619069
2016-05-23,0.0283272701128765
2016-05-24,0.01902061972436009
2016-05-25,0.036794918661033016
2016-05-26,-0.021003911586774393
2016-05-27,0.014162008605321352
2016-05-31,0.0022927157951313504
2016-06-01,0.005718190525902056
2016-06-02,0.027705914324265724
2016-06-03,-0.009153781155771368
2016-06-06,0.001929103498454543
2016-06-07,0.02452101816987784
2016-06-08,0.002076919833003066
2016-06-09,-0.005230817788719477
2016-06-10,-0.0033733884074738096
2016-06-13,-0.002986304479618007
2016-06-14,0.013878742986483728
2016-06-15,0.0005909167793323178
2016-06-16,-0.003936894858954543
2016-06-17,0.01966402107886256
2016-06-20,-0.02810343254541503
2016-06-21,0.015155932925437154
2016-06-22,-0.010706294816872797
2016-06-23,0.009730105566395864
2016-06-24,-0.09252708816918376
2016-06-27,-0.049842837483599745
2016-06-28,0.006727917014252682
2016-06-29,0.03398316539168045
2016-06-30,-0.007011340456409831
2016-07-01,0.012687658402857016
2016-07-05,-0.0293062512124187
2016-07-06,0.009315222469166162
2016-07-07,-0.01078602861089295
2016-07-08,0.008880389196443517
2016-07-11,0.04846780639406312
2016-07-12,0.02550495800346586
2016-07-13,-0.016787770428836724
2016-07-14,-0.0301433217325231
2016-07-15,0.0021740270721464228
2016-07-18,0.04814568255894902
2016-07-19,-0.015415077370498742
2016-07-20,-0.0104025490420796
2016-07-21,-0.003079356728826421
2016-07-22,0.020023511658689097
2016-07-25,0.01712454497038496
2016-07-26,0.062211170862884746
2016-07-27,-0.011887589483503214
2016-07-28,0.023669933631701
2016-07-29,-0.06411241913612764
2016-08-01,-0.00020407544941003497
2016-08-02,-0.010313661111964523
2016-08-03,0.007635524197358912
2016-08-04,0.0060411572008074454
2016-08-05,-0.00753181459315444
2016-08-08,0.026048609833892566
2016-08-09,0.006428801686162666
2016-08-10,-0.005988502684620922
2016-08-11,0.030826411299186285
2016-08-12,-0.028346049413644714
2016-08-15,0.03999975501396258
2016-08-16,-0.022363487649272096
2016-08-17,-0.0008872558435899514
2016-08-18,-0.016283649468819217
2016-08-19,-0.02307355084307161
2016-08-22,-0.0028755375240612224
2016-08-23,-0.007312035466190192
2016-08-24,-0.05789008191790923
2016-08-25,-0.0033032559384229554
2016-08-26,-0.007291960412554199
2016-08-29,0.009682752931003957
2016-08-30,-0.006283083907734688
2016-08-31,-0.00920711769872129
2016-09-01,0.043103693140661425
2016-09-02,-0.008479000989316976
2016-09-06,0.004438238992740207
2016-09-07,0.016812093360709657
2016-09-08,0.015156164422984286
2016-09-09,0.027458702006228464
2016-09-12,0.05690512584748486
2016-09-13,-0.0028846063636901453
2016-09-14,0.034133537372899925
2016-09-15,0.013333584394899178
2016-09-16,-0.001012242631552862
2016-09-19,-0.042461139226191214
2016-09-20,-0.004521002366239646
2016-09-21,-0.00473478621556378
2016-09-22,-0.006892944024898706
2016-09-23,-0.001466597008838888
2016-09-26,-0.013021375478735608
2016-09-27,-0.0006942355387656862
2016-09-28,0.00913240624552003
2016-09-29,-0.01052536251541003
2016-09-30,-0.03151407362118552
2016-10-03,0.019092645134317632
2016-10-04,-0.029210416310374798
2016-10-05,0.016185962223540074
2016-10-06,-0.002041939420528993
2016-10-07,-0.007468775851560028
2016-10-10,0.017111470912301252
2016-10-11,-0.009830597093861693
2016-10-12,-0.01299910762169243
2016-10-13,-0.015347968203795359
2016-10-14,-0.01664018636508291
2016-10-17,-0.002891799742527068
2016-10-18,-0.001289093299130073
2016-10-19,0.0273176205423864
2016-10-20,0.0050253823024142275
2016-10-21,-0.007604148022441581
2016-10-24,0.016059790200977142
2016-10-25,-0.012706750961092639
2016-10-26,0.0018836650389690845
2016-10-27,-0.016397112287665272
2016-10-28,0.0
2016-10-31,0.003928614095224159
2016-11-01,0.03892106023374975
2016-11-02,-0.017408082522087143
2016-11-03,-0.09314145352654701
2016-11-04,0.00582679865946889
2016-11-07,-0.002044581002571433
2016-11-08,-0.01354386196695434
2016-11-09,0.013498963116879814
2016-11-10,-0.028916027862043725
2016-11-11,-0.0037512913062572872
2016-11-14,-0.005530851732395092
2016-11-15,0.034043588854365314
2016-11-16,-0.0034534234489840276
2016-11-17,0.04470369865149282
2016-11-18,0.021118908472605336
2016-11-21,0.05446657240666242
2016-11-22,0.007393741439842394
2016-11-23,0.03282364253585279
2016-11-25,0.0022700885940618587
2016-11-28,0.004431381858529093
2016-11-29,-0.021666681551945843
2016-11-30,0.02204618916561296
2016-12-01,-0.02666934738266702
2016-12-02,-0.006346000409556463
2016-12-05,-0.0027374382650463547
2016-12-06,0.0387313367117319
2016-12-07,-0.0018595285732670996
2016-12-08,-0.11050096610810234
2016-12-09,0.012786655604727581
2016-12-12,-0.004135789775189247
2016-12-13,0.021857965812013047
2016-12-14,-0.01433172590375742
2016-12-15,-0.01388881515999485
2016-12-16,0.011223606541796327
2016-12-19,-0.01936872303315318
2016-12-20,-0.02008467374830203
2016-12-21,0.010871121500674263
2016-12-22,-0.011425930069422607
2016-12-23,0.0010197496323014477
2016-12-27,-0.001132049420984771
2016-12-28,-0.01314602504400797
2016-12-29,0.0010334511145366765
2016-12-30,-0.007571462535891249
2017-01-03,0.010981480750208217
2017-01-04,0.032243445473266075
2017-01-05,0.012848785414604436
2017-01-06,0.010826566460244269
2017-01-09,0.003462061511297465
2017-01-10,0.022426260649577312
2017-01-11,-0.020035926316805397
2017-01-12,-0.010653340113034093
2017-01-13,-0.015336107932672705
2017-01-17,0.01999343872555115
2017-01-18,-0.0038985119007926006
2017-01-19,-0.011415666230397248
2017-01-20,-0.001209729823295591
2017-01-23,0.02003965430834742
2017-01-24,0.015004525249435074
2017-01-25,0.02541728219460815
2017-01-26,-0.00954181077099947
2017-01-27,0.07937178642208065
2017-01-30,-0.005141434243387311
2017-01-31,-0.010921483515493824
2017-02-01,-0.035196690469757375
2017-02-02,-0.004905155050065169
2017-02-03,-0.004723526613449991
2017-02-06,0.0010315718603419732
2017-02-07,-0.00010285091789874468
2017-02-08,0.001752123442144038
2017-02-09,0.01749336627476672
2017-02-10,0.0052856897299615735
2017-02-13,0.0007078755696967587
2017-02-14,-0.01303419964844943
2017-02-15,0.02160116324265915
2017-02-16,-0.030764785114436588
2017-02-17,-0.008374638475162621
2017-02-21,0.0006255534516130812
2017-02-22,-0.01271207227992932
2017-02-23,-0.009604288231923608
2017-02-24,0.0018114535736657444
2017-02-27,0.015955621032642364
2017-02-28,0.006701043247571148
2017-03-01,0.06822696375050863
2017-03-02,-0.024924692851585495
2017-03-03,0.00888666061535659
2017-03-06,-0.006631226258981493
2017-03-07,-0.009066436025738422
2017-03-08,-0.0023122389101467578
2017-03-09,-0.002418748970832829
2017-03-10,0.005656922827279587
2017-03-13,0.04771477541700997
2017-03-14,0.0038352108142902797
2017-03-15,0.00047748961498150777
2017-03-16,0.01355625202848243
2017-03-17,0.03786369663638545
2017-03-20,0.013158965019506752
2017-03-21,0.0009854459355223
2017-03-22,0.014317743033870567
2017-03-23,-0.009087047612433508
2017-03-24,-0.0035613645740760758
2017-03-27,0.024392601363080413
2017-03-28,0.004622630591638366
2017-03-29,0.002691552721353574
2017-03-30,-0.010303850782190094
2017-03-31,0.0027119808892575037
2017-04-03,0.015094788921408142
2017-04-04,0.0034380889704799245
2017-04-05,-0.0005139355689135483
2017-04-06,0.010027436218613683
2017-04-07,-0.008654898448773762
2017-04-10,-0.00556381204811629
2017-04-11,0.0004303800961269477
2017-04-12,-0.0072268852347749934
2017-04-13,-0.01663936132408539
2017-04-17,0.01031117998346831
2017-04-18,0.01090367126747016
2017-04-19,-0.008197249001612894
2017-04-20,0.010527148159800825
2017-04-21,-0.0021524558697775253
2017-04-24,-0.002847312659505996
2017-04-25,0.022929812903200952
2017-04-26,0.05895784926118375
2017-04-27,-0.005511700069771974
2017-04-28,-0.01196788099891355
2017-05-01,0.023656765101947697
2017-05-02,-0.004923767480234265
2017-05-03,0.004389467742207609
2017-05-04,-0.012157321173500324
2017-05-05,-0.017535478253602355
2017-05-08,-0.015883330130263995
2017-05-09,0.0314117833600871
2017-05-10,-0.0015388744683104694
2017-05-11,-0.008436819819072183
2017-05-12,0.02503481806301422
2017-05-15,0.003192619154394283
2017-05-16,0.017662573062669384
2017-05-17,-0.04135734404324665
2017-05-18,-0.0016310686440599298
2017-05-19,-0.005636383558351943
2017-05-22,0.02817716377822821
2017-05-23,-0.008069633491736727
2017-05-24,-0.001208141583126543
2017-05-25,0.0035482675185851686
2017-05-26,0.01036646293361887
2017-05-30,0.00676052405926586
2017-05-31,0.01674820078905004
2017-06-01,0.03799552595020961
2017-06-02,0.008159174884898368
2017-06-05,-0.01039490963793177
2017-06-06,-0.005102119838427233
2017-06-07,-0.002186797619052827
2017-06-08,0.01829020214033772
2017-06-09,-0.03815045567619402
2017-06-12,0.005093072575171664
2017-06-13,0.03001949895594702
2017-06-14,-0.004994272334857164
2017-06-15,0.0041200512101429165
2017-06-16,0.0031334747645108685
2017-06-19,0.029450953748166198
2017-06-20,-0.009318999272332373
2017-06-21,0.0024063633696449482
2017-06-22,-0.002982736860946522
2017-06-23,0.009266469117125808
2017-06-26,-0.008458453087705209
2017-06-27,-0.011082869119819927
2017-06-28,0.002285460625377045
2017-06-29,-0.023392504232508937
2017-06-30,0.010244082111546149
2017-07-03,-0.02318843614085464
2017-07-05,0.010762591756464435
2017-07-06,-0.011403076281459978
2017-07-07,0.011840340982616882
2017-07-10,0.018798030685504008
2017-07-11,-0.004890783666133824
2017-07-12,0.00729789274397219
2017-07-13,-0.0021438807157126982
2017-07-14,-0.03378306672902853
2017-07-17,-0.004370445250083677
2017-07-18,0.028494556214030853
2017-07-19,-0.002845217976826353
2017-07-20,-0.008785873568946667
2017-07-21,0.016212271592112915
2017-07-24,0.032726610947992896
2017-07-25,0.0032486773233708632
2017-07-26,-0.050223103279361414
2017-07-27,-0.030151449266736963
2017-07-28,0.004530389192922701
2017-07-31,0.005754278454592976
2017-08-01,-0.010360265677594405
2017-08-02,-0.016015576158213918
2017-08-03,0.0030963294001329356
2017-08-04,0.009260844416596692
2017-08-07,0.021331532202907733
2017-08-08,0.0026210101022028365
2017-08-09,-0.001691502942000267
2017-08-10,-0.029495625332556896
2017-08-11,-0.003094620006784732
2017-08-14,0.02029765000458572
2017-08-15,0.06405037812496661
2017-08-16,0.00044010355435197823
2017-08-17,-0.013411579137603269
2017-08-18,0.0020798512990736207
2017-08-21,0.005485592435775066
2017-08-22,0.0037598459111944926
2017-08-23,-0.01028263974836241
2017-08-24,-0.004823385048896456
2017-08-25,0.004101145233895487
2017-08-28,-0.005569909959562858
2017-08-29,0.010082055900278997
2017-08-30,0.006284847940178251
2017-08-31,0.021234020898744044
2017-09-01,0.03187266364488894
2017-09-05,-0.00641461303926949
2017-09-06,0.0061755933428104814
2017-09-07,0.01652944388482802
2017-09-08,-0.009056715600828658
2017-09-11,0.010177865943011843
2017-09-12,0.00013729113744043175
2017-09-13,-0.003083662840082657
2017-09-14,-0.009417758436367496
2017-09-15,-0.006106674588739147
2017-09-18,0.004328571501648781
2017-09-19,0.022038194706508474
2017-09-20,-0.00897875369588963
2017-09-21,-0.0019906761201495815
2017-09-22,-0.003369759857944632
2017-09-25,-0.026085187006194555
2017-09-26,0.024728852731069395
2017-09-27,0.004563913147949794
2017-09-28,-0.006194951639332147
2017-09-29,0.031444622417158063
2017-10-02,-0.012422827626404342
2017-10-03,0.00013597247491414777
2017-10-04,-0.0008158371341396853
2017-10-05,-6.774926518104962e-05
2017-10-06,-0.020550152242233444
2017-10-09,-0.003959656616912444
2017-10-10,-0.005789238413422604
2017-10-11,0.005121246602608265
2017-10-12,-0.017519535235945294
2017-10-13,0.011153806389765597
2017-10-16,0.03147614581521263
2017-10-17,-0.0027928826575313037
2017-10-18,-0.007308673483894634
2017-10-19,0.0013762336636697903
2017-10-20,-0.007489890655582587
2017-10-23,0.0022156339837213768
2017-10-24,0.0010362392738481052
2017-10-25,-0.009661210162488665
2017-10-26,0.012751445491785196
2017-10-27,-0.015067874977559792
2017-10-30,-0.013552481056431476
2017-10-31,0.04447293517504569
2017-11-01,0.02752742356140181
2017-11-02,-0.009897789749617858
2017-11-03,0.0002666550668568579
2017-11-06,0.008661594212143298
2017-11-07,0.005284135571886894
2017-11-08,0.003942489003207372
2017-11-09,0.005236045421852076
2017-11-10,0.0028645156618203327
2017-11-13,0.007855863413136488
2017-11-14,-0.0105645593607957
2017-11-15,-0.009666612284542464
2017-11-16,0.010420689359250224
2017-11-17,-0.006005174809053826
2017-11-20,0.030732916430483703
2017-11-21,0.010257229582633753
2017-11-22,0.0007569260512971798
2017-11-24,0.00460003518215335
2017-11-27,-0.005833649987247114
2017-11-28,-0.006246325767722105
2017-11-29,-0.009079381123047514
2017-11-30,0.01287883484561192
2017-12-01,0.005882889614401643
2017-12-04,-0.005911525428859088
2017-12-05,0.008730503962125491
2017-12-06,-0.010034390987252673
2017-12-07,0.006778428552713489
2017-12-08,0.003901196425386333
2017-12-11,0.02958499429931516
2017-12-12,-0.011871346027801377
2017-12-13,0.015649017979233237
2017-12-14,0.0009098114766319387
2017-12-15,0.006242692517218096
2017-12-18,-0.005420870681996148
2017-12-19,0.0061165675581309475
2017-12-20,0.016913246377124214
2017-12-21,-0.0026041597596511146
2017-12-22,-0.004510232428545535
2017-12-26,0.005186314445925211
2017-12-27,0.009429739259431802
2017-12-28,-0.010164209680580405
2017-12-29,0.0006528068428579559
2018-01-02,-0.02544610621494514
2018-01-03,-0.010833875690438366
2018-01-04,0.00541468890736807
2018-01-05,0.006670688825103133
2018-01-08,-0.01331350916786933
2018-01-09,0.0067772525805833705
2018-01-10,-0.008567908457299045
2018-01-11,0.0030863309020854324
2018-01-12,0.018707657903280994
2018-01-16,0.019270227929453876
2018-01-17,0.028803600334467383
2018-01-18,0.010887765948597972
2018-01-19,0.023706353138075897
2018-01-22,0.08678461279634542
2018-01-23,-0.0014340319786836364
2018-01-24,0.028879066360974814
2018-01-25,9.970465907871429e-05
2018-01-26,-0.101246399097072
2018-01-29,-0.09323847681665642
2018-01-30,0.048385015615290516
2018-01-31,-0.03384107911706602
2018-02-01,0.029591435215577944
2018-02-02,-0.023051478390212488
2018-02-05,-0.006483948560462194
2018-02-06,-0.013657295692175997
2018-02-07,0.08638641028514193
2018-02-08,-0.045341757742818345
2018-02-09,-0.018076323627900348
2018-02-12,-0.019853471317155647
2018-02-13,0.010680242941069729
2018-02-14,0.0
2018-02-15,-0.0009138849635836888
2018-02-16,0.0016461344592326732
2018-02-20,0.003896106512177422
2018-02-21,0.008731340131487686
2018-02-22,-0.013043818585424916
2018-02-23,0.01790592827269122
2018-02-26,0.011188928328804693
2018-02-27,-0.0014794550482989388
2018-02-28,-0.007407352934687861
2018-03-01,-0.024358014267963024
2018-03-02,-0.0022030733678409797
2018-03-05,0.01226537301552999
2018-03-06,0.01042054690103189
2018-03-07,0.00977338171428288
2018-03-08,0.06353555497523256
2018-03-09,0.05460336974377089
2018-03-12,0.015352669653411644
2018-03-13,-0.0332654919943568
2018-03-14,-0.0010249273760645217
2018-03-15,0.005345274292809288
2018-03-16,-0.00778708200614131
2018-03-19,-0.0169950226514628
2018-03-20,0.01415044748772254
2018-03-21,-0.028611729601799807
2018-03-22,-0.018891316116600887
2018-03-23,0.001936912217505693
2018-03-26,0.006368287053739818
2018-03-27,0.004123900807261771
2018-03-28,-0.009508531900214057
2018-03-29,0.03590079304470417
2018-04-02,-0.007457715883290694
2018-04-03,-0.0038673047788112536
2018-04-04,-0.003993543815187461
2018-04-05,0.009243990848515349
2018-04-06,-0.015173208489700607
2018-04-09,0.010588881688132545
2018-04-10,0.016076797013009125
2018-04-11,-0.018823432973986143
2018-04-12,0.037869216092992986
2018-04-13,-0.0151630171282634
2018-04-16,0.026603451696520564
2018-04-17,0.0103340704979058
2018-04-18,0.011853991073359493
2018-04-19,-0.006531548724370562
2018-04-20,0.004487343689552059
2018-04-23,0.0037919942585911137
2018-04-24,-0.016766827406773266
2018-04-25,-0.0374210708001933
2018-04-26,0.007491201549717941
2018-04-27,0.0046130761294054246
2018-04-30,0.005834168041559007
2018-05-01,0.030398890517321364
2018-05-02,-0.004274039802895868
2018-05-03,0.00308860865624605
2018-05-04,0.00412287830044189
2018-05-07,-0.0025988211614437207
2018-05-08,-0.0008337275649041853
