Date,MU
2015-10-09,-0.029914730973137682
2015-10-12,-0.0071584267548457925
2015-10-13,0.008319359423404782
2015-10-14,0.03520363946819005
2015-10-15,-0.00850162183700276
2015-10-16,-0.008574414502210748
2015-10-19,0.03567584331509943
2015-10-20,-0.1080377812297969
2015-10-21,-0.03861914522050525
2015-10-22,0.017650490338941616
2015-10-23,0.03110047064517718
2015-10-26,-0.03828302716471932
2015-10-27,0.006031325153053491
2015-10-28,0.01438865682259105
2015-10-29,-0.041962344245569216
2015-10-30,0.02159183679124177
2015-11-02,0.032004848150940735
2015-11-03,0.043885314385819774
2015-11-04,-0.022421707758882303
2015-11-05,-0.053325565247497986
2015-11-06,-0.003634114116671583
2015-11-09,-0.037082040636753466
2015-11-10,-0.018308109800454053
2015-11-11,-0.0032156016647535424
2015-11-12,-0.009677232401867908
2015-11-13,-0.02280140943272646
2015-11-16,-0.007333260513892603
2015-11-17,0.02619212916741187
2015-11-18,0.0215967053659345
2015-11-19,0.01665604653101882
2015-11-20,-0.027725176189854484
2015-11-23,-0.00712921425566948
2015-11-24,0.02023515348035798
2015-11-25,-0.003198893312603812
2015-11-27,-0.0012838892455944162
2015-11-30,0.02377909650640797
2015-12-01,0.03892009736521573
2015-12-02,-0.044108589075486315
2015-12-03,-0.013274472287371886
2015-12-04,-0.007046820192523562
2015-12-07,-0.04193547167838274
2015-12-08,-0.01683491056854436
2015-12-09,-0.01917807944335881
2015-12-10,0.0237430960878382
2015-12-11,-0.04229208891174163
2015-12-14,-0.027065410660547906
2015-12-15,0.03806726065474786
2015-12-16,-0.007757327681006898
2015-12-17,0.017768255825242774
2015-12-18,0.002793373608043659
2015-12-21,0.02855152322614396
2015-12-22,-0.01083287068395733
2015-12-23,-0.021218181299318628
2015-12-24,0.012587248139300344
2015-12-28,-0.020027725551297837
2015-12-29,0.010571033283840237
2015-12-30,-0.012552342280674145
2015-12-31,0.0
2016-01-04,0.012005586020495507
2016-01-05,0.034194011727975315
2016-01-06,-0.040485834227399264
2016-01-07,-0.03938107981095573
2016-01-08,-0.02415816960919437
2016-01-11,-0.060015130523472404
2016-01-12,0.015163698889270272
2016-01-13,-0.051886660652557426
2016-01-14,-0.0033168412905975053
2016-01-15,-0.07820301176857447
2016-01-19,-0.025270666498407035
2016-01-20,-0.06944426362543554
2016-01-21,0.07960184504010415
2016-01-22,0.020276112509800326
2016-01-25,-0.05329699311123459
2016-01-26,0.006679458301531271
2016-01-27,-0.015165926606148239
2016-01-28,-0.04812316797393601
2016-01-29,0.1152678350171441
2016-02-01,-0.006346305563148968
2016-02-02,-0.03375910474147692
2016-02-03,0.016052980200838896
2016-02-04,0.04368012248478159
2016-02-05,-0.020480794771660094
2016-02-08,-0.07545440052435681
2016-02-09,-0.018682603317417446
2016-02-10,-0.008015961675698069
2016-02-11,-0.021212143029954222
2016-02-12,0.03405579213178589
2016-02-16,0.07884243041940664
2016-02-17,0.05735412417963781
2016-02-18,0.005249361545088593
2016-02-19,-0.028720595568587415
2016-02-22,-0.009856707341613924
2016-02-23,-0.05067872871343082
2016-02-24,0.01429961398256041
2016-02-25,0.0075184533761001315
2016-02-26,-0.0018656780992545308
2016-02-29,-0.0065418506242763685
2016-03-01,0.04139196168087622
2016-03-02,0.05510412532084352
2016-03-03,0.00941779791259556
2016-03-04,0.007633489163446638
2016-03-07,-0.02525236585281654
2016-03-08,-0.0794473312715469
2016-03-09,0.014071386757455118
2016-03-10,0.006475190284983556
2016-03-11,0.04687511919224696
2016-03-14,-0.02107110063764095
2016-03-15,-0.026905657594896493
2016-03-16,-0.011981830080511235
2016-03-17,0.01399254020229801
2016-03-18,0.024839137255409316
2016-03-21,0.03500887413989995
2016-03-22,-0.007805539255965832
2016-03-23,-0.06905612535354777
2016-03-24,-0.01408450962487029
2016-03-28,-0.011428424765877021
2016-03-29,0.006743713126639017
2016-03-30,0.0028707762009252402
2016-03-31,-0.0009542482588370538
2016-04-01,0.053486146453720185
2016-04-04,-0.020852070972393166
2016-04-05,-0.037037157583042934
2016-04-06,0.006730745036861885
2016-04-07,0.0038203590960357303
2016-04-08,0.01998099366402828
2016-04-11,-0.025186426629382863
2016-04-12,-0.02679416037551441
2016-04-13,0.06981287249514478
2016-04-14,-0.0441175322383337
2016-04-15,0.027884381028706384
2016-04-18,0.018709506761158456
2016-04-19,-0.015610925818962063
2016-04-20,0.00279874485943421
2016-04-21,-0.009302537236444253
2016-04-22,0.0009391078887630577
2016-04-25,-0.01031893757150859
2016-04-26,0.09099537453306406
2016-04-27,0.0043441897215363845
2016-04-28,0.005190073804359763
2016-04-29,-0.07487086348031324
2016-05-02,-0.01209319849436541
2016-05-03,-0.0244821005704442
2016-05-04,-0.0347487756544248
2016-05-05,0.0060000187473123745
2016-05-06,-0.006958417698599284
2016-05-09,-0.012012149082832213
2016-05-10,0.02228974411786888
2016-05-11,0.0009912288392528446
2016-05-12,-0.04653456473445505
2016-05-13,-0.007269025107444538
2016-05-16,0.012552444416935815
2016-05-17,-0.0010330106465359368
2016-05-18,0.0392968142575858
2016-05-19,0.0019897643722583958
2016-05-20,0.07249264919487297
2016-05-23,0.031481403126577545
2016-05-24,0.03141828555771742
2016-05-25,0.009573616836417553
2016-05-26,0.030172218232824788
2016-05-27,0.030125709336481954
2016-05-31,0.033306166414629024
2016-06-01,0.02908811017979085
2016-06-02,0.001527888952467027
2016-06-03,-0.019069289666260092
2016-06-06,-0.006998656925421454
2016-06-07,0.018010986247425143
2016-06-08,-0.03230765128638069
2016-06-09,-0.005564445297197351
2016-06-10,-0.029576322270408517
2016-06-13,-0.007413574319405591
2016-06-14,-0.010787973225756642
2016-06-15,0.008388959512955152
2016-06-16,-0.005823768533551155
2016-06-17,0.020920697304827707
2016-06-20,0.009835937780746429
2016-06-21,0.03490267672202507
2016-06-22,-0.002352987305968557
2016-06-23,0.10455975615223112
2016-06-24,-0.05978633090140362
2016-06-27,-0.07418646109114824
2016-06-28,0.06214232924036778
2016-06-29,0.015396586639333742
2016-06-30,0.04321466182684763
2016-07-01,-0.09156984696349957
2016-07-05,-0.04719995956828993
2016-07-06,-0.015113481051621136
2016-07-07,0.04006829465392303
2016-07-08,0.03442626244048519
2016-07-11,0.0015845590906302665
2016-07-12,0.04667733882437286
2016-07-13,0.004535236425306621
2016-07-14,0.0
2016-07-15,-0.012039166524440037
2016-07-18,0.015993848462617644
2016-07-19,-0.008995459341397671
2016-07-20,0.027987879359058887
2016-07-21,-0.030169235111098036
2016-07-22,-0.0037936023123587015
2016-07-25,0.0601675684137295
2016-07-26,0.053879242467147925
2016-07-27,-0.03271994637994757
2016-07-28,-0.026779308753166475
2016-07-29,-0.005068913810647779
2016-08-01,-0.013100269106122497
2016-08-02,-0.011799377105681463
2016-08-03,0.008209018574983906
2016-08-04,0.038489986645198426
2016-08-05,0.0349251690018455
2016-08-08,-0.006887209065398081
2016-08-09,0.004160901743361478
2016-08-10,-0.019337014339253722
2016-08-11,0.016197272053591005
2016-08-12,0.03465001303250226
2016-08-15,0.04018754378941858
2016-08-16,-0.002575794261388431
2016-08-17,0.0019368976191356246
2016-08-18,0.01610814283654305
2016-08-19,0.030437704258571507
2016-08-22,-0.003692559912089499
2016-08-23,-0.0006173959713118293
2016-08-24,-0.04140937006017975
2016-08-25,0.044487548625982365
2016-08-26,0.019135775495105145
2016-08-29,0.02422782171975779
2016-08-30,-0.010053284614211955
2016-08-31,-0.014934251287343936
2016-09-01,0.009096185509176902
2016-09-02,0.0036060753221081043
2016-09-06,0.018563021647932443
2016-09-07,0.008818110920444377
2016-09-08,0.01689973732181138
2016-09-09,-0.036676116051169716
2016-09-12,0.02022606303728658
2016-09-13,-0.023323804055951358
2016-09-14,0.010746130421871669
2016-09-15,0.030714931911658416
2016-09-16,0.001719175453818389
2016-09-19,-0.030320383964278608
2016-09-20,-0.001769888665914987
2016-09-21,0.04373531326319102
2016-09-22,-0.003963855774743785
2016-09-23,-0.006253546401840504
2016-09-26,-0.00686478812911262
2016-09-27,0.03686602560251906
2016-09-28,-0.03111111062892702
2016-09-29,0.005734132820606863
2016-09-30,0.01368327787653345
2016-10-03,-0.002812733602748252
2016-10-04,0.003948207396428982
2016-10-05,-0.005617832685657742
2016-10-06,0.001694672714676937
2016-10-07,-0.006767883492746041
2016-10-10,-0.006246332870202487
2016-10-11,-0.03657165647244298
2016-10-12,-0.004744627213239538
2016-10-13,0.00417138390837124
2016-10-14,0.016617381947015897
2016-10-17,-0.008173107122503853
2016-10-18,0.0247203373193301
2016-10-19,-0.010913054724327909
2016-10-20,-0.001161387368559974
2016-10-21,-0.01511627207268762
2016-10-24,0.0070837332593081115
2016-10-25,0.02813608563216219
2016-10-26,0.0057014400063417625
2016-10-27,-0.006235930023054448
2016-10-28,-0.018824959790104234
2016-10-31,-0.0023255890525305523
2016-11-01,-0.010489602008745047
2016-11-02,-0.017667961969885182
2016-11-03,-0.003596842243660636
2016-11-04,0.003609826219097778
2016-11-07,0.04196651571917931
2016-11-08,0.0017259874426858168
2016-11-09,-0.012061767808978718
2016-11-10,-0.012209484447687102
2016-11-11,0.040023797361968594
2016-11-14,0.0022636206259361025
2016-11-15,0.022021612959924886
2016-11-16,0.00773466941028822
2016-11-17,0.05153499110352566
2016-11-18,0.0015639055486573739
2016-11-21,0.014575998088833586
2016-11-22,0.012827059044670852
2016-11-23,0.008612108473747382
2016-11-25,0.011049808834982189
2016-11-28,-0.006954961453863651
2016-11-29,-0.028514181575552633
2016-11-30,0.005664156459312508
2016-12-01,-0.05376344731131766
2016-12-02,0.016775027755134397
2016-12-05,-0.009579438815247587
2016-12-06,0.024180439943141785
2016-12-07,0.0724027107049321
2016-12-08,0.010763485263897365
2016-12-09,-0.007744647257188375
2016-12-12,-0.023414522807425953
2016-12-13,0.005494596607706681
2016-12-14,-0.005464570994457962
2016-12-15,0.013486533170862902
2016-12-16,-0.000985662323502834
2016-12-19,0.003946635590704739
2016-12-20,0.014741919250660152
2016-12-21,-0.0033899128955233726
2016-12-22,0.12682233573441004
2016-12-23,0.0030185313996318186
2016-12-27,0.001719612201505738
2016-12-28,-0.022317588508953823
2016-12-29,-0.022387942627489443
2016-12-30,-0.015716327251276807
2017-01-03,0.028740861849896993
2017-01-04,-0.008425554408962421
2017-01-05,-0.011180563076202854
2017-01-06,-0.0031663293129103876
2017-01-09,0.013611883792568058
2017-01-10,0.006266587492227638
2017-01-11,0.013790147459819657
2017-01-12,-0.021062023961815113
2017-01-13,-0.005826850253414784
2017-01-17,-0.01983784515749809
2017-01-18,0.02667907002146519
2017-01-19,-0.027329861841435266
2017-01-20,0.011515582736880248
2017-01-23,-0.003187513172368872
2017-01-24,0.04385560329177074
2017-01-25,0.031072032555511164
2017-01-26,-0.0016977986390754873
2017-01-27,0.019132655920646613
2017-01-30,0.008761001355993336
2017-01-31,-0.002894944020044643
2017-02-01,0.02654500976706231
2017-02-02,0.001616245906717495
2017-02-03,-0.00766430723463396
2017-02-06,-0.01056925832767397
2017-02-07,0.010682160845143951
2017-02-08,-0.01585384779953647
2017-02-09,0.009913373031243733
2017-02-10,-0.016360131189670946
2017-02-13,-0.006237007587516108
2017-02-14,-0.0326355654877416
2017-02-15,-0.004325399366068683
2017-02-16,-0.0017377946541754508
2017-02-17,0.016100862685218598
2017-02-21,0.01798733953839249
2017-02-22,-0.0008414405442399575
2017-02-23,-0.011368273670685825
2017-02-24,-0.010221580551991516
2017-02-27,0.02237503638476901
2017-02-28,-0.013467977769120343
2017-03-01,0.04735500642047974
2017-03-02,0.00610982119014758
2017-03-03,0.035222855285112376
2017-03-06,0.005475146318302038
2017-03-07,-0.0027226661635297855
2017-03-08,-0.010140401516913089
2017-03-09,-0.009062187894820273
2017-03-10,0.001192672147781959
2017-03-13,0.020651536946940663
2017-03-14,-0.004669275779361937
2017-03-15,0.021110196356378452
2017-03-16,-0.0030627972117375224
2017-03-17,-0.009216695268152164
2017-03-20,0.015891545919498817
2017-03-21,-0.026325787223592467
2017-03-22,0.02115990597263817
2017-03-23,0.015732919104319842
2017-03-24,0.07404611031502939
2017-03-27,0.011607305688288605
2017-03-28,-0.0024337915073896488
2017-03-29,-0.0066225891311533225
2017-03-30,0.01649126574464499
2017-03-31,-0.0024163512139457888
2017-04-03,-0.008996536098112018
2017-04-04,-0.0017457647493529516
2017-04-05,-0.011542484188714619
2017-04-06,0.012738826214177879
2017-04-07,-0.0034941740112167663
2017-04-10,-0.030855440191740358
2017-04-11,-0.016642566971505568
2017-04-12,-0.018027752534963026
2017-04-13,0.0018731654579247081
2017-04-17,0.014584921754727365
2017-04-18,0.0003684708976012807
2017-04-19,0.004421461212053668
2017-04-20,0.02567884671206966
2017-04-21,-0.02288984792810511
2017-04-24,-0.027452416728336426
2017-04-25,0.01580724321149196
2017-04-26,-0.007410176705382576
2017-04-27,0.031355016017488246
2017-04-28,0.0014476359296706764
2017-05-01,0.022407050513629345
2017-05-02,-0.018381113962644302
2017-05-03,0.008282329279848621
2017-05-04,-0.00749997279965231
2017-05-05,0.014753434467630333
2017-05-08,-0.004964382728368966
2017-05-09,0.02672829937243093
2017-05-10,0.017702297274333256
2017-05-11,-0.009890908412753752
2017-05-12,-0.003444690144043694
2017-05-15,-0.0034565970498331433
2017-05-16,0.006590294135218722
2017-05-17,-0.06960716380692344
2017-05-18,0.017777619942862533
2017-05-19,0.012372784323111619
2017-05-22,0.008626986091907707
2017-05-23,0.008196660843392545
2017-05-24,0.024743703713112186
2017-05-25,0.015177697818222313
2017-05-26,0.011213034787985299
2017-05-30,0.03158602670909727
2017-05-31,0.002280058249496175
2017-06-01,-0.00032513576147485956
2017-06-02,0.014629455770583055
2017-06-05,0.0
2017-06-06,0.011534929156316931
2017-06-07,0.029458396260582775
2017-06-08,-0.0015384815060149881
2017-06-09,-0.057010864920881144
2017-06-12,0.019607908207075475
2017-06-13,0.010897314887791554
2017-06-14,-0.015218697338105658
2017-06-15,-0.01609783390716768
2017-06-16,-0.022905801861222597
2017-06-19,0.044876138524885034
2017-06-20,-0.011859028604677024
2017-06-21,0.03827437636265274
2017-06-22,-0.0037489020201121326
2017-06-23,-0.005017263914499526
2017-06-26,0.02426747670679208
2017-06-27,-0.025846176845817248
2017-06-28,0.01831936631589892
2017-06-29,-0.02388323145099347
2017-06-30,-0.051159774286553605
2017-07-03,-0.024112670153753513
2017-07-05,0.04701459219368376
2017-07-06,-0.013438213054979165
2017-07-07,0.003322302460448956
2017-07-10,0.009933774620318747
2017-07-11,0.028524538332975746
2017-07-12,0.0025501533266847343
2017-07-13,-0.010174914722126283
2017-07-14,0.02120151628135547
2017-07-17,-0.0022021264329440404
2017-07-18,0.005674949822886299
2017-07-19,-0.0025080285502280253
2017-07-20,0.005656930588433751
2017-07-21,0.0003123942145251135
2017-07-24,-0.010621563684419688
2017-07-25,-0.055888987623943565
2017-07-26,-0.0030099945849357823
2017-07-27,0.014424721280610564
2017-07-28,-0.031746071723025016
2017-07-31,-0.03961735167211722
2017-08-01,0.007823603356310382
2017-08-02,0.010232660763984214
2017-08-03,-0.0279426085747726
2017-08-04,0.003234018665356775
2017-08-07,0.023997054505085158
2017-08-08,0.008744225479256462
2017-08-09,-0.009015185540979909
2017-08-10,-0.03813856524625292
2017-08-11,0.01891581914903817
2017-08-14,0.04391302313832823
2017-08-15,0.015047996653715145
2017-08-16,0.0340295125710135
2017-08-17,-0.03486475065522765
2017-08-18,0.025658292528731197
2017-08-21,-0.02699130784469239
2017-08-22,0.030108236250410148
2017-08-23,0.0
2017-08-24,-0.007553567123653848
2017-08-25,0.002316467885026041
2017-08-28,0.02608122135042268
2017-08-29,0.012869930063251322
2017-08-30,0.004129759766492214
2017-08-31,0.011388652788800302
2017-09-01,0.01970602618706674
2017-09-05,-0.016257618418663577
2017-09-06,0.005612588478602021
2017-09-07,0.016744213309602962
2017-09-08,-0.010368841851190469
2017-09-11,0.030508197135666437
2017-09-12,0.02541888074839771
2017-09-13,0.008748792783914716
2017-09-14,-0.0002889466230111548
2017-09-15,0.002024340426223903
2017-09-18,0.022510753611129086
2017-09-19,0.014676710123124659
2017-09-20,0.0005564659177661468
2017-09-21,-0.00166825214321642
2017-09-22,0.004455816255223954
2017-09-25,-0.033268751022577314
2017-09-26,-0.019787750848510477
2017-09-27,0.08513742992067619
2017-09-28,0.023456364881045966
2017-09-29,0.03609081041037543
2017-10-02,0.017289309688794052
2017-10-03,0.008998221792529959
2017-10-04,-0.020064623350046773
2017-10-05,-0.004802933414685406
2017-10-06,0.0076201156290940375
2017-10-09,0.03251814959849253
2017-10-10,0.024902405394735982
2017-10-11,-0.008813855211064592
2017-10-12,-0.024753411566685424
2017-10-13,-0.004435721072480692
2017-10-16,0.026980202111760665
2017-10-17,-0.026512476135420293
2017-10-18,0.03119572743131438
2017-10-19,-0.008163035655258222
2017-10-20,0.00459937363351659
2017-10-23,0.0014456701515463966
2017-10-24,0.0009624201299835988
2017-10-25,-0.012980601859484464
2017-10-26,-0.011203319817830848
2017-10-27,0.006157620422032162
2017-10-30,0.019583814891841467
2017-10-31,0.06386569672986253
2017-11-01,0.0015797289797851999
2017-11-02,-0.0009013539318198927
2017-11-03,-0.014208295075059052
2017-11-06,-0.0105240094994693
2017-11-07,0.016185003879502835
2017-11-08,0.003185426573451444
2017-11-09,-0.013381753627867976
2017-11-10,0.02942538841202036
2017-11-13,0.01831156755227359
2017-11-14,0.0043861087911549745
2017-11-15,-0.009607147175818675
2017-11-16,0.018077945068892154
2017-11-17,-0.0004331104434167621
2017-11-20,0.032062367851903195
2017-11-21,0.03694345447177372
2017-11-22,-0.005262958989921684
2017-11-24,0.010988868622145542
2017-11-27,-0.03280977309646882
2017-11-28,-0.002497447279680487
2017-11-29,-0.08741902292215908
2017-11-30,-0.030864238870367933
2017-12-01,-0.00943640215803443
2017-12-04,-0.04977389033816271
2017-12-05,0.032832184466114356
2017-12-06,0.00897863565036583
2017-12-07,0.03896099992438473
2017-12-08,0.00023126751232105391
2017-12-11,-0.004628619453326155
2017-12-12,-0.026737596909009675
2017-12-13,0.004539035255338497
2017-12-14,0.004518153980589856
2017-12-15,0.0037877989323704675
2017-12-18,0.030896320203302352
2017-12-19,0.006177174860396706
2017-12-20,0.04024539600530819
2017-12-21,-0.029071061893806815
2017-12-22,-0.006753715572303753
2017-12-26,-0.04238427398051903
2017-12-27,0.005443654565373324
2017-12-28,-0.015771894396289343
2017-12-29,-0.016503386208214677
2018-01-02,0.06201367048791795
2018-01-03,0.029997439433845585
2018-01-04,0.042241123755549115
2018-01-05,-0.023037496385277745
2018-01-08,-0.005458501691641748
2018-01-09,-0.05664092226097239
2018-01-10,0.007912454362411614
2018-01-11,-0.011313877565302
2018-01-12,-0.00023341109750740774
2018-01-16,0.0025693987645210026
2018-01-17,0.031220865998677017
2018-01-18,-0.0061001491151483345
2018-01-19,-0.02818835814868681
2018-01-22,0.003040774406661617
2018-01-23,0.02495343319200094
2018-01-24,-0.019795233368376408
2018-01-25,-0.0016250141205059743
2018-01-26,0.015345527034088091
2018-01-29,-0.00870145310116932
2018-01-30,-0.03742235647987713
2018-01-31,0.04919624491261909
2018-02-01,-0.02813374721266171
2018-02-02,-0.039303075394089726
2018-02-05,-0.03478724131022226
2018-02-06,0.11370588476702936
2018-02-07,-0.04261617538010387
2018-02-08,-0.04784568311509907
2018-02-09,0.010249604841805926
2018-02-12,0.044048681870158424
2018-02-13,0.010429092778072802
2018-02-14,0.01923536600572273
2018-02-15,0.0011504932136272572
2018-02-16,0.016321839018538453
2018-02-20,0.015607393303113115
2018-02-21,-0.00801771391813444
2018-02-22,-0.006511121265555975
2018-02-23,0.051525465856271824
2018-02-26,0.031162763563840068
2018-02-27,0.012504966568411158
2018-02-28,0.0047347466180553965
2018-03-01,-0.024380438740032706
2018-03-02,0.03128940958939874
2018-03-05,0.05945828199376191
2018-03-06,0.03286583390790221
2018-03-07,0.004279616640538997
2018-03-08,0.023161178712713726
2018-03-09,-0.011408904141029796
2018-03-12,0.08756181566340238
2018-03-13,0.0010107299603081543
2018-03-14,0.0058890953420285275
2018-03-15,-0.01572409903678129
2018-03-16,0.02957159939086096
2018-03-19,-0.007263115139871212
2018-03-20,0.01679408111835512
2018-03-21,-0.0013081989494553303
2018-03-22,-0.03520557927337398
2018-03-23,-0.07993886651962212
2018-03-26,0.024903121425997377
2018-03-27,-0.0568753275392353
2018-03-28,-0.017366459851400395
2018-03-29,0.012623899869888655
2018-04-02,-0.0398926511893255
2018-04-03,0.02976439072667625
2018-04-04,0.03569323654898815
2018-04-05,-0.06649170671542626
2018-04-06,-0.027688557525127444
2018-04-09,-0.010318083274706291
2018-04-10,0.05254409477898769
2018-04-11,0.0
2018-04-12,0.04179862621512198
2018-04-13,-0.006845467946560824
2018-04-16,-0.011104785664445727
2018-04-17,0.011810311796677686
2018-04-18,0.03348648186902792
2018-04-19,-0.04795408972704929
2018-04-20,-0.015557973002575554
2018-04-23,-0.03160823781225175
2018-04-24,-0.03896368998087474
2018-04-25,0.010401192649308832
2018-04-26,0.05336150354006586
2018-04-27,-0.05225391599213536
2018-04-30,-0.03240737544444494
2018-05-01,0.017616468256193007
2018-05-02,-0.019234963737342903
2018-05-03,0.015907627213058273
2018-05-04,0.020592090028943355
2018-05-07,0.018915511650417827
2018-05-08,0.001856572690279057
2018-05-09,0.050236568872428666
2018-05-10,0.032346640374523616
2018-05-11,-0.015951402110378377
