Date,CTSH
2015-01-05,-0.006265434925499802
2015-01-06,-0.02598387128186741
2015-01-07,0.03275796956458521
2015-01-08,0.023361647265729646
2015-01-09,0.004454464632673405
2015-01-12,0.0005543387965205593
2015-01-13,0.0
2015-01-14,0.004801502832579407
2015-01-15,-0.010476143069855448
2015-01-16,0.022288314955604793
2015-01-20,0.01017435981046888
2015-01-21,-0.005755297008106286
2015-01-22,0.016280886492633817
2015-01-23,-0.0021359733209453946
2015-01-26,0.0007132615522122965
2015-01-27,-0.014973138518694418
2015-01-28,-0.015019902323785028
2015-01-29,0.01929080777333758
2015-01-30,-0.024332908948799137
2015-02-02,0.003325102522681256
2015-02-03,0.014546075097117583
2015-02-04,0.05045375481441283
2015-02-05,-0.0041462545284605135
2015-02-06,-0.0034700295849713347
2015-02-09,0.00017419844767352366
2015-02-10,0.016535947785202953
2015-02-11,0.008390444974175626
2015-02-12,0.02360327089178349
2015-02-13,-0.0008296030676563371
2015-02-17,-0.0006640210628585663
2015-02-18,0.014952916856189935
2015-02-19,0.014895992726755347
2015-02-20,0.0169353929432583
2015-02-23,-0.0098333723541153
2015-02-24,0.00032020808128141454
2015-02-25,0.003202694924287819
2015-02-26,0.0022344705927686004
2015-02-27,-0.004777757550727624
2015-03-02,0.0068809016025268566
2015-03-03,-0.002224814973836531
2015-03-04,-0.011468728686740759
2015-03-05,0.004834163585236695
2015-03-06,-0.012026993605884773
2015-03-09,0.005031533880905492
2015-03-10,-0.020510299819276767
2015-03-11,0.0032976055229196888
2015-03-12,0.01314706824681755
2015-03-13,-0.008110152738165843
2015-03-16,0.014390838073724987
2015-03-17,0.0035465840166364337
2015-03-18,0.024739036633534273
2015-03-19,0.007211045677177008
2015-03-20,-0.0029572349362111394
2015-03-23,-0.0021854221212336267
2015-03-24,-0.014862244523477508
2015-03-25,-0.028108440253579614
2015-03-26,0.02173173102574877
2015-03-27,0.007516438393539326
2015-03-30,0.005396927505976645
2015-03-31,-0.014998806454773361
2015-04-01,-0.006571177467389222
2015-04-02,0.009519160294054752
2015-04-06,-0.00239717576744114
2015-04-07,-0.0059278389434980205
2015-04-08,0.007897027403760193
2015-04-09,0.009913560847476965
2015-04-10,-0.00569956020561424
2015-04-13,-0.017038518256011326
2015-04-14,0.014417512273692479
2015-04-15,0.007825213357944172
2015-04-16,-0.010458012207918865
2015-04-17,-0.028022180509770345
2015-04-20,0.007248515325811944
2015-04-21,0.00441607514415332
2015-04-22,-0.0032566559512106075
2015-04-23,-0.00016326030053692708
2015-04-24,-0.024019699808460193
2015-04-27,-0.003683364997385752
2015-04-28,0.013779524596295945
2015-04-29,-0.0067963271526539915
2015-04-30,-0.023030482404300612
2015-05-01,0.01024916965427436
2015-05-04,0.06154898535840947
2015-05-05,-0.028353025123209696
2015-05-06,-0.006229444856156174
2015-05-07,0.01138241001202922
2015-05-08,0.029032969661199948
2015-05-11,-0.0064989406847694164
2015-05-12,-0.008774718511265323
2015-05-13,-0.004506619303046078
2015-05-14,0.031851337621986
2015-05-15,-0.003917462621941148
2015-05-18,0.0184050079978455
2015-05-19,0.00447949032604944
2015-05-20,-0.00046127249162508654
2015-05-21,-0.0004616822135549148
2015-05-22,-0.0024626328146396537
2015-05-26,-0.015275309829552719
2015-05-27,0.0134753416318385
2015-05-28,0.0024737400042149638
2015-05-29,-0.001850693896742417
2015-06-01,0.010506797987198224
2015-06-02,0.003057969555170681
2015-06-03,0.0015245835108839145
2015-06-04,-0.01872170832034159
2015-06-05,0.002016518902623554
2015-06-08,-0.015634616727938644
2015-06-09,0.0018870063242277801
2015-06-10,0.01789373350121548
2015-06-11,-0.0052432295668636275
2015-06-12,-0.01395098151547347
2015-06-15,-0.009904170706489634
2015-06-16,-0.004128384418882192
2015-06-17,-0.01020390676915639
2015-06-18,0.018846404772530967
2015-06-19,-0.012015689420309172
2015-06-22,0.011361899796354269
2015-06-23,0.0014240892985377673
2015-06-24,-0.004266327236625789
2015-06-25,0.010790565716580991
2015-06-26,0.0020405590231831194
2015-06-29,-0.041516614203013225
2015-06-30,-0.001470760675441496
2015-07-01,0.016860221203655712
2015-07-02,-0.025595631292237075
2015-07-06,-0.009416792601347201
2015-07-07,0.005670482625882212
2015-07-08,-0.021061601832683574
2015-07-09,0.007792813219011263
2015-07-10,0.0036980817809411093
2015-07-13,0.008708591652789588
2015-07-14,0.006309368524962666
2015-07-15,0.003959639250538993
2015-07-16,0.005259093649380375
2015-07-17,-0.009481982142162337
2015-07-20,-0.0016501538651274572
2015-07-21,0.01768848185221983
2015-07-22,0.01023405963387769
2015-07-23,0.0011255678161123939
2015-07-24,-0.010600652974958602
2015-07-27,-0.013798822579128567
2015-07-28,0.006913839269823585
2015-07-29,0.01781900047259999
2015-07-30,0.013812916008819842
2015-07-31,-0.000316505070466655
2015-08-03,-0.003486646036854224
2015-08-04,0.0065203748742441725
2015-08-05,0.06399073036829384
2015-08-06,-0.003860645603260271
2015-08-07,0.008050053673170687
2015-08-10,0.012126625081484654
2015-08-11,-0.009643246614534307
2015-08-12,-0.004573890445988771
2015-08-13,0.0069659744120944556
2015-08-14,-0.01133344101796252
2015-08-17,0.0071459240630558085
2015-08-18,0.0028084820874942906
2015-08-19,-0.011939871177671701
2015-08-20,-0.01984153597605476
2015-08-21,-0.04337932580427095
2015-08-24,-0.04805058094469894
2015-08-25,-0.014207042734760034
2015-08-26,0.053916601607640224
2015-08-27,0.026383534242913287
2015-08-28,-0.0012539302728663548
2015-08-31,-0.012241186467565557
2015-09-01,-0.02716872866976594
2015-09-02,0.021394884174577244
2015-09-03,0.0051167733638624036
2015-09-04,-0.01765829215625403
2015-09-08,0.022995700212268044
2015-09-09,-0.01646339907205896
2015-09-10,0.008047769835100693
2015-09-11,0.0025545058518143815
2015-09-14,-0.011307343687167792
2015-09-15,0.011114579875256325
2015-09-16,0.013541484338732701
2015-09-17,-0.011474311801073722
