Date,COIN
2021-04-15,-0.01684537224278082
2021-04-16,0.05964368706429135
2021-04-19,-0.02631578947368418
2021-04-20,-0.03657655458192566
2021-04-21,-0.027741392972072676
2021-04-22,-0.059213902364691484
2021-04-23,-0.006304331322400603
2021-04-26,0.04437586478243305
2021-04-27,-0.008340475713052964
2021-04-28,-0.013079510619308787
2021-04-29,-0.011004861310630942
2021-04-30,0.009736491982677675
2021-05-03,-0.011524066068236194
2021-05-04,-0.0460554984076319
2021-05-05,-0.027292822497541724
2021-05-06,-0.05948714371565933
2021-05-07,0.02702914074407925
2021-05-10,0.11281759053026974
2021-05-11,0.03254383164322783
2021-05-12,-0.06399344768461224
2021-05-13,-0.06526561194628577
2021-05-14,-0.02538668740618666
2021-05-17,-0.0392072988948613
2021-05-18,-0.03722206448878973
2021-05-19,-0.05941421317256146
2021-05-20,0.038256186512357404
2021-05-21,-0.038774584531405476
2021-05-24,0.004234441374625364
2021-05-25,0.0759431885423496
2021-05-26,-0.003671463125296537
2021-05-27,0.023062239014976615
2021-05-28,-0.04269700598210735
2021-06-01,0.010103997030038503
2021-06-02,0.006487268653044831
2021-06-03,-0.028359914282253484
2021-06-04,-0.02084229350188227
2021-06-07,0.011626398619552836
2021-06-08,-0.0466191118099073
2021-06-09,0.01658662014577783
2021-06-10,-0.011011060717081467
2021-06-11,0.009330592781069402
2021-06-14,0.06779210458512575
2021-06-15,-0.028816391525584018
2021-06-16,-0.017914833735978464
2021-06-17,0.011444861106882698
2021-06-18,-0.005939522909153672
2021-06-21,-0.029176969682530807
2021-06-22,-0.0005840291071332882
2021-06-23,0.015912227566452497
2021-06-24,0.01734435761347153
2021-06-25,-0.02344191519741723
2021-06-28,0.09864616468144072
2021-06-29,0.03328060064788452
2021-06-30,-0.0062769355944996
2021-07-01,-0.046821952102101494
2021-07-02,-0.0029821123816375916
2021-07-06,-0.022058813275450673
2021-07-07,0.07034534344752319
2021-07-08,-0.03047985036854972
2021-07-09,0.03925666977872111
2021-07-12,-0.024460400954906425
2021-07-13,-0.017604072526287373
2021-07-14,-0.054950455186157154
2021-07-15,-0.023092969914823125
2021-07-16,0.001691624519269741
2021-07-19,-0.01955465981023652
2021-07-20,0.019718082097278655
2021-07-21,0.02627128479257812
2021-07-22,-0.02074757823640727
2021-07-23,-0.0051309432621829965
2021-07-26,0.09127689376858372
2021-07-27,-0.04224891116773655
2021-07-28,0.02837331171087376
2021-07-29,-0.024694937831243546
2021-07-30,0.003393006429297074
2021-08-02,-0.004987775490055912
2021-08-03,-0.02217502700105667
2021-08-04,0.06160399854796883
2021-08-05,0.04558847340736394
2021-08-06,0.01080238655821919
2021-08-09,0.08599856971752629
2021-08-10,-0.038506748479207875
2021-08-11,0.03237282617293835
2021-08-12,-0.07866377290448978
2021-08-13,0.0185185185185186
2021-08-16,-0.016918711685107612
2021-08-17,-0.02347850265066742
2021-08-18,-0.025558228006825612
2021-08-19,0.01575353374987043
2021-08-20,0.036577512206447116
2021-08-23,-0.005129827788927233
2021-08-24,0.012812495231628418
2021-08-25,-0.009680691829073829
2021-08-26,-0.03205201573265193
2021-08-27,0.04256860914482452
2021-08-30,0.013661657192147292
2021-08-31,-0.01393437756445659
2021-09-01,0.02664090307522926
2021-09-02,0.008574647730847484
2021-09-03,0.038257923953443296
2021-09-07,-0.04176844124708645
2021-09-08,-0.03227010018495158
2021-09-09,-0.006893875658958604
2021-09-10,-0.03158882177423494
2021-09-13,-0.02206834256078749
2021-09-14,0.000658885128159703
2021-09-15,0.016749001334233515
2021-09-16,-0.015623104771621543
2021-09-17,0.008141094827025297
2021-09-20,-0.03531956268966918
2021-09-21,0.00815967507094606
2021-09-22,0.01421621778999671
2021-09-23,-0.017986379961693055
2021-09-24,-0.02391575863486839
2021-09-27,0.0018117425402282006
2021-09-28,-0.01033417627672284
2021-09-29,-0.01983987831208478
2021-09-30,0.009765611506405758
2021-10-01,0.016133278696474962
2021-10-04,-0.007960183372164087
2021-10-05,0.04701059218555148
2021-10-06,0.042858964146262224
2021-10-07,0.004832620143307542
2021-10-08,-0.01371277474645205
2021-10-11,0.033690661041809955
2021-10-12,-0.027953209235654253
2021-10-13,-0.010227421622070576
2021-10-14,0.053569986571424755
2021-10-15,0.07926917442908654
