Date,AMT
2015-01-05,-0.014447712871310414
2015-01-06,-0.002647277995081465
2015-01-07,0.010514137949545477
2015-01-08,0.009292703503958055
2015-01-09,-0.005104034695092796
2015-01-12,-0.00432566587928962
2015-01-13,-0.011113359799065248
2015-01-14,-0.006333879316162694
2015-01-15,-0.010076532570057584
2015-01-16,0.011840419900904786
2015-01-20,-0.0029769720599508442
2015-01-21,-0.003911966980435055
2015-01-22,0.021498963102839275
2015-01-23,0.007790939455219803
2015-01-26,0.021686506206570977
2015-01-27,-0.013463098445695265
2015-01-28,-0.015040881775836956
2015-01-29,-0.00465208944871498
2015-01-30,-0.014936059484492503
2015-02-02,0.009283283045528723
2015-02-03,0.012672236193682407
2015-02-04,-0.012513660136781568
2015-02-05,0.017781835151839065
2015-02-06,-0.03875854916127175
2015-02-09,0.010132496784766243
2015-02-10,-0.003412637302372845
2015-02-11,-0.004254661680383798
2015-02-12,0.00010452812162364822
2015-02-13,0.0044805139480639244
2015-02-17,-0.001867452190946528
2015-02-18,-0.00020757868038168148
2015-02-19,-0.009771611986846063
2015-02-20,0.01333236641079072
2015-02-23,0.008287294493048547
2015-02-24,-0.027535008981880105
2015-02-25,0.033808951963827605
2015-02-26,0.010526226568997155
2015-02-27,0.002629184440682941
2015-03-02,0.0026225852153198836
2015-03-03,-0.011267437513938994
2015-03-04,0.002848860574906853
2015-03-05,0.006899318225670026
2015-03-06,-0.026501563195309275
2015-03-09,-0.0003099595800184485
2015-03-10,-0.020812222639581157
2015-03-11,0.0006342201547675508
2015-03-12,0.01733065315648563
2015-03-13,-0.021086117754279043
2015-03-16,0.003926012996563921
2015-03-17,-0.005178976184568196
2015-03-18,0.014768143107769749
2015-03-19,-0.009632064218665137
2015-03-20,0.032772961187802485
2015-03-23,-0.0005123860590240392
2015-03-24,-0.0049156318090843865
2015-03-25,-0.0173942437491853
2015-03-26,-0.002828261479227878
2015-03-27,0.008823605075566343
2015-03-30,0.001249635142097194
2015-03-31,-0.02090293087701256
2015-04-01,0.02453557927411598
2015-04-02,0.0033174457528934997
2015-04-06,0.01301892432638696
2015-04-07,-0.011933702009365943
2015-04-08,0.0008297795574467859
2015-04-09,-0.012327881470698632
2015-04-10,-0.0028322697164490096
2015-04-13,-0.0030500039393457357
2015-04-14,-0.0029541693239942823
2015-04-15,0.007089589102581284
2015-04-16,0.016707221578037057
2015-04-17,-0.006821187066070267
2015-04-20,-0.00270564477322488
2015-04-21,-0.008973306837363193
2015-04-22,0.009897280503241124
2015-04-23,0.001250634660628691
2015-04-24,-0.007496458280542573
2015-04-27,-0.0013638920435927737
2015-04-28,0.005987704941037952
2015-04-29,-0.023496400597590728
2015-04-30,0.010908529510524012
2015-05-01,-0.01110766255134732
2015-05-04,0.01240897509298522
2015-05-05,-0.017328823068744836
2015-05-06,-0.0015054080197893782
2015-05-07,0.008291756504665182
2015-05-08,0.014098228149660663
2015-05-11,-0.01369176508120551
2015-05-12,-0.0005335216098555362
2015-05-13,-0.00705137193851435
2015-05-14,0.020120644213507788
2015-05-15,0.007382933456459018
2015-05-18,-0.003245592085588944
2015-05-19,0.0026258073048692765
2015-05-20,-0.011838266105364093
2015-05-21,-0.004453123036553208
2015-05-22,0.004792219882389537
2015-05-26,0.0027560352755215956
2015-05-27,0.0058128818653879755
2015-05-28,-0.005884645792122445
2015-05-29,-0.01913291805267281
2015-06-01,0.015518881179796828
2015-06-02,-0.0008491222368989249
2015-06-03,-0.015613456012428584
2015-06-04,0.021471865628484466
2015-06-05,-0.022710559710399036
2015-06-08,0.003350795565874032
2015-06-09,-0.008186956775183218
2015-06-10,0.006842605305509286
2015-06-11,0.0077668692110828275
2015-06-12,-0.002355124780432205
2015-06-15,-0.005390057585399344
2015-06-16,0.010838954714020854
2015-06-17,0.009221453715906103
2015-06-18,0.021887169576432663
2015-06-19,-0.0021837498529723165
2015-06-22,-0.0018757956867782033
2015-06-23,0.004802473460068235
2015-06-24,-0.012155593932982267
2015-06-25,-0.0035761987832015896
2015-06-26,-0.005277204542068037
2015-06-29,-0.013795041549902187
2015-06-30,0.0037659097671456365
2015-07-01,0.007718109188660449
2015-07-02,0.009573282439293562
2015-07-06,0.000737589195826116
2015-07-07,0.006843529096298706
2015-07-08,-0.012025407710602343
2015-07-09,-0.0009526887539539342
2015-07-10,0.01091212717743928
2015-07-13,0.002934587775030195
2015-07-14,-0.0022991741220254047
2015-07-15,0.004922574442938199
2015-07-16,0.0194897473829323
2015-07-17,-0.008894085565058996
2015-07-20,0.0011342665176252709
2015-07-21,-0.0011329814147413853
2015-07-22,-0.004228989989172982
2015-07-23,0.015123081232902624
2015-07-24,-0.012347100515177845
2015-07-27,-0.0032027354517539797
2015-07-28,0.002073233539781505
2015-07-29,-0.0037234393658451825
2015-07-30,-0.014223733359835178
2015-07-31,0.0016848442127561647
2015-08-03,0.002628693865384779
2015-08-04,0.007969945350481566
2015-08-05,0.005409770118469215
2015-08-06,0.01779816684494473
2015-08-07,0.013115075760614214
2015-08-10,0.008429279228316044
2015-08-11,0.005075314249579632
2015-08-12,-0.010198168587906009
2015-08-13,0.002800927549127863
2015-08-14,0.008279583188095296
2015-08-17,0.0036603644753041564
2015-08-18,-0.009463081990312316
2015-08-19,-0.0008953267312328261
2015-08-20,-0.015438170513761729
2015-08-21,-0.021750234710188887
2015-08-24,-0.049224628852957864
2015-08-25,-0.026429869051147192
2015-08-26,0.02256687083375497
2015-08-27,0.025565499126100732
2015-08-28,-0.004474360496994123
2015-08-31,-0.013482790321337368
2015-09-01,-0.023430070532595604
2015-09-02,0.012662033039403386
2015-09-03,-0.0016448259781751684
2015-09-04,-0.021973023286250393
2015-09-08,0.01157016534859201
2015-09-09,-0.014991626876973307
2015-09-10,-0.004283855050949414
2015-09-11,0.010642512793929138
2015-09-14,-0.004817023935413611
2015-09-15,0.00810562103364365
2015-09-16,0.011724654869488704
2015-09-17,0.010154844001784014
2015-09-18,-0.011254429665334853
2015-09-21,0.003998552353296825
2015-09-22,-0.01482440827845044
2015-09-23,-0.003818071687447633
2015-09-24,-0.007665193575308926
2015-09-25,0.00920111378970434
2015-09-28,-0.0183471744311845
2015-09-29,-0.002293860836388273
2015-09-30,0.011148398726459563
2015-10-01,0.004546477895621459
2015-10-02,0.015388172203239625
2015-10-05,0.041452886178626525
2015-10-06,-0.0009627195029802138
2015-10-07,0.00931790096554308
2015-10-08,0.014113021769914136
2015-10-09,-0.006592362172854305
2015-10-12,-0.0014746122594559985
2015-10-13,-0.011603349623044656
2015-10-14,-0.006830396738772726
2015-10-15,0.017085558976547288
2015-10-16,0.015636931291110434
2015-10-19,0.006865086112043173
2015-10-20,0.0012403916854795138
2015-10-21,-0.008771450903718891
2015-10-22,0.03549892964327328
2015-10-23,-0.003015978156136301
2015-10-26,0.0036300251514636006
2015-10-27,-0.0026122722767324413
2015-10-28,0.016117625328782248
2015-10-29,0.010805918062901876
2015-10-30,0.0026480448708967597
2015-11-02,0.01790091851482689
2015-11-03,-0.00749575277346648
2015-11-04,-0.010166564254003196
2015-11-05,-0.013303215851125483
2015-11-06,-0.02815480258468439
2015-11-09,-0.009384958669283794
2015-11-10,0.00020575342853867973
2015-11-11,0.00504492366008491
2015-11-12,-0.0027657714059285965
2015-11-13,-0.00996417332580335
2015-11-16,0.017327359717137503
2015-11-17,0.0030593623434114203
2015-11-18,0.013319897624121335
2015-11-19,-0.0003011676617747927
2015-11-20,0.008632115032813026
2015-11-23,-0.0054728350882546906
2015-11-24,-0.006804354848708005
2015-11-25,-0.0017127185928338395
2015-11-27,0.005953830846041619
2015-11-30,-0.0030092395553880102
2015-12-01,0.018011779211085432
2015-12-02,-0.01690244369758609
2015-12-03,-0.01578515987405993
2015-12-04,-0.0034730824562508866
2015-12-07,0.001435059513748449
2015-12-08,-0.008291860735578083
2015-12-09,-0.013831319486887428
2015-12-10,-0.004919344737159048
2015-12-11,-0.01462062213105364
2015-12-14,0.009120811447127286
2015-12-15,0.01669512941953699
2015-12-16,0.01976771152341139
2015-12-17,-0.014461295682546838
2015-12-18,-0.015506469959115088
2015-12-21,0.010147897954932983
2015-12-22,0.00899965781111467
2015-12-23,0.021572254741438757
2015-12-24,-0.0036549345405304523
2015-12-28,0.00234366300242006
2015-12-29,0.010572264838950352
2015-12-30,-0.013177769595279165
2015-12-31,-0.011722410418203544
2016-01-04,-0.0025789248527732234
2016-01-05,0.019752219703846885
2016-01-06,-0.0035495406248495787
2016-01-07,-0.024934027123091673
2016-01-08,-0.016490679982105183
2016-01-11,0.002652960600645793
2016-01-12,0.0
2016-01-13,-0.024661349327621207
2016-01-14,0.0006509245662753571
2016-01-15,-0.041427104850654595
2016-01-19,0.028510131196211264
2016-01-20,-0.021009907151768648
2016-01-21,0.01146059649810205
2016-01-22,0.035881277373814635
2016-01-25,-0.02284210876316972
2016-01-26,0.014815243463200511
2016-01-27,0.0004328966696451886
2016-01-28,0.0
2016-01-29,0.019781737803373778
2016-02-01,-0.013143539908342494
2016-02-02,-0.018797459669399275
2016-02-03,-0.009414316125626598
2016-02-04,0.0066304537033647915
2016-02-05,-0.024700662733249668
2016-02-08,-0.03860851974391111
2016-02-09,0.0018729258573011442
2016-02-10,0.0031556325026234067
2016-02-11,-0.02539608111744851
2016-02-12,0.024025751861401545
2016-02-16,0.009104871059659736
2016-02-17,-0.003007831742078304
2016-02-18,0.015199002329186584
2016-02-19,-0.002057096710231132
2016-02-22,0.021987997360997547
2016-02-23,-0.013670776886045344
2016-02-24,0.011474580522383038
2016-02-25,0.0043806800776065025
2016-02-26,0.0065977426409484785
2016-02-29,0.02433084850711076
2016-03-01,0.02711507114199274
2016-03-02,-0.0008447987479193175
2016-03-03,0.007186658532480683
2016-03-04,0.006715739426217393
2016-03-07,-0.003544288646117222
2016-03-08,-0.01046007304183072
2016-03-09,0.0
2016-03-10,0.00116282633868936
2016-03-11,0.03959445045980092
2016-03-14,-0.0040627854451569245
2016-03-15,0.0035694513286046448
2016-03-16,0.014226341949344468
2016-03-17,0.01943675762184327
2016-03-18,-0.012186542680080126
2016-03-21,-0.0016913304745874713
2016-03-22,-0.004086327312471605
2016-03-23,-0.003502272090879055
2016-03-24,0.007732328303314162
2016-03-28,-0.0010962924506970895
2016-03-29,0.016760006938585814
2016-03-30,0.0038265538462058934
2016-03-31,0.0005864708745655367
2016-04-01,0.020806671715897895
2016-04-04,0.00191375133540439
2016-04-05,-0.006685518405763702
