Date,KO
2015-01-05,0.0
2015-01-06,0.00759358088303097
2015-01-07,0.01248239974745835
2015-01-08,0.012095723035675299
2015-01-09,-0.01103199982249925
2015-01-12,-0.009063592551993849
2015-01-13,-0.0002340120993985506
2015-01-14,-0.0016422111908295234
2015-01-15,-0.004229507157999968
2015-01-16,0.003539434387051843
2015-01-20,0.01481334417208613
2015-01-21,0.0046340185206694695
2015-01-22,0.009685968560055436
2015-01-23,-0.010735316155896069
2015-01-26,-0.007157622434372679
2015-01-27,-0.014186208293884728
2015-01-28,-0.011087710616217383
2015-01-29,0.004293890587280247
2015-01-30,-0.02209009033366427
2015-02-02,0.010201982892414252
2015-02-03,0.0009614062070073537
2015-02-04,0.0012013860593986792
2015-02-05,0.0026390355728722614
2015-02-06,-0.0081359945097772
2015-02-09,-0.0053075519195067145
2015-02-10,0.028377787218133665
2015-02-11,-0.0007080166451652881
2015-02-12,-0.004720295960792931
2015-02-13,-0.004268370399095334
2015-02-17,-0.004286857489935181
2015-02-18,-0.001913585861701983
2015-02-19,0.009106386222175855
2015-02-20,-0.0033243493336775343
2015-02-23,-0.002859561974010272
2015-02-24,0.006690768039012918
2015-02-25,-0.001899177090594062
2015-02-26,0.009750364165046266
2015-02-27,0.019783560737782535
2015-03-02,-0.002309364139923442
2015-03-03,-0.005787451294138157
2015-03-04,-0.010476889462101013
2015-03-05,-0.0023527091322383953
2015-03-06,-0.020755400069547236
2015-03-09,-0.0031307523041883556
2015-03-10,-0.01691249644035364
2015-03-11,-0.014500139181833016
2015-03-12,0.02011642578477968
2015-03-13,-0.016268207798462497
2015-03-16,0.009520885921395772
2015-03-17,0.005460795896468751
2015-03-18,0.002221390996523409
2015-03-19,-0.014285553729973866
2015-03-20,0.015741973309810975
2015-03-23,-0.000737740657880348
2015-03-24,-0.003692790192558082
2015-03-25,-0.0004941448527435721
2015-03-26,-0.002472141379909143
2015-03-27,-0.006691578555990674
2015-03-30,0.010728611792128362
2015-03-31,0.0009873138247049607
2015-04-01,0.0032055399473227553
2015-04-02,0.0
2015-04-06,0.012045548514905136
2015-04-07,-0.0038865216403305425
2015-04-08,-0.00292621598301257
2015-04-09,0.003913136307957643
2015-04-10,-0.004141079411381976
2015-04-13,-0.00440308727105565
2015-04-14,-0.004668301181248169
2015-04-15,-0.002715568781376465
2015-04-16,0.004950402937572429
2015-04-17,-0.007388895822071473
2015-04-20,0.008932978673134251
2015-04-21,0.002951079466635198
2015-04-22,0.012996591210725494
2015-04-23,-0.008714511818970427
2015-04-24,-0.001465509073589999
2015-04-27,-0.0014670149023634504
2015-04-28,-0.001469234795722807
2015-04-29,-0.006867768320760859
2015-04-30,0.001728131199611127
2015-05-01,0.008629521243424199
2015-05-04,0.0012222045496028677
2015-05-05,-0.005126709541752095
2015-05-06,-0.0022086961553450246
2015-05-07,0.000983801270327156
2015-05-08,0.0068795812760140684
2015-05-11,-0.000976376515499533
2015-05-12,-0.006106352269820037
2015-05-13,0.008847295668974908
2015-05-14,0.010962198595117156
2015-05-15,0.00048188066417931275
2015-05-18,-0.004816612721010749
2015-05-19,-0.00024224518583171317
2015-05-20,0.0009685132010284203
2015-05-21,-0.0029020904083095767
2015-05-22,-0.0004851001703384261
2015-05-26,-0.0053384996646237415
2015-05-27,0.003171452232602734
2015-05-28,0.0004865261755251371
2015-05-29,-0.0043755163420867715
2015-06-01,-0.000488426701930389
2015-06-02,0.0012215668100279409
2015-06-03,-0.0029275141675186855
2015-06-04,-0.0068510301230034765
2015-06-05,-0.012072382047770613
2015-06-08,0.0014967055704875332
2015-06-09,0.0009959184681402888
2015-06-10,0.003233908371393257
2015-06-11,0.002499705865022017
2015-06-12,-0.0034911360762840404
2015-06-15,-0.00925932351207892
2015-06-16,0.012377140621098404
2015-06-17,0.004740365641525912
2015-06-18,0.009435936226050323
2015-06-19,-0.00614959819973715
2015-06-22,0.001980120445455924
2015-06-23,-0.0024703883945318417
2015-06-24,-0.004705213017637266
2015-06-25,-0.004229970144948081
2015-06-26,-0.0004997959569605914
2015-06-29,-0.015000329941335822
2015-06-30,-0.0043143214104715
2015-07-01,0.006882385427720905
2015-07-02,-0.0002533202503082199
2015-07-06,-0.0017728298881550808
2015-07-07,0.02105558363771909
2015-07-08,-0.009689096584911572
2015-07-09,0.0015048155870778235
2015-07-10,0.01177364736017239
2015-07-13,0.006684983974406755
2015-07-14,0.012543032532169596
2015-07-15,-0.0009715433121189054
2015-07-16,0.008509620922347416
2015-07-17,-0.00554459254494255
2015-07-20,0.0031509789209873684
2015-07-21,-0.004591506739834217
2015-07-22,-0.007040111168340912
2015-07-23,-0.0014671268414239158
2015-07-24,-0.009794319671231233
2015-07-27,0.0024725082082719396
2015-07-28,0.00024675715031108325
2015-07-29,0.0009864625418412043
2015-07-30,-0.0007392305801967591
2015-07-31,0.012820788171919562
2015-08-03,0.011197606639816948
2015-08-04,0.007462300257077059
2015-08-05,0.0064516443591993156
2015-08-06,-0.004748029842132739
2015-08-07,-0.003578010884052518
2015-08-10,-0.0021546030897069413
2015-08-11,-0.004798715003577203
2015-08-12,-0.005303616532177924
2015-08-13,-0.003877885811374826
2015-08-14,0.003649778363577605
2015-08-17,0.002424210446275721
2015-08-18,-0.0012096167823952841
2015-08-19,-0.012590562721650267
2015-08-20,-0.005640151737485333
2015-08-21,-0.02515405292177031
2015-08-24,-0.029091784074484317
2015-08-25,-0.010161451631273466
2015-08-26,0.019479148096021248
2015-08-27,0.013942533965258574
2015-08-28,0.004583137955983085
2015-08-31,-0.003295480761088432
2015-09-01,-0.014495911421540497
2015-09-02,0.003870647007321759
2015-09-03,0.006684082370910005
2015-09-04,-0.01634343491969037
2015-09-08,0.009864960199238881
2015-09-09,-0.015423765697940017
2015-09-10,0.003133036003412748
2015-09-11,0.001050139443238951
