Date,PARA
2015-01-05,-0.009673175548058688
2015-01-06,-0.019720154573073523
2015-01-07,-0.0015039932145669566
2015-01-08,0.011862385883109061
2015-01-09,0.015258372082331162
2015-01-12,0.005315530263616752
2015-01-13,0.013673701579900444
2015-01-14,-0.020323773632716535
2015-01-15,-0.01688999683520853
2015-01-16,0.037534948743896734
2015-01-20,-0.0016197536966172654
2015-01-21,0.012979987482347966
2015-01-22,0.00961014479789446
2015-01-23,-0.014983365622430411
2015-01-26,0.021116706260613904
2015-01-27,0.00035053809912000133
2015-01-28,-0.013840081277837757
2015-01-29,-0.010126323347763866
2015-01-30,-0.016331357541821467
2015-02-02,0.010216776807447037
2015-02-03,0.027993500114451342
2015-02-04,-0.0031623541434046
2015-02-05,-0.013042143584159227
2015-02-06,0.013214488845067818
2015-02-09,0.0003525150728862503
2015-02-10,0.004228357910144531
2015-02-11,-0.004386338612932583
2015-02-12,0.017973860146257126
2015-02-13,0.035658504606442154
2015-02-17,0.006184638035618528
2015-02-18,-0.006478642567145032
2015-02-19,-0.004514128133125017
2015-02-20,-0.0006720327922860037
2015-02-23,0.0028571487440163246
2015-02-24,-0.004524956601886676
2015-02-25,0.006397693540826754
2015-02-26,-0.010706200164202317
2015-02-27,-0.0006761796368753847
2015-03-02,0.04483900008648445
2015-03-03,0.017004124447219215
2015-03-04,-0.005413948536442392
2015-03-05,-0.014569508127269759
2015-03-06,-0.015596874465905741
2015-03-09,0.0011581282400179305
2015-03-10,-0.017848294047840274
2015-03-11,0.002692296429608776
2015-03-12,0.034569552544539084
2015-03-13,-0.01167883456708596
2015-03-16,0.01887415401139836
2015-03-17,-0.0049937406823372665
2015-03-18,0.02169360225365291
2015-03-19,-0.007606066907095199
2015-03-20,0.011496168344416358
2015-03-23,-0.010575976225826178
2015-03-24,-0.004786329096294506
2015-03-25,-0.013947064596549819
2015-03-26,-0.00829086163129722
2015-03-27,0.003442488368705643
2015-03-30,0.010782516004414822
2015-03-31,-0.02004200371687126
2015-04-01,-0.016658469377305973
2015-04-02,0.02583027926257353
2015-04-06,-0.004414709021418051
2015-04-07,-0.00016414695300381865
2015-04-08,0.00640618152982575
2015-04-09,-0.001142669744799707
2015-04-10,0.006535924103567181
2015-04-13,-0.004545430597658107
2015-04-14,0.0029355367001917543
2015-04-15,0.002601524541104183
2015-04-16,0.0019463094722835805
2015-04-17,-0.017805104720302944
2015-04-20,0.008569365398472417
2015-04-21,0.0045752928957534245
2015-04-22,0.001463833579243623
2015-04-23,0.0009746917792208265
2015-04-24,0.017686109899137215
2015-04-27,-0.016262644646977242
2015-04-28,-0.0016210631948597731
2015-04-29,0.018993684577353287
2015-04-30,-0.010196229823513314
2015-05-01,0.008047632926676984
2015-05-04,-0.00015936130512250735
2015-05-05,-0.013574158983506446
2015-05-06,-0.010522803494027011
2015-05-07,0.0016362928098385687
2015-05-08,-0.006533941113936126
2015-05-11,-0.018908367564169914
2015-05-12,0.0008380671013339391
2015-05-13,0.0
2015-05-14,-0.0013394537451345556
2015-05-15,0.005197965924182757
2015-05-18,0.013844562983931219
2015-05-19,-0.001316248593229763
2015-05-20,0.006260285485321537
2015-05-21,0.011951536229509063
2015-05-22,-0.0035593084011290577
2015-05-26,-0.014774933344370966
2015-05-27,0.03246551914445561
2015-05-28,-0.009896611929568255
2015-05-29,-0.004997387794593466
2015-06-01,-0.0035644981048886804
2015-06-02,0.0024390057367225104
2015-06-03,0.009245610518900937
2015-06-04,-0.00771441266974926
2015-06-05,-0.00664072106091862
2015-06-08,-0.014710796243377788
2015-06-09,-0.007133711914326324
2015-06-10,-0.0060145193570391164
2015-06-11,-0.012103087298375503
2015-06-12,-0.004764313918756757
2015-06-15,-0.005983981802585858
2015-06-16,-0.007739834018098635
2015-06-17,0.005373372445923952
2015-06-18,0.008793503577879447
