Date,STZ
2015-01-05,0.023794854408719646
2015-01-06,0.00641172145222435
2015-01-07,0.025781554510210025
2015-01-08,0.04454130314085614
2015-01-09,-0.002786862819164737
2015-01-12,-0.0034469984773647377
2015-01-13,-0.006263649906235069
2015-01-14,0.02003787469031848
2015-01-15,-0.0023057890231016342
2015-01-16,0.03161401997513269
2015-01-20,-0.00537634154487987
2015-01-21,-0.00423425466243621
2015-01-22,0.0078709995673929
2015-01-23,-0.007091624335678115
2015-01-26,0.010035205082681076
2015-01-27,-0.00384868829520002
2015-01-28,-0.008985424427743749
2015-01-29,0.013509590436585395
2015-01-30,-0.011898189132783288
2015-02-02,0.007695779897160859
2015-02-03,0.00017969707417608838
2015-02-04,0.006647676164287075
2015-02-05,0.005354114329369386
2015-02-06,0.0022191367497177428
2015-02-09,-0.00929930093680531
2015-02-10,0.013766772868406552
2015-02-11,0.0011467498727040226
2015-02-12,-0.00017616736627701357
2015-02-13,-0.004228606860770978
2015-02-17,0.009731365437754658
2015-02-18,0.004819251493922483
2015-02-19,0.0008721574486056927
2015-02-20,0.008450877907849597
2015-02-23,-0.00691131765577091
2015-02-24,0.006611128183062753
2015-02-25,-0.013567955376387553
2015-02-26,0.014368445107932226
2015-02-27,-0.009155650230136536
2015-03-02,0.010983420992515036
2015-03-03,-0.007156318215645885
2015-03-04,-0.006252801927115081
2015-03-05,-0.005330960705359544
2015-03-06,-0.02556647224855424
2015-03-09,0.0389504173881805
2015-03-10,-0.005814426332467315
2015-03-11,0.009165594545014422
2015-03-12,0.020586440678997286
2015-03-13,-0.013136631202056659
2015-03-16,0.008072789573377204
2015-03-17,-0.01610188958227088
2015-03-18,0.01515270311684791
2015-03-19,-0.010235188502335402
2015-03-20,0.019045391667066314
2015-03-23,-0.010570936278041954
2015-03-24,0.007436040605742322
2015-03-25,-0.020955397879578674
2015-03-26,-0.005112762182091224
2015-03-27,-0.002874163699530752
2015-03-30,0.02140076775184241
2015-03-31,-0.006157393710582104
2015-04-01,8.624147400904114e-05
2015-04-02,0.013164760415369736
2015-04-06,0.013842522335210772
2015-04-07,-0.009298137257508277
2015-04-08,0.007609965853756062
2015-04-09,0.007468392287232728
2015-04-10,0.013659591446821606
2015-04-13,-0.014625618761591852
2015-04-14,-0.01584411661856311
2015-04-15,-0.004236704523826962
2015-04-16,-0.0013612654195269691
2015-04-17,-0.011758781894049775
2015-04-20,0.004138703257856813
2015-04-21,0.007126897900512574
2015-04-22,-0.011083720488528015
2015-04-23,8.610186320345825e-05
2015-04-24,-0.0031034927290736203
2015-04-27,0.00622646080873146
2015-04-28,0.006531395281103247
2015-04-29,-0.007342775159468684
2015-04-30,-0.002752716968625113
2015-05-01,0.010781555273109866
2015-05-04,0.0011093629467524568
2015-05-05,-0.01091048523858551
2015-05-06,-0.00561625672636723
2015-05-07,0.0019984411701736704
2015-05-08,0.008759179589186372
2015-05-11,0.0077369157683744305
2015-05-12,-0.013137562410714287
2015-05-13,-0.0006051391808746809
2015-05-14,0.016434729355910838
2015-05-15,0.007999252073027652
2015-05-18,0.004727827727080136
2015-05-19,0.004201361215395494
2015-05-20,8.34159606206697e-05
2015-05-21,-0.004266843666879794
2015-05-22,-0.006134103778123401
2015-05-26,-0.006679146346046716
2015-05-27,0.006383462683172247
2015-05-28,0.0066811101859289845
2015-05-29,-0.009577163131976985
2015-06-01,0.016540883099187997
