Date,DELL
2016-08-18,-0.005813903046926083
2016-08-19,0.01754379295236297
2016-08-22,0.0034484837523360845
2016-08-23,0.030927577698681485
2016-08-24,0.013333481081830856
2016-08-25,-0.004166685229729072
2016-08-26,0.007487148469000671
2016-08-29,0.012022045691912009
2016-08-30,-0.02483817871758154
2016-08-31,-0.010409724764007366
2016-09-01,-0.02640996191292977
2016-09-02,-0.011953871902057989
2016-09-06,0.0574683275822121
2016-09-07,0.056105747620034174
2016-09-08,0.048124990910005216
2016-09-09,-0.024448468787067412
2016-09-12,0.006520064617388854
2016-09-13,-0.018218823276068385
2016-09-14,-0.003092513415412501
2016-09-15,0.011168378710346927
2016-09-16,-0.008590657937145085
2016-09-19,0.00598302126913719
2016-09-20,-0.000615265228780304
2016-09-21,-0.006361477936757232
2016-09-22,-0.008054535118642736
2016-09-23,-0.00041651353103733246
2016-09-26,-0.0024993531579241557
2016-09-27,-0.0020880386898020076
2016-09-28,0.0014647317769349577
2016-09-29,-0.006059431560444306
2016-09-30,0.004834826153656158
2016-10-03,0.002719901669967717
2016-10-04,-0.0014604534318343187
2016-10-05,0.012745389497510029
2016-10-06,-0.0016503966530257985
2016-10-07,-0.006613034184657973
2016-10-10,-0.011441594318983062
2016-10-11,-0.007996668819000075
2016-10-12,-0.0006364875602843378
2016-10-13,0.00042472596668075013
2016-10-14,0.0023337079293637153
2016-10-17,0.0031753888015764176
2016-10-18,0.0061193721452939
2016-10-19,0.000629434023771358
2016-10-20,-0.00020965355524193985
2016-10-21,-0.00964384022442899
2016-10-24,0.014818011931849284
2016-10-25,-0.01981622046763598
2016-10-26,-0.005745965863941382
2016-10-27,0.034460466253648736
2016-10-28,0.01117315532385632
2016-10-31,0.004501764131322528
2016-11-01,-0.012629802879605911
2016-11-02,0.010934516052826027
2016-11-03,-0.004693804045987182
2016-11-04,-0.0030755437243662476
2016-11-07,0.018510874988063142
2016-11-08,0.0032308790736004234
2016-11-09,-0.006239831231245607
2016-11-10,-0.0022280483000171047
2016-11-11,-0.002232948600416118
2016-11-14,-0.003255576508715885
2016-11-15,0.02224950933339076
2016-11-16,0.011381693230711809
2016-11-17,0.022704919186455674
2016-11-18,0.003668041659369514
2016-11-21,0.008655321190240484
2016-11-22,-0.006674180878373903
2016-11-23,-0.01055874115678923
2016-11-25,0.01261158448299593
2016-11-28,-0.0009578598294508467
2016-11-29,0.021672255407065633
2016-11-30,0.005444048092454468
2016-12-01,-0.03136682933436352
2016-12-02,0.016769654655669264
2016-12-05,0.0058766781968830895
2016-12-06,0.00584241423152676
2016-12-07,0.009930736490404213
2016-12-08,0.00037115297135503766
2016-12-09,0.0009271956520517932
2016-12-12,-0.001297008339494643
2016-12-13,-0.0024118090239787504
2016-12-14,0.008182908053844473
2016-12-15,0.04703926577639628
2016-12-16,-0.005637726989883407
2016-12-19,-0.0008859935467365743
2016-12-20,0.011704201943564918
2016-12-21,0.004206882865932515
2016-12-22,-0.025309763463787993
2016-12-23,0.004477038426049962
2016-12-27,-0.0007130596667229705
2016-12-28,-0.012667290391070174
2016-12-29,-0.0014457138455734597
2016-12-30,-0.005247798912313306
2017-01-03,-0.007276753844632111
2017-01-04,0.007879784117172717
2017-01-05,0.004909145087607758
2017-01-06,0.027501347132280696
2017-01-09,-0.005282548163137557
2017-01-10,0.008851111765417086
2017-01-11,0.010352568980182886
2017-01-12,0.0010420400017885356
2017-01-13,0.009195062293586354
2017-01-17,-0.003954183238471742
2017-01-18,0.010873566956963732
2017-01-19,0.004097579839710486
2017-01-20,0.007651719033409332
2017-01-23,-0.016537123899373674
2017-01-24,0.025566152618751836
2017-01-25,0.004851882881698577
2017-01-26,-0.0074925289346954305
