Date,AXON
2015-01-05,-0.030931712099000808
2015-01-06,-0.004671110811162116
2015-01-07,0.016034409554377183
2015-01-08,0.02501923133114592
2015-01-09,-0.01351853978025308
2015-01-12,-0.01636849248888006
2015-01-13,-0.004643995298946657
2015-01-14,0.007387268239893219
2015-01-15,-0.026244705101520882
2015-01-16,0.0051526385443489975
2015-01-20,0.06111984226167011
2015-01-21,-0.0040877224442698035
2015-01-22,0.023880646090170154
2015-01-23,0.006195337936781176
2015-01-26,0.010141208732603157
2015-01-27,-0.007170988166641967
2015-01-28,-0.014806783658520506
2015-01-29,0.01942810725647548
2015-01-30,-0.0287666038268094
2015-02-02,-0.004072588279134481
2015-02-03,-0.04089220806947458
2015-02-04,0.024031040990993402
2015-02-05,0.021196043312840862
2015-02-06,-0.012601933223002182
2015-02-09,-0.013513465137045544
2015-02-10,0.011415495784708796
2015-02-11,-0.011662884380443606
2015-02-12,0.04225347101868393
2015-02-13,-0.015339667244978372
2015-02-17,-0.003338213957547631
2015-02-18,0.0044659072622563745
2015-02-19,0.00629863200205949
2015-02-20,0.015463920421706634
2015-02-23,0.0065264795385682195
2015-02-24,-0.009005763614508111
2015-02-25,-0.016721228207710048
2015-02-26,-0.1611829510527084
2015-02-27,0.03481705551275449
2015-03-02,-0.03577513496441431
2015-03-03,-0.03136038443522593
2015-03-04,0.032831705578433734
2015-03-05,-0.004856454960508572
2015-03-06,0.004880155214508131
2015-03-09,-0.02737302173628009
2015-03-10,-0.008624626787814615
2015-03-11,0.01007322856306958
2015-03-12,0.09383498390469214
2015-03-13,-0.008288390490953756
2015-03-16,-0.016715403820691033
2015-03-17,-0.003824910750596433
2015-03-18,0.022184237993488898
2015-03-19,0.017111926979431535
2015-03-20,-0.011489564095325533
2015-03-23,0.00830223170081501
2015-03-24,0.041580826820289074
2015-03-25,-0.03754936301338774
2015-03-26,-0.005749539827671235
2015-03-27,-0.005782709415227849
2015-03-30,0.023265453803175573
2015-03-31,-0.021112406339150458
2015-04-01,0.005391918601229229
2015-04-02,0.008250856634815396
2015-04-06,0.0028641445701556023
2015-04-07,0.0008160121410405452
2015-04-08,0.025682802410583738
2015-04-09,0.08903019812015467
2015-04-10,-0.012043793003664094
2015-04-13,-0.0018470350064357932
2015-04-14,-0.007031847921491252
2015-04-15,0.011926936106379848
2015-04-16,0.025046052107922323
2015-04-17,0.02048148388023119
2015-04-20,0.06936624109733258
2015-04-21,-0.028646717655321563
2015-04-22,0.0
2015-04-23,0.006101705260195933
2015-04-24,-0.00033693493190745105
2015-04-27,-0.04381527582466149
2015-04-28,0.01832916937020057
2015-04-29,-0.028383513746906952
2015-04-30,0.0755255027531867
2015-05-01,0.07220928649431024
2015-05-04,0.04108748455177191
2015-05-05,0.02670616293194228
2015-05-06,-0.0054912900314458835
2015-05-07,-0.053182157061097746
2015-05-08,-0.019643992051192383
2015-05-11,0.03913581940358757
2015-05-12,0.014160929200066397
2015-05-13,-0.0035650306722740943
2015-05-14,0.004770418695428269
2015-05-15,-0.021661706994354768
2015-05-18,-0.016378553094752557
2015-05-19,-0.002466908119082567
2015-05-20,-0.015146766209634066
2015-05-21,0.012554855728774683
2015-05-22,-0.012089197228491
2015-05-26,-0.01788520825738904
2015-05-27,0.0035143965825186196
2015-05-28,0.015918497371186557
2015-05-29,-0.010341583368350227
2015-06-01,-0.02184928865499003
2015-06-02,0.02007124802473026
2015-06-03,0.00666452183266486
2015-06-04,-0.011349265788015539
2015-06-05,0.02710454265235307
2015-06-08,0.02080105565620971
2015-06-09,0.02159364541995612
2015-06-10,0.0407859162149844
2015-06-11,0.0020022796526704134
2015-06-12,-0.029688756410826023
2015-06-15,0.027066729141356438
2015-06-16,-0.008880016460784845
2015-06-17,0.0014451749700281624
2015-06-18,0.008946538093576262
2015-06-19,-0.011441582427251795
2015-06-22,-0.016203742796254694
2015-06-23,0.01911769193761481
2015-06-24,-0.025108303268969734
2015-06-25,0.0011841597682904492
2015-06-26,-0.007687709162605083
