Date,COR
2015-01-05,-0.00851199904489508
2015-01-06,0.005463544746722615
2015-01-07,0.019959825664340958
2015-01-08,0.0022830298482690026
2015-01-09,0.008786560613299077
2015-01-12,-0.02225815761271177
2015-01-13,0.007807922317526694
2015-01-14,0.0050199987788484
2015-01-15,-0.007600728529718714
2015-01-16,0.011159828465506338
2015-01-20,0.00021603014812199284
2015-01-21,0.0036783487024609762
2015-01-22,0.014766206594982068
2015-01-23,0.0061604172462250695
2015-01-26,0.011823216996585728
2015-01-27,0.0007300673498480403
2015-01-28,0.0046911889351459735
2015-01-29,-0.0003112241893356016
2015-01-30,-0.013390033042256833
2015-02-02,0.0010521323152630213
2015-02-03,0.005149843148763322
2015-02-04,0.002404604240438868
2015-02-05,0.004902541150496376
2015-02-06,0.007266033035619346
2015-02-09,-0.015251407656446614
2015-02-10,0.01412751521910871
2015-02-11,0.01888309632814167
2015-02-12,0.014017299498054747
2015-02-13,0.00510884662336597
2015-02-17,0.0025911262750442088
2015-02-18,0.0005966370724819203
2015-02-19,0.0034769587154808157
2015-02-20,0.009603089989419278
2015-02-23,0.007648716848816184
2015-02-24,0.0020432144597881674
2015-02-25,0.0031075920878391727
2015-02-26,-0.0030011722284145614
2015-02-27,-0.0021359343020695976
2015-03-02,0.0033083528606381307
2015-03-03,-0.0005819978346863763
2015-03-04,0.004270154407759019
2015-03-05,0.001546437716410054
2015-03-06,-0.013315348040955133
2015-03-09,0.010561146760521112
2015-03-10,-0.003967434797485514
2015-03-11,0.008840914640032338
2015-03-12,0.014830610375722086
2015-03-13,0.007306896808748409
2015-03-16,0.0374939518214612
2015-03-17,0.00208836505187171
2015-03-18,0.012142351912678873
2015-03-19,0.005998183420897307
2015-03-20,0.009700083037294194
2015-03-23,0.001586176947509621
2015-03-24,0.002200049856263986
2015-03-25,-0.015365764298672535
2015-03-26,-0.00044576923146777414
2015-03-27,0.009813824740331212
2015-03-30,0.0026501164129781873
2015-03-31,0.0015859919597089878
2015-04-01,-0.014427778141330672
2015-04-02,0.003213480334210095
2015-04-06,0.0013344905168599652
2015-04-07,0.0012445832263197065
2015-04-08,0.004969315467206581
2015-04-09,0.0022961871001094813
2015-04-10,0.016299339225677167
2015-04-13,-0.011790040744683261
2015-04-14,8.786228724577683e-05
2015-04-15,-0.0033335021549614208
2015-04-16,0.001848310847305079
2015-04-17,-0.01071769562192526
2015-04-20,0.0051507559422423466
2015-04-21,0.006183970058081245
2015-04-22,-0.000702426941844303
2015-04-23,0.012213499905462832
2015-04-24,0.0024306139283403194
2015-04-27,-0.011863722740203975
2015-04-28,-0.0013146082622585986
2015-04-29,-0.01333783716998671
2015-04-30,0.01654214888217509
2015-05-01,0.002712159861474994
2015-05-04,0.005583958254522736
2015-05-05,-0.004772218372729564
2015-05-06,-0.005579500567955753
2015-05-07,8.757543676707336e-05
2015-05-08,0.010782557742714083
2015-05-11,-0.0033823215310621046
2015-05-12,0.0012184513499524652
2015-05-13,-0.0065188750195407374
2015-05-14,0.0057012920857568705
2015-05-15,-0.004186267729161974
2015-05-18,-0.007619517227635986
2015-05-19,0.015885499553054183
2015-05-20,-0.003475225789154157
2015-05-21,-0.006712421275045899
2015-05-22,-0.0012282648518570083
2015-05-26,-0.007030381287793097
2015-05-27,0.005221339635491873
2015-05-28,-0.004313728112732673
2015-05-29,-0.004774374433788364
2015-06-01,0.006218813433007453
2015-06-02,-0.006886870477437523
2015-06-03,-0.0008889441730495218
2015-06-04,-0.007919742750230885
2015-06-05,8.992146014064062e-05
2015-06-08,-0.011479997125940722
2015-06-09,-0.009979848290791127
2015-06-10,-0.003390936596584626
2015-06-11,0.015264552905342343
2015-06-12,-0.002355066565150832
2015-06-15,0.004357832025077668
2015-06-16,0.004971430601691917
2015-06-17,0.002967975529733824
2015-06-18,0.0036771680593810085
2015-06-19,-0.004020737109881933
2015-06-22,0.002870474446438287
2015-06-23,0.00017888621209238842
2015-06-24,-0.019765682015213004
2015-06-25,-0.018156610415748453
2015-06-26,0.002137264450893017
2015-06-29,-0.016135113225998032
2015-06-30,0.002262088399104689
2015-07-01,0.01288312621204235
2015-07-02,-0.005663356508866291
2015-07-06,0.008683541493438085
2015-07-07,0.005553860781947639
2015-07-08,-0.007364572949985049
2015-07-09,0.009552198948783897
2015-07-10,0.00551167864401414
2015-07-13,0.005572813578492042
2015-07-14,0.002998146912328359
2015-07-15,0.001177480102970474
2015-07-16,0.012214145396606257
2015-07-17,0.011798015250409355
2015-07-20,0.01378096587628308
2015-07-21,-0.005750776246267741
2015-07-22,0.007449284182988292
2015-07-23,-0.04201833063313187
2015-07-24,-0.012622418950986258
2015-07-27,-0.012507981536451829
2015-07-28,0.005867292941224012
2015-07-29,-0.0020368017958926066
2015-07-30,-0.030710841110404896
2015-07-31,0.01225234246900686
2015-08-03,0.0006620290664671735
2015-08-04,0.0036854946616127204
2015-08-05,0.009791620562353387
2015-08-06,-0.023309886814481318
2015-08-07,-0.003723141865255908
2015-08-10,0.002779113894748386
2015-08-11,-0.0013377221265266082
2015-08-12,-0.0012440095223904546
