Date,PFE
2015-01-05,-0.005426185859903621
2015-01-06,0.008344018899637318
2015-01-07,0.013685515848213203
2015-01-08,0.020408135078344936
2015-01-09,0.00461556429382437
2015-01-12,0.0036753907514615047
2015-01-13,-0.01007019237822282
2015-01-14,0.0012331256427271509
2015-01-15,-0.0024634073148802615
2015-01-16,0.012345901706435125
2015-01-20,0.00914650443511289
2015-01-21,-0.013897374461516843
2015-01-22,0.005208117736326345
2015-01-23,-0.010972212685345428
2015-01-26,0.01078592072779161
2015-01-27,-0.006097478029440717
2015-01-28,-0.019938811144999957
2015-01-29,-0.0037557194102215696
2015-01-30,-0.018221554197833112
2015-02-02,0.01279952010220553
2015-02-03,0.011690355005406605
2015-02-04,0.010397132545580279
2015-02-05,0.028687157734109237
2015-02-06,0.0054563753383503055
2015-02-09,-0.0030146607067687015
2015-02-10,0.03265772659862698
2015-02-11,0.0029283320664901247
2015-02-12,0.01810233905391856
2015-02-13,-0.006595995562117318
2015-02-17,-0.0017323071965288372
2015-02-18,-0.0028915583214244034
2015-02-19,-0.0020303128710689178
2015-02-20,0.0043593535292605345
2015-02-23,-0.0049192043908110605
2015-02-24,-0.0014538120769469476
2015-02-25,0.009318687578031115
2015-02-26,-0.0020199485873749756
2015-02-27,-0.0078053920533990295
2015-03-02,0.01311171905948405
2015-03-03,-0.006039511002147169
2015-03-04,0.0023147288638145636
2015-03-05,-0.004907754147250976
2015-03-06,-0.01450528336400414
2015-03-09,0.0017662906941859902
2015-03-10,-0.007346598892742806
2015-03-11,-0.004440195255733026
2015-03-12,0.0110017186683391
2015-03-13,0.0
2015-03-16,0.012941432756857774
2015-03-17,-0.007839927968417815
2015-03-18,0.006145834311318543
2015-03-19,-0.00669000581349688
2015-03-20,0.0029283320664901247
2015-03-23,0.02335771016778354
2015-03-24,-0.015121184436204471
2015-03-25,-0.006373422062162071
2015-03-26,-0.0040813009311304604
2015-03-27,0.010831298908819065
2015-03-30,0.013611344558091654
2015-03-31,-0.006000178336779904
2015-04-01,-0.013222329864228777
2015-04-02,0.0014567161774157178
2015-04-06,0.002908832103185821
2015-04-07,0.0017398036081504031
2015-04-08,0.002895448161432279
2015-04-09,0.011258558133445673
2015-04-10,0.011704310124918127
2015-04-13,-0.009875876581599607
2015-04-14,-0.001709914405753743
2015-04-15,0.0051385296631565325
2015-04-16,-0.0005679994204124128
2015-04-17,-0.00426228393842254
2015-04-20,-0.0008565324196987412
2015-04-21,-0.003427465415747677
2015-04-22,0.0011461499663001362
2015-04-23,0.01231055092120692
2015-04-24,-0.0025451987483559035
2015-04-27,-0.019280098390539013
2015-04-28,-0.0031797677697089632
2015-04-29,-0.0055105524147452956
2015-04-30,-0.010498934891979506
2015-05-01,0.004421025247146826
2015-05-04,0.0070424504660482334
2015-05-05,-0.005827471028043374
2015-05-06,-0.01122949531946893
2015-05-07,0.0035867217621596836
2015-05-08,0.01310283973054327
2015-05-11,-0.0017637494640376783
2015-05-12,-0.0053002334656966354
2015-05-13,-0.007400955262861886
2015-05-14,0.012227804352550775
2015-05-15,0.0014733772258004318
2015-05-18,-0.00029436915163971733
2015-05-19,0.006768847718608306
2015-05-20,0.002630569270107408
2015-05-21,0.0017494419122692229
2015-05-22,-0.0023281559972403443
2015-05-26,-0.00495914687390453
2015-05-27,0.005569895702224548
2015-05-28,0.004081851005908854
2015-05-29,0.009000827348867091
2015-06-01,-0.005467404697555245
2015-06-02,-0.0020252582543932585
2015-06-03,-0.002319649054894568
2015-06-04,-0.00494068130141323
2015-06-05,-0.004380592518104964
2015-06-08,-0.0032268406448171527
2015-06-09,0.0008829129436200844
2015-06-10,0.008820886813621254
2015-06-11,0.0043719245696705045
2015-06-12,-0.007254644122360432
2015-06-15,-0.00496947512052337
2015-06-16,0.0
2015-06-17,-0.0017626226532811984
2015-06-18,0.011477413719623408
2015-06-19,-0.0055281213186565425
