Date,TPL
2015-01-05,-0.010254073769941252
2015-01-06,-0.051374091632384156
2015-01-07,0.037999722238755584
2015-01-08,0.06347829479528655
2015-01-09,0.007767668559739871
2015-01-12,-0.06572042492755581
2015-01-13,-0.02996067241369238
2015-01-14,-0.03294533196232341
2015-01-15,-0.007220912979173821
2015-01-16,0.016412022232348722
2015-01-20,0.0071559302406825065
2015-01-21,-0.002368440765307067
2015-01-22,0.02812230565505036
2015-01-23,-0.021225376474523494
2015-01-26,0.02440761880180431
2015-01-27,-0.0037196685361783333
2015-01-28,0.007201341086831681
2015-01-29,0.00132380582705105
2015-01-30,0.018600191623416862
2015-02-02,0.025789764974465834
2015-02-03,0.03180649975128502
2015-02-04,0.0028614944092704153
2015-02-05,0.021524474580845387
2015-02-06,0.03759281795050029
2015-02-09,0.015384901525808958
2015-02-10,0.02333319064725048
2015-02-11,0.014213996481510671
2015-02-12,0.017153170865771283
2015-02-13,-0.024111979393802163
2015-02-17,-0.03228160137645175
2015-02-18,-0.03267463526075376
2015-02-19,-0.005263272829581722
2015-02-20,0.006080516452825702
2015-02-23,0.02739404733076589
2015-02-24,-0.016196809595691697
2015-02-25,0.012270106823098814
2015-02-26,0.028001401805980874
2015-02-27,0.03783580003456333
2015-03-02,0.015315993356071589
2015-03-03,0.010694095162465889
2015-03-04,0.0013314061542584188
2015-03-05,0.011289554065736063
2015-03-06,0.015115684288404818
2015-03-09,-0.015778523009600587
2015-03-10,-0.004164116277164176
2015-03-11,0.04536885293076609
2015-03-12,-0.005666430558224689
2015-03-13,0.002279748332256526
2015-03-16,-0.02334622893940419
2015-03-17,-0.019383602535305022
2015-03-18,-0.025913321653309507
2015-03-19,-0.01656371460524597
2015-03-20,0.01574896196773201
2015-03-23,0.005311890639594363
2015-03-24,0.001856543287771295
2015-03-25,0.018102930256931105
2015-03-26,0.01806079382690884
2015-03-27,-0.013752256899264181
2015-03-30,0.002509930549801531
2015-03-31,0.0073716637713663324
2015-04-01,0.00793942999909758
2015-04-02,-0.013698565969765708
2015-04-06,0.012430619283576139
2015-04-07,-0.0019892299241782707
2015-04-08,0.012233649084367526
2015-04-09,0.03544240959987777
2015-04-10,-0.005311403584850494
2015-04-13,-0.0035597584226647605
2015-04-14,0.010188303875299898
2015-04-15,0.017421093378226837
2015-04-16,-0.0019955621687595126
2015-04-17,0.014190122186176213
2015-04-20,0.004896728834141939
2015-04-21,0.009113495761168489
2015-04-22,-0.009156463639825807
2015-04-23,-0.0065827559530499125
2015-04-24,0.0068174437504573415
2015-04-27,-0.006771280923641876
2015-04-28,-0.03937562534890049
2015-04-29,-0.04828540510340562
2015-04-30,0.05066538993907965
2015-05-01,0.030512432062310024
2015-05-04,-0.011264459311933095
2015-05-05,0.031247941931902723
2015-05-06,-0.008837720968479679
2015-05-07,0.012674455491762826
2015-05-08,0.0013207184727970223
2015-05-11,0.004836382159534303
2015-05-12,0.0063757720179371535
2015-05-13,-0.003292037596952846
2015-05-14,0.00909850434223225
2015-05-15,-0.007410861087074561
2015-05-18,-0.009207902057048245
2015-05-19,-0.018524316502739446
2015-05-20,-0.007997300714935762
2015-05-21,-0.010319269352187854
2015-05-22,-0.009449232595673207
2015-05-26,-0.02967129362021681
2015-05-27,0.017424892290827332
2015-05-28,0.019658786338211165
2015-05-29,-0.0169269017116902
2015-06-01,-0.009174281233162107
2015-06-02,0.0014090656557064207
2015-06-03,-0.0016750123330498967
2015-06-04,0.003355472210011312
2015-06-05,-0.008227274398589834
2015-06-08,0.008767825759881998
2015-06-09,0.007220427146921837
2015-06-10,0.00862939749335645
2015-06-11,0.013228317276145152
2015-06-12,-0.0065605352421859164
2015-06-15,-0.004314777276957393
2015-06-16,-0.0013790795262696998
2015-06-17,-0.0005258871290779732
2015-06-18,-0.013158255530047236
2015-06-19,0.0
2015-06-22,0.003266692485471845
2015-06-23,0.003322679312014687
2015-06-24,-0.019802711265141104
2015-06-25,-0.010067387650267712
2015-06-26,0.02382056236755936
2015-06-29,-0.024599809954783836
2015-06-30,0.028501127869050347
2015-07-01,-0.0215311474563582
2015-07-02,-0.002105565551524302
2015-07-06,-0.012454546692035495
2015-07-07,-0.009511093459603659
2015-07-08,-0.023795829705336335
2015-07-09,0.012045472396370993
2015-07-10,0.010564028902245282
2015-07-13,0.01505301752790622
2015-07-14,0.007895645859880007
2015-07-15,-0.005449251178448744
2015-07-16,0.0034245089205422463
2015-07-17,-0.012218231040285743
2015-07-20,0.005113671018001087
2015-07-21,-0.016088194526752697
2015-07-22,-0.004262510948415454
2015-07-23,-0.041824363065918635
2015-07-24,-0.002123991989785967
2015-07-27,-0.03706434738467557
2015-07-28,0.002057898913141454
2015-07-29,-0.01460380724450605
2015-07-30,0.014666152180166536
2015-07-31,-0.005249224283154552
2015-08-03,-0.01345993582706173
2015-08-04,-0.004341133750211834
2015-08-05,0.004360061359733436
2015-08-06,0.0057364302934894695
2015-08-07,0.007322388588758111
2015-08-10,-0.0030607824999069333
2015-08-11,-0.0015346936738156458
2015-08-12,-0.009070653534005824
2015-08-13,0.003645777966496233
2015-08-14,0.0047920493151820676
2015-08-17,-0.013846130329412731
2015-08-18,-0.03549132218390827
2015-08-19,-0.03154056399815952
2015-08-20,-0.020877104320868645
2015-08-21,0.002388141436080682
2015-08-24,-0.03718161880244142
2015-08-25,-0.02279988925383636
2015-08-26,-0.017091930623135743
2015-08-27,0.051154634362817086
2015-08-28,0.02792161933194337
2015-08-31,0.011324876877357282
2015-09-01,0.0006738109604988995
2015-09-02,0.01808944598832385
2015-09-03,0.030661783321165537
2015-09-04,-0.005693607219428132
2015-09-08,0.059032399857144036
2015-09-09,0.010051730606230436
2015-09-10,0.051718948366855644
2015-09-11,-0.00430094417828264
2015-09-14,0.0074872832957944
2015-09-15,0.0075745637544224476
2015-09-16,0.0
2015-09-17,0.004751752221787031
2015-09-18,-0.013623127684089242
2015-09-21,0.037641139035194726
2015-09-22,-0.01303439539419149
2015-09-23,-0.012996898467411144
2015-09-24,0.008778603429661747
2015-09-25,0.001824751912978373
2015-09-28,-0.003012271726000826
2015-09-29,0.004075371848554443
2015-09-30,-0.018544347255085913
2015-10-01,0.009340505409648703
2015-10-02,0.0069933741560455065
2015-10-05,-0.00491063475718112
2015-10-06,0.02354607691677213
2015-10-07,0.008953823645392767
2015-10-08,0.014062432284162929
2015-10-09,-0.016829315389985555
2015-10-12,-0.0037657850119583447
2015-10-13,0.006254241913282499
2015-10-14,-0.0020490219399317278
2015-10-15,0.019642607969167614
2015-10-16,0.003826060867055725
2015-10-19,-0.004747565301348677
2015-10-20,-0.009674801449226278
2015-10-21,0.0005425842399675584
2015-10-22,0.01423953101626707
2015-10-23,-0.018585829935101272
2015-10-26,-0.003746283272985873
2015-10-27,0.015316231558015536
2015-10-28,6.725999716872266e-05
2015-10-29,0.004781134266168552
2015-10-30,0.0038201633086518694
2015-11-02,-0.018293518169288703
2015-11-03,6.818653906459637e-05
2015-11-04,-0.0036721695389640985
2015-11-05,0.01119362628961773
2015-11-06,0.0039823245480408165
2015-11-09,-0.008000464302978183
2015-11-10,-0.0037274147586280337
2015-11-11,-0.006802776622738871
2015-11-12,-0.029452261521934253
2015-11-13,0.03881463285013331
2015-11-16,-0.012636036358880331
2015-11-17,-0.029379325101112297
2015-11-18,-0.002268271854549586
2015-11-19,-0.0336768687669341
2015-11-20,-0.0033820300244344903
2015-11-23,0.035411161427949756
2015-11-24,0.027787796597017467
2015-11-25,0.012616967143912916
2015-11-27,-0.009926820923496837
2015-11-30,0.038583676692035995
2015-12-01,0.014514050566575953
2015-12-02,-0.006759564384757666
2015-12-03,-0.00165160158547617
2015-12-04,-0.00225015711133425
2015-12-07,-0.02494004365130309
2015-12-08,-0.008163454839326123
2015-12-09,-0.0012345215739923976
2015-12-10,-0.0028842289855752767
2015-12-11,-0.016942015972108204
2015-12-14,-0.019265820006447276
2015-12-15,-0.0020716470013059096
2015-12-16,-0.04015746351435445
2015-12-17,-0.01006782291232522
2015-12-18,-0.014464372508991907
2015-12-21,-0.03554524691501104
2015-12-22,0.05032890699786452
2015-12-23,0.022336335101209803
2015-12-24,0.009078950764624283
2015-12-28,-0.04001155676102608
2015-12-29,-0.035431292957110894
2015-12-30,-0.03159822767530596
2015-12-31,0.06794986864238672
2016-01-04,-0.0470512771990248
2016-01-05,0.010099112878303007
2016-01-06,-0.014680097184006535
2016-01-07,0.02810665076562069
2016-01-08,-0.04034149126788977
2016-01-11,-0.002121926624270243
2016-01-12,-0.032229174072857525
2016-01-13,-0.04090965855084383
2016-01-14,0.025557375307978747
2016-01-15,-0.03145147769529921
2016-01-19,-0.02084964990892102
2016-01-20,0.04884005597822694
2016-01-21,0.07248369372734831
2016-01-22,0.01860813596100752
2016-01-25,-0.024515633024927763
2016-01-26,-0.0017837078254989702
2016-01-27,-0.01697398412324136
2016-01-28,0.024454707108956253
2016-01-29,-0.01685499775642707
2016-02-01,0.03346729537693882
2016-02-02,0.02801834105054435
2016-02-03,-0.01420628609355079
2016-02-04,-0.009163643801839427
2016-02-05,-0.05106306589325582
2016-02-08,-8.308649228605525e-05
2016-02-09,-0.021409717627570712
2016-02-10,0.021707750162984762
2016-02-11,-0.03266147266050934
2016-02-12,0.01636542919643169
2016-02-16,0.0424573214026196
2016-02-17,0.01471444090537366
2016-02-18,0.03300741635153548
2016-02-19,0.016286501847183832
2016-02-22,-0.031058808886161415
2016-02-23,0.038434259252766445
2016-02-24,-0.0005312179610390544
2016-02-25,-0.002731723557174437
