Date,WST
2015-01-05,-0.013803734769696097
2015-01-06,-0.017107497859757514
2015-01-07,0.016218439174888966
2015-01-08,0.01965756860933121
2015-01-09,-0.01145218048918828
2015-01-12,0.0017378705159605268
2015-01-13,0.01156467727837307
2015-01-14,-0.016196625604062875
2015-01-15,-0.015494524077365734
2015-01-16,0.02247597306975435
2015-01-20,-0.005013563287129985
2015-01-21,-0.011627916855667664
2015-01-22,0.0
2015-01-23,-0.005882279853674066
2015-01-26,0.013609572481019239
2015-01-27,-0.012259311333199463
2015-01-28,-0.018715460509399318
2015-01-29,0.007628947771843864
2015-01-30,-0.017533418587837635
2015-02-02,-0.0024336339510969696
2015-02-03,0.014027593864054833
2015-02-04,0.00481132653605032
2015-02-05,0.02513942914421574
2015-02-06,-0.007979518248821704
2015-02-09,-0.022366207971096008
2015-02-10,0.01545275967616
2015-02-11,0.008893286236002496
2015-02-12,-0.0052890606300438625
2015-02-13,0.011224947236273097
2015-02-17,0.0035053112858449698
2015-02-18,0.016107087619716687
2015-02-19,0.024637009700215984
2015-02-20,0.0018641574119924176
2015-02-23,0.007255685332945294
2015-02-24,0.010897769698158255
2015-02-25,0.003288976892037443
2015-02-26,0.0007282619716679761
2015-02-27,-0.004185655643806685
2015-03-02,0.010782187261181075
2015-03-03,-0.010847812575161875
2015-03-04,-0.0034726552438317793
2015-03-05,0.004951699367083062
2015-03-06,-0.015878652523601433
2015-03-09,0.006676918760459394
2015-03-10,-0.0075538567378833354
2015-03-11,0.005383720275589754
2015-03-12,0.004061790668440812
2015-03-13,-0.0031260493756768426
2015-03-16,0.02637887255324678
2015-03-17,0.005032383370515037
2015-03-18,0.006437616221176556
2015-03-19,0.008529103833692098
2015-03-20,0.020260548028673275
2015-03-23,0.0
2015-03-24,0.0072528867370103
2015-03-25,-0.0072006611572055235
2015-03-26,-0.004316909376972933
2015-03-27,0.012140070408994008
2015-03-30,0.022960961796422596
2015-03-31,0.008542572407291615
2015-04-01,-0.05514029399622622
2015-04-02,-0.003691603149263867
2015-04-06,-0.011290994296143109
2015-04-07,-0.0026770165932643586
2015-04-08,0.006083326571070913
2015-04-09,-0.0032009569913796776
2015-04-10,0.006244429504861815
2015-04-13,0.0030142291372374785
2015-04-14,0.0007073145198004394
2015-04-15,0.005475630596172731
2015-04-16,-0.01423035826099528
2015-04-17,-0.009445696496440448
2015-04-20,0.01622479595225146
2015-04-21,0.0035481650385722485
2015-04-22,-0.0077781391723446
2015-04-23,0.008373549538068792
2015-04-24,0.01378087934525829
2015-04-27,-0.025269976859670917
2015-04-28,0.0014303314175960757
2015-04-29,-0.012140629712391604
2015-04-30,-0.03705037321023774
2015-05-01,0.006193488106957634
2015-05-04,0.0059689196546259815
2015-05-05,-0.015575556138688773
2015-05-06,0.006592421943773186
2015-05-07,0.009730685550424223
2015-05-08,0.0012970937272394067
2015-05-11,-0.0009253479072561799
2015-05-12,-0.006483950569980745
2015-05-13,0.00503451882309891
2015-05-14,0.010575294235368737
2015-05-15,-0.0049566598947067275
2015-05-18,0.012730330599363349
2015-05-19,-0.002914864169619502
2015-05-20,0.0012789175407050823
2015-05-21,-0.0021897748763360925
2015-05-22,0.008229786036765052
2015-05-26,-0.020496959700492923
2015-05-27,0.027592670886691373
2015-05-28,-0.009551325256055843
2015-05-29,-0.014920283478655705
2015-06-01,0.010344016419950641
2015-06-02,0.0036559807814326994
2015-06-03,0.025136687717206563
2015-06-04,-0.02221018433515176
2015-06-05,0.007268547774309075
2015-06-08,-0.0037883721122138336
2015-06-09,0.0003619464290474106
2015-06-10,0.013215301086274556
2015-06-11,0.0019654866569267515
2015-06-12,0.004101282805173634
2015-06-15,-0.011188701927067113
2015-06-16,0.02209078346428983
2015-06-17,0.0001757039094190116
2015-06-18,0.0247718556412011
2015-06-19,0.0032574442669566217
2015-06-22,0.012132306038714624
2015-06-23,-0.00016882169507859146
2015-06-24,-0.014859757953170183
2015-06-25,0.009427387037264312
2015-06-26,-0.004414976149146321
2015-06-29,-0.012621398544062079
2015-06-30,0.003281996823812028
2015-07-01,0.0041321510373486525
2015-07-02,-0.0132030604813137
2015-07-06,0.003996594390420105
2015-07-07,0.04967117545276012
2015-07-08,-0.00560600726735494
2015-07-09,-0.009119446895039962
2015-07-10,0.0026774572515675388
2015-07-13,0.00767683569211175
2015-07-14,0.007287335887385504
2015-07-15,-0.003781715610696068
2015-07-16,0.010232725092348183
2015-07-17,-0.0027773915055044895
2015-07-20,0.007057105722614088
2015-07-21,-0.0026074713260976212
2015-07-22,0.00490193597959121
2015-07-23,-0.01105675160036268
2015-07-24,-0.016771142777185166
2015-07-27,-0.0011703703497148998
2015-07-28,0.001339313815870602
2015-07-29,0.01337568920675336
2015-07-30,-0.0136942969099072
2015-07-31,0.0015056923219254337
2015-08-03,-0.0005009439284985318
2015-08-04,0.007854111782806372
2015-08-05,0.006466669146310222
2015-08-06,-0.014662310824558933
2015-08-07,-0.002006250489564154
2015-08-10,0.0028479738558699896
2015-08-11,-0.0036751972240657294
2015-08-12,-0.005197647681142947
2015-08-13,-0.0005058377788481616
2015-08-14,0.001517946578216245
2015-08-17,0.012122827484505772
2015-08-18,0.0003328934384325688
2015-08-19,-0.013637155976023774
2015-08-20,-0.036250061502220654
2015-08-21,-0.018894261317872307
2015-08-24,-0.025856102509149825
2015-08-25,0.011349134227071955
2015-08-26,0.045429867973221016
2015-08-27,-0.011599670224660463
2015-08-28,-0.0040286291443421
2015-08-31,-0.017762993069673882
2015-09-01,-0.020770223216542094
2015-09-02,0.017553672863521053
2015-09-03,-0.005570380398664865
2015-09-04,-0.005421076884633447
2015-09-08,0.028161082340276034
2015-09-09,-0.011839355594885026
2015-09-10,0.015021537997093715
2015-09-11,0.012684825131349386
2015-09-14,-0.009916587469394833
2015-09-15,0.005798663359190881
2015-09-16,-0.004891548660477141
2015-09-17,0.00948037195461593
2015-09-18,-0.010434866667587306
2015-09-21,-0.004569522357641298
2015-09-22,-0.007238825660024428
2015-09-23,0.00746961088474607
2015-09-24,0.021535887176438617
2015-09-25,-0.03818900020129268
2015-09-28,-0.023895299282931326
2015-09-29,-0.0005522440642532489
2015-09-30,-0.0033146371798274954
2015-10-01,-0.005358558849622108
2015-10-02,0.010774560372284414
2015-10-05,0.012497594736023743
2015-10-06,-0.025231291099159225
2015-10-07,0.013594037154590177
2015-10-08,0.002204553022370437
2015-10-09,0.006232796960721876
2015-10-12,0.013481527302217522
2015-10-13,-0.01150461128669178
2015-10-14,-0.003637078810931227
2015-10-15,0.023727056746124964
2015-10-16,0.004635369698445357
2015-10-19,-0.0062245709946335825
2015-10-20,-0.008231640157704612
2015-10-21,-0.005774029904713873
2015-10-22,0.007440899580499316
2015-10-23,0.027202284341834027
2015-10-26,0.002280100192115997
2015-10-27,0.008048711536491115
2015-10-28,0.04079162273996695
2015-10-29,0.0025014483530005904
2015-10-30,-0.001663559027674788
2015-11-02,0.013831076018102628
2015-11-03,0.004438041096470169
2015-11-04,0.015054811752291064
2015-11-05,0.008221732513274072
2015-11-06,0.017588827216827196
2015-11-09,-0.00612850525019859
2015-11-10,-0.0023713340799317306
