Date,SOLV
2024-03-27,-0.0625
2024-03-28,-0.07266662597656248
2024-04-01,-0.0064702308826907196
2024-04-02,-0.03183787260235782
2024-04-03,-0.044992557063935346
2024-04-04,0.04867742432402422
2024-04-05,0.04567160535214554
2024-04-08,-0.04353404979514108
2024-04-09,-0.0222355685071447
2024-04-10,-0.02487785923277308
2024-04-11,-0.011269388442344819
2024-04-12,-0.006648696867491477
2024-04-15,-0.01689245216400026
2024-04-16,0.004214656216865231
2024-04-17,-0.0032284222837185572
2024-04-18,0.03692305715460531
2024-04-19,-0.02858032252452769
2024-04-22,-0.0020900493009751164
2024-04-23,0.023038509943718033
2024-04-24,0.0006299356775960607
2024-04-25,-0.026912166506670276
2024-04-26,0.04205075848494033
2024-04-29,0.022970717832119902
2024-04-30,-0.01365500646142892
2024-05-01,0.0021535053845262997
2024-05-02,-0.00015352472749363688
2024-05-03,-0.007522227024266748
2024-05-06,0.0006187303106455211
2024-05-07,0.013448679615919223
2024-05-08,0.013270329148570736
2024-05-09,-0.024085480457184838
2024-05-10,-0.016813205642480233
2024-05-13,-0.009413276953537553
2024-05-14,0.031042114403219134
2024-05-15,-0.040860213667585965
2024-05-16,-0.014093486111025455
2024-05-17,0.013320332627217768
2024-05-20,-0.005610809279021578
2024-05-21,-0.013058158544799081
2024-05-22,0.01094410577565852
2024-05-23,-0.031669075841039396
2024-05-24,0.008676797181974338
2024-05-28,-0.009760134741794824
2024-05-29,-0.0023387802910284083
2024-05-30,-0.022940434001650578
2024-05-31,0.01696661018604617
2024-06-03,-0.038591184860781835
2024-06-04,-0.025240992917902383
2024-06-05,0.0021578660414980355
2024-06-06,-0.012201692279943832
2024-06-07,0.02470482523523798
2024-06-10,0.0053181924813336945
2024-06-11,-0.002997675395693289
2024-06-12,-0.006720924336081402
2024-06-13,-0.03614670200876824
2024-06-14,0.007943844387416243
2024-06-17,0.0012829855766551823
2024-06-18,-0.023979523113273338
2024-06-20,0.009002242028949725
2024-06-21,-0.026951687425686988
2024-06-24,-0.02005729260106104
2024-06-25,-0.0009746440117766042
2024-06-26,-0.009756097560975618
2024-06-27,0.01142860750846686
2024-06-28,0.030196750083160806
2024-07-01,-0.027042365285389947
2024-07-02,0.0029154073655464074
2024-07-03,-0.014534884150745553
2024-07-05,-0.01868233975907918
2024-07-08,-0.005210463492583806
2024-07-09,-0.03263495068097422
2024-07-10,0.003331941813554007
2024-07-11,0.024491496423859838
2024-07-12,-0.007293367218396352
2024-07-15,-0.015918342434630084
2024-07-16,0.03774366753941116
2024-07-17,0.05915265847955187
2024-07-18,0.037358481928987386
2024-07-19,-0.006911623704603964
2024-07-22,-0.00860801133957223
2024-07-23,0.04636981843718635
2024-07-24,0.025600296231720332
2024-07-25,-0.00929593586002575
2024-07-26,0.0013901274042618095
2024-07-29,-0.0050321171291421996
2024-07-30,0.028078141019657776
2024-07-31,-0.0011874417967476791
2024-08-01,-0.013926624999133441
2024-08-02,-0.012917671068899073
2024-08-05,-0.02041531941382657
2024-08-06,0.02333454555634651
2024-08-07,-0.026979968955203937
2024-08-08,0.04937385055804455
2024-08-09,0.032901471363725676
2024-08-12,-0.04753261364684491
2024-08-13,0.008837327054605604
2024-08-14,-0.007557582139826269
2024-08-15,0.01834547240715456
2024-08-16,0.009517358460890302
2024-08-19,0.0008417379760294885
2024-08-20,0.0
2024-08-21,0.0035323647061005214
2024-08-22,0.0018437916633071705
2024-08-23,0.027271223952341606
2024-08-26,-0.019869726227757845
2024-08-27,0.006148204220812303
2024-08-28,-0.008257638419489344
2024-08-29,0.047793488232278136
2024-08-30,0.018912944628685313
2024-09-03,-0.004367474288428985
2024-09-04,0.020053246789570434
2024-09-05,0.007525692814870366
2024-09-06,0.009146318415812038
2024-09-09,0.012537792587870022
2024-09-10,0.019692670727482042
2024-09-11,0.015508488831782907
2024-09-12,-0.010949461117019776
2024-09-13,0.01966494456103085
2024-09-16,0.025571441650390714
2024-09-17,0.007521951645644176
2024-09-18,-0.002765167600906171
2024-09-19,0.002911397372370006
2024-09-20,-0.03303842287308201
2024-09-23,0.002430390361069401
2024-09-24,-0.0011409273805054188
2024-09-25,-0.011707591149423213
2024-09-26,-0.016180334106192573
2024-09-27,-0.0077826547896073794
2024-09-30,0.031818877247140165
2024-10-01,-0.03471024277932311
2024-10-02,0.004903331154478163
2024-10-03,-0.005470872870230736
2024-10-04,0.007136421532768722
2024-10-07,-0.021405329110848914
2024-10-08,0.012671539090201911
2024-10-09,0.03053780926012828
2024-10-10,-0.015611474794600233
2024-10-11,0.0005873849695099409
2024-10-14,0.01834458484292112
2024-10-15,0.004755754920844124
2024-10-16,0.024383203076269844
2024-10-17,0.013861740668519529
2024-10-18,0.01753896670124
2024-10-21,-0.007871903211894349
2024-10-22,-0.006703117291349869
2024-10-23,-0.0015149512384921016
2024-10-24,0.00965513032058185
2024-10-25,-0.00013653698432536387
2024-10-28,0.002322696587985673
2024-10-29,-0.00013634318630384445
2024-10-30,0.00299933504130534
2024-10-31,-0.013456542991384324
2024-11-01,-0.0016533858301817084
2024-11-04,-0.0040022208003240856
2024-11-05,0.013717687658056033
2024-11-06,0.013395238907657703
2024-11-07,0.012543840205448298
2024-11-08,-0.03516716931371533
2024-11-11,-0.012425811432926315
2024-11-12,-0.011603548793781338
2024-11-13,-0.009335163524802015
2024-11-14,-0.03055396004676547
2024-11-15,-0.006185539904372983
2024-11-18,-0.005334922828135413
2024-11-19,-0.0010429036346811804
2024-11-20,0.019985030229696443
2024-11-21,0.01813127467226172
2024-11-22,0.01694672341980974
2024-11-25,0.011297882775604284
2024-11-26,-0.0016757819516717287
2024-11-27,0.013848167894068286
2024-11-29,-0.013383018429597437
2024-12-02,0.0067122879765078025
2024-12-03,-0.01694681562585676
2024-12-04,-0.007206366130100728
2024-12-05,-0.009820700546925298
2024-12-06,0.0056058558481990595
2024-12-09,0.009576875038782129
2024-12-10,-0.012883987938578145
2024-12-11,0.01104412836467028
2024-12-12,-0.00680941611697472
2024-12-13,-0.006427718381740166
2024-12-16,-0.004169075987719317
2024-12-17,-0.009672270844730546
2024-12-18,-0.024927100911201094
2024-12-19,-0.001345437863833343
2024-12-20,0.0004490835018919892
2024-12-23,-0.0029927363782261684
2024-12-24,-0.00105057328095004
2024-12-26,0.005709208184359937
2024-12-27,-0.002987818499286532
2024-12-30,-0.01033855010634166
2024-12-31,0.00015131728045658654
