Date,CTAS
2015-01-05,-0.018228314012864066
2015-01-06,-0.0019474659822487084
2015-01-07,-0.005203523446594582
2015-01-08,0.016477058762592867
2015-01-09,-0.007847849542260699
2015-01-12,-0.006353598101855984
2015-01-13,0.011483493787903587
2015-01-14,0.0007739742018102458
2015-01-15,0.001160501740862241
2015-01-16,0.016353289811242844
2015-01-20,-0.001773485545753628
2015-01-21,0.008376372904423501
2015-01-22,0.004783142626337833
2015-01-23,-0.0006263760869349433
2015-01-26,0.0023813587509713408
2015-01-27,-0.0011251420244691168
2015-01-28,-0.01915385437163042
2015-01-29,0.01952788870813138
2015-01-30,-0.014772179284026743
2015-02-02,0.016899669786994975
2015-02-03,0.008246587703113928
2015-02-04,-0.00842720744390335
2015-02-05,0.006124102957762778
2015-02-06,-0.00571400214022999
2015-02-09,-0.004622894248466736
2015-02-10,0.011422130638158778
2015-02-11,0.004467658288853649
2015-02-12,0.015690696548347205
2015-02-13,-0.0069334255294929426
2015-02-17,0.002694722682916373
2015-02-18,0.0004884251849219812
2015-02-19,0.0010989390759759132
2015-02-20,0.005854712807448648
2015-02-23,0.0026676019368585546
2015-02-24,0.005804532098897974
2015-02-25,0.006372562295128059
2015-02-26,0.0037036055393533385
2015-02-27,-0.00630864207273607
2015-03-02,0.012338380874379551
2015-03-03,-0.003550031027695577
2015-03-04,-0.005225167810874898
2015-03-05,-0.009907804293266875
2015-03-06,-0.007957559409867754
2015-03-09,0.018959508456652507
2015-03-10,-0.024570499585255368
2015-03-11,-0.0013453146434651009
2015-03-12,0.014571117926998056
2015-03-13,-0.00362072317013562
2015-03-16,0.0340360873967962
2015-03-17,-0.0012885418837342844
2015-03-18,0.010555809712900155
2015-03-19,-0.025533760277103745
2015-03-20,-0.01679364552943896
2015-03-23,0.015505758054821017
2015-03-24,-0.0011928748313854154
2015-03-25,-0.024244837788955254
2015-03-26,-0.006976498856444691
2015-03-27,0.015407117538909443
2015-03-30,0.004370349513435068
2015-03-31,-0.013415701635699606
2015-04-01,0.000980019146400446
2015-04-02,0.011993688747658604
2015-04-06,-0.010521549595239987
2015-04-07,0.002077757214780984
2015-04-08,0.0017077109582317451
2015-04-09,-0.005966126097633584
2015-04-10,0.008451578176941865
2015-04-13,-0.012267495112658677
2015-04-14,0.0044268978623500654
2015-04-15,0.00673335153701804
2015-04-16,-0.001215879051715607
2015-04-17,-0.009132005184048109
2015-04-20,0.004423843845706932
2015-04-21,0.003670438351079053
2015-04-22,0.00012152754215044581
2015-04-23,0.0031687589723148335
2015-04-24,-0.002186723420689707
2015-04-27,-0.006209535845966285
2015-04-28,-0.0015929864857012754
2015-04-29,-0.009817238650519311
2015-04-30,-0.0091707845713066
2015-05-01,0.016510320066321915
2015-05-04,0.003076074162964071
2015-05-05,-0.006378513077432424
2015-05-06,-0.003333552296203468
2015-05-07,0.0048311192896699495
2015-05-08,0.0159022126402939
2015-05-11,0.012255688395045983
2015-05-12,-0.011387858439482534
2015-05-13,0.02037077842691981
2015-05-14,0.011527039281546303
2015-05-15,0.0038770797851435113
2015-05-18,0.010181409669220765
2015-05-19,-0.001158563483685926
2015-05-20,0.001043679983879997
2015-05-21,-0.0008108719473266524
2015-05-22,-0.0026670892851528016
2015-05-26,-0.0023252812523038013
2015-05-27,0.0040787759036640114
2015-05-28,0.0013927397987580914
2015-05-29,-0.0022021536459759794
2015-06-01,0.003020254095869701
2015-06-02,-0.0046324472702550246
2015-06-03,0.0030249758038525254
2015-06-04,-0.010207600789372773
2015-06-05,0.001523527315863582
2015-06-08,-0.003159580915924387
2015-06-09,0.0037564615628675746
2015-06-10,0.010174168371373637
2015-06-11,0.0006946948144672671
2015-06-12,-0.004511398262069366
2015-06-15,-0.019639831069321434
2015-06-16,0.01114257572026589
2015-06-17,0.0031652081200317372
2015-06-18,0.010517668841333982
2015-06-19,0.003816549277984471
2015-06-22,0.00852513666804633
2015-06-23,-0.0011423202918514619
2015-06-24,-0.010063817576526302
2015-06-25,-0.008318115711272944
2015-06-26,-0.005009403709558935
2015-06-29,-0.013581672698177782
2015-06-30,0.004035355439966581
2015-07-01,0.008748472815436559
2015-07-02,-0.0014060877143334816
2015-07-06,-0.001291160864738683
2015-07-07,-0.004230363070123921
2015-07-08,-0.011800752433251294
2015-07-09,0.005015460097641755
2015-07-10,0.010575414960283913
2015-07-13,0.011404857137974567
2015-07-14,0.003022514068884652
2015-07-15,-0.002317906107907719
2015-07-16,0.008131667588748615
2015-07-17,-0.014173740591878592
2015-07-20,0.006429354545937738
2015-07-21,-0.01056951091912306
2015-07-22,0.020542506881857436
2015-07-23,-0.013802543490217922
2015-07-24,-0.017378342039373496
2015-07-27,-0.005697358127984109
2015-07-28,0.01253451695040364
2015-07-29,0.005305234356939081
2015-07-30,-0.00011702385023815154
2015-07-31,0.0028148825901066488
2015-08-03,0.007368574355528068
2015-08-04,0.00952007173951852
2015-08-05,0.00759066871023939
