Date,LMT
2015-01-05,-0.020795718899103588
2015-01-06,-0.004701623388700504
2015-01-07,0.01289802100755777
2015-01-08,0.02253359608109151
2015-01-09,-0.0005644882163603482
2015-01-12,-0.0028197815263277803
2015-01-13,-0.000617176633309735
2015-01-14,-0.005762588595648377
2015-01-15,-0.004450784724885026
2015-01-16,0.01216432541134993
2015-01-20,0.005341161494797797
2015-01-21,-0.0012776524518658405
2015-01-22,0.013248345599764288
2015-01-23,-0.003281267156430956
2015-01-26,-0.008914360083211226
2015-01-27,-0.02621599077932657
2015-01-28,-0.006822529499558749
2015-01-29,0.017173436937878428
2015-01-30,-0.021454892382890445
2015-02-02,0.005096550792253796
2015-02-03,0.01410199401098855
2015-02-04,0.0014585702197076333
2015-02-05,0.009257233640922236
2015-02-06,0.0060805453306636
2015-02-09,-0.011370460740976363
2015-02-10,0.013729363527394733
2015-02-11,0.003270663369738802
2015-02-12,0.00596004040628495
2015-02-13,-0.0026841448573493576
2015-02-17,0.0031481146651763936
2015-02-18,0.005061484584715448
2015-02-19,0.015813395110813477
2015-02-20,0.011302750843260156
2015-02-23,0.00784376232391426
2015-02-24,0.0050101834396947265
2015-02-25,-0.008518202188128599
2015-02-26,-0.009982196588927295
2015-02-27,-0.006357669566785851
2015-03-02,0.014846147582781022
2015-03-03,-0.015220074043603482
2015-03-04,-0.004802068502987478
2015-03-05,0.0006537154425938496
2015-03-06,-0.0072323744540840895
2015-03-09,0.010522970038408852
2015-03-10,-0.010814203052210591
2015-03-11,-0.0018722717849821713
2015-03-12,0.0079604197201113
2015-03-13,-0.008400735132526593
2015-03-16,0.025366398036081428
2015-03-17,-0.007124762901266624
2015-03-18,0.009617563478521385
2015-03-19,-0.002023557412344723
2015-03-20,0.00781422131856746
2015-03-23,-0.004171234401116997
2015-03-24,0.001872886976784116
2015-03-25,-0.0210527698909736
2015-03-26,0.007737958757260133
2015-03-27,0.008326774734745968
2015-03-30,0.013153249052242355
2015-03-31,-0.009419966505914368
2015-04-01,-0.020693492766876598
2015-04-02,-0.00020119242130078874
2015-04-06,0.009108341129297592
2015-04-07,-0.001895108294907355
2015-04-08,0.0032973732100844977
2015-04-09,0.0031375074214368137
2015-04-10,-0.005163003731118221
2015-04-13,-0.016716559839585532
2015-04-14,0.0014715327169618764
2015-04-15,-0.0006581989998062365
2015-04-16,-0.0004565717561635374
2015-04-17,-0.011668021486098024
2015-04-20,0.010163165712560707
2015-04-21,-0.002591848292167298
2015-04-22,0.00682716504023273
2015-04-23,-0.002176175607909947
2015-04-24,-0.009279687800140324
2015-04-27,-0.00783142965381145
2015-04-28,0.0009288121058907972
2015-04-29,-0.014071013036127011
2015-04-30,-0.024517551573249863
2015-05-01,0.01286164634928677
2015-05-04,0.0036508800156427323
2015-05-05,-0.012335861988275632
2015-05-06,-0.00277543415406023
2015-05-07,0.007386136840585422
2015-05-08,0.012060857177890183
2015-05-11,-5.219456531202482e-05
2015-05-12,0.0007347691208425822
2015-05-13,0.002046001256662322
2015-05-14,0.010733008077280726
2015-05-15,-0.0035739764326883083
2015-05-18,0.0037427885852778786
2015-05-19,0.0015534894374888975
2015-05-20,-0.0006718853326777019
2015-05-21,-0.0007246149365879306
2015-05-22,-0.0012942694980285774
2015-05-26,-0.012185274153567849
2015-05-27,0.00440927166840277
2015-05-28,0.0014221591690954938
2015-05-29,-0.010098932856718257
2015-06-01,0.01524968282328465
2015-06-02,-0.0015695196345874018
2015-06-03,0.005870429379410513
2015-06-04,-0.008963247476435288
2015-06-05,-0.004416897906482031
2015-06-08,0.0002109257873825765
2015-06-09,-0.0001056511139246874
2015-06-10,-0.0003695022464810238
2015-06-11,0.011622830266924344
2015-06-12,-0.0026111318096007086
2015-06-15,-0.005550321011460024
2015-06-16,0.00473895756783671
2015-06-17,0.0010477517042544182
2015-06-18,0.009056857687563147
2015-06-19,-0.008352879972607141
2015-06-22,0.004917639007827379
2015-06-23,-0.0022903906611569935
2015-06-24,-0.007670567096015435
2015-06-25,-0.0009464406987105267
2015-06-26,-0.007105868823781947
2015-06-29,-0.01653922745034697
2015-06-30,0.0020481693600180595
2015-07-01,0.012210836389713764
2015-07-02,-0.004623119643646478
2015-07-06,0.0036836493865424202
2015-07-07,0.011543265089530852
2015-07-08,-0.0005787717463816566
2015-07-09,0.010944523067234702
2015-07-10,0.010721903840884117
2015-07-13,0.01900233897833048
2015-07-14,0.005912772854215431
2015-07-15,0.0018080354863505566
2015-07-16,0.011082761505623928
2015-07-17,-0.0021824119204898462
2015-07-20,0.01963454661148245
2015-07-21,-0.00965285378731584
2015-07-22,-0.001771840884117526
2015-07-23,0.00019751545214474753
2015-07-24,-0.008825428757227693
2015-07-27,0.0006467696211565066
2015-07-28,0.012228575673902009
2015-07-29,0.022197030622863823
2015-07-30,-0.008071019997709983
2015-07-31,0.0030511265657255926
2015-08-03,0.00333156799231471
2015-08-04,0.008373957355134465
2015-08-05,-0.0004770488706895559
2015-08-06,-0.0008119220181871389
2015-08-07,-0.0008123913149263862
2015-08-10,0.008082674914791976
2015-08-11,-0.009109066201119509
2015-08-12,-0.0003830732569641837
2015-08-13,0.004837926549456917
2015-08-14,0.010343383775519355
2015-08-17,0.005001415867569525
2015-08-18,-0.0016436250454405776
2015-08-19,-0.006535662321677127
2015-08-20,-0.010176217495062034
2015-08-21,-0.021278521765487723
2015-08-24,-0.03527452901609773
2015-08-25,0.007697687444179202
2015-08-26,0.015780614279536698
2015-08-27,0.016376347396808377
2015-08-28,-0.000147348393393254
2015-08-31,-0.01333966277760934
2015-09-01,-0.017695676991431042
2015-09-02,0.03248674013670971
2015-09-03,0.005685124439839928
2015-09-04,-0.012573289318208669
2015-09-08,0.021666406155343987
2015-09-09,-0.011352178903367482
2015-09-10,0.007280440193960791
2015-09-11,0.0032016696853747195
2015-09-14,-0.003916881646067849
2015-09-15,0.008931832121273686
2015-09-16,-0.0013469688869413021
2015-09-17,0.00019232966791871142
2015-09-18,-0.020664221621034984
2015-09-21,0.005115124601559051
2015-09-22,-0.003376336660203094
2015-09-23,-0.00437036370062982
2015-09-24,0.009814288595049181
2015-09-25,-0.0042489231327490495
2015-09-28,-0.01800001901642767
2015-09-29,0.011237824504507943
2015-09-30,0.023904612130653202
2015-10-01,-0.012348753721697081
2015-10-02,0.009084427096668124
2015-10-05,0.024781085554456794
2015-10-06,-0.006281766200762373
2015-10-07,0.01211963371447733
2015-10-08,0.006668636655030369
2015-10-09,-0.005177888824744459
2015-10-12,0.005017093291665775
2015-10-13,-0.0109644702284305
2015-10-14,-0.018067559077985185
2015-10-15,0.004948287087894965
2015-10-16,0.002868182027093269
2015-10-19,0.004099721413953095
2015-10-20,-0.009067721853450061
2015-10-21,0.013558204035522659
2015-10-22,0.023397685094493914
2015-10-23,0.012978634486370488
2015-10-26,0.007386656826810611
2015-10-27,0.009504620827811339
2015-10-28,-0.008966971244973254
2015-10-29,-0.01262208100337292
2015-10-30,0.0072393266837031955
2015-11-02,0.0034571368305564842
2015-11-03,-0.007661139968300867
2015-11-04,-0.0003198184797424952
2015-11-05,-0.0010507034234779056
2015-11-06,-0.009012451031583213
2015-11-09,-0.00890885843334488
2015-11-10,-0.002934120360021941
2015-11-11,0.004857832463598166
2015-11-12,-0.00711261348335146
2015-11-13,-0.001966615969166141
2015-11-16,0.035232192775342064
2015-11-17,0.007794261474317166
2015-11-18,0.0037322288161012462
2015-11-19,0.003494140482029673
2015-11-20,0.009196392410731002
2015-11-23,-0.00013274881849612008
2015-11-24,0.0017698108187584882
2015-11-25,-0.0027822086120040668
2015-11-27,0.00785162253899796
2015-11-30,-0.029878969874856498
2015-12-01,0.004745550945185473
2015-12-02,-0.005722217614602676
2015-12-03,-0.015894761436863525
2015-12-04,0.013598698934699893
2015-12-07,0.0033882330006573813
2015-12-08,-0.001460369858202748
2015-12-09,-0.00580389303282447
2015-12-10,0.006159768713263958
2015-12-11,-0.007675338647963326
2015-12-14,-0.0028543819477858667
2015-12-15,-0.00803429731905081
2015-12-16,0.012381405835294013
2015-12-17,-0.010482570400694668
2015-12-18,-0.014125098736636366
2015-12-21,0.015505366822324396
2015-12-22,0.009792718810532453
2015-12-23,0.0016084097600985725
2015-12-24,0.0028909570434763054
2015-12-28,-0.0006861763454339975
2015-12-29,0.009431895167798077
2015-12-30,-0.0030390864641476334
2015-12-31,-0.012056351960495038
2016-01-04,-0.018144162158916344
2016-01-05,0.023685789373727673
2016-01-06,-0.002886764600429359
2016-01-07,-0.019942279827698473
2016-01-08,-0.0017813500530546866
2016-01-11,0.011460165796645772
2016-01-12,0.012119826060297934
2016-01-13,-0.016333191852162088
2016-01-14,0.009421729512849142
2016-01-15,-0.0019871481420754566
2016-01-19,-0.003240954861109535
2016-01-20,-0.02271329216314255
2016-01-21,0.001853697782208119
2016-01-22,0.0059299685554130566
2016-01-25,-0.004857760497672947
2016-01-26,-0.005117948547093243
2016-01-27,-0.009860596406452315
2016-01-28,-0.0057732164852732915
2016-01-29,0.021000579163144906
2016-02-01,-0.005687024183114953
2016-02-02,0.003097988946718422
2016-02-03,0.011736802477380515
2016-02-04,-0.012727501119659257
2016-02-05,0.008229744544043571
2016-02-08,0.012220411221271155
2016-02-09,0.006758800253227282
2016-02-10,-0.009398813955727614
2016-02-11,-0.031643123378103266
2016-02-12,-0.005309051396152009
2016-02-16,0.01416915818457909
2016-02-17,0.017894634080891203
2016-02-18,0.006862838038480756
2016-02-19,-0.002707886957981409
2016-02-22,0.006507216707129837
2016-02-23,0.0006508346822367006
2016-02-24,0.006878971915572851
2016-02-25,0.01569522214093988
2016-02-26,-0.005220510195229622
2016-02-29,-0.006674586884557021
2016-03-01,0.01084389277876463
2016-03-02,-0.004263648558416211
2016-03-03,0.006077383513525714
2016-03-04,0.0009154614517947746
2016-03-07,-0.013167415427563611
2016-03-08,-0.002316618702892237
2016-03-09,0.004969102629953426
2016-03-10,0.0006929298549467333
2016-03-11,0.0022625674416545394
2016-03-14,-0.002073378936894521
2016-03-15,0.0020776867688785394
2016-03-16,0.005252230723165718
2016-03-17,0.004858014835681379
2016-03-18,0.007571413192676069
2016-03-21,0.0015841072269875411
2016-03-22,-0.002395261272601479
2016-03-23,0.002401012324437124
2016-03-24,-0.014733428966435813
2016-03-28,0.004862337625182622
2016-03-29,0.00776037028558374
2016-03-30,0.00996551177370697
2016-03-31,-0.006548107584844698
2016-04-01,0.00726845056544656
2016-04-04,0.0045718056522665584
2016-04-05,0.006647841781922237
2016-04-06,0.004476802244620881
2016-04-07,-0.0006620258921095079
2016-04-08,-0.0007947336054675569
2016-04-11,-0.007291268607014456
2016-04-12,0.005920520213160252
2016-04-13,0.0017698765476392708
2016-04-14,-0.004152261944888158
2016-04-15,0.0016411504358218032
2016-04-18,0.005889933676964665
2016-04-19,-0.002773699816948638
2016-04-20,0.00030907475134633877
2016-04-21,-0.002250765910711161
2016-04-22,0.003361694460226161
2016-04-25,-0.0023364431776967676
2016-04-26,0.0258948165667916
2016-04-27,0.006417988534946684
2016-04-28,-0.0039801887284292015
2016-04-29,-0.0014610888570828484
2016-05-02,0.003700673758639139
2016-05-03,0.006259835831393223
