Date,HUBB
2015-01-05,-0.02743391437121634
2015-01-06,-0.018837431078462474
2015-01-07,0.00019453870185426325
2015-01-08,0.028159672603596198
2015-01-09,0.01099305887482549
2015-01-12,-0.007030309868304996
2015-01-13,-0.001227177350965114
2015-01-14,-0.013610280992553014
2015-01-15,-0.00488714596405726
2015-01-16,0.007895891535996569
2015-01-20,0.0029619108211325074
2015-01-21,0.018860594163669697
2015-01-22,0.01738963475952282
2015-01-23,-0.016908526739932817
2015-01-26,0.006543082962597646
2015-01-27,-0.008636458093692512
2015-01-28,-0.020608934491218145
2015-01-29,0.03778109650011663
2015-01-30,-0.022672925628197005
2015-02-02,0.026121923638241062
2015-02-03,0.02067841840351936
2015-02-04,-0.004682055786710659
2015-02-05,0.004523151044757423
2015-02-06,0.0103563002602991
2015-02-09,0.000713501571531383
2015-02-10,0.014162378509321671
2015-02-11,-0.0007026995226037114
2015-02-12,0.009491893101088333
2015-02-13,0.004788384396668288
2015-02-17,-0.009011411797812618
2015-02-18,-0.003497244719485537
2015-02-19,-0.00017582066460375412
2015-02-20,0.019043776111247857
2015-02-23,-0.0015501165991714805
2015-02-24,0.003018753766003135
2015-02-25,-0.00043205988153827146
2015-02-26,-0.01071902410366532
2015-02-27,-0.005592421966975514
2015-03-02,-0.0013182458296333577
2015-03-03,-0.009238810371312911
2015-03-04,-0.019538402654019182
2015-03-05,-0.0014492900102996975
2015-03-06,-0.003265786769990675
2015-03-09,0.00627965871763414
2015-03-10,-0.02125344698221998
2015-03-11,0.004065943401447392
2015-03-12,0.003589130918274508
2015-03-13,-0.006877544447008832
2015-03-16,0.012188289738352731
2015-03-17,-0.0012772499862104825
2015-03-18,0.004749839823790847
2015-03-19,0.00045456630187201696
2015-03-20,0.01235818697714608
2015-03-23,-0.007719450888163171
2015-03-24,-0.0016282282359483258
2015-03-25,-0.008788660579958307
2015-03-26,0.002742007628349974
2015-03-27,-0.002187503341632646
2015-03-30,0.00539013503784691
2015-03-31,-0.003907337992535731
2015-04-01,-0.008848790688472663
2015-04-02,0.0015646236529314184
2015-04-06,0.004778647719642981
2015-04-07,0.0007315392319857672
2015-04-08,0.00520915862230531
2015-04-09,0.009000938175776962
2015-04-10,-0.0020722141807028027
2015-04-13,-0.0033413377785761478
2015-04-14,0.0024465366593422466
2015-04-15,-0.0013557740806334762
2015-04-16,0.0035294529891602977
2015-04-17,-0.0017134538854456371
2015-04-20,-0.0028909833831992637
2015-04-21,0.0
2015-04-22,-0.0017207664962374247
2015-04-23,0.0011796784419866313
2015-04-24,-0.009064608416627595
2015-04-27,-0.0008232739555971147
2015-04-28,0.008056344821197436
2015-04-29,-0.0020890200210382792
2015-04-30,-0.009555711823978297
2015-05-01,0.007075211696384143
2015-05-04,0.004561905332067351
2015-05-05,-0.007356542314237546
2015-05-06,-0.004758270470606951
2015-05-07,0.0008274369935268311
2015-05-08,0.005970895879683136
2015-05-11,0.00018288397579313553
2015-05-12,-0.003926062209234971
2015-05-13,0.006691171971292986
2015-05-14,0.01575174894247211
2015-05-15,0.0016133160466644814
2015-05-18,-0.0032216909494783286
2015-05-19,-8.964984414883137e-05
2015-05-20,0.0017059831179431217
2015-05-21,-0.009232968752858506
2015-05-22,-0.0021711628366087865
2015-05-26,-0.004624505781886112
2015-05-27,0.00485292371235535
2015-05-28,-0.0058314005848258965
2015-05-29,-0.00989833391452255
2015-06-01,0.005183659864644641
2015-06-02,0.0027626993472207317
2015-06-03,0.007163333020222096
2015-06-04,-0.00446808087257522
2015-06-05,0.005495365951882603
2015-06-08,-0.003916587871066746
2015-06-09,0.010516624937471297
2015-06-10,0.004524937776416937
2015-06-11,-0.0005404064057904501
2015-06-12,-0.000901620479357268
2015-06-15,-0.00505241556929148
2015-06-16,9.085654491491901e-05
2015-06-17,0.005258791163696097
2015-06-18,0.0026158544261520866
2015-06-19,-0.006297572260670403
2015-06-22,0.0018107339760351504
2015-06-23,0.000993846400785925
2015-06-24,-0.0033400549015153436
2015-06-25,0.00027158578423747137
2015-06-26,0.00498069944596069
2015-06-29,-0.019643236682718723
2015-06-30,-0.004779389289211067
2015-07-01,0.0
2015-07-02,-0.0025858020722694386
2015-07-06,-0.005555231469149269
2015-07-07,0.007076300145805403
2015-07-08,-0.01581037064589108
2015-07-09,0.0005635943037309854
2015-07-10,0.0033801955674397366
2015-07-13,0.011228118149783306
2015-07-14,0.0030537860379589166
2015-07-15,-0.009040684041020985
2015-07-16,-0.0016751621634704117
2015-07-17,-0.004103048867724279
2015-07-20,-0.002153793641462398
2015-07-21,-0.011635539022998298
2015-07-22,-0.008354455260564775
2015-07-23,0.021445402914896716
2015-07-24,-0.022120340006991923
2015-07-27,-0.009392915074973418
2015-07-28,0.003870332078109495
2015-07-29,0.015325157867243089
2015-07-30,-0.0057906281860592435
2015-07-31,-0.0030555032352946876
2015-08-03,-0.006512412733369444
2015-08-04,0.007808532435695792
2015-08-05,0.00459149341164089
2015-08-06,-0.010379050037611748
2015-08-07,-0.00028858421642441456
2015-08-10,0.015591790335875322
2015-08-11,-0.010709061708117695
2015-08-12,-0.005076825905364291
2015-08-13,-0.0059694331258499655
2015-08-14,0.0026149837382623
2015-08-17,0.0017389895087718266
2015-08-18,-0.0035681147272463853
2015-08-19,-0.011324261398027224
2015-08-20,-0.01409694985312393
2015-08-21,-0.017773606809577736
2015-08-24,-0.03143986575937474
2015-08-25,-0.009080399929369931
2015-08-26,0.016958338563532793
2015-08-27,0.02864860981731243
2015-08-28,-0.002025184204059949
2015-08-31,0.0013188782919544284
2015-09-01,-0.017229051294124442
2015-09-02,0.003815531847024989
2015-09-03,0.0032874994488207854
2015-09-04,-0.018021854764956213
2015-09-08,0.015432908461850747
2015-09-09,-0.013863086269471747
2015-09-10,-0.012912580721434197
2015-09-11,0.003164661518551881
2015-09-14,-0.010411231129966003
2015-09-15,0.012221061579979375
2015-09-16,0.0073493430722428865
2015-09-17,-0.00896323695462109
2015-09-18,-0.05352814032325326
2015-09-21,-0.02088905519412121
2015-09-22,-0.024852393550684138
2015-09-23,-0.007447714067850719
2015-09-24,-0.009731573501655433
2015-09-25,0.006867217488580879
2015-09-28,-0.024459303066603266
2015-09-29,0.0015672482302648838
2015-09-30,0.022385106204711125
2015-10-01,0.003531456300976732
2015-10-02,0.01149565703885469
2015-10-05,0.026672785591136172
2015-10-06,0.0013559077138842746
2015-10-07,0.008121770046805699
2015-10-08,0.01577670120679886
2015-10-09,0.007050022164783343
2015-10-12,-0.012032438850055893
2015-10-13,-0.01096086420230169
2015-10-14,-0.012201805681806621
2015-10-15,0.008386253881579542
2015-10-16,-0.022252382517879865
2015-10-19,0.004597585990862019
2015-10-20,0.009382553911099212
2015-10-21,-0.008841746972144349
2015-10-22,0.06758884965547596
2015-10-23,0.008248741993077457
2015-10-26,0.0008500176397954196
2015-10-27,-0.0028660350908042975
2015-10-28,0.02448635428415802
2015-10-29,0.00020782033814126244
2015-10-30,0.006233608758944076
2015-11-02,0.00702095152530835
2015-11-03,-0.0072795769386082565
2015-11-04,-0.003821540498897935
2015-11-05,-0.00020734633949104353
2015-11-06,-0.006222267178318308
2015-11-09,-0.013043679844090494
2015-11-10,-0.0038064248829516867
2015-11-11,0.00753531072456437
2015-11-12,-0.015063639629326553
2015-11-13,0.02053489229664085
2015-11-16,0.019702328691596493
2015-11-17,-0.01336064751280841
2015-11-18,0.022916876295110633
2015-11-19,-0.004379077527232322
2015-11-20,-0.00450032220967822
2015-11-23,0.002465756504873351
2015-11-24,0.010146795464097247
2015-11-25,0.013478983820720991
2015-11-27,0.003929474762693674
2015-11-30,-0.0035127043213920572
2015-12-01,0.005740750635265135
2015-12-02,-0.010614859526824949
2015-12-03,-0.011234770802137528
2015-12-04,0.003992416031031398
2015-12-07,-0.006219633142656389
2015-12-08,-0.015286797174238864
2015-12-09,-0.006667824861761207
2015-12-10,-0.0015736656825070527
2015-12-11,-0.0045174252901178935
2015-12-14,-0.007598190566936003
2015-12-15,-0.007868662595471587
2015-12-16,0.01575595206940461
2015-12-17,-0.014878478644008819
2015-12-18,-0.014031663330838162
2015-12-21,0.024443269837704396
2015-12-22,0.02841981374703262
2015-12-23,0.032790168129926744
2015-12-24,0.012579786397794779
2015-12-28,0.0018738574884986647
2015-12-29,0.013679514010856764
2015-12-30,0.0029126314310488066
2015-12-31,-0.021878155045091496
2016-01-04,0.009303223892498602
2016-01-05,-0.01647376745681406
2016-01-06,-0.015553170932464111
2016-01-07,-0.03787732443814562
2016-01-08,-0.0009473618262121342
2016-01-11,-0.03087129032216651
2016-01-12,0.0032613858337138257
2016-01-13,-0.035326944238875724
2016-01-14,0.018646986848030567
2016-01-15,-0.017754715356572914
2016-01-19,-0.006511419793002959
2016-01-20,-0.019550647677366917
2016-01-21,0.005648098842863991
2016-01-22,0.013753844534181603
2016-01-25,-0.01933324149331861
2016-01-26,0.011759775878303902
2016-01-27,-0.01675067386970497
2016-01-28,0.02445230673777199
2016-01-29,0.022964233585774707
2016-02-01,-0.003649585103399189
2016-02-02,-0.02375140893824701
2016-02-03,0.02035043405457504
2016-02-04,0.023732491063555017
2016-02-05,-0.018393404881376862
2016-02-08,-0.0035482013730547823
2016-02-09,0.0010013351831072992
2016-02-10,-0.0017783243845802543
2016-02-11,-0.0049000436396763325
2016-02-12,0.006490706471773855
2016-02-16,0.027240318702214106
2016-02-17,0.0071437158461629124
2016-02-18,-0.0015042098838666806
2016-02-19,0.006888044212289612
2016-02-22,0.023196099397083447
2016-02-23,0.003656167856665782
2016-02-24,0.006454159011948679
2016-02-25,0.01852988365542907
2016-02-26,0.01042507576396412
2016-02-29,0.005057594256492992
2016-03-01,0.01469409582047354
2016-03-02,0.012497468133580547
2016-03-03,-0.005093911379753013
2016-03-04,-0.004824662663290846
2016-03-07,0.007519457165490406
2016-03-08,-0.01895320881422702
2016-03-09,-0.008308480597155388
2016-03-10,0.006965183014288945
2016-03-11,0.008019200305269258
2016-03-14,-0.008254041040926308
2016-03-15,0.006818806980955383
2016-03-16,0.009062626269745522
2016-03-17,0.011448907325629865
2016-03-18,0.005074391238881093
2016-03-21,-0.002233230564827826
2016-03-22,-0.002530171965433703
2016-03-23,-0.01541284537011467
2016-03-24,0.00029717289945541125
2016-03-28,0.009706762451935802
2016-03-29,0.015891541909535345
2016-03-30,0.017574300849032998
2016-03-31,0.0052193720653404
2016-04-01,0.021806908078964016
2016-04-04,-0.014874366204647105
2016-04-05,-0.010597483557225007
2016-04-06,0.008530681865824619
2016-04-07,0.0020678747414719645
2016-04-08,0.007972330122695048
2016-04-11,-0.009118947930073396
2016-04-12,0.0026294409416809383
2016-04-13,0.021915999888714177
2016-04-14,-0.008064862323912347
2016-04-15,0.006929512642918967
2016-04-18,0.0020188338476758716
2016-04-19,-0.0055863782794421946
2016-04-20,-0.0011048409510104884
2016-04-21,0.005254743455457733
2016-04-22,-0.0077034207355539674
2016-04-25,-0.007948171388717284
2016-04-26,-0.003354074467861734
2016-04-27,-0.0027106210717821044
2016-04-28,-0.010497871675611448
2016-04-29,0.0018001088815369215
2016-05-02,0.003592515958617648
2016-05-03,-0.002731985869474207
2016-05-04,-0.01237591229895374
2016-05-05,0.006504530403689257
2016-05-06,0.0031364203001440494
2016-05-09,-0.011558590574670569
2016-05-10,0.022237197126365515
2016-05-11,-0.003187877769758596
2016-05-12,0.0013168586727896336
2016-05-13,-0.021512392363026822
2016-05-16,0.010560649173103176
2016-05-17,-0.0036100236699079247
2016-05-18,-0.00238417891792031
2016-05-19,-0.010321779428957067
2016-05-20,0.012071761152507854
2016-05-23,0.002003748398294203
2016-05-24,0.004380347962633202
2016-05-25,0.007490406225127089
2016-05-26,0.0015144778013589377
2016-05-27,0.0016072134202320676
2016-05-31,0.0029251730870099024
2016-06-01,-0.003199298835364295
2016-06-02,-0.000943933809634534
2016-06-03,-0.013606644113422162
2016-06-06,0.013794338771870862
2016-06-07,-0.0003779477585406088
2016-06-08,0.0015126251304198313
2016-06-09,-0.0021709343448750307
2016-06-10,-0.028754964028714025
2016-06-13,0.0032134304715787376
2016-06-14,-0.00553299415752051
2016-06-15,-0.003319363344411741
2016-06-16,-0.005876509971218136
2016-06-17,-0.007881967298034476
2016-06-20,0.012413358590252832
2016-06-21,-0.005296703370537781
2016-06-22,0.004240228046553218
2016-06-23,0.014827082212300668
2016-06-24,-0.023608933151477385
2016-06-27,-0.02715292580430595
2016-06-28,0.007232144785088934
2016-06-29,0.025991037250549853
2016-06-30,0.039625531017208004
2016-07-01,0.0007586510930799317
2016-07-05,-0.014779938278723814
2016-07-06,0.0052889339187691675
2016-07-07,0.003922012056913005
2016-07-08,0.01057663125011521
2016-07-11,0.005185620152690973
2016-07-12,-0.0059093200947707425
2016-07-13,0.001981482579749505
2016-07-14,0.004802692960033994
2016-07-15,0.002061633149367692
2016-07-18,-0.0014962926434313184
2016-07-19,-0.002247758982387049
2016-07-20,-0.0005632925973081404
2016-07-21,-0.006951132954503669
2016-07-22,-0.0011350228944003726
2016-07-25,-0.013257769668035047
2016-07-26,0.022265212884619467
2016-07-27,-0.0052572527397944935
2016-07-28,0.0024536020583489915
2016-07-29,0.015157303791831334
2016-08-01,-0.016785764167975614
2016-08-02,-0.01094119052250686
2016-08-03,0.0021932358646190586
2016-08-04,-0.005614446267969919
2016-08-05,0.011770629338913707
2016-08-08,0.0005673264112506793
2016-08-09,-0.003024812757186468
2016-08-10,0.012325798341165983
2016-08-11,0.0016860080320115767
2016-08-12,-0.00037407628819385863
2016-08-15,0.004302967642414002
2016-08-16,-0.0034466265166605004
2016-08-17,-0.003551113875626233
2016-08-18,0.013974823369949707
2016-08-19,-0.001942357574286957
2016-08-22,0.0
2016-08-23,0.005653364784954151
2016-08-24,-0.008386565832238513
2016-08-25,0.004739930948091997
2016-08-26,-0.0017573262885018925
2016-08-29,0.008854421575454019
2016-08-30,0.0017554267998842743
2016-08-31,-0.0011068996717917834
2016-09-01,-0.0011076164605264838
