Date,ADM
2015-01-05,-0.034601980331717686
2015-01-06,-0.01971316385722255
2015-01-07,0.01503144493931452
2015-01-08,-0.014608973592092789
2015-01-09,-0.008529536340401211
2015-01-12,-0.012495475710174286
2015-01-13,0.0014522307941269297
2015-01-14,-0.017190873666172113
2015-01-15,-0.005057824135585642
2015-01-16,0.009955294117130586
2015-01-20,-0.010066961695632815
2015-01-21,0.010592870851726444
2015-01-22,0.007966722585876385
2015-01-23,-0.004368037870622232
2015-01-26,0.008774078015155284
2015-01-27,-0.0002075774456967716
2015-01-28,-0.016362537442782266
2015-01-29,0.009054485518779076
2015-01-30,-0.02691992861711001
2015-02-02,0.03302606179321921
2015-02-03,0.012248221678487825
2015-02-04,-0.05352727019293824
2015-02-05,0.0548208945841826
2015-02-06,-0.023007088141197563
2015-02-09,-0.003784376789039534
2015-02-10,0.004220569069423696
2015-02-11,-0.013871344733810242
2015-02-12,0.017153017155004502
2015-02-13,0.013912072419887345
2015-02-17,-0.006860591168760699
2015-02-18,-0.0012560362935416514
2015-02-19,0.0014671106242207799
2015-02-20,0.007743829094091659
2015-02-23,0.0022844533118531185
2015-02-24,0.008081449797518347
2015-02-25,-0.011305401867291232
2015-02-26,-0.011434568412461044
2015-02-27,0.006940163050405568
2015-03-02,-0.0006266829265092477
2015-03-03,-0.006896328329066059
2015-03-04,-0.009259173973665491
2015-03-05,0.008495968470077164
2015-03-06,-0.025905798437478977
2015-03-09,0.0030270708402271307
2015-03-10,-0.01875409044126597
2015-03-11,-0.00043892117699650957
2015-03-12,0.025054504448631443
2015-03-13,-0.0072898749602119395
2015-03-16,0.004103953475180999
2015-03-17,-0.00516269523483559
2015-03-18,0.019892179807206256
2015-03-19,-0.014415928589113558
2015-03-20,0.009894519745287766
2015-03-23,0.0038340301571910818
2015-03-24,-0.0036073137039789316
2015-03-25,-0.0053236465460116955
2015-03-26,-0.008777689486175189
2015-03-27,0.0034558847245067525
2015-03-30,0.020663009621715966
2015-03-31,-0.00042220333455933456
2015-04-01,0.0006333552237411944
2015-04-02,-0.0016870458783326825
2015-04-06,0.020697239309573012
2015-04-07,-0.003517640731200422
2015-04-08,0.0035300582077355536
2015-04-09,-0.00889707925543426
2015-04-10,0.0012526273784010389
2015-04-13,-0.001668187723461112
2015-04-14,0.002715375069247461
2015-04-15,0.008123207268241117
2015-04-16,-0.0020659321532049413
2015-04-17,-0.00041451090964350623
2015-04-20,0.00041468280018830406
2015-04-21,-0.007453626858515805
2015-04-22,0.003337337708930077
2015-04-23,0.003534461292001634
2015-04-24,-0.0012433457532782244
2015-04-27,0.008297154336683654
2015-04-28,0.0034973791108108276
2015-04-29,0.003485084515991499
2015-04-30,-0.0014301561494873827
2015-05-01,0.01841249173019155
2015-05-04,0.010847988308432033
2015-05-05,0.0005960904448798487
2015-05-06,-0.00814342075012131
2015-05-07,0.0076096540319257056
2015-05-08,0.0184815667856153
2015-05-11,0.006829365043879543
2015-05-12,0.006201537855247796
2015-05-13,0.0046220653510034015
2015-05-14,0.013803881305022747
2015-05-15,0.003025761920486314
2015-05-18,0.0016970509661879962
2015-05-19,-0.0062443174114078515
2015-05-20,-0.0017137940525143724
2015-05-21,0.009345621824472738
2015-05-22,-0.004723966184126183
2015-05-26,-0.009872642560857403
2015-05-27,0.019558905573497487
2015-05-28,-0.009591750424125967
2015-05-29,0.003608153060237873
2015-06-01,0.0034057978037740355
2015-06-02,-0.005091646350180223
2015-06-03,-0.005686046395350308
2015-06-04,-0.020396502095383906
2015-06-05,-0.007394344156509525
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.023524767778385414
2015-06-11,-0.002873021364000361
2015-06-12,-0.0028812993987289426
2015-06-15,-0.012329258610410343
2015-06-16,0.003511056135236723
2015-06-17,-0.009912406756334091
2015-06-18,0.008441280675020923
2015-06-19,0.002530620669643824
2015-06-22,0.00951468369659314
2015-06-23,0.00019212189868467178
2015-06-24,-0.01057688935786083
2015-06-25,-0.014577103897482235
2015-06-26,-0.022288119051554478
2015-06-29,-0.022594392249867368
2015-06-30,-0.0047470567582046375
2015-07-01,0.00871018957059011
2015-07-02,0.00020535398920662473
2015-07-06,-0.011510728648517543
2015-07-07,0.0010396848373455114
2015-07-08,-0.01308657215974618
2015-07-09,-0.008840678571324645
2015-07-10,0.0025482982301907597
2015-07-13,0.0061433577446659005
2015-07-14,0.006104768968608898
2015-07-15,-0.0069050391254824595
2015-07-16,0.008217427577565273
2015-07-17,0.003553043771666653
2015-07-20,0.0004160106942483477
2015-07-21,-0.011448545042526903
2015-07-22,0.0040012783554215225
2015-07-23,0.007130668438259491
2015-07-24,-0.017284497660153164
2015-07-27,0.0014829494999359927
2015-07-28,0.023063967754211046
2015-07-29,-0.00454997150176184
2015-07-30,-0.006441092557101569
2015-07-31,-0.00836476283003651
2015-08-03,0.005904866035208345
2015-08-04,0.014884640545756556
2015-08-05,-0.003924708075236039
2015-08-06,-0.005599544158672587
2015-08-07,-0.03190782610869314
2015-08-10,0.0023695717589948817
2015-08-11,-0.009886423970573821
2015-08-12,0.017798739257359086
2015-08-13,0.013223078021360246
2015-08-14,-0.0065248237961194056
2015-08-17,0.012574400353175808
2015-08-18,0.0035783555147861357
2015-08-19,-0.020134599454011304
2015-08-20,-0.011129769714471105
2015-08-21,-0.023376903062092724
2015-08-24,-0.0347960940133506
2015-08-25,-0.012399751053247532
2015-08-26,0.022785605875848658
2015-08-27,0.019095650140724008
2015-08-28,-0.0040153485539941025
2015-08-31,0.0076146684890234795
2015-09-01,-0.0366751146521751
2015-09-02,0.00646095576278416
2015-09-03,0.002980185095992738
2015-09-04,-0.019428983234855424
2015-09-08,0.018648275122086444
2015-09-09,-0.016246943852171847
2015-09-10,0.0016283591273331677
2015-09-11,-0.005573987569240324
2015-09-14,0.0025690097326036554
2015-09-15,0.01257835600937951
2015-09-16,0.016563316032024433
2015-09-17,0.0013577196670124803
2015-09-18,-0.023050859549808678
2015-09-21,0.00346985260046373
2015-09-22,-0.02143819227660959
2015-09-23,-0.009187454160338504
2015-09-24,-0.0009507628105558386
2015-09-25,0.011422919709232149
2015-09-28,-0.033176475465164224
2015-09-29,-0.001703406832252563
2015-09-30,0.0104822954470567
2015-10-01,0.00024151119178950076
2015-10-02,0.023154790638186595
2015-10-05,0.028760061700338735
2015-10-06,0.0
2015-10-07,0.015352648874489061
2015-10-08,0.01850590341076752
2015-10-09,0.006426512174934285
2015-10-12,0.0004401302363978843
2015-10-13,-0.01144384258516884
2015-10-14,0.0008905123257061387
2015-10-15,0.013345347271676244
2015-10-16,0.008779804148160819
2015-10-19,0.0002174795023075493
2015-10-20,-0.005873660474112974
2015-10-21,-0.008971403352373897
2015-10-22,0.031132645886460475
2015-10-23,0.004068161411508342
2015-10-26,-0.010662872025554715
2015-10-27,-0.00323338218494007
2015-10-28,0.012110612714766766
2015-10-29,-0.02713700116982687
2015-10-30,0.0028555020670042452
2015-11-02,0.013578681816367233
2015-11-03,-0.06763178402507386
2015-11-04,-0.003012882396928984
2015-11-05,0.0011623028035525618
2015-11-06,-0.02182497858679333
2015-11-09,-0.014478864224215848
2015-11-10,-0.021435501721544736
2015-11-11,-0.0029534282840089077
2015-11-12,-0.04937087129277751
2015-11-13,-0.019474959703594585
2015-11-16,0.020277302436847
2015-11-17,-0.027196438429780367
2015-11-18,0.005644787665770368
2015-11-19,-0.026195988787979796
2015-11-20,-0.016470152933319215
2015-11-23,0.02483961129096457
2015-11-24,-0.018518569496112747
2015-11-25,0.011931179787098678
2015-11-27,-0.00027439438871790234
2015-11-30,0.000823339794461031
2015-12-01,0.0057546205423506525
2015-12-02,-0.004904496351804455
2015-12-03,-0.024917848020515998
2015-12-04,0.01010973520358105
2015-12-07,-0.015568787477356905
2015-12-08,-0.003953734152431387
2015-12-09,0.003969428216336057
2015-12-10,-0.009037045463482385
2015-12-11,-0.02479343306812276
2015-12-14,-0.001168562910578319
2015-12-15,0.019894429782941092
2015-12-16,0.015490465562844946
2015-12-17,-0.031355907702290686
2015-12-18,0.02070569056799565
2015-12-21,0.008857278637708799
2015-12-22,0.03115234565102143
2015-12-23,0.007415722725845564
2015-12-24,-0.0008177813639821396
2015-12-28,-0.0040927360468294705
2015-12-29,0.016164121892969563
2015-12-30,-0.005661735909569199
2015-12-31,-0.005423040907286292
2016-01-04,-0.022900633983796714
2016-01-05,0.011160599392969539
2016-01-06,-0.024282522685153407
2016-01-07,-0.02375573493212846
2016-01-08,-0.003765848856241094
2016-01-11,-0.0066880784721999875
2016-01-12,0.0032200801380355415
2016-01-13,-0.023343650018095685
2016-01-14,-0.0032868400460382974
2016-01-15,-0.055455366115997995
2016-01-19,-0.03173622713745761
2016-01-20,0.025565563580694617
2016-01-21,0.020134030346700804
2016-01-22,0.04104044636521542
2016-01-25,-0.02407468358126874
2016-01-26,0.037002779533222396
2016-01-27,0.0032709019796437477
2016-01-28,0.02845302756346313
2016-01-29,0.018731489919177058
2016-02-01,0.0031119674923354435
2016-02-02,-0.08742249027409277
2016-02-03,0.033374545152399904
2016-02-04,0.024222683064956563
2016-02-05,-0.005255696124079057
2016-02-08,-0.022600695457364317
2016-02-09,0.00840851342063309
2016-02-10,-0.011911806306380557
2016-02-11,-0.0380169651272384
2016-02-12,0.025924656533750312
2016-02-16,0.03605564800692451
2016-02-17,-0.006543725879172624
2016-02-18,0.014970016555542864
2016-02-19,-0.03687301426662404
2016-02-22,0.03491561955702971
2016-02-23,0.0
2016-02-24,0.0017757008237591076
2016-02-25,0.0227472001647675
2016-02-26,0.004910485237910711
2016-02-29,0.004886274257447587
2016-03-01,0.01487456871085735
2016-03-02,0.009864394223428885
2016-03-03,0.027910059122632225
2016-03-04,0.02226429981134448
2016-03-07,-0.01354609227154202
2016-03-08,-0.02988697935345863
2016-03-09,0.0008328611145882459
2016-03-10,-0.008042161328513209
2016-03-11,0.023203556499957978
2016-03-14,0.0030056032112497633
2016-03-15,-0.00408587123925519
2016-03-16,0.024616968874271006
2016-03-17,0.019754801088911256
2016-03-18,-0.003403564450212171
2016-03-21,0.0026264961223514405
2016-03-22,-0.014670805846252244
2016-03-23,-0.026854929805818717
2016-03-24,-0.0035515353734825172
2016-03-28,-0.0032904950759647944
