Date,CVS
2015-01-05,-0.009884456644631778
2015-01-06,0.0007436234998641211
2015-01-07,0.0180409766532863
2015-01-08,0.02126515475189117
2015-01-09,-0.0005102770429682435
2015-01-12,-0.007352902355864166
2015-01-13,0.0004113490643058437
2015-01-14,0.0009255004071393458
2015-01-15,-0.0016437300827994994
2015-01-16,0.016157485848127484
2015-01-20,-0.00020325205380389288
2015-01-21,0.011486965867870014
2015-01-22,0.00783902339467768
2015-01-23,0.003390780258575976
2015-01-26,0.0038760368582906324
2015-01-27,-0.0018812700714961883
2015-01-28,-0.012100366958657793
2015-01-29,0.005120323834440832
2015-01-30,-0.019478604841724922
2015-02-02,0.009678092456342213
2015-02-03,0.010291279232891304
2015-02-04,0.003295845419694743
2015-02-05,0.0029864736945202086
2015-02-06,-0.0014885861090518926
2015-02-09,-0.010436456344125156
2015-02-10,0.021293809409188125
2015-02-11,0.008949598573154915
2015-02-12,0.003996336381996368
2015-02-13,-0.003592419169318295
2015-02-17,0.008964438094058336
2015-02-18,0.005311353233943716
2015-02-19,-0.0142167481795199
2015-02-20,0.0007790943289462948
2015-02-23,0.005452925915347739
2015-02-24,0.0009682313554102429
2015-02-25,0.0007744139762533297
2015-02-26,0.007056963182096698
2015-02-27,-0.0028798141220774953
2015-03-02,0.0030807594624069345
2015-03-03,-0.007102381726516338
2015-03-04,-0.003576891973181562
2015-03-05,0.002716362191620636
2015-03-06,-0.014125155426051306
2015-03-09,0.005888540166790079
2015-03-10,-0.009463406896844218
2015-03-11,0.0002948909882591888
2015-03-12,0.01378528505756349
2015-03-13,0.0029135573278127325
2015-03-16,0.01094318944428263
2015-03-17,-0.013123570443369204
2015-03-18,0.004562007843501137
2015-03-19,-0.0014494179132085172
2015-03-20,0.005032321010137064
2015-03-23,0.006739553587778779
2015-03-24,-0.0006692563893440084
2015-03-25,-0.016844076264681207
2015-03-26,-0.007203421617746564
2015-03-27,0.005001045041226337
2015-03-30,0.012975043717043944
2015-03-31,-0.0059709928464977136
2015-04-01,-0.009205047902445584
2015-04-02,0.004401161270627174
2015-04-06,0.007009717506779589
2015-04-07,-0.00290051756676879
2015-04-08,-0.0019392034590171026
2015-04-09,-0.005440639880268661
2015-04-10,0.0016605248683703167
2015-04-13,-0.0039009239273615215
