Date,MMM
2015-01-05,-0.022552882327615542
2015-01-06,-0.01066369413657009
2015-01-07,0.007248866634864681
2015-01-08,0.023967293563723402
2015-01-09,-0.012283838676117487
2015-01-12,-0.005444744809334545
2015-01-13,-0.0007465152649763773
2015-01-14,-0.004856054646265817
2015-01-15,-0.0011262392588948789
2015-01-16,0.014656163083123674
2015-01-20,-0.00037035449331312975
2015-01-21,0.0037047576459747766
2015-01-22,0.02061036050917542
2015-01-23,-0.011272464607808619
2015-01-26,0.0013415049236127352
2015-01-27,-0.003714258251411917
2015-01-28,0.0018943846255550234
2015-01-29,0.013358764501285147
2015-01-30,-0.023054310118159282
2015-02-02,0.013062282312858331
2015-02-03,0.009244745522984044
2015-02-04,-0.006809839001133411
2015-02-05,0.010557787162999599
2015-02-06,-0.002882513770257833
2015-02-09,-0.007406278917113984
2015-02-10,0.005945349114928167
2015-02-11,-0.0019113234059934259
2015-02-12,0.008694054995039613
2015-02-13,0.00018054601599892806
2015-02-17,0.005905688036003109
2015-02-18,0.002875561858933562
2015-02-19,-0.0018515404930319335
2015-02-20,0.006164235426822096
2015-02-23,0.004103924057374808
2015-02-24,0.0018366074437772273
2015-02-25,-0.001359911275043535
2015-02-26,0.004262801754766343
2015-02-27,-0.005659609878102212
2015-03-02,0.010969242338196405
2015-03-03,-0.013079060937404297
2015-03-04,-0.006596652957946425
2015-03-05,0.002452874337886213
2015-03-06,-0.019156602976683645
2015-03-09,0.01222971180967325
2015-03-10,-0.024703969443081508
2015-03-11,-0.003266483324261049
2015-03-12,0.016941578147446235
2015-03-13,-0.010518430536036405
2015-03-16,0.021322367860960423
2015-03-17,-0.011912593130809057
2015-03-18,0.01363955666715011
2015-03-19,-0.0048658193031896335
2015-03-20,0.005010027877025758
2015-03-23,-0.0021620104732568146
2015-03-24,0.0011433854107665287
2015-03-25,-0.021765304691589105
2015-03-26,-0.0006757992739750973
2015-03-27,0.0055965711099936755
2015-03-30,0.015596556517588178
2015-03-31,-0.0066245098753459075
2015-04-01,-0.014731585887056586
2015-04-02,0.00172258741264808
2015-04-06,0.0164618476920948
2015-04-07,0.00441157796764613
2015-04-08,0.00036128938245294506
2015-04-09,0.003127600579397427
2015-04-10,0.001678025404737049
2015-04-13,-0.007362128253986966
2015-04-14,0.000904890710737627
2015-04-15,0.002710826752697626
2015-04-16,-0.003304532297768281
2015-04-17,-0.025197371860246176
2015-04-20,0.01731493726196076
2015-04-21,-0.003100237799008143
2015-04-22,0.004085622622730156
2015-04-23,-0.03042450844006883
2015-04-24,-0.004196439117163275
2015-04-27,-0.006352653095211824
2015-04-28,0.0022156213281059323
2015-04-29,-0.008589613692628895
2015-04-30,-0.0036949678659893292
2015-05-01,0.008248537083718865
2015-05-04,0.008498023747572025
2015-05-05,-0.006980292433812152
2015-05-06,-0.0017095104445620235
2015-05-07,0.006152911433279451
2015-05-08,0.012546649781000285
2015-05-11,-0.004358872196835173
2015-05-12,0.00106317985606319
2015-05-13,0.007746430505443103
2015-05-14,0.011406822032533626
2015-05-15,0.0009197317248630377
2015-05-18,-0.0026334031342540865
2015-05-19,0.0015348124222296367
2015-05-20,-0.0012026267154260362
2015-05-21,0.0009883302698665553
2015-05-22,-0.006664327809224768
2015-05-26,-0.008634516304116269
2015-05-27,0.0089604593848982
2015-05-28,-0.0009316629796257692
2015-05-29,-0.011126987008662659
2015-06-01,-0.0006285763602880134
2015-06-02,0.0006289717170406828
2015-06-03,0.006789009337532237
2015-06-04,-0.011301197345084169
2015-06-05,-0.008019979184860637
2015-06-08,-0.0031198400663003945
2015-06-09,0.0024907065587846944
2015-06-10,0.013122593338551036
2015-06-11,0.005155879922599249
2015-06-12,-0.011384927022959901
2015-06-15,-0.013730692738353034
2015-06-16,0.003977694616985827
2015-06-17,0.0029393558181332047
2015-06-18,0.01701183131574635
2015-06-19,-0.00419755058360316
2015-06-22,0.004592666602559969
2015-06-23,0.001002230869796561
2015-06-24,-0.014389473793347096
2015-06-25,-0.010282981660900692
2015-06-26,0.0075035726529086855
2015-06-29,-0.019988421541580648
2015-06-30,0.0022735762119190372
2015-07-01,0.008749155033209721
2015-07-02,-0.0017348180488563347
2015-07-06,-0.001930715748890921
2015-07-07,0.0022571741665640133
2015-07-08,-0.01750010457102502
2015-07-09,0.00681041633745294
2015-07-10,0.007804653739639678
2015-07-13,0.009809698254514165
2015-07-14,0.001981139538557608
2015-07-15,-0.004975051562922106
2015-07-16,0.007500134832782779
2015-07-17,-0.003053816634090767
2015-07-20,0.002744007632584866
2015-07-21,-0.008655653655073148
2015-07-22,-0.002247319568695394
2015-07-23,-0.038028243069512135
2015-07-24,-0.0011372423990775316
2015-07-27,-0.004151558874844863
2015-07-28,0.016138411980192613
2015-07-29,0.0022503360740893097
2015-07-30,0.0007921410450437705
2015-07-31,-0.0015175942615357485
2015-08-03,-0.008061101294686956
2015-08-04,0.0018653840944480304
2015-08-05,0.004055570331953584
2015-08-06,-0.011588694254960896
2015-08-07,-0.0024785921330214844
2015-08-10,0.015783189245012874
2015-08-11,-0.01824943459128059
2015-08-12,0.0002698439395394381
2015-08-13,-0.007541232154591682
2015-08-14,0.005970202951614656
2015-08-17,0.006474069162883733
2015-08-18,-0.006231350515452427
2015-08-19,-0.009607498344097909
2015-08-20,-0.017275443491775566
2015-08-21,-0.008789742012783708
2015-08-24,-0.02470280967630878
