Date,CNC
2015-01-05,-0.002680953396702157
2015-01-06,0.0032641736361065377
2015-01-07,0.005454542534202966
2015-01-08,0.015418318752139726
2015-01-09,-0.007685815690880338
2015-01-12,-0.010201207169512005
2015-01-13,0.018417790708214365
2015-01-14,-0.000655919171884678
2015-01-15,0.0022503315549535774
2015-01-16,0.013097591298278921
2015-01-20,-0.007849279406546006
2015-01-21,0.01796351695196896
2015-01-22,0.018195097502013313
2015-01-23,-0.008351295798119218
2015-01-26,0.012406073918282967
2015-01-27,-0.004740665422397483
2015-01-28,-0.01419964275480734
2015-01-29,0.009937061843652284
2015-01-30,-0.014623534347702583
2015-02-02,-0.0010993288984625371
2015-02-03,0.022468790605937317
2015-02-04,0.03237959170797233
2015-02-05,-0.003388352691734653
2015-02-06,0.0011332687163760902
2015-02-09,-0.01262623645490113
2015-02-10,0.030866919647585034
2015-02-11,0.018821087858068797
2015-02-12,-0.007557258578888892
2015-02-13,-8.462759982963419e-05
2015-02-17,0.017346446492334522
2015-02-18,0.0011644297241912849
2015-02-19,0.002492277274387611
2015-02-20,-0.008038462214485675
2015-02-23,0.03575611125990297
2015-02-24,-0.010162946460026911
2015-02-25,0.004726220870969522
2015-02-26,-0.007623701688082352
2015-02-27,0.0045766390634225385
2015-03-02,0.011064111866340376
2015-03-03,0.00032186124815125616
2015-03-04,0.0019304847519197033
2015-03-05,0.015574843283805206
2015-03-06,-0.0066402872560523685
2015-03-09,0.008753767643353783
2015-03-10,-0.0067844792983461355
2015-03-11,0.019062760101600018
2015-03-12,0.011535430181883966
2015-03-13,0.007705347583648825
2015-03-16,0.029973988419748077
2015-03-17,0.00044541618376436887
2015-03-18,0.031166610108597226
2015-03-19,0.01597571858560176
2015-03-20,-0.0048164946242974516
2015-03-23,0.0037010980246330316
2015-03-24,-0.005672975659624435
2015-03-25,-0.018257007105315637
2015-03-26,-0.009298261987836898
2015-03-27,0.015104835641880587
2015-03-30,0.029037880681650252
2015-03-31,-0.0075810878854153385
2015-04-01,-0.0031121971014993477
2015-04-02,-0.001560956555216375
2015-04-06,0.003410998602723536
2015-04-07,-0.0011331704360306727
2015-04-08,0.011344343304594773
2015-04-09,-0.009814875928735978
2015-04-10,-0.006372197113210909
2015-04-13,0.00256520321893694
2015-04-14,-0.004975102796197506
2015-04-15,-0.03157141549246656
2015-04-16,0.022274702992142847
2015-04-17,-0.016594537882199112
2015-04-20,0.024357974989692277
2015-04-21,0.013894875442288512
2015-04-22,0.0016954330128799988
2015-04-23,0.02313116155646111
2015-04-24,0.01557757429220108
2015-04-27,-0.03909321738835059
2015-04-28,-0.024721005472061686
2015-04-29,-0.07372537782575739
2015-04-30,-0.03064892980593248
2015-05-01,0.01467978420346161
2015-05-04,0.030683628908684923
2015-05-05,-0.023600224445177176
2015-05-06,0.003949447125010774
2015-05-07,0.005822170516549541
2015-05-08,0.025970020489078482
2015-05-11,0.005794407484112307
2015-05-12,0.02258941607717957
2015-05-13,0.0005930454757179238
2015-05-14,0.009927482879644955
2015-05-15,-0.0007336128091438576
2015-05-18,0.024225539731211443
2015-05-19,0.008744274536579333
2015-05-20,0.008242065923300457
2015-05-21,0.008879561802829672
2015-05-22,-0.006566096796315257
2015-05-26,0.000421864421872975
2015-05-27,0.014197387473936729
2015-05-28,0.0036036331355753237
2015-05-29,0.04046392111031549
2015-06-01,0.007433039755891713
2015-06-02,-0.02872200607838571
2015-06-03,-0.0021704240295704613
2015-06-04,-0.010059786410135385
2015-06-05,0.00782751575409213
2015-06-08,-0.0019076085408468169
2015-06-09,-0.004368596516371559
2015-06-10,0.013300441747486014
2015-06-11,0.025439745799729296
2015-06-12,-0.005146468671559101
2015-06-15,0.03143656672992945
2015-06-16,0.0187757078750439
2015-06-17,-0.009214886969009739
2015-06-18,0.0073894998960424285
2015-06-19,0.00518532520161652
2015-06-22,0.010694494693261003
2015-06-23,-0.005477435968838096
2015-06-24,-0.01965201785979298
2015-06-25,0.04034734007178753
2015-06-26,-0.01374573760970177
2015-06-29,0.0016176860680763294
2015-06-30,-0.0011181058551268386
2015-07-01,0.006218905354610671
2015-07-02,-0.07985165590393939
2015-07-06,-0.061794813979706875
2015-07-07,0.0054410782179026285
2015-07-08,0.006550827064597531
2015-07-09,0.002405180648150873
2015-07-10,0.029075585495470735
2015-07-13,0.0012343482837786635
2015-07-14,0.012328788025738335
2015-07-15,0.008524996487278225
2015-07-16,0.0012076206730082806
2015-07-17,0.007370616485115056
