Date,BMY
2015-01-05,-0.015627442238031808
2015-01-06,-0.0017073921197455766
2015-01-07,0.012995789683354575
2015-01-08,0.02498339848819975
2015-01-09,-0.006587722824838105
2015-01-12,0.0308355397316471
2015-01-13,0.015117628035466568
2015-01-14,-0.0026934642449200075
2015-01-15,-0.020968898692767635
2015-01-16,0.011033462751130596
2015-01-20,0.0022469316870854517
2015-01-21,-0.008006557004602732
2015-01-22,0.0022601620151803115
2015-01-23,-0.00032213984390072614
2015-01-26,0.006283276426353401
2015-01-27,-0.007525141136071389
2015-01-28,-0.010646384086113514
2015-01-29,-0.0030982951251912194
2015-01-30,-0.014229463217884875
2015-02-02,-0.0006640019465774527
2015-02-03,-0.0061428742232002564
2015-02-04,-0.010357914560944703
2015-02-05,0.016711856907359435
2015-02-06,-0.009297400087109775
2015-02-09,-0.013742403344683463
2015-02-10,0.016652345103600474
2015-02-11,-0.008691031921118642
2015-02-12,0.0028663082396154227
2015-02-13,0.00941463121538666
2015-02-17,0.000999595646114404
2015-02-18,-0.0014977624498828668
2015-02-19,-0.007665135824038938
2015-02-20,0.016288613284604736
2015-02-23,0.012723109705115032
2015-02-24,0.0026104953961616495
2015-02-25,-0.0037427129838588646
2015-02-26,0.003920351220338736
2015-02-27,-0.008786322893704845
2015-03-02,0.02265278693827688
2015-03-03,-0.006099595711069661
2015-03-04,0.06056208132528407
2015-03-05,0.005786581677353242
2015-03-06,-0.014080479537621149
2015-03-09,0.01904187512624822
2015-03-10,-0.012507405089501766
2015-03-11,0.0010681791682494168
2015-03-12,0.01600599907442657
2015-03-13,0.0033007784190397516
2015-03-16,0.017347174086151718
2015-03-17,-0.006026506167762902
2015-03-18,0.012569822442165535
2015-03-19,-0.0021904144814169912
2015-03-20,-0.008196774666887396
2015-03-23,-0.0026564970944588095
2015-03-24,-0.02796692047845528
2015-03-25,-0.015070940352616136
2015-03-26,0.00463692339900601
2015-03-27,0.004000003297272237
2015-03-30,0.007661806282797778
2015-03-31,-0.01916062824959075
2015-04-01,-0.0088884096626628
2015-04-02,-0.005191801541640562
2015-04-06,-0.0036374641365650717
2015-04-07,0.0
2015-04-08,0.008253726383224524
2015-04-09,-0.0009445278983365446
2015-04-10,0.018594536420991847
2015-04-13,-0.010674523820355497
2015-04-14,0.001250985597879506
2015-04-15,-0.009370544610801113
2015-04-16,0.003941115989668287
2015-04-17,0.026224895220635425
2015-04-20,0.0078043167935510915
2015-04-21,0.014424399142450195
2015-04-22,-0.00314305380086477
2015-04-23,-0.00900934770518036
2015-04-24,-0.0030302027453519287
2015-04-27,-0.009726104710891414
2015-04-28,-0.009515448439196939
2015-04-29,-0.00387341783436268
2015-04-30,-0.008710422875257362
2015-05-01,0.014592940689079015
2015-05-04,0.010207035898591954
2015-05-05,-0.004440067891664623
2015-05-06,-0.005535412962123454
2015-05-07,0.005875962412293045
2015-05-08,0.028900502824672714
2015-05-11,0.01763066072851771
2015-05-12,-0.0089565017292903
2015-05-13,-0.0014811564337806615
2015-05-14,0.0007417162764515872
2015-05-15,0.002816890951686579
2015-05-18,0.005322448899867327
2015-05-19,0.0039705852974276645
2015-05-20,0.011864490235580005
2015-05-21,-0.002750347013065646
2015-05-22,-0.008564174703998284
2015-05-26,-0.011713497255995797
2015-05-27,0.013334117306295301
2015-05-28,0.010964561969335929
2015-05-29,-0.06579919899749109
