Date,GEN
2015-01-05,-0.014068327158636151
2015-01-06,-0.015457551948539816
2015-01-07,0.009259346420391834
2015-01-08,0.01834839382854825
2015-01-09,-0.0066588792294948185
2015-01-12,-0.0027601667878370817
2015-01-13,0.0019772318098500996
2015-01-14,-0.005130578827283516
2015-01-15,-0.011899942623121662
2015-01-16,0.028904038104966334
2015-01-20,0.0019511007400330183
2015-01-21,-0.0023365853954649962
2015-01-22,0.041764391437401294
2015-01-23,-0.0014986821883755663
2015-01-26,-0.0022515389289806675
2015-01-27,-0.024445437930804892
2015-01-28,-0.02158829073644075
2015-01-29,0.008668356531076338
2015-01-30,-0.032421864027605385
2015-02-02,0.006862985626119533
2015-02-03,0.021251195018681335
2015-02-04,0.005103998006732002
2015-02-05,0.014453139041596064
2015-02-06,-0.045821936978946876
2015-02-09,-0.0012107753629687634
2015-02-10,0.01979787143802625
2015-02-11,0.019809694958071944
2015-02-12,0.015928819215506262
2015-02-13,0.006883287840560026
2015-02-17,-0.012533251312553673
2015-02-18,-0.0119230515198252
2015-02-19,-0.00350336742549473
2015-02-20,0.003515684158855281
2015-02-23,-0.010120773982299935
2015-02-24,-0.002769080424449344
2015-02-25,0.011106681508095129
2015-02-26,-0.017261174883226982
2015-02-27,0.004390964353834681
2015-03-02,0.003974397832583687
2015-03-03,-0.019794015269459675
2015-03-04,-0.011308436461250682
2015-03-05,0.006535553318159026
2015-03-06,-0.019074609578631052
2015-03-09,0.012826146103485536
2015-03-10,-0.025735336535050002
2015-03-11,-0.01635222393137925
2015-03-12,0.011082745083332401
2015-03-13,-0.01517757273271858
2015-03-16,0.014126977486350167
2015-03-17,0.0033772769715290085
2015-03-18,0.021035093364289992
2015-03-19,-0.01071306643954928
2015-03-20,0.015409927879009855
2015-03-23,0.0012305583216263294
2015-03-24,-0.011880162750539824
2015-03-25,-0.03358228095098392
2015-03-26,-0.0012868301655465375
2015-03-27,0.0034360044045447236
2015-03-30,0.008133837519482823
2015-03-31,-0.007642932452618045
2015-04-01,-0.0017118668974823725
2015-04-02,0.009429806235684124
2015-04-06,0.011889465952058309
2015-04-07,-0.0012588549622243317
2015-04-08,0.008823826863496587
2015-04-09,0.009163155001832068
2015-04-10,0.055715733133404166
2015-04-13,-0.056294199770651754
2015-04-14,-0.013670406226324872
2015-04-15,-0.0008395916926401403
2015-04-16,0.02143766466720476
2015-04-17,-0.0024693209475395994
2015-04-20,-0.00206287850845821
2015-04-21,-0.003720154373387352
2015-04-22,0.01078832605672897
2015-04-23,0.011493815327980661
2015-04-24,0.001217675033938992
2015-04-27,0.006485625576549969
2015-04-28,0.004832824633494104
2015-04-29,-0.002003474398674654
2015-04-30,0.0012042569081402998
2015-05-01,0.008423669288542435
2015-05-04,0.0071601451396356985
2015-05-05,-0.016587441464595787
2015-05-06,0.001605876637195136
2015-05-07,0.0016040034643669543
2015-05-08,0.02201755164489505
2015-05-11,-0.0035251869699174376
2015-05-12,-0.011792553164836628
2015-05-13,0.0071601451396356985
2015-05-14,0.022906668914731476
2015-05-15,-0.05482616070671187
2015-05-18,0.029002908989995024
2015-05-19,-0.0035726692292328277
2015-05-20,-0.0027886394707599127
2015-05-21,0.0015980357431555348
2015-05-22,-0.007977729594268124
2015-05-26,-0.021310825942995493
2015-05-27,0.016433685064901615
2015-05-28,0.0028295212201967512
2015-05-29,-0.007254777986385075
2015-06-01,0.0028418523957858266
2015-06-02,-0.013765135891618652
2015-06-03,-0.0016419882761441462
2015-06-04,-0.011513232946643526
2015-06-05,-0.00166405301347472
2015-06-08,-0.017610146470378618
2015-06-09,0.0004269062684723046
2015-06-10,0.01450512243760227
2015-06-11,0.0008409324688716246
2015-06-12,-0.0021008256463952435
2015-06-15,-0.012631595020067832
2015-06-16,0.008955267197371164
2015-06-17,0.01859718192576776
2015-06-18,0.014937442361594666
2015-06-19,-0.015944285681500525
2015-06-22,-0.010386504437472355
2015-06-23,0.01805224191866528
2015-06-24,-0.0004125729876747197
2015-06-25,-0.003300101761505858
2015-06-26,-0.01697048603525464
2015-06-29,-0.020631329798510012
2015-06-30,-0.0004301330636067302
2015-07-01,-0.0017203111452402942
2015-07-02,-0.007755329307469583
2015-07-06,-0.015197568061239397
2015-07-07,0.004849944141040785
2015-07-08,0.0013165756216841906
2015-07-09,0.007449769782478022
2015-07-10,0.014353745450710997
2015-07-13,0.00428824103193004
2015-07-14,0.0008539648968672875
2015-07-15,-0.005546141675579319
2015-07-16,0.004289867562766281
2015-07-17,0.0025629895858123586
2015-07-20,-0.006390987827712857
2015-07-21,-0.012006670147447496
2015-07-22,-0.0034721971424878095
2015-07-23,0.011323743371611794
2015-07-24,-0.007321223858063108
2015-07-27,-0.014317033575987903
2015-07-28,0.0022011268448813848
2015-07-29,0.0030744168354646106
2015-07-30,-0.0021894521541140355
2015-07-31,-0.002193929409313067
2015-08-03,-0.01143351725819286
2015-08-04,-0.002668909781015749
2015-08-05,0.021409523243984152
2015-08-06,-0.024017509640053003
2015-08-07,0.016107266195645176
2015-08-10,0.008806521106437426
2015-08-11,-0.0685289847923215
2015-08-12,0.01405800866526441
2015-08-13,-0.018484161057371162
2015-08-14,0.016949852209328986
2015-08-17,0.01203671431300024
2015-08-18,-0.009606743673176155
2015-08-19,0.009699928398953173
2015-08-20,-0.023330565813659332
2015-08-21,-0.017798584875862278
2015-08-24,-0.0389049819119317
2015-08-25,-0.005996827630242452
2015-08-26,0.037204428833577996
2015-08-27,0.014057378634039663
2015-08-28,-0.003823940989726271
2015-08-31,-0.016794656154867305
2015-09-01,-0.027330587839893172
2015-09-02,0.0005018137309007464
2015-09-03,0.0005015620401820353
2015-09-04,-0.015037958316619915
2015-09-08,0.022391797534707214
2015-09-09,-0.022399264867805635
2015-09-10,0.018839389584616395
2015-09-11,-0.0009989988444223385
2015-09-14,-0.009004791810528379
2015-09-15,0.005047289473597338
2015-09-16,0.0020097058680179636
2015-09-17,0.00651592531083911
2015-09-18,0.004482464400554775
2015-09-21,0.0044617891220521955
2015-09-22,-0.020236689213887105
2015-09-23,0.005037801994957514
2015-09-24,-0.005012549761767793
2015-09-25,0.004533965889593761
2015-09-28,0.003008939380250819
2015-09-29,-0.03249978514362828
2015-09-30,0.006201305079778674
2015-10-01,-0.007190551872845563
2015-10-02,0.01655437413961036
2015-10-05,0.03969533169656514
2015-10-06,0.027899535502645456
2015-10-07,-0.007142327860339637
2015-10-08,0.009112392442118367
2015-10-09,-0.0019013588351241006
2015-10-12,-0.00571400320659643
2015-10-13,-0.011973372113307401
2015-10-14,-0.0014542404368494966
2015-10-15,0.0019417911573413882
2015-10-16,0.003391623520887954
2015-10-19,0.002414271913342869
2015-10-20,-0.002408457242667472
2015-10-21,-0.013519684562127265
2015-10-22,0.010278487173362105
2015-10-23,0.0
2015-10-26,-0.0038759960836793894
2015-10-27,-0.0058362869805629325
2015-10-28,0.007827479353300859
2015-10-29,-0.00533946179805278
2015-10-30,0.005368124694787868
2015-11-02,0.004854807101804415
2015-11-03,0.007246432062048669
2015-11-04,0.002397468878441167
2015-11-05,-0.0009565759136851426
2015-11-06,-0.014846497182621321
2015-11-09,-0.02187698449948927
2015-11-10,-0.007455144511794964
2015-11-11,-0.0020029874397128333
2015-11-12,-0.0045159523683430125
2015-11-13,-0.006552488677237123
2015-11-16,0.012684061494620202
2015-11-17,0.001002180853768131
2015-11-18,0.002001984704935511
2015-11-19,0.006542414679152175
2015-11-20,-0.0030000149915083707
2015-11-23,-0.0025078010897190417
2015-11-24,-0.004021917348358661
2015-11-25,0.0025244436558991
2015-11-27,-0.018126848750196656
2015-11-30,0.004102164506185391
2015-12-01,0.008171498527662635
2015-12-02,-0.004052478188334541
2015-12-03,0.002542894657082684
2015-12-04,0.016743167941315473
2015-12-07,0.004989657271668113
2015-12-08,0.0029792829547097277
2015-12-09,-0.009405786134868421
2015-12-10,-0.003498369922666611
2015-12-11,-0.01454378562029146
2015-12-14,-0.005597702674920879
2015-12-15,0.03275290264924391
2015-12-16,0.014370942571719114
2015-12-17,-0.01514405019300058
2015-12-18,0.002480009197899591
2015-12-21,0.00989616196505061
2015-12-22,0.005879740420793089
2015-12-23,0.016073578475299888
2015-12-24,0.0
2015-12-28,0.01294396957943622
2015-12-29,0.011357964399981268
2015-12-30,-0.003743317222970166
2015-12-31,-0.013621444911979252
2016-01-04,-0.00761935598242347
2016-01-05,0.0019195521608703636
2016-01-06,-0.0014366714610418718
2016-01-07,-0.0167868471882735
2016-01-08,-0.0004878471612811408
2016-01-11,-0.0063444515479207375
2016-01-12,0.014243586382942208
2016-01-13,-0.01937041972610898
2016-01-14,0.011358283111842171
2016-01-15,-0.036621148574668694
2016-01-19,-0.03547917831097869
2016-01-20,-0.01103532746592617
2016-01-21,0.0085016812575065
2016-01-22,0.025816758561031827
2016-01-25,-0.03338488112799476
2016-01-26,0.021785403784666313
2016-01-27,-0.0005199385950610536
2016-01-28,0.014568591953862065
2016-01-29,0.017435328809220607
2016-02-01,-0.004536066907141034
2016-02-02,-0.024303793013193964
2016-02-03,0.0005189227390025586
2016-02-04,-0.0051869168281099
2016-02-05,0.0302402221159217
2016-02-08,-0.02631620344696839
2016-02-09,-0.027026827610789894
2016-02-10,0.009615367014760068
2016-02-11,-0.006878384339858545
2016-02-12,0.020245130974607006
2016-02-16,0.020887747814820168
2016-02-17,0.021483170105159433
2016-02-18,-0.0005045940487562461
2016-02-19,0.006057695007809505
2016-02-22,0.01003502180620286
2016-02-23,-0.028315914246382468
2016-02-24,-0.013803645266671882
2016-02-25,0.019699197435440352
2016-02-26,-0.011692808144952327
2016-02-29,-0.006687010042354946
