Date,PODD
2015-01-05,-0.001992035236387135
2015-01-06,-0.03548455242196902
2015-01-07,0.023913475757463942
2015-01-08,-0.09005161534829309
2015-01-09,0.01900297258304051
2015-01-12,-0.015500105968943245
2015-01-13,-0.014760203352917056
2015-01-14,-0.03870160465886463
2015-01-15,-0.1724675166142451
2015-01-16,0.03860638790561399
2015-01-20,0.0163191572389616
2015-01-21,-0.02081477076142968
2015-01-22,-0.00911021057638417
2015-01-23,-0.012565119031293759
2015-01-26,-0.028553753841928042
2015-01-27,0.00031949613819781675
2015-01-28,-0.036090679656375135
2015-01-29,-0.005632871920971838
2015-01-30,-0.020659807880864522
2015-02-02,0.01258934491042285
2015-02-03,0.002688169458695544
2015-02-04,-0.005361925153952618
2015-02-05,0.022911061259564658
2015-02-06,0.01679842617354721
2015-02-09,-0.00939426328614723
2015-02-10,0.00163503064700099
2015-02-11,0.026118222864135232
2015-02-12,0.020362691168763547
2015-02-13,-0.002182715793275003
2015-02-17,0.011250019073486328
2015-02-18,-0.02812113196070254
2015-02-19,0.013672444750267188
2015-02-20,0.0034504583829140234
2015-02-23,0.0021882339066490175
2015-02-24,0.018091016578702268
2015-02-25,0.01838242340803009
2015-02-26,-0.009927852418505356
2015-02-27,-0.03585537255080151
2015-03-02,0.024582376002199702
2015-03-03,-0.03506605786395012
2015-03-04,-0.013069867510107525
2015-03-05,0.03294575219400553
2015-03-06,0.008130148216139998
2015-03-09,0.003101689482475578
2015-03-10,0.003092098752296657
2015-03-11,0.016954472103613893
2015-03-12,0.053955704417520955
2015-03-13,0.00891577133188659
2015-03-16,0.015393303097038125
2015-03-17,-0.02330146101196151
2015-03-18,-0.012072491307556277
2015-03-19,0.0002910135740850084
2015-03-20,-0.012507280157549872
2015-03-23,-0.00854200026539953
2015-03-24,0.010101014680011344
2015-03-25,-0.035294140086454484
2015-03-26,-0.010975628619673827
2015-03-27,0.028051784399980573
2015-03-30,0.02788606739809718
2015-03-31,-0.027129531455451716
2015-04-01,-0.04497745611039039
2015-04-02,-0.03861850949778767
2015-04-06,-0.006531703378766518
2015-04-07,-0.002301107647884937
2015-04-08,-0.0009884904866038768
2015-04-09,-0.010554079750826784
2015-04-10,0.01633332570393886
2015-04-13,0.005903584995966105
2015-04-14,-0.022823630948749507
2015-04-15,0.0030030081631595706
2015-04-16,-0.0023286658705209407
2015-04-17,-0.00800265998498928
2015-04-20,0.03529409200203526
2015-04-21,0.006168848661171289
2015-04-22,-0.0064536578595658645
2015-04-23,-0.0058460636513008035
2015-04-24,0.003593554420437739
2015-04-27,-0.002929692532537498
2015-04-28,0.02415937638727228
2015-04-29,-0.03410907151888365
2015-04-30,-0.014851447753187363
2015-05-01,-0.09648244661005367
2015-05-04,0.01038193154520628
2015-05-05,-0.030825693672950072
2015-05-06,-0.006815611746147754
2015-05-07,0.017537209296575984
2015-05-08,0.01760956552828663
2015-05-11,-0.031664234726919815
2015-05-12,0.013307999681479998
2015-05-13,0.027016931745188266
2015-05-14,-0.004384392968720063
2015-05-15,-0.008807331050207812
2015-05-18,0.031099598129202377
2015-05-19,0.025134608474065567
2015-05-20,0.00280209897877004
2015-05-21,-0.00384207845711948
2015-05-22,-0.01402523184116522
2015-05-26,-0.0145804318109658
2015-05-27,0.012630833382663242
2015-05-28,-0.025302890163430458
2015-05-29,0.03363802791451764
2015-06-01,0.02652988991353311
2015-06-02,0.0037904445647072293
2015-06-03,0.00720909707763151
2015-06-04,-0.0023858109904626446
2015-06-05,0.008199513746659504
2015-06-08,0.01694340888247914
2015-06-09,-0.006331240673392524
2015-06-10,0.0144198628295229
2015-06-11,0.0023140394983212076
2015-06-12,-0.013522422544156476
2015-06-15,0.006352408392742204
2015-06-16,0.004318908940832866
2015-06-17,0.008269930657812674
2015-06-18,0.027230969034494956
2015-06-19,-0.007026487291824979
2015-06-22,0.0009649625763352709
2015-06-23,-0.00257069156647316
2015-06-24,-0.0035438339918519857
2015-06-25,0.013902369897611289
2015-06-26,0.01562499239736681
2015-06-29,-0.027315567623652615
2015-06-30,0.0003227962888832092
2015-07-01,-0.031300397564329896
2015-07-02,-0.007994662473634229
2015-07-06,-0.002686364065193958
2015-07-07,0.01919190842363494
2015-07-08,-0.019821617852530893
2015-07-09,0.02797438225722204
2015-07-10,0.0249180402912077
2015-07-13,0.028150964629666042
2015-07-14,-0.00964528537116982
2015-07-15,-0.011624280242546692
2015-07-16,-0.00031781061106694874
2015-07-17,0.0012718285280883812
2015-07-20,0.0006351368024466453
2015-07-21,0.0028562409372945297
2015-07-22,0.011708826817031781
2015-07-23,-0.012824518492899784
2015-07-24,-0.030735086494575348
2015-07-27,-0.02353708106449881
2015-07-28,0.025108804115428596
2015-07-29,0.006531641087826445
2015-07-30,0.08857883093018959
2015-07-31,0.010134132945443186
2015-08-03,-0.015933931108074506
2015-08-04,0.016191932240907647
2015-08-05,0.014753614901295231
2015-08-06,-0.006106399773181392
2015-08-07,-0.008484520565771647
2015-08-10,-0.01917963183499438
2015-08-11,0.014440418712351466
2015-08-12,0.01037955105132693
2015-08-13,-0.08482534239903372
2015-08-14,0.013470175502988235
2015-08-17,-0.04145567880152834
2015-08-18,0.010894681866347788
2015-08-19,-0.011757041165403659
2015-08-20,-0.035029724320050026
2015-08-21,-0.017123287223834494
2015-08-24,-0.024390269837322398
2015-08-25,0.012500013623918838
2015-08-26,0.028571409348968402
2015-08-27,0.006515793383122359
2015-08-28,0.012265713741871576
2015-08-31,0.0
2015-09-01,-0.044429476119172584
2015-09-02,0.012680543081759588
2015-09-03,-0.01773913839588992
2015-09-04,-0.006728064291697922
2015-09-08,0.035650624855588786
2015-09-09,-0.0065404004027165286
2015-09-10,0.0006929504501764772
2015-09-11,0.007964039344482199
2015-09-14,-0.014771566340087028
2015-09-15,0.023361229747721923
2015-09-16,0.012606437038357399
2015-09-17,0.024899050747476004
2015-09-18,-0.00952065058749596
2015-09-21,-0.015909829003066145
2015-09-22,-0.01987201555995588
2015-09-23,-0.006185577416363275
2015-09-24,-0.004495130028480343
2015-09-25,-0.0510594364000283
2015-09-28,-0.06076134209205708
2015-09-29,-0.0007794410710290078
2015-09-30,0.010530439321019491
2015-10-01,0.017367841203765888
2015-10-02,0.043626691650328286
2015-10-05,0.042166479017119896
2015-10-06,0.003487979811775954
2015-10-07,0.0354536128444316
2015-10-08,-0.01577714690361587
2015-10-09,0.006480236563275232
2015-10-12,-0.0030498187695643386
2015-10-13,-0.010876944051474324
2015-10-14,0.0
2015-10-15,0.04398621177035977
2015-10-16,0.017445711036423006
2015-10-19,-0.004529258826902249
2015-10-20,-0.005199864966909384
2015-10-21,-0.03103563358369177
2015-10-22,0.0016857463694461838
2015-10-23,0.031302602956384096
2015-10-26,-0.025130501493259794
2015-10-27,-0.008034873509329188
2015-10-28,-0.011474797666867764
2015-10-29,0.029020090391000508
2015-10-30,-0.0079628326469241
2015-11-02,0.017056864059816546
2015-11-03,-0.005919115622458615
2015-11-04,0.05491233452031041
2015-11-05,-0.005957937608824793
2015-11-06,0.13848578182940607
2015-11-09,0.026877285026377873
2015-11-10,-0.0024284983608433564
2015-11-11,-0.053556923907471576
2015-11-12,-0.05687343763951469
2015-11-13,0.008181832053444582
2015-11-16,0.021941675148549056
2015-11-17,0.02058825773351325
2015-11-18,0.008645510964396141
2015-11-19,-0.009999956403459853
2015-11-20,0.0054833656087167615
2015-11-23,-0.002009176076855468
2015-11-24,0.014667768617165233
2015-11-25,0.025793647361068484
2015-11-27,0.010776546536198861
2015-11-30,0.0002733275295987436
2015-12-01,0.01858432091664497
2015-12-02,-0.009927526894024763
2015-12-03,-0.004065081834040196
2015-12-04,-0.008435411518122882
2015-12-07,-0.0043907753414358375
2015-12-08,0.017640557088818065
2015-12-09,-0.007583932643105862
2015-12-10,0.021834040676500743
2015-12-11,-0.030715751959490056
2015-12-14,0.011573385460169838
2015-12-15,0.0019068291084165523
2015-12-16,-0.005981441362355233
2015-12-17,-0.009573366402389039
2015-12-18,-0.0011046925307572897
2015-12-21,0.010229548391288201
2015-12-22,0.0030104161903514726
2015-12-23,0.03983626258355644
2015-12-24,-0.008659192489360645
2015-12-28,0.021969345099860593
2015-12-29,0.018388994386141055
2015-12-30,-0.00788406347144055
2015-12-31,-0.03076126633873244
2016-01-04,-0.019836021495883926
2016-01-05,0.011602814064806788
2016-01-06,0.0013336685735403364
2016-01-07,-0.021044243374021443
2016-01-08,-0.05387753856425381
2016-01-11,-0.016105877650800404
2016-01-12,0.008477080481974264
2016-01-13,-0.026956530584805294
2016-01-14,0.024128727454707066
2016-01-15,-0.013379955930150844
2016-01-19,0.001768908506190492
2016-01-20,0.012948753167641325
2016-01-21,-0.027890736070369515
2016-01-22,-0.0032875258027909027
2016-01-25,-0.0011993134230909863
2016-01-26,-0.009306555404095085
2016-01-27,0.003030256791548336
2016-01-28,-0.031117789328666268
2016-01-29,0.03461180607777514
2016-02-01,0.0009041223333621229
2016-02-02,-0.014754528072198236
2016-02-03,-0.04614920782078202
2016-02-04,-0.005126557260673237
2016-02-05,-0.09275359843903319
2016-02-08,-0.06957759980521616
2016-02-09,-0.008012174429913088
2016-02-10,-0.005384591909555314
2016-02-11,-0.04563032781613452
2016-02-12,0.011750364853840622
2016-02-16,0.060072088155715964
2016-02-17,0.03928979760126583
2016-02-18,-0.018902233858135054
2016-02-19,0.002593541882839334
2016-02-22,0.0251293539762123
2016-02-23,0.020187435853025182
2016-02-24,0.03392229744529862
2016-02-25,0.005468210736860435
2016-02-26,0.08361655601948392
2016-02-29,-0.03889585331746748
2016-03-01,-0.000979072450863372
2016-03-02,0.011107485978713472
2016-03-03,0.022940196024900716
2016-03-04,-0.003158571760950246
2016-03-07,0.019961950932428252
2016-03-08,-0.02764832021179331
2016-03-09,-0.017252364899080552
2016-03-10,-0.0032509876698840756
2016-03-11,0.02283107522580563
2016-03-14,-0.0009566545300259133
2016-03-15,-0.01691671522298599
2016-03-16,0.0
2016-03-17,0.01720781492772816
2016-03-18,0.008937142908629347
2016-03-21,-0.0034799306620557635
2016-03-22,0.02603173634362599
2016-03-23,-0.026299517001723505
2016-03-24,-0.015888147788672535
2016-03-28,0.007426588785417909
2016-03-29,0.031089659688664506
2016-03-30,0.0009326265372033848
2016-03-31,0.02981363545734972
2016-04-01,0.010856472014720397
2016-04-04,0.023568046084091465
2016-04-05,-0.03701545925184124
2016-04-06,0.023607710583637198
2016-04-07,-0.010940240544750512
2016-04-08,0.0005979209957396314
2016-04-11,-0.0026889796625468865
2016-04-12,0.004793284670231657
2016-04-13,0.025641043138833863
2016-04-14,-0.0017442258903935803
2016-04-15,-0.008153720968337663
2016-04-18,0.0005872124767252185
2016-04-19,-0.013791114889989409
2016-04-20,0.003272853566021139
2016-04-21,0.0017792869638721953
2016-04-22,0.037892322091456876
2016-04-25,0.002567032203725228
2016-04-26,-0.01934566929321857
2016-04-27,0.006672455297106028
2016-04-28,-0.03573491790211003
2016-04-29,-0.004781824620143427
2016-05-02,-0.010810829387374543
2016-05-03,-0.10443226381678428
2016-05-04,0.025423728813559254
2016-05-05,-0.008264462809917328
2016-05-06,-0.007666651407877589
2016-05-09,-0.00033591631602503114
2016-05-10,-0.007056484885960668
2016-05-11,-0.023011790706725987
2016-05-12,-0.05403537679053416
2016-05-13,-0.015378985152223024
2016-05-16,0.04202309757397171
2016-05-17,-0.032833692407704285
2016-05-18,-0.0036900509248001256
2016-05-19,0.04518515975387016
2016-05-20,0.01204819847132299
2016-05-23,0.01855744735841225
2016-05-24,0.04365762980756438
2016-05-25,-0.009222683827945555
2016-05-26,-0.019281912406155177
2016-05-27,0.024406756384897976
2016-05-31,-0.006618095967409254
2016-06-01,0.01765485580330184
2016-06-02,0.021276646222968765
2016-06-03,0.010897440521596247
2016-06-06,0.021559932956153327
2016-06-07,-0.004655540664055602
2016-06-08,0.01590277957853492
2016-06-09,-0.014733067217818974
2016-06-10,-0.027725839001704333
2016-06-13,-0.014098001910159863
2016-06-14,-0.017549590753778932
2016-06-15,-0.014885837327324403
2016-06-16,0.0067158781389990985
2016-06-17,-0.03602401401589528
2016-06-20,0.026643614807176697
2016-06-21,-0.0326929326208365
2016-06-22,-0.001393760085853235
2016-06-23,0.027564581986509573
2016-06-24,-0.030899824238961426
2016-06-27,-0.011212389345045648
2016-06-28,0.027285629925557275
2016-06-29,0.02483612690717596
2016-06-30,0.017839135071616496
2016-07-01,0.024470892087272045
2016-07-05,-0.016785037619343246
2016-07-06,0.01214710605234437
2016-07-07,0.010055123798557553
2016-07-08,0.031149686567610413
2016-07-11,0.0
2016-07-12,0.03425719256344317
2016-07-13,-0.012044496302580754
2016-07-14,0.0012190520925317028
2016-07-15,0.010958923198586046
2016-07-18,0.0018067261350533936
2016-07-19,0.017433063071151222
2016-07-20,0.017429842811926832
2016-07-21,-0.0023228228672280693
2016-07-22,0.012514560463838809
2016-07-25,-0.020983027393670417
2016-07-26,0.017615926304442198
2016-07-27,0.0077899728491728215
2016-07-28,0.002290238066375405
2016-07-29,0.010854072731603326
2016-08-01,-0.00028251827368297455
2016-08-02,-0.0022612161853998725
2016-08-03,0.004249335102574747
2016-08-04,0.18025385760580126
2016-08-05,0.03154874976123945
2016-08-08,0.008341070704919185
2016-08-09,0.016773886363921298
2016-08-10,-0.009039582505737997
2016-08-11,-0.022576919001577544
2016-08-12,0.0030331560024252635
2016-08-15,0.03512440713138054
2016-08-16,-0.0051685290390186545
2016-08-17,-0.027558193089857408
2016-08-18,0.016027931559456254
2016-08-19,-0.005715591916016671
2016-08-22,0.002759230334639984
2016-08-23,-0.005961984237366713
2016-08-24,-0.02099192340122824
2016-08-25,-0.019792652680701295
2016-08-26,0.008173080890841788
2016-08-29,0.016690528990472187
2016-08-30,0.005393985589318806
2016-08-31,-0.012596153820485734
2016-09-01,0.003071042943414204
2016-09-02,0.015544038192254028
2016-09-06,0.017857153915518786
2016-09-07,0.0036454739037852235
2016-09-08,-0.009534578347777933
2016-09-09,-0.059362825789171514
2016-09-12,0.01998049894082654
2016-09-13,-0.02795035753901176
2016-09-14,0.01351691005948541
2016-09-15,0.022550835417742165
2016-09-16,0.007351230418580101
2016-09-19,0.022834303934930356
2016-09-20,-0.0052934301081187796
2016-09-21,0.038408139762313054
2016-09-22,0.004233480886522756
2016-09-23,-0.025293973760096455
2016-09-26,-0.015251581584069362
2016-09-27,0.011789231530705102
2016-09-28,-0.021704380923097455
2016-09-29,-0.07683327741651091
2016-09-30,0.0356691093082091
2016-10-03,-0.005373654454945087
2016-10-04,-0.02603146712952653
2016-10-05,-0.0020170957303380366
2016-10-06,-0.004042538016858721
2016-10-07,0.01141554499852715
2016-10-10,0.02031606207652148
2016-10-11,-0.046460161638887
2016-10-12,0.002577944618739725
2016-10-13,-0.006171197416717233
2016-10-14,0.0007761650223168104
2016-10-17,0.017063077616465083
2016-10-18,0.009659406879545696
2016-10-19,-0.005790522033429446
2016-10-20,0.01747274240014085
2016-10-21,-0.002488762403225042
2016-10-24,0.014471007731043262
2016-10-25,-0.030742744827618518
2016-10-26,-0.040091297195505415
2016-10-27,-0.020089931256799032
2016-10-28,-0.001618596541272499
2016-10-31,0.002972186310193914
2016-11-01,-0.012661568414059077
2016-11-02,-0.12496593834575165
2016-11-03,-0.04178360353412014
2016-11-04,0.14643670898253847
2016-11-07,0.01646329374371236
2016-11-08,-0.012007827106549573
2016-11-09,0.005652932642777442
2016-11-10,0.017706498622720668
2016-11-11,-0.019055472083810865
2016-11-14,-0.023367168365935997
2016-11-15,0.0562121891073839
2016-11-16,-0.0019104720521364582
2016-11-17,0.01859448484687909
2016-11-18,-0.0016107751219064381
2016-11-21,0.02151124176657726
2016-11-22,-0.022900834644478563
2016-11-23,-0.01239221707190119
2016-11-25,-0.005728289289326893
2016-11-28,-0.03401924972598547
2016-11-29,-0.008520285284325468
2016-11-30,-0.036092762161000325
2016-12-01,-0.0261515907343558
2016-12-02,0.016783620060348392
2016-12-05,0.05402158624089526
2016-12-06,0.026765446184363162
2016-12-07,0.006655514548795649
2016-12-08,0.033884285622258536
2016-12-09,0.0021316768893373528
2016-12-12,0.003190612335479237
2016-12-13,-0.006891023712898625
2016-12-14,0.001067443275341473
2016-12-15,0.0015996101299895482
2016-12-16,0.0010647036425941447
2016-12-19,0.025791045066777984
2016-12-20,-0.015552158121863835
2016-12-21,-0.010531798736248432
2016-12-22,-0.005854209951669631
2016-12-23,0.008565302184057044
2016-12-27,0.006900167713042471
2016-12-28,-0.01027937279296276
2016-12-29,0.0005326353707066911
2016-12-30,0.002927884249270152
2017-01-03,-0.008758010307376773
2017-01-04,0.006693440701830866
2017-01-05,-0.016489333963975894
2017-01-06,0.02487836655032427
2017-01-09,0.010290220948464546
2017-01-10,0.07599894953859998
2017-01-11,-0.012378692397725155
2017-01-12,-0.013762535696576927
2017-01-13,0.0852229772718005
2017-01-17,-0.0011480881271289656
2017-01-18,0.002528749663254226
2017-01-19,-0.012841122803334493
2017-01-20,-0.021835043980669044
2017-01-23,-0.016623147774720737
2017-01-24,0.00024144703139450385
2017-01-25,0.010140077310710094
2017-01-26,-0.013145297204941064
2017-01-27,0.008476591580541148
2017-01-30,-0.003602250561486109
2017-01-31,0.002651163923943267
2017-02-01,0.0045673665474879055
2017-02-02,0.007657326820141863
2017-02-03,0.015435708899559142
2017-02-06,-0.010757696504422154
2017-02-07,0.017257672704559912
2017-02-08,-0.018591663020112614
2017-02-09,0.0016575821828794801
2017-02-10,0.0007092811946873834
2017-02-13,-0.009449598596177
2017-02-14,0.01669450889207469
2017-02-15,0.01806240765824385
2017-02-16,0.00046075212818785793
2017-02-17,0.04398903138313437
2017-02-21,0.014780457575148676
2017-02-22,0.004782635232676524
2017-02-23,-0.015144974998960059
2017-02-24,0.009666050577421315
2017-02-27,0.004569170771450359
2017-02-28,-0.056530147263679664
2017-03-01,0.05853992554334697
2017-03-02,0.02407288214397396
2017-03-03,-0.01948331130578651
2017-03-06,-0.05680347972900324
2017-03-07,0.023814997919255898
2017-03-08,0.013867205530705418
2017-03-09,-0.011250873938440376
2017-03-10,0.002008035546646525
2017-03-13,0.00445336815005537
2017-03-14,-0.008423876368293226
2017-03-15,0.002459213312705044
2017-03-16,-0.012934920363090407
2017-03-17,0.007004098170970696
2017-03-20,-0.007628453105584687
2017-03-21,-0.04047029016624848
2017-03-22,-0.005183727924708448
2017-03-23,-0.004026574579046094
2017-03-24,0.019738450561567866
2017-03-27,-0.01236013481324838
2017-03-28,0.0018890633751398322
2017-03-29,0.005656324818368086
2017-03-30,-0.00046863472989222554
2017-03-31,0.010316497326313234
2017-04-03,-0.004177310386130784
2017-04-04,-0.013749712297504768
2017-04-05,-0.008034030128536873
2017-04-06,0.012148693229911744
2017-04-07,0.00611904709961375
2017-04-10,-0.014269020125182719
2017-04-11,0.0037968640182612923
2017-04-12,-0.015602833553572726
2017-04-13,-0.006484160944315365
2017-04-17,0.001450359556204095
2017-04-18,-0.012068549271469275
2017-04-19,0.009284169686829546
2017-04-20,0.011861482630846298
2017-04-21,-0.007177015371678808
2017-04-24,0.020722906273531683
2017-04-25,0.015816764855796084
2017-04-26,0.019288911331645897
2017-04-27,0.0084359080423142
2017-04-28,-0.018539446152179617
2017-05-01,0.009214501895529414
2017-05-02,-0.005249932321995998
2017-05-03,-0.051629185531531396
2017-05-04,-0.0067748023612171915
2017-05-05,0.025578544618159116
2017-05-08,-0.017339657213647164
2017-05-09,-0.0410925986664511
2017-05-10,-0.014368533429135133
2017-05-11,0.0002558091207365276
