Date,WDAY
2015-01-05,-0.004974524408178804
2015-01-06,-0.007374127628200444
2015-01-07,-0.000881386255830785
2015-01-08,0.04322621765764034
2015-01-09,-0.0021744419887669286
2015-01-12,0.010774811211737179
2015-01-13,0.004311901060759071
2015-01-14,-0.03386996290485489
2015-01-15,-0.03641531292241962
2015-01-16,0.004355674838830703
2015-01-20,-0.0010204314986942409
2015-01-21,0.026430026849974864
2015-01-22,0.012563778379136581
2015-01-23,0.022112965462181444
2015-01-26,-0.005048055100369653
2015-01-27,-0.025972475931186123
2015-01-28,-0.02443251467709906
2015-01-29,0.006483530168987395
2015-01-30,0.003663015311791362
2015-02-02,0.02428895453577873
2015-02-03,0.04115982920804839
2015-02-04,0.002124148096689371
2015-02-05,0.031912378037046274
2015-02-06,-0.013693906035075032
2015-02-09,-0.003933865163538552
2015-02-10,0.0005808230210808674
2015-02-11,0.031692632647750685
2015-02-12,0.025880447296956266
2015-02-13,0.007348888695859701
2015-02-17,-0.010017402064788072
2015-02-18,0.004179552248850582
2015-02-19,0.006243150884683857
2015-02-20,0.009469849691714272
2015-02-23,-0.008087125482811763
2015-02-24,0.011305586908127774
2015-02-25,0.009781830313340789
2015-02-26,-0.05631254820146414
2015-02-27,-0.03553301152464561
2015-03-02,0.03871342173793857
2015-03-03,-0.007769337135230536
2015-03-04,-0.062187961712769635
2015-03-05,0.0189980603390576
2015-03-06,-0.019000100837385125
2015-03-09,0.0050841080479628875
2015-03-10,-0.020956255442019733
2015-03-11,0.012793712680702951
2015-03-12,0.010202797512556039
2015-03-13,-0.0073343828758112295
2015-03-16,0.01586731137023789
2015-03-17,-0.0056039251855428684
2015-03-18,0.01786568149290968
2015-03-19,0.00541876649522921
2015-03-20,-0.005155182423877025
2015-03-23,0.003650895597971715
2015-03-24,0.014902565417446612
2015-03-25,-0.03734530936891256
2015-03-26,0.008647624336173498
2015-03-27,0.012860135252316551
2015-03-30,0.012696941712357024
2015-03-31,-0.020083535405120534
2015-04-01,-0.011846937052662265
2015-04-02,0.03380889067272941
2015-04-06,0.02632490495993789
2015-04-07,-0.01152538579736051
2015-04-08,0.005944177218932367
2015-04-09,-0.0035226995294744823
2015-04-10,0.011517783997221365
2015-04-13,-0.016121762732530964
2015-04-14,-0.010198228759977224
2015-04-15,0.02083819297281342
2015-04-16,0.0174642879360134
2015-04-17,-0.059629942056739105
2015-04-20,0.02062341836109538
2015-04-21,-0.0010452208413331832
2015-04-22,0.018251566567001998
2015-04-23,0.003539276183919471
2015-04-24,0.007167204123796234
2015-04-27,-0.008584684815427734
2015-04-28,-0.012874527704647365
2015-04-29,0.04132042770400135
2015-04-30,0.010973152852744139
2015-05-01,-0.018747934454960036
2015-05-04,0.01385472473485505
2015-05-05,-0.00738371373946034
2015-05-06,0.004552055773271446
2015-05-07,-0.008841766380156879
2015-05-08,-0.001895608478666544
2015-05-11,0.008378951872423546
2015-05-12,-0.020496326504943707
2015-05-13,0.008822517215109738
2015-05-14,0.018611907021814256
2015-05-15,-0.008475472272965856
2015-05-18,0.020204259078919984
2015-05-19,-0.013601740797011819
2015-05-20,-0.0024269301378921915
2015-05-21,0.015370998396080804
2015-05-22,0.003920721101590807
2015-05-26,0.003362958966884877
2015-05-27,-0.11341764629749984
2015-05-28,-0.022682934272580058
2015-05-29,-0.015223374469612416
2015-06-01,0.0021540569296694123
2015-06-02,0.008977199984102624
2015-06-03,0.010651609544047203
2015-06-04,-0.0302542144481337
2015-06-05,0.014959700583573987
2015-06-08,-0.01688078085481326
2015-06-09,0.0011532078015739078
2015-06-10,0.018814812138481463
2015-06-11,0.005778883081539288
2015-06-12,-0.005370975746796347
2015-06-15,-0.0007534542341225414
2015-06-16,-0.007289202378775617
2015-06-17,0.0013925891040189597
2015-06-18,0.017319883350316978
2015-06-19,-0.0062134956184313195
2015-06-22,0.0047517475005314225
2015-06-23,0.013814569152842848
2015-06-24,-0.027743704414811998
2015-06-25,0.004292979550331921
2015-06-26,-0.011817983789119468
2015-06-29,-0.029134872264422795
2015-06-30,0.0010483794209699138
2015-07-01,-0.006414424239882033
2015-07-02,-0.0014492833747052902
2015-07-06,0.011742965812078454
2015-07-07,0.012649989786680527
2015-07-08,-0.010560201915140066
2015-07-09,0.014707760334338849
2015-07-10,0.020010230591504197
2015-07-13,-0.0031438633117925052
2015-07-14,0.036710026306830956
2015-07-15,0.012533448229155253
2015-07-16,0.014902029532661398
2015-07-17,0.0029603316641115818
2015-07-20,-0.001180619571712671
2015-07-21,0.002009434657346043
2015-07-22,-0.009201354372834869
2015-07-23,-0.011549008755500245
2015-07-24,-0.0051794787107076745
2015-07-27,-0.01828301941869903
2015-07-28,0.025530336064094383
2015-07-29,0.002886324225680692
2015-07-30,0.004317071747049983
2015-07-31,0.006925394997667977
2015-08-03,-0.003913219778125976
2015-08-04,-0.014285677955264142
2015-08-05,0.00724635811602603
2015-08-06,-0.01774584328364015
2015-08-07,0.0072021970272555524
2015-08-10,0.008968583742704705
2015-08-11,-0.002282311608483467
2015-08-12,-0.0012039306171487407
2015-08-13,-0.008437764657270863
2015-08-14,0.02334060441386332
2015-08-17,0.007365202474867605
2015-08-18,-0.026179258735971267
2015-08-19,-0.0024219493000968706
2015-08-20,-0.06506434558213314
2015-08-21,-0.06725526526807635
2015-08-24,-0.0347995563396406
2015-08-25,0.009806754270106577
2015-08-26,0.03399035985312593
2015-08-27,0.04102211544348533
2015-08-28,-0.03462916963300655
2015-08-31,-0.03435953719901197
2015-09-01,-0.009536091345979991
2015-09-02,0.021842281253768636
2015-09-03,0.008156403122998368
2015-09-04,-0.02231839934478097
2015-09-08,0.023969188086083282
2015-09-09,-0.0209000985113591
2015-09-10,-0.001565290824129928
2015-09-11,0.017103718437949
2015-09-14,-0.020880014728494656
2015-09-15,0.011449769442043012
2015-09-16,0.01825386937811202
2015-09-17,0.0008337626369800955
2015-09-18,0.020411014846175357
2015-09-21,-0.0042182278895748215
2015-09-22,-0.003962843868788979
2015-09-23,-0.0035670481329074244
2015-09-24,-0.0019275698050759127
2015-09-25,0.0011036257885541634
2015-09-28,-0.027835147465357868
2015-09-29,0.0021260650601861997
2015-09-30,-0.026025409014340473
2015-10-01,0.04850415783162987
2015-10-02,0.026177277971400903
2015-10-05,0.0190309587232127
2015-10-06,-0.00860929173349545
2015-10-07,0.02017370964613363
2015-10-08,-0.0065479308015120585
2015-10-09,0.022541511609733833
2015-10-12,-0.0007734634372797977
2015-10-13,-0.013030603901355908
2015-10-14,-0.020522871827767575
2015-10-15,0.03149607100947183
2015-10-16,0.018113617664579973
2015-10-19,-0.0020333416843965058
2015-10-20,0.017190863301999704
2015-10-21,-0.020655908277635526
2015-10-22,0.021219429393872336
2015-10-23,-0.0005006999102884491
2015-10-26,-0.01127115269977863
2015-10-27,-0.022165928659215295
2015-10-28,0.020725468481408438
2015-10-29,-0.00444170164924651
2015-10-30,0.006628480467679498
2015-11-02,0.030137991852962287
2015-11-03,-0.014013514579365283
2015-11-04,0.0004987023561142667
2015-11-05,-0.020934583242065763
2015-11-06,0.045946297879257525
2015-11-09,-0.0077877754596227255
2015-11-10,-0.0002453307853363951
2015-11-11,0.005888167035080771
2015-11-12,-0.000975632086032796
2015-11-13,-0.0367430978285469
2015-11-16,0.02128998349784572
2015-11-17,0.00421893513755256
2015-11-18,0.03397998257296586
2015-11-19,0.007409210615689776
2015-11-20,-0.014116279932702036
2015-11-23,-0.0316447748057217
2015-11-24,0.0275844122603075
2015-11-25,0.007859752719044266
2015-11-27,-0.0015596551385460566
2015-11-30,0.0058879819344155315
2015-12-01,0.009198474266902235
2015-12-02,-0.0047348663587153395
2015-12-03,-0.005589928763887531
2015-12-04,0.011601497591462007
2015-12-07,-0.018916983205049198
2015-12-08,0.007592157482906758
2015-12-09,-0.0026312787836039186
2015-12-10,0.0050365532080511866
2015-12-11,-0.05763028686742755
