Date,AEP
2015-01-05,-0.014717792901799642
2015-01-06,0.0054772796865179
2015-01-07,0.014195810261279584
2015-01-08,0.008626186801705682
2015-01-09,-0.005324988794539576
2015-01-12,-0.0012977544985507405
2015-01-13,0.00503570510507112
2015-01-14,0.014385001329968228
2015-01-15,0.006373416989625458
2015-01-16,0.006491621727373165
2015-01-20,-0.0006293952821451176
2015-01-21,0.009601724673702128
2015-01-22,-0.0009355733806145627
2015-01-23,0.006866430437215021
2015-01-26,0.0007753537271888433
2015-01-27,-0.004955978887464685
2015-01-28,-0.013540815761672986
2015-01-29,0.00536419048732939
2015-01-30,-0.014280925038705816
2015-02-02,0.00398028031130937
2015-02-03,-0.004757541367380935
2015-02-04,-0.008604422368085562
2015-02-05,0.0036964543163602315
2015-02-06,-0.04473473079482582
2015-02-09,-0.015384675482597032
2015-02-10,0.0183721128383183
2015-02-11,-0.017366503307653658
2015-02-12,-0.005147481528819942
2015-02-13,-0.002586962709934526
2015-02-17,0.0006918933276101047
2015-02-18,0.021599848426786306
2015-02-19,-0.012009155220934487
2015-02-20,0.005306878060197695
2015-02-23,0.006301301661899572
2015-02-24,0.0032153200246611835
2015-02-25,-0.020242775584644934
2015-02-26,-0.011535752117113884
2015-02-27,0.00296098067787387
2015-03-02,-0.02483496305712063
2015-03-03,0.010329438606093033
2015-03-04,-0.0026437701547229464
2015-03-05,0.008836964500166022
2015-03-06,-0.036264876639585664
2015-03-09,0.0030899632648702102
2015-03-10,0.001449644542970585
2015-03-11,-0.008867066185412331
2015-03-12,0.02190995768276882
2015-03-13,-0.011791841743233777
2015-03-16,0.015367808676585826
2015-03-17,-0.0046295221450325386
2015-03-18,0.029516809596609406
2015-03-19,-0.008688116824270287
2015-03-20,0.011393684929201786
2015-03-23,0.004332717047985879
2015-03-24,-0.012079594446278263
2015-03-25,-0.023405803479966236
2015-03-26,-0.010374072346630903
2015-03-27,0.010302057876106163
2015-03-30,0.01216474253025468
2015-03-31,-0.0058325482542852525
2015-04-01,0.002133200685174863
2015-04-02,0.0015963728753050077
2015-04-06,0.011335894710071681
2015-04-07,-0.012784796137834231
2015-04-08,-0.006918559218094478
2015-04-09,-0.003393948756926335
2015-04-10,0.01075443983035873
2015-04-13,-0.01276821007009954
2015-04-14,0.00772409521228834
2015-04-15,0.004634473425498387
2015-04-16,-0.009048923064728931
2015-04-17,-0.002148676219228207
2015-04-20,0.01614932805160585
2015-04-21,-0.011654606759998298
2015-04-22,0.0030374563922228592
2015-04-23,0.013537593931175484
2015-04-24,0.017222983844339845
2015-04-27,-0.002936937538061457
2015-04-28,0.006411390587767851
2015-04-29,-0.004993189942123721
2015-04-30,-0.015919516129569655
2015-05-01,0.0028132270135188264
2015-05-04,0.00578623851086979
2015-05-05,-0.025452936237603696
2015-05-06,-0.00740493825265065
2015-05-07,0.005458431612104242
2015-05-08,0.009772370498266847
2015-05-11,-0.006630870506469266
2015-05-12,-0.008659907610480744
2015-05-13,-0.012192968059306697
2015-05-14,0.015106978862236442
2015-05-15,0.009074436189272728
2015-05-18,0.005036005138424615
2015-05-19,-0.0014313701971132575
2015-05-20,0.0021502305897205254
2015-05-21,-0.0019667993587900723
2015-05-22,-0.002867209019781658
2015-05-26,-0.005749732038868416
2015-05-27,0.013193272444488535
2015-05-28,0.0007135814644954053
2015-05-29,0.0033866335939287673
2015-06-01,-0.004974177010496628
2015-06-02,-0.014997421282972323
2015-06-03,-0.014319229396285271
2015-06-04,-0.001655134901460964
2015-06-05,-0.015656752717377653
2015-06-08,0.00037433415732390785
2015-06-09,0.0
2015-06-10,0.00804359284625722
2015-06-11,0.0077934516885271865
2015-06-12,-0.006997210627709083
2015-06-15,-0.005191851030999062
2015-06-16,0.0014914759670141553
2015-06-17,0.006141705371165207
2015-06-18,0.014243706127560651
2015-06-19,-0.006566203135871862
2015-06-22,-0.004222190631046674
2015-06-23,-0.016593267430581315
2015-06-24,-0.007123743396898807
2015-06-25,-0.006419710200878503
2015-06-26,0.005510925955689805
2015-06-29,-0.0020791005745205426
