Date,KEYS
2015-01-05,0.0035907466534077503
2015-01-06,0.0020870510707653445
2015-01-07,0.008033336889631482
2015-01-08,0.007083761989470361
2015-01-09,-0.00468932744492534
2015-01-12,0.014723204166062986
2015-01-13,0.006674392000781015
2015-01-14,0.006918468952662682
2015-01-15,-0.013169169208524067
2015-01-16,0.014215197169045402
2015-01-20,-0.0011441909775423698
2015-01-21,0.02348234686480377
2015-01-22,0.0011191130092804702
2015-01-23,-0.02543319950973999
2015-01-26,-0.015486008527987427
2015-01-27,-0.017477490731608425
2015-01-28,-0.011562389414209284
2015-01-29,0.010197964937966653
2015-01-30,-0.008610478411509304
2015-02-02,0.028152214992183344
2015-02-03,-0.008156206788805132
2015-02-04,0.004698967723851366
2015-02-05,0.011692532492947771
2015-02-06,0.01357992523590279
2015-02-09,-0.0031357070869415526
2015-02-10,0.022590708414456095
2015-02-11,-0.005313160951536555
2015-02-12,0.018273869312781743
2015-02-13,0.007454457445168261
2015-02-17,0.0008221095619893592
2015-02-18,-0.0005476576536959099
2015-02-19,0.022191818446329226
2015-02-20,-0.0002680819046452232
2015-02-23,-0.016353904097281546
2015-02-24,0.02452988715087434
2015-02-25,-0.007714842094976082
2015-02-26,0.0037533349198928256
2015-02-27,0.0026710014018809236
2015-03-02,0.00905700970420753
2015-03-03,-0.009239764491795865
2015-03-04,0.003996843345533296
2015-03-05,-0.009023358541246806
2015-03-06,-0.005623971173393305
2015-03-09,0.007002378509395557
2015-03-10,-0.016581945493596706
2015-03-11,0.012782192408264947
2015-03-12,0.0024167601646465364
2015-03-13,-0.0021430974318392693
2015-03-16,0.018523453066012996
2015-03-17,0.006589351846312486
2015-03-18,0.013878046950844158
2015-03-19,0.0
2015-03-20,0.0005165407317440085
2015-03-23,0.0038719077099320653
2015-03-24,-0.005399822261981102
2015-03-25,-0.03671152979418579
2015-03-26,-0.01449267646686947
2015-03-27,-0.012254922330605433
2015-03-30,-0.004135691314743228
2015-03-31,0.028516130245090032
2015-04-01,-0.014535690265077839
2015-04-02,0.004916697683006399
2015-04-06,-0.0016309152432146812
2015-04-07,-0.009528953947266605
2015-04-08,0.0030236560506309296
2015-04-09,0.018909251711987762
2015-04-10,-0.0034965321960240825
2015-04-13,-0.012415630065992667
2015-04-14,-0.012025105899811428
2015-04-15,0.0011064204465232041
2015-04-16,-0.0033158037147922315
2015-04-17,-0.019683922663701447
2015-04-20,0.021776030669474977
2015-04-21,0.002214171436270007
2015-04-22,-0.005523357304508036
2015-04-23,-0.015828928669607056
2015-04-24,-0.012697431311497032
2015-04-27,-0.018576778928219517
2015-04-28,-0.011648268028582431
2015-04-29,-0.00471419722704991
2015-04-30,-0.00947305229094153
2015-05-01,0.004483010459749748
2015-05-04,0.025885120978451193
2015-05-05,-0.013921100597706015
2015-05-06,-0.010294072768267437
2015-05-07,0.0077265470949012816
2015-05-08,0.01975824201290033
2015-05-11,0.012724077600072325
2015-05-12,-0.007424389858133984
2015-05-13,0.014096711798839534
2015-05-14,-0.001702166618184786
2015-05-15,0.0039784941690632625
2015-05-18,0.02519103717866611
2015-05-19,-0.033959124814531116
2015-05-20,-0.07459275464847381
2015-05-21,0.020074048478698092
2015-05-22,0.00151386780520113
2015-05-26,-0.014208016768061382
2015-05-27,0.011039576927738048
2015-05-28,-0.0021231329157568313
2015-05-29,-0.0012158332423140017
2015-06-01,-0.0006086566461405152
2015-06-02,0.003958619595346935
2015-06-03,0.007582650614007758
2015-06-04,-0.01023480253143394
2015-06-05,0.0003040851949027701
2015-06-08,-0.0036484929799825982
2015-06-09,0.0027464190213817297
2015-06-10,0.007608033942678727
2015-06-11,0.0012081218601620591
2015-06-12,-0.0036199921887891673
2015-06-15,-0.012412953756119949
2015-06-16,0.0
2015-06-17,0.011955836984017365
2015-06-18,0.0118146993085817
2015-06-19,-0.003293431297191174
2015-06-22,0.006308172985802107
2015-06-23,-0.01820897344333028
2015-06-24,-0.013073892160396783
2015-06-25,-0.009242120934133125
2015-06-26,0.002798512220612892
2015-06-29,-0.0263566009758055
2015-06-30,-0.00668786901349927
2015-07-01,0.0019236763358456699
2015-07-02,0.007039978027343796
2015-07-06,-0.006990763207965323
2015-07-07,-0.000640014648437548
2015-07-08,-0.027217431762051825
2015-07-09,-0.0019749660171112238
2015-07-10,0.0009894685668689895
2015-07-13,0.012850062100379755
2015-07-14,0.006180889247635379
2015-07-15,-0.013579051799222364
2015-07-16,0.00917734134857362
2015-07-17,-0.00747000463611458
2015-07-20,0.006544527697467606
2015-07-21,-0.011053320873146477
2015-07-22,0.010519385076319887
2015-07-23,-0.01431361539797471
2015-07-24,-0.007920784724793517
2015-07-27,-0.01264135620485074
2015-07-28,0.012803206093644715
2015-07-29,0.014304734291927357
2015-07-30,0.00491963331112788
2015-07-31,-0.0032636578365885516
2015-08-03,-0.0016372345419203294
2015-08-04,-0.0026238086030369034
2015-08-05,-0.0019730176337863226
2015-08-06,-0.020757860303022735
2015-08-07,0.004710676320041518
2015-08-10,0.026121860795490948
2015-08-11,-0.018276745336084255
2015-08-12,-0.006648961550755561
2015-08-13,0.0010040390725611914
2015-08-14,0.015379504987228954
2015-08-17,0.00032921703183785844
2015-08-18,-0.012508201819088294
2015-08-19,-0.015333302815755179
2015-08-20,0.1093432444864455
2015-08-21,-0.012816660902519872
2015-08-24,-0.054404896585733775
2015-08-25,-0.007845693688166233
2015-08-26,0.02339370924377815
2015-08-27,0.019639427586611413
2015-08-28,0.007893905885624886
2015-08-31,0.00375942477902802
2015-09-01,-0.024656707021019186
2015-09-02,0.018880004882812607
2015-09-03,0.024183431346531892
2015-09-04,-0.011346179851567273
2015-09-08,0.026364715566649988
2015-09-09,-0.011181593538186485
2015-09-10,0.00764058651201438
2015-09-11,-0.0039430107158625605
2015-09-14,-0.0003044555872944166
2015-09-15,0.0036551606820580673
2015-09-16,0.018209361463686013
2015-09-17,0.004768997050687451
2015-09-18,-0.02610493258136304
2015-09-21,0.002132186747489051
2015-09-22,-0.025835934632092772
2015-09-23,-0.008424291945156481
2015-09-24,-0.017935858711682684
2015-09-25,-0.006408166019149952
2015-09-28,-0.025153198351770323
2015-09-29,-0.001984765691397161
2015-09-30,0.022207493357628394
2015-10-01,-0.013294417813992987
2015-10-02,0.028590171645078488
2015-10-05,0.025559081679251694
2015-10-06,0.0015577275431375437
2015-10-07,0.017107284944227086
2015-10-08,0.012843980402022392
2015-10-09,-0.013284983118927451
2015-10-12,-0.011627939552223632
2015-10-13,-0.00928790229556209
2015-10-14,0.013749957084655762
2015-10-15,0.0098643559917031
2015-10-16,-0.005189199562124935
2015-10-19,-0.01718322708404607
2015-10-20,-0.0009365838414038263
2015-10-21,-0.01468747854232788
2015-10-22,0.015223521231669368
2015-10-23,0.009059697929826527
2015-10-26,-0.008978356729946957
2015-10-27,-0.006560421602127664
2015-10-28,0.037421461319388616
2015-10-29,0.002121845749098794
2015-10-30,0.0006049744988767536
2015-11-02,0.008766538233919707
2015-11-03,-0.008690353914065807
2015-11-04,-0.011487335159652168
2015-11-05,-0.013149856120588277
2015-11-06,-0.00867681074290605
2015-11-09,-0.01031572135252068
2015-11-10,-0.02590017999925054
2015-11-11,0.006809308801350111
2015-11-12,-0.0235104528236193
