Date,UBER
2019-05-13,-0.10752949852101334
2019-05-14,0.07708896840916424
2019-05-15,0.033283329868030176
2019-05-16,0.04141436295850509
2019-05-17,-0.025348840757857927
2019-05-20,-0.007635401956318066
2019-05-21,-0.0021639853872972292
2019-05-22,-0.0060240963855421326
2019-05-23,-0.01890906131628789
2019-05-24,0.0256979755241038
2019-05-28,-0.013490666857079892
2019-05-29,-0.0246642763715047
2019-05-30,-0.0035052427256423435
2019-05-31,0.015326648795097153
2019-06-03,0.020786937781730463
2019-06-04,0.036363636363636376
2019-06-05,0.05263157894736836
2019-06-06,-0.001777818467881942
2019-06-07,-0.016918930376506935
2019-06-10,-0.03509962052573201
2019-06-11,-0.0037549834574102103
2019-06-12,-0.006596056277073048
2019-06-13,0.05074705471345364
2019-06-14,-0.024373771103191277
2019-06-17,0.012722628796773217
2019-06-18,0.0018273602851839321
2019-06-19,0.022799817284179014
2019-06-20,-0.022291573481816873
2019-06-21,0.0031919605038810417
2019-06-24,-0.020681814713911617
2019-06-25,0.0
2019-06-26,-0.01369227548151808
2019-06-27,0.06188237807329955
2019-06-28,0.02769776136529134
2019-07-01,-0.045493759416968205
2019-07-02,-0.006098948610160249
2019-07-03,0.0052272623235529725
2019-07-05,-0.015826379610766383
2019-07-08,-0.013324099072414275
2019-07-09,0.029103608330517172
2019-07-10,-0.011312216999309177
2019-07-11,0.006636176440831587
2019-07-12,0.0
2019-07-15,0.012275450789409836
2019-07-16,-0.008982657133321359
2019-07-17,-0.011556812234000957
2019-07-18,0.002063277276288522
2019-07-19,-0.012125344095126
2019-07-22,0.011810984667178781
2019-07-23,-0.007553170673612386
2019-07-24,0.00922503933466623
2019-07-25,-0.008226618132138985
2019-07-26,0.02580642609463779
2019-07-29,-0.014375547687956791
2019-07-30,-0.029398379310084044
2019-07-31,-0.010565878406368356
2019-08-01,-0.019696203805862122
2019-08-02,-0.022028560086189475
2019-08-05,-0.033415896975983794
2019-08-06,0.0025608781247670187
2019-08-07,0.014048511254769247
2019-08-08,0.08236776813405666
2019-08-09,-0.06795443101443777
2019-08-12,-0.07615478889293481
2019-08-13,-0.01486484424487966
2019-08-14,-0.06831280182025423
2019-08-15,-0.02179027926145838
2019-08-16,0.0605056666969821
2019-08-19,-0.017598607435162283
2019-08-20,0.019647509193409185
2019-08-21,-0.010767952911784562
2019-08-22,-0.026067025247482722
2019-08-23,-0.016764696906594656
2019-08-26,-0.003589558204885379
2019-08-27,-0.006004225598736257
2019-08-28,-0.015705238543580635
2019-08-29,0.005216267816795739
2019-08-30,-0.005799714177155413
2019-09-03,-0.05741476663820577
2019-09-04,0.042019510622813394
2019-09-05,0.016255034515020972
2019-09-06,-0.019993778675500895
2019-09-09,0.011927214715487855
2019-09-10,0.039391953379290356
2019-09-11,0.014622551567002873
2019-09-12,0.002058814553653532
2019-09-13,-0.02406808635659574
2019-09-16,0.03548873098273031
2019-09-17,-0.004066203555257886
2019-09-18,-0.0008749662640152867
2019-09-19,-0.012842926102317853
2019-09-20,-0.036073365810521674
2019-09-23,0.012269986030718272
2019-09-24,-0.051515174634528926
2019-09-25,0.012140609500887578
2019-09-26,-0.003472241454921643
2019-09-27,-0.04054478275800322
2019-09-30,0.005942502224715263
2019-10-01,-0.04332129059962553
2019-10-02,-0.005145784579527746
2019-10-03,0.024827562529465164
2019-10-04,-0.0016823431431938207
2019-10-07,0.02359288038892693
2019-10-08,-0.03589068562618469
2019-10-09,-0.00717216485302441
2019-10-10,-0.006879905665304498
2019-10-11,0.04364386161779765
2019-10-14,0.03285767361573355
2019-10-15,0.02827760723120476
2019-10-16,-0.004062473773956299
2019-10-17,0.02353304276440693
2019-10-18,-0.017167307692532607
2019-10-21,-0.020274532066003492
2019-10-22,0.0356574001058787
2019-10-23,0.01598525906169468
2019-10-24,0.0069591391087966414
2019-10-25,-0.01712739530443763
2019-10-28,0.015591627957964871
2019-10-29,-0.02408196936667295
2019-10-30,0.04102411801887995
2019-10-31,-0.06666666666666665
2019-11-01,-0.00412695748465397
2019-11-04,-0.00924453005320447
2019-11-05,-0.09845558151396228
2019-11-06,-0.03854389386374235
2019-11-07,0.01633253964315018
2019-11-08,-0.013513474916936663
2019-11-11,0.004813001098296743
2019-11-12,-0.01621218263095492
2019-11-13,0.00037446896058068724
2019-11-14,-0.02695617139773887
2019-11-15,0.030781113945918426
2019-11-18,-0.001493128561416368
2019-11-19,0.011214924749926913
2019-11-20,0.03622925978653213
2019-11-21,0.05101670933987701
2019-11-22,0.0033944461838912865
2019-11-25,-0.015223236255781702
2019-11-26,0.014428033922630368
2019-11-27,-0.001354585661944574
2019-11-29,0.003730098718389696
2019-12-02,-0.020945974028484526
2019-12-03,0.0013802938633260542
2019-12-04,0.0013783255529897787
2019-12-05,-0.01410873554531955
2019-12-06,-0.027574136778269143
2019-12-09,-0.00646088661997013
2019-12-10,0.007586672043258247
2019-12-11,0.01900325199871533
2019-12-12,0.009500367946476018
2019-12-13,-0.006971096522010667
2019-12-16,0.05475603645051064
2019-12-17,-0.009983335929358628
2019-12-18,0.012773081034171518
2019-12-19,-0.004646511568136225
2019-12-20,0.0153384793375122
