Date,FTNT
2015-01-05,-0.00876906477505257
2015-01-06,-0.018676330066300983
2015-01-07,0.014357336526046094
2015-01-08,0.027320586493988275
2015-01-09,-0.004485722119140112
2015-01-12,-0.007402639547571033
2015-01-13,0.0019454615200622527
2015-01-14,0.0006472794548995076
2015-01-15,-0.021022010692132498
2015-01-16,0.021473425267706903
2015-01-20,0.0038810103149191644
2015-01-21,0.004832431070610044
2015-01-22,0.0076947514430860675
2015-01-23,0.01590842905666423
2015-01-26,0.01628556407273285
2015-01-27,0.0
2015-01-28,-0.03235740658179309
2015-01-29,-0.06942680454954264
2015-01-30,0.023271759000423886
2015-02-02,0.0043478299005443866
2015-02-03,0.01631702445993577
2015-02-04,0.01671031424380698
2015-02-05,0.02255886991281164
2015-02-06,0.002521240705301242
2015-02-09,-0.010059750049486338
2015-02-10,0.023817100465079122
2015-02-11,0.016749422958999505
2015-02-12,0.0061012752338744924
2015-02-13,0.007580308129617963
2015-02-17,-0.006921457184528412
2015-02-18,0.00878789220850229
2015-02-19,0.0063081731665153296
2015-02-20,0.010149301276970002
2015-02-23,-0.015366443501526272
2015-02-24,0.0120047904102496
2015-02-25,0.015421128736629708
2015-02-26,-0.005549080977853227
2015-02-27,-0.012922147055600575
2015-03-02,0.014579001459595453
2015-03-03,-0.0020527769226482695
2015-03-04,-0.009991230428290976
2015-03-05,0.016325339104256598
2015-03-06,-0.01869162652927514
2015-03-09,0.003869051145824809
2015-03-10,-0.024607158905033177
2015-03-11,0.014589695389462864
2015-03-12,0.01707606973907594
2015-03-13,-0.022385854383341397
2015-03-16,0.027417921046024807
2015-03-17,0.004692091502111806
2015-03-18,0.017221183538735696
2015-03-19,0.018077533450606476
2015-03-20,-0.004791487569945629
2015-03-23,-0.02039076475377899
2015-03-24,-0.012720482036997494
2015-03-25,-0.030746711638764412
2015-03-26,0.01631424174318985
2015-03-27,0.027942883584760825
2015-03-30,0.01706189016846027
2015-03-31,-0.006255352470045605
2015-04-01,-0.025464946942143518
2015-04-02,0.009688782545519414
2015-04-06,0.0002908304655278027
2015-04-07,0.0043604262314216324
2015-04-08,-0.0017366257870228274
2015-04-09,0.021455529921774685
2015-04-10,0.011070120440295428
2015-04-13,-0.03818077389117125
2015-04-14,-0.0026269885090043354
2015-04-15,0.019607817142930584
2015-04-16,-0.008036704417415885
2015-04-17,-0.024305586934993295
2015-04-20,0.026986975289101878
2015-04-21,0.09962460950610597
2015-04-22,-0.00026264861247027316
2015-04-23,0.017073826781101697
2015-04-24,-0.0010330445566273383
2015-04-27,-0.012409539011393744
2015-04-28,0.009424087429467543
2015-04-29,-0.0036306896158566637
2015-04-30,-0.01769913536342016
2015-05-01,0.01695816928894467
2015-05-04,0.009119293088302616
2015-05-05,-0.022979599482632285
2015-05-06,0.0026427036667442394
2015-05-07,0.012124408250288488
2015-05-08,0.015885445333940318
2015-05-11,-0.0010253649008249432
2015-05-12,-0.008211461185278601
2015-05-13,-0.005433352754320553
2015-05-14,0.010665943885422635
2015-05-15,-0.005405381852976898
2015-05-18,0.023291902758541205
2015-05-19,-0.010622168779370389
2015-05-20,-0.00843558099933095
2015-05-21,0.0
2015-05-22,0.012889907960838887
2015-05-26,0.0
2015-05-27,0.0035632928828805976
2015-05-28,0.01902106167797224
2015-05-29,-0.0029865812711235007
2015-06-01,-0.004992506419625453
2015-06-02,-0.003261417773464781
2015-06-03,0.00880942536502416
2015-06-04,-0.014471020661159462
2015-06-05,0.038987352407583886
2015-06-08,-0.01120857767751493
2015-06-09,0.0044357135278041415
2015-06-10,0.010794815905302624
2015-06-11,-0.004854364437391179
2015-06-12,0.0053659300772952445
2015-06-15,-0.0036390932875977056
2015-06-16,0.03433169592533525
2015-06-17,0.009651574381991823
2015-06-18,0.019818148161942384
2015-06-19,-0.014174731054144796
2015-06-22,0.009972222464892155
2015-06-23,-0.007807099826050212
2015-06-24,-0.03471420780476797
2015-06-25,0.006233522623928289
2015-06-26,-0.005956658377024415
2015-06-29,-0.026845635282658598
2015-06-30,0.01798028454494416
2015-07-01,-0.0012098027015542412
2015-07-02,-0.001211152584086772
2015-07-06,-0.03056031081963484
2015-07-07,0.01601198189068609
