Date,MET
2015-01-05,-0.033388959159706855
2015-01-06,-0.03032046650508957
2015-01-07,0.013258855049071538
2015-01-08,0.0152346233490821
2015-01-09,-0.018468306520804556
2015-01-12,-0.011564030560705985
2015-01-13,-0.012294610581165988
2015-01-14,-0.01746613830329924
2015-01-15,-0.01961617968577367
2015-01-16,0.021050932850157578
2015-01-20,-0.005103544973320995
2015-01-21,0.010874253136540224
2015-01-22,0.019078820522358875
2015-01-23,-0.028679983297270617
2015-01-26,0.0004102630930109541
2015-01-27,-0.013527504481915975
2015-01-28,-0.026801961562673116
2015-01-29,0.0006402628033355118
2015-01-30,-0.007894059477061566
2015-02-02,0.029247052711182997
2015-02-03,0.02611824390820794
2015-02-04,0.00020448748499957148
2015-02-05,0.004306024572719114
2015-02-06,0.012658623018516169
2015-02-09,-0.0010080522700099959
2015-02-10,0.009686956868192542
2015-02-11,0.007595666795072731
2015-02-12,-0.0015872196890442947
2015-02-13,0.010530385176821477
2015-02-17,0.016319603324883136
2015-02-18,-0.019345926208747644
2015-02-19,0.008088185443177576
2015-02-20,0.00958896073768889
2015-02-23,-0.0141502230443169
2015-02-24,0.010421366104466534
2015-02-25,-0.004476006512268982
2015-02-26,-0.002540910722250267
2015-02-27,-0.003919334362286642
2015-03-02,0.01947684555686613
2015-03-03,0.0007717530890283264
2015-03-04,-0.008677161685687773
2015-03-05,0.006418800966283333
2015-03-06,0.017394809506821707
2015-03-09,-0.005888952238169987
2015-03-10,-0.03420648698966067
2015-03-11,0.006133947536880235
2015-03-12,0.019469427030734954
2015-03-13,-0.009452313454769379
2015-03-16,0.011100617864579165
2015-03-17,-0.0061636482732687625
2015-03-18,0.0011626827540243134
2015-03-19,-0.020325018363049896
2015-03-20,0.01995649089404261
2015-03-23,-0.004068223395416792
2015-03-24,-0.01011504180018552
2015-03-25,-0.011397008293503985
2015-03-26,0.005366951100530315
2015-03-27,-0.006129392866246364
2015-03-30,0.013129696469731611
2015-03-31,-0.007461557870265256
2015-04-01,-0.00553931567606325
2015-04-02,0.01651126309482187
2015-04-06,0.001369953112288158
2015-04-07,-0.007231054444451712
2015-04-08,0.0059056798284931045
2015-04-09,0.006849291529221979
2015-04-10,-0.012244997405262081
2015-04-13,0.008855092709050494
2015-04-14,-0.015994200076798415
2015-04-15,0.007928668511123727
2015-04-16,0.0029498770983784617
2015-04-17,-0.009803864526647166
2015-04-20,0.004158510124125714
2015-04-21,-0.006310364309433547
2015-04-22,0.013097823206607018
2015-04-23,0.0015671433933239776
2015-04-24,-0.00919242813061727
2015-04-27,-0.00809291830201242
2015-04-28,0.011939972403806287
2015-04-29,0.02536870486461762
2015-04-30,-0.016302128460228715
2015-05-01,0.013647839412847196
2015-05-04,0.008848122661166968
2015-05-05,-0.006482377562210373
2015-05-06,-0.006332924618847935
2015-05-07,0.012936268074017265
2015-05-08,0.0034571637517715192
2015-05-11,0.020095755549160765
2015-05-12,-0.003564506663457312
2015-05-13,-0.00018869972756829778
2015-05-14,0.0009416387752740896
2015-05-15,-0.010724266640846913
2015-05-18,0.00912899412072754
2015-05-19,0.007161599225545157
2015-05-20,-0.002807055753783705
2015-05-21,0.005629802177936849
2015-05-22,-0.0067175380694145526
2015-05-26,-0.014089969618594766
2015-05-27,0.005525843516799522
2015-05-28,0.0022743162895753066
2015-05-29,-0.011911958175609416
2015-06-01,0.00019130884932838654
2015-06-02,0.010905394073182473
2015-06-03,0.021763683708775794
2015-06-04,-0.0033339958788555224
2015-06-05,0.01189376234418038
2015-06-08,-0.0020203090858703643
2015-06-09,0.0058889897388261225
2015-06-10,0.028722846479433795
2015-06-11,-0.002845364343061152
