Date,MTB
2015-01-05,-0.0322192364565973
2015-01-06,-0.022415040741961323
2015-01-07,0.00210783959351013
2015-01-08,0.02027220608225444
2015-01-09,-0.020116883631771332
2015-01-12,-0.006562992009643165
2015-01-13,0.006606349428152969
2015-01-14,-0.029785503553293236
2015-01-15,-0.008064866005837668
2015-01-16,0.005682567256833693
2015-01-20,-0.01886468243099193
2015-01-21,-0.005139073130451699
2015-01-22,0.04319565167380035
2015-01-23,-0.016306729690067523
2015-01-26,0.014580765875880974
2015-01-27,-0.006415788248682164
2015-01-28,-0.0209213248206358
2015-01-29,0.014773452333743942
2015-01-30,-0.019410753636430855
2015-02-02,0.021120267087368028
2015-02-03,0.023712813571182823
2015-02-04,0.0025360381875583204
2015-02-05,0.007336362888934023
2015-02-06,0.0183321950902251
2015-02-09,-0.00863135257730363
2015-02-10,0.004560955542027401
2015-02-11,-0.005118101974893152
2015-02-12,0.02364585221564708
2015-02-13,0.004214573875980454
2015-02-17,0.001049221447691595
2015-02-18,-0.018785851434896972
2015-02-19,-0.0040260298082747115
2015-02-20,0.001072169588944405
2015-02-23,-0.0011533945795839662
2015-02-24,0.0031350637382372426
2015-02-25,-0.0001643374057715974
2015-02-26,0.004054266293872066
2015-02-27,-0.002884294784446184
2015-03-02,0.014627951518846771
2015-03-03,-0.00032592977213852237
2015-03-04,-0.0022811770512977114
2015-03-05,0.006288263877622935
2015-03-06,0.009819784441224444
2015-03-09,0.0003216631526823388
2015-03-10,-0.025548461977337067
2015-03-11,0.0030506752543972837
2015-03-12,0.032714374179931616
2015-03-13,-0.003343439678193394
2015-03-16,0.006229171716254589
2015-03-17,0.005555621347681061
2015-03-18,0.002920413523889165
2015-03-19,-0.004800672554285956
2015-03-20,0.012177811312273468
2015-03-23,-0.00523455330164968
2015-03-24,-0.010209619753287935
2015-03-25,-0.021502863934210192
2015-03-26,0.006406140254195947
2015-03-27,0.00692945895192798
2015-03-30,0.015283603019129233
2015-03-31,0.0009457158615455707
2015-04-01,-0.0058265508901639285
2015-04-02,0.007524089217232799
2015-04-06,-0.027120571061193033
2015-04-07,0.006302328192680617
2015-04-08,-0.0023283886217295713
2015-04-09,0.0036216039089467245
2015-04-10,-0.002485843642242025
2015-04-13,-0.001447174341910662
2015-04-14,-0.007648271060715084
2015-04-15,0.00584143676351534
2015-04-16,-0.006210825674327514
2015-04-17,-0.019478616576716234
2015-04-20,-0.013244329770266794
2015-04-21,0.0023489605428104188
2015-04-22,0.008452445838696532
2015-04-23,-0.002572571380242361
2015-04-24,-0.004825486976311688
2015-04-27,-0.010367105996464288
2015-04-28,0.01740305945339271
2015-04-29,-0.002158948654209847
2015-04-30,-0.0041607488249771896
2015-05-01,-0.003175269103505185
2015-05-04,0.020370491234408927
2015-05-05,-0.01166631210088942
2015-05-06,0.004322732527233253
2015-05-07,-0.00529727713351702
2015-05-08,0.010983506960061229
2015-05-11,-0.0020575598783509896
2015-05-12,0.000412226483458511
2015-05-13,0.005935824607814055
2015-05-14,0.006392448521913785
2015-05-15,-0.01302945678097156
2015-05-18,0.010808827464540816
2015-05-19,0.012570283254149883
2015-05-20,-0.0037888895516969834
2015-05-21,0.00024272187572171866
2015-05-22,-0.0036401909999874693
2015-05-26,-0.008688248755156835
2015-05-27,0.0014745203547827934
2015-05-28,0.0018093251559208046
2015-05-29,-0.0074718436445201375
2015-06-01,-0.008520494063415707
2015-06-02,0.009762142256539041
2015-06-03,0.013386173491853892
2015-06-04,-0.005218661368179056
2015-06-05,0.015245891413766532
2015-06-08,0.0008883442101583761
2015-06-09,0.0070175684261362115
2015-06-10,0.012736541958078718
2015-06-11,-0.0017400935090712277
2015-06-12,-0.0006339805751486294
2015-06-15,-0.003012677973051048
2015-06-16,0.004612530947177174
2015-06-17,-0.00815346671932038
2015-06-18,0.010135441544267154
2015-06-19,-0.007426810180322874
2015-06-22,0.011064665013287955
2015-06-23,0.008974863833981273
2015-06-24,-0.00507169292577514
2015-06-25,-0.0016470736482305792
2015-06-26,0.0051847628733683315
2015-06-29,-0.025789388957329296
2015-06-30,0.002165641234314286
2015-07-01,0.018890739889937835
2015-07-02,-0.010841474575016052
2015-07-06,-0.002144302044954416
2015-07-07,-0.0048553909958174435
2015-07-08,-0.01615586581869799
2015-07-09,0.009592755265566577
2015-07-10,0.01626546153834285
2015-07-13,0.008715473628191361
2015-07-14,-0.0010210793427007925
2015-07-15,0.006290262461032592
2015-07-16,0.022113186811106855
2015-07-17,0.0031338887579823727
2015-07-20,0.00594438554531207
2015-07-21,-0.001060647928043501
2015-07-22,0.010162093531949523
2015-07-23,-0.0069819778350656
2015-07-24,-0.004989490328026758
2015-07-27,-0.0066866526223572365
2015-07-28,0.008261199253112972
2015-07-29,0.0026555193201454053
2015-07-30,0.0004542313082060989
2015-07-31,-0.008092684013355722
2015-08-03,-0.0038125898499674626
2015-08-04,0.0030614824091643733
2015-08-05,0.009080556320774313
2015-08-06,-0.004688162441352173
2015-08-07,-0.006458173774272047
2015-08-10,0.015064761502844082
2015-08-11,-0.013259004119412277
2015-08-12,-0.015498621292544534
2015-08-13,0.004420268994923315
2015-08-14,0.007334485876104191
2015-08-17,0.0033729660518853066
2015-08-18,0.0019859220721989423
2015-08-19,-0.009605849547880352
2015-08-20,-0.034408540834140466
2015-08-21,-0.0251114747819986
2015-08-24,-0.050535813587743394
2015-08-25,-0.02712904452267162
2015-08-26,0.04187313705345019
2015-08-27,0.025320773910231464
2015-08-28,-0.00791873473543403
2015-08-31,-0.006553457502302629
2015-09-01,-0.047276890773096714
2015-09-02,0.023257790141172574
2015-09-03,0.02593917476613017
