Date,MHK
2015-01-05,-0.0029760412244937973
2015-01-06,-0.00888972235261598
2015-01-07,0.00857664993767715
2015-01-08,0.012593329457802449
2015-01-09,0.015129178327101034
2015-01-12,-0.003725996677852894
2015-01-13,0.014896083832037554
2015-01-14,0.04334521525795032
2015-01-15,-0.026279552885062007
2015-01-16,0.03559567905924954
2015-01-20,0.0022558913012582504
2015-01-21,-0.009062363103140347
2015-01-22,0.004781847203614964
2015-01-23,-0.006008386251949549
2015-01-26,0.003052305804075006
2015-01-27,-0.01175418346635615
2015-01-28,-0.005252734108123214
2015-01-29,0.02591651137912465
2015-01-30,-0.02360530983836684
2015-02-02,0.01011884086082726
2015-02-03,0.014096279467854522
2015-02-04,-0.0042588502963486485
2015-02-05,-0.011049071229740193
2015-02-06,-0.00570637297346499
2015-02-09,0.002053986228465643
2015-02-10,0.014348616102213274
2015-02-11,0.000594389916883431
2015-02-12,0.021205773305612796
2015-02-13,0.0062820023415388615
2015-02-17,-0.009017326928287606
2015-02-18,0.001341552288052883
2015-02-19,0.005825129671265472
2015-02-20,0.06712223583016796
2015-02-23,-0.005535596679039467
2015-02-24,0.0014734174065604844
2015-02-25,0.012969347469103942
2015-02-26,0.001398647090696592
2015-02-27,-0.009669556013897629
2015-03-02,0.00987248172049271
2015-03-03,-0.003115441997954771
2015-03-04,-0.003017390859657132
2015-03-05,0.0008106463680155329
2015-03-06,-0.02662270693796187
2015-03-09,0.018807208819131338
2015-03-10,-0.016826379591377894
2015-03-11,-0.010966467427704574
2015-03-12,0.00890405035938513
2015-03-13,-0.008658956077285174
2015-03-16,0.008678542777150744
2015-03-17,-0.01193446555274258
2015-03-18,0.01533705464909585
2015-03-19,-0.004758482989442814
2015-03-20,0.006449122664142104
2015-03-23,0.00033142329447222174
2015-03-24,0.0021536219423228253
2015-03-25,-0.002920425345901867
2015-03-26,-0.004752697567591335
2015-03-27,0.006274667698323189
2015-03-30,0.01931354142160857
2015-03-31,0.0055760002841611644
2015-04-01,-0.005868082572762501
2015-04-02,0.003357495423437662
2015-04-06,-0.010092806182576797
2015-04-07,-0.012594719548936872
2015-04-08,0.012755369855003584
2015-04-09,0.0045798828914376255
2015-04-10,-0.0021166859682412165
2015-04-13,-0.007886418706780751
2015-04-14,0.005208030969627853
2015-04-15,-0.010198489915809517
2015-04-16,-0.028100754582365828
2015-04-17,0.004025209571540289
2015-04-20,-0.001242242874766153
2015-04-21,0.015547263252406296
2015-04-22,0.013305123446428757
2015-04-23,-0.01911883806528758
2015-04-24,0.004032716745705489
2015-04-27,-0.006973111895037687
2015-04-28,-0.0017414615367669084
2015-04-29,-0.016600996054611183
2015-04-30,-0.007153075822603716
2015-05-01,0.02414986997928681
2015-05-04,0.007203549787326624
2015-05-05,-0.013521808976025063
2015-05-06,-0.006117257504312135
2015-05-07,0.021200211972553396
2015-05-08,0.028238168924900497
2015-05-11,-0.009118006381444999
2015-05-12,-0.00953062071183497
2015-05-13,0.0028756526416826578
2015-05-14,0.009760071431492268
2015-05-15,-0.00038221967723894856
2015-05-18,0.014968534218490426
2015-05-19,0.01668553859486588
2015-05-20,-0.002329410994907133
2015-05-21,0.0009020863449098471
2015-05-22,-0.007634410341870623
2015-05-26,-0.003312293735695415
2015-05-27,0.015759018438467054
2015-05-28,-0.0035356103902127733
2015-05-29,-0.01159774622766585
2015-06-01,0.011573101527931007
2015-06-02,0.0034427642265777436
2015-06-03,0.0001055913052687707
2015-06-04,-0.004750060118678179
2015-06-05,0.0001590856346804781
2015-06-08,-0.009172910553240321
2015-06-09,0.0004281149095364256
2015-06-10,0.029366170541762493
2015-06-11,-0.012731224886510573
2015-06-12,0.003315909288955199
2015-06-15,-0.008236240193294053
2015-06-16,0.010737893396072007
2015-06-17,0.006855754375342693
2015-06-18,-0.0038463823250257656
2015-06-19,0.005896190549439018
2015-06-22,0.008092113126215494
2015-06-23,-0.005402917935288132
2015-06-24,-0.007346464991818014
2015-06-25,0.00015634950779319645
2015-06-26,0.006618052698563526
2015-06-29,-0.02293312997760033
2015-06-30,0.011444253154896389
2015-07-01,0.016762767466438344
2015-07-02,-0.002833606566011615
2015-07-06,-0.010436601604809859
2015-07-07,0.014096992457841795
2015-07-08,-0.02373475112885426
2015-07-09,-0.0011074330792401055
2015-07-10,0.02428589174694573
2015-07-13,0.0074223106137736305
2015-07-14,0.0030698701094096226
2015-07-15,-0.006579997576339314
2015-07-16,0.0023105987868337063
2015-07-17,-0.008401205538875356
2015-07-20,0.016789791171296642
2015-07-21,-0.008484977977789576
2015-07-22,0.013681852478820256
2015-07-23,0.000859357813422168
2015-07-24,-0.010051040143199352
2015-07-27,-0.022704066062460115
2015-07-28,0.023753604694688457
2015-07-29,0.017746025595236636
2015-07-30,0.0054113729890077344
2015-07-31,0.0046346688867167085
2015-08-03,-0.00377000109450909
2015-08-04,0.00975945544593948
2015-08-05,-0.00014793027412618454
2015-08-06,-0.025251505503541938
2015-08-07,0.0314207990945401
2015-08-10,0.0077017023224048575
2015-08-11,-0.002434037603236572
2015-08-12,0.001854406042397061
2015-08-13,0.0028738252757936067
2015-08-14,0.007236900760508647
2015-08-17,0.0050631100793061545
2015-08-18,0.013913588529384402
2015-08-19,-0.002318674532335363
2015-08-20,-0.03049702517294961
2015-08-21,-0.020693757206327046
2015-08-24,-0.04920567092176875
2015-08-25,-0.00604218538438428
2015-08-26,0.019188101402634272
2015-08-27,0.008090854096503453
2015-08-28,0.01656634923904665
2015-08-31,-0.003137785964261397
2015-09-01,-0.020866124713815437
2015-09-02,0.025977364362649746
2015-09-03,0.012685145942104459
2015-09-04,-0.014372715902950528
2015-09-08,0.033873430083069644
2015-09-09,-0.013222963494586182
2015-09-10,0.0035733842923912906
2015-09-11,0.022254091541412224
2015-09-14,-0.006482567622062785
2015-09-15,0.006037909736797298
2015-09-16,-0.0041624345763080495
2015-09-17,0.005929532056880404
2015-09-18,-0.023095128526378628
2015-09-21,-0.005390950713334619
2015-09-22,-0.013475915622161772
2015-09-23,-0.007107231546183201
2015-09-24,-0.02111883690501426
2015-09-25,-0.006897633961907013
2015-09-28,-0.06250979621560682
2015-09-29,-0.01854947499890136
2015-09-30,0.03178381728321322
2015-10-01,0.023873765096897426
2015-10-02,0.015258132828603888
2015-10-05,0.03254481587954072
2015-10-06,-0.02101266373169053
2015-10-07,0.019893220431184133
2015-10-08,0.013858930534526026
2015-10-09,-0.006075318561591825
2015-10-12,0.0075386902624492436
2015-10-13,-0.02047524261512801
2015-10-14,-0.01878709362399189
2015-10-15,0.007258981002482567
2015-10-16,0.02412656005356073
2015-10-19,0.009637445228525943
2015-10-20,-0.010505059752801471
2015-10-21,-0.004644771695662575
2015-10-22,0.006409927876574351
2015-10-23,-0.003974313671295415
2015-10-26,0.006957236750951834
2015-10-27,-0.008179235116362649
2015-10-28,0.005992922166418335
2015-10-29,-0.02041748794019549
2015-10-30,0.016165084568937838
2015-11-02,0.0144245898937021
2015-11-03,-0.0006555308491894563
2015-11-04,-0.00010093482120443475
2015-11-05,-0.0035827393734587654
2015-11-06,-0.0522637849353117
2015-11-09,-0.004007694787036997
2015-11-10,0.009764511670038889
2015-11-11,-0.0027628938627662913
2015-11-12,-0.016676460344709265
2015-11-13,-0.020643680152759858
2015-11-16,0.01067769115231676
2015-11-17,-0.0011495043983870135
2015-11-18,0.03567706726193243
2015-11-19,0.012699805320842694
2015-11-20,0.004754877103684496
2015-11-23,0.010504989042540158
2015-11-24,-0.009006227275939804
2015-11-25,0.0031159436597574253
2015-11-27,-0.00232965903764093
2015-11-30,-0.01032642532216188
2015-12-01,0.0015730025683600157
2015-12-02,-0.00502568679926263
2015-12-03,-0.03114804927386272
2015-12-04,0.0289996543694504
2015-12-07,0.007124794880494223
2015-12-08,0.008227176284469229
2015-12-09,-0.011278577119460897
2015-12-10,0.0024706998436581085
2015-12-11,-0.0016255771555040432
2015-12-14,0.00719573045632349
2015-12-15,0.01006470582946073
2015-12-16,0.03180341568725442
2015-12-17,-0.032574478693050635
2015-12-18,-0.027516252023364052
2015-12-21,0.007605534747829434
2015-12-22,0.001636302790115396
2015-12-23,0.014597409109648574
2015-12-24,-0.009453031096291697
2015-12-28,-0.0014157845050366547
2015-12-29,0.010869523413635562
2015-12-30,-0.013609657638291917
2015-12-31,-0.0026331033841019424
2016-01-04,-0.015523535830197277
2016-01-05,-0.0021453145778028704
2016-01-06,-0.021123396238144743
2016-01-07,-0.029486027131354287
2016-01-08,0.0003960810422560801
2016-01-11,-0.006447317052459822
2016-01-12,0.01872728074957064
2016-01-13,-0.05291390264352103
2016-01-14,0.006312727576511801
2016-01-15,-0.030075656109115445
2016-01-19,-0.01269346030298435
2016-01-20,-0.004775307926928929
2016-01-21,0.016547751487487883
2016-01-22,0.010529533997967189
2016-01-25,-0.015330335548061291
2016-01-26,0.011798349010642362
2016-01-27,-0.010097930667112731
2016-01-28,-0.007954323511895178
2016-01-29,0.018545713604735115
2016-02-01,0.007271146135751305
2016-02-02,-0.026607753161906667
2016-02-03,-0.010235340349732613
2016-02-04,0.021920819652722523
2016-02-05,-0.03096407106677268
2016-02-08,-0.0509004469913078
2016-02-09,0.012649876033647756
2016-02-10,0.027065736790549355
2016-02-11,-0.03192698129130955
2016-02-12,0.01563930948241543
2016-02-16,0.027768812397124032
2016-02-17,0.022254281323202507
2016-02-18,0.0
2016-02-19,0.01600530590750071
2016-02-22,0.0047682796948684825
2016-02-23,0.0006607833816600905
2016-02-24,0.024552745185095537
2016-02-25,0.002167897821275133
2016-02-26,0.04355713575460762
2016-02-29,0.006947112982314874
2016-03-01,0.028542842067327046
2016-03-02,0.00643731709118911
2016-03-03,0.004514895587811152
2016-03-04,-0.0003745094208265076
2016-03-07,-0.031420673085561956
2016-03-08,-0.008621152721212555
2016-03-09,0.003400415923000333
2016-03-10,0.0016110738118488843
2016-03-11,0.027455834440989868
2016-03-14,0.0003238909350817831
2016-03-15,-0.013167848900276113
2016-03-16,0.0027343322669315384
2016-03-17,0.01712477846420324
2016-03-18,0.010616599075276456
2016-03-21,0.0001061347247155453
2016-03-22,-0.002493375176143897
2016-03-23,-0.00914748301797308
2016-03-24,0.002737425647083791
2016-03-28,0.010866067335999485
2016-03-29,0.01895677234081372
2016-03-30,-0.006807657893543206
2016-03-31,-0.0011511156672446843
2016-04-01,0.007909951880060273
2016-04-04,-0.013045110534028237
2016-04-05,-0.003580793563121021
2016-04-06,0.017440032927115157
2016-04-07,-0.003843784940482209
2016-04-08,0.011158616139690158
2016-04-11,0.00232052883916678
2016-04-12,0.004630391407536072
2016-04-13,0.01495364421086931
2016-04-14,-0.007568494785419211
2016-04-15,0.001779403326972906
2016-04-18,0.004973665345719969
2016-04-19,-0.000656523987514035
2016-04-20,0.009247571058158321
2016-04-21,-0.014620459398648422
2016-04-22,-0.002947163729983049
2016-04-25,0.006829050706117501
2016-04-26,0.0016703879081432227
2016-04-27,-0.003082523686052774
2016-04-28,-0.022556756770971687
2016-04-29,-0.0010371671749368483
2016-05-02,0.017754233931654984
2016-05-03,-0.014639175370065538
2016-05-04,-0.002381154739197755
2016-05-05,0.0042029760972559504
2016-05-06,0.010592688806326356
2016-05-09,0.0019429638984294062
2016-05-10,0.02342312809058411
2016-05-11,-0.01954623839089964
2016-05-12,-0.003305747541738735
2016-05-13,-0.007959983634056922
2016-05-16,0.0005657885576975108
2016-05-17,-0.00534618461244496
2016-05-18,-0.005685079705858409
2016-05-19,-0.0063412922946802786
2016-05-20,0.009991126643321024
2016-05-23,-0.0033146850195725497
2016-05-24,0.022812301673011515
2016-05-25,-0.0021846666187576025
2016-05-26,-0.002036628864129142
2016-05-27,0.008367343824736917
2016-05-31,-0.004806703861444883
