Date,MOS
2015-01-05,-0.017915592296407712
2015-01-06,0.013348264021445289
2015-01-07,0.0052684196311685305
2015-01-08,0.011793479270912455
2015-01-09,-0.007986216205223662
2015-01-12,0.008703047088932658
2015-01-13,-0.019628716933096646
2015-01-14,0.0010996636401654492
2015-01-15,-0.0015381873929060097
2015-01-16,0.01232672078103203
2015-01-20,0.03609451741873415
2015-01-21,0.010912937892292085
2015-01-22,0.010172628332145273
2015-01-23,-0.01479654036315059
2015-01-26,0.008343791479631824
2015-01-27,0.005585046700044005
2015-01-28,-0.01872045755795948
2015-01-29,0.01090140108637594
2015-01-30,0.009747154247729428
2015-02-02,0.008215653830677905
2015-02-03,0.020981984376954088
2015-02-04,-0.015563011678789263
2015-02-05,0.00912010166614774
2015-02-06,-0.001807310040867982
2015-02-09,0.015895398110314707
2015-02-10,0.005744049063300949
2015-02-11,0.008073824347106573
2015-02-12,0.016604645299894694
2015-02-13,0.005572694497792963
2015-02-17,-0.006115453784416136
2015-02-18,0.012690137419925307
2015-02-19,0.006645117876204143
2015-02-20,0.0011318245807712124
2015-02-23,-0.0020724896575921026
2015-02-24,0.004153411036922794
2015-02-25,0.006956397445332829
2015-02-26,-0.006721692090717268
2015-02-27,0.0011277313273057032
2015-03-02,0.0050694694834951814
2015-03-03,-0.012575071287970196
2015-03-04,-0.013495723140229066
2015-03-05,-0.028323416514807298
2015-03-06,-0.027761315020636057
2015-03-09,0.006118696504357368
2015-03-10,-0.020271619129419438
2015-03-11,-0.009931747522648249
2015-03-12,-0.0022985856204420507
2015-03-13,-0.019061880752087146
2015-03-16,0.0014949755385709196
2015-03-17,0.00831562459221935
2015-03-18,0.00549796456427698
2015-03-19,-0.02565723027937239
2015-03-20,0.0036689325770855596
2015-03-23,0.007957193055711631
2015-03-24,0.0010667297390607455
2015-03-25,-0.00831178440958924
2015-03-26,0.004298097012846558
2015-03-27,-0.014551605759850816
2015-03-30,0.028447339979670083
2015-03-31,-0.02744949172848865
2015-04-01,-0.012809236327136486
2015-04-02,0.008797102275512891
2015-04-06,0.00043617666950956924
2015-04-07,-0.0010895098848453522
2015-04-08,0.0034901733604042473
2015-04-09,0.0
2015-04-10,-0.003261017696120083
2015-04-13,-0.005016444204758996
2015-04-14,-0.00021913050078259388
2015-04-15,0.007454825039820534
2015-04-16,0.001523403194214179
2015-04-17,-0.015211163057867183
2015-04-20,-0.00706064756970104
2015-04-21,-0.006888808656718037
2015-04-22,-0.0008951786983293353
2015-04-23,0.005151159750993228
2015-04-24,0.0024511125564325997
2015-04-27,-0.00866855149568957
2015-04-28,-0.006726762023680166
2015-04-29,-0.006094602757715006
2015-04-30,-0.0006814479675314455
2015-05-01,0.02227264025114528
2015-05-04,-0.007114017768696579
2015-05-05,-0.012315516314638453
2015-05-06,0.0052143269755775545
2015-05-07,0.003383103752083727
2015-05-08,0.021802531450656026
2015-05-11,-0.010118754082846682
2015-05-12,-0.003555427404714817
2015-05-13,0.012934697128103467
2015-05-14,0.0030822572603290688
2015-05-15,0.023266183406750462
2015-05-18,0.0012866803477320499
2015-05-19,-0.0017137348033028355
2015-05-20,0.014592501251629031
2015-05-21,0.003172634489492898
2015-05-22,-0.008433471071785159
2015-05-26,-0.011907160446132048
2015-05-27,0.0025819672705778007
2015-05-28,-0.0012876089960016657
2015-05-29,-0.014614450035722482
2015-06-01,-0.0106866776311616
2015-06-02,0.004103107202614753
2015-06-03,0.0030927275686820632
2015-06-04,-0.018277898625352895
2015-06-05,-0.006057063024833442
2015-06-08,-0.006318529027651176
2015-06-09,-0.0022711692928834015
2015-06-10,0.01547874884948408
2015-06-11,0.005379918716907683
2015-06-12,-0.006911923614869253
2015-06-15,-0.0020204195938119396
2015-06-16,0.0033746688993789853
2015-06-17,0.006053724941962768
2015-06-18,0.0035657603297307716
2015-06-19,-0.004219166987771361
2015-06-22,0.003345316901927964
2015-06-23,0.0062233323761031745
2015-06-24,-0.0006626470506790882
2015-06-25,0.02144115831232285
2015-06-26,0.007357765990768206
2015-06-29,-0.013963424625857757
2015-06-30,0.020696983543393666
2015-07-01,-0.00256139569307956
2015-07-02,-0.0017118172108258056
2015-07-06,-0.004287129281316138
2015-07-07,-0.010979821745574103
2015-07-08,-0.018284528775401765
2015-07-09,-0.008647087306893897
2015-07-10,0.007380411672503584
2015-07-13,0.007104911939618708
2015-07-14,0.008156974673780182
2015-07-15,-0.006122830266911072
2015-07-16,-0.003960542759440022
2015-07-17,-0.00022081422922393124
2015-07-20,-0.006849308068214266
2015-07-21,-0.0022249939026460774
2015-07-22,-0.014492287258208725
2015-07-23,-0.00543013455715613
2015-07-24,-0.024340361410918887
2015-07-27,-0.013989436578704328
2015-07-28,0.011113959900182602
2015-07-29,-0.000935320216276847
2015-07-30,0.0025744844723698534
2015-07-31,0.0025684135356398574
2015-08-03,-0.004191729137015043
2015-08-04,0.02853126923905336
2015-08-05,0.013642827820552261
2015-08-06,0.0013459102424899783
2015-08-07,-0.005376612058777375
2015-08-10,0.019820014296089594
2015-08-11,-0.03158130777725676
2015-08-12,-0.006841794177370186
2015-08-13,-0.004821622076345955
2015-08-14,-0.0013847382082721182
2015-08-17,0.012477039549583013
2015-08-18,-0.005248576355332379
2015-08-19,-0.0234000206933328
2015-08-20,-0.025605089049344554
2015-08-21,-0.03712582997107228
2015-08-24,-0.042563953901814
2015-08-25,-0.017520835708559224
2015-08-26,0.03593252676677183
2015-08-27,0.04188080997813337
2015-08-28,0.012084005570072831
2015-08-31,-0.0051169609593619825
2015-09-01,-0.033164847651972695
2015-09-02,0.012242073698753186
2015-09-03,0.01713256489654391
2015-09-04,-0.0173399779955411
2015-09-08,0.015880853064814904
2015-09-09,-0.017865365827853363
2015-09-10,-0.003284593197415364
2015-09-11,-0.0078582221680783
2015-09-14,-0.01175262311335512
2015-09-15,0.01577083633017784
2015-09-16,0.003053788614539643
2015-09-17,-0.01471706247736071
2015-09-18,-0.04764351293966418
