Date,CLX
2015-01-05,0.0001927002171953074
2015-01-06,0.004235543885352744
2015-01-07,0.017157027873961006
2015-01-08,0.01121352240536666
2015-01-09,-0.006430000024717608
2015-01-12,-0.0024384801642531873
2015-01-13,0.003948992570952381
2015-01-14,0.0015916891280181034
2015-01-15,0.004114359211898844
2015-01-16,0.015736708914631192
2015-01-20,-0.004400169243033991
2015-01-21,0.0020254069695568866
2015-01-22,0.011854507089220201
2015-01-23,-0.01552938638943735
2015-01-26,0.0045510559055781385
2015-01-27,-0.0013865436315301238
2015-01-28,-0.008333721103900293
2015-01-29,0.014472404195378541
2015-01-30,-0.01785529775522099
2015-02-02,0.010495729024469824
2015-02-03,-0.0012984800576333333
2015-02-04,0.01782902471665193
2015-02-05,-0.014232229956363973
2015-02-06,-0.01036547102274199
2015-02-09,-0.00018713963184380233
2015-02-10,0.011130779455936768
2015-02-11,-0.0014798825391856285
2015-02-12,0.002964527145154383
2015-02-13,0.006835170773512367
2015-02-17,-0.0012842636064457347
2015-02-18,0.008359285561377883
2015-02-19,-0.004463853457195022
2015-02-20,-0.003111199130095499
2015-02-23,0.007251769810926234
2015-02-24,-0.0032809887601689125
2015-02-25,-0.003474568467415673
2015-02-26,0.0010091171010906397
2015-02-27,-0.004216095365220496
2015-03-02,0.011782080199507883
2015-03-03,0.008369561119531355
2015-03-04,-0.008209961025698043
2015-03-05,0.0020923153380327797
2015-03-06,-0.013344058958809857
2015-03-09,0.006440283977678707
2015-03-10,-0.014260852844681926
2015-03-11,-0.00370986248176286
2015-03-12,0.01656923947942457
2015-03-13,-0.0040290782402684355
2015-03-16,0.005791965434137625
2015-03-17,-0.0033818345426683827
2015-03-18,0.00742913288031577
2015-03-19,-0.002276210948190971
2015-03-20,0.020987140799769044
2015-03-23,0.0003576878945830142
2015-03-24,-0.007057872307991819
2015-03-25,-0.009897778565442938
2015-03-26,-0.003634804031247718
2015-03-27,0.003465919581794097
2015-03-30,0.0067261974325021345
2015-03-31,-0.0033406747249996593
2015-04-01,-0.004167192514436535
2015-04-02,0.0024561040979647064
2015-04-06,0.010617531559987459
2015-04-07,-0.006644843793540911
2015-04-08,-0.0011752215812884659
2015-04-09,0.0035293545914343305
2015-04-10,-0.0019836536341567568
2015-04-13,0.000722987023129118
2015-04-14,0.0021666621838543065
2015-04-15,-0.004594899127020269
2015-04-16,-0.001085933062832889
2015-04-17,-0.009967457285276926
2015-04-20,-0.0004611641459667526
2015-04-21,0.004609594227676483
2015-04-22,-0.0007337261253876903
2015-04-23,0.001928219300935563
2015-04-24,0.0012833438333912373
2015-04-27,-0.008604969285009534
2015-04-28,0.00018472892099441474
2015-04-29,-0.011170598073915627
2015-04-30,-0.009429353182506484
2015-05-01,0.0008480423935832704
2015-05-04,0.0030134440278217767
2015-05-05,-0.0073230482233109795
2015-05-06,0.0070934325547111765
2015-05-07,0.0058225868889345556
2015-05-08,0.004575440743466386
