Date,KDP
2015-01-05,-0.003072541319639188
2015-01-06,0.0014009044591394293
2015-01-07,0.014549804760291662
2015-01-08,0.023165823756636783
2015-01-09,-0.004717072636154396
2015-01-12,-0.008395230243034013
2015-01-13,0.007647348666656173
2015-01-14,0.013822653955687159
2015-01-15,0.009357119255999802
2015-01-16,0.012581130878592361
2015-01-20,0.01752553044714844
2015-01-21,0.012082078042643385
2015-01-22,0.0076200409843871775
2015-01-23,-0.010461355096786806
2015-01-26,0.007769838092297254
2015-01-27,0.0010111637584278022
2015-01-28,-0.009343436025428642
2015-01-29,0.007901862760315348
2015-01-30,-0.022888108468074098
2015-02-02,0.015918472360334723
2015-02-03,-0.008662677812418251
2015-02-04,0.010665495545834958
2015-02-05,-0.016401497639277784
2015-02-06,0.00814358965566564
2015-02-09,-0.0014102052711567614
2015-02-10,0.011684442824803742
2015-02-11,0.008884358150412996
2015-02-12,-0.014970103025344406
2015-02-13,-0.017241696260062667
2015-02-17,0.0015594202478423913
2015-02-18,0.012326278221401088
2015-02-19,0.0025635509991619454
2015-02-20,0.007670795338482694
2015-02-23,0.0003806296691313271
2015-02-24,0.0007607785402341527
2015-02-25,0.0015206869000887746
2015-02-26,-0.010628454743650817
2015-02-27,0.00767335011021264
2015-03-02,0.005203823929670337
2015-03-03,-0.002651718792967439
2015-03-04,-0.012280158778164463
2015-03-05,0.011279431212363633
2015-03-06,-0.006970943782862449
2015-03-09,0.0056158646975390525
2015-03-10,-0.010661306298878515
2015-03-11,-0.013854927810014739
2015-03-12,0.015316025686084922
2015-03-13,-0.011217058959733128
2015-03-16,0.007562579532667479
2015-03-17,-0.01980037861033801
2015-03-18,0.0120148076267248
2015-03-19,-0.007045175021895611
2015-03-20,0.012087860077708568
2015-03-23,0.00480347060886932
2015-03-24,0.002712989092021001
2015-03-25,-0.005668844965239228
2015-03-26,0.025009542052331746
2015-03-27,-0.002275968924725591
2015-03-30,0.009503270811997977
2015-03-31,-0.014936170604769483
2015-04-01,0.0002543106854002719
2015-04-02,-0.004840310121004943
2015-04-06,0.007168277357709307
2015-04-07,0.008261080252057518
2015-04-08,-0.00642851626982166
2015-04-09,0.002537173009868443
2015-04-10,-0.0037961754681293813
2015-04-13,-0.007876245058438758
2015-04-14,0.0006406442919657529
2015-04-15,-0.0016639762650517698
2015-04-16,0.004357699996765163
2015-04-17,-0.017611114068543876
2015-04-20,0.010522609718504938
2015-04-21,0.017997104312617918
2015-04-22,-0.00479841802288794
2015-04-23,0.0017761418845729793
2015-04-24,-0.001140004678401585
2015-04-27,-0.020542459271775115
2015-04-28,-0.01281728212612876
2015-04-29,-0.012459022640687767
2015-04-30,-0.00956181123526001
2015-05-01,0.01863776471741252
2015-05-04,0.0026326506047968934
2015-05-05,-0.00814002362633226
2015-05-06,-0.0003966073173207185
2015-05-07,0.0030454986249093263
2015-05-08,0.010032947844410556
2015-05-11,-0.0018298290322628086
2015-05-12,-0.007987400124402244
2015-05-13,0.01649942680530625
2015-05-14,0.00844042007507717
2015-05-15,-0.0032193447672917985
2015-05-18,-0.0007746389758628291
2015-05-19,0.0016801212886268235
2015-05-20,-0.0010322088999817902
2015-05-21,0.0037467483366142584
2015-05-22,-0.008109261218964936
2015-05-26,-0.00804542875619041
2015-05-27,0.01216597502730754
2015-05-28,-0.0049112939336677375
2015-05-29,-0.0045459555013075414
2015-06-01,-0.002348632882638757
2015-06-02,-0.006016409297230463
2015-06-03,0.0018419115281371745
2015-06-04,-0.01155717432497494
2015-06-05,-0.018602207407547477
2015-06-08,-0.005416021751286859
2015-06-09,-0.002586097039552482
2015-06-10,0.010509194804419586
2015-06-11,0.008292367293751157
2015-06-12,-0.008494021571917698
2015-06-15,-0.01074227790643456
2015-06-16,0.010858927523659467
2015-06-17,0.007478941952301366
2015-06-18,0.009177648066500677
2015-06-19,-0.0022732476742349794
2015-06-22,0.001072388732936691
2015-06-23,-0.005757914716666868
2015-06-24,0.0022895680254129136
2015-06-25,0.0036277661029173736
2015-06-26,0.002409967894987819
2015-06-29,-0.020568745341614902
2015-06-30,-0.005863816313424919
2015-07-01,0.0229078431996943
2015-07-02,-0.00522970000242462
2015-07-06,0.013075830851831283
2015-07-07,0.02914180024001678
2015-07-08,-0.015644958033923295
2015-07-09,0.0027582510526449333
2015-07-10,0.01100333837943368
2015-07-13,0.01464123606726453
2015-07-14,0.003320241759586562
2015-07-15,-0.0031821682665578166
2015-07-16,0.005618278543266131
2015-07-17,-0.001142714951285817
2015-07-20,0.006101451960570881
2015-07-21,-0.004674680216170124
2015-07-22,-0.0007615221186616505
2015-07-23,-0.018546888064225664
2015-07-24,0.008542702001605118
2015-07-27,-0.003593820035136086
2015-07-28,0.017259481890668393
2015-07-29,0.006584150464183036
2015-07-30,0.0040246986951057995
2015-07-31,0.005011475815401845
2015-08-03,0.004861643141888861
2015-08-04,0.011412728646858161
2015-08-05,0.020974116505976026
2015-08-06,-0.011412811900359254
2015-08-07,-0.0051038238035644445
2015-08-10,-0.0012214517462942887
2015-08-11,-0.001345149073782581
2015-08-12,-0.000612751965202607
2015-08-13,0.006249799422921587
2015-08-14,0.0015829623204046683
2015-08-17,0.009118472843281156
2015-08-18,-0.0026505194182573355
2015-08-19,-0.0022953358491515363
2015-08-20,-0.014166219522258827
2015-08-21,-0.029722680310435456
2015-08-24,-0.028480711032616512
2015-08-25,-0.02254105989078614
2015-08-26,0.021327703073623194
2015-08-27,0.005742641003074311
2015-08-28,0.0006491364110490228
2015-08-31,-0.004928325787663668
2015-09-01,-0.0172031280530347
2015-09-02,0.015913345708834292
2015-09-03,0.004437684343041148
2015-09-04,-0.015334382834820137
2015-09-08,0.02507545566027436
2015-09-09,-0.02124339927725538
2015-09-10,0.005427587164726244
2015-09-11,0.006582904657154609
2015-09-14,-0.0032694915155887516
2015-09-15,0.007873411425771026
2015-09-16,0.00598990380630382
2015-09-17,0.007118578248043406
2015-09-18,-0.007453948970010282
2015-09-21,0.010747067676083022
2015-09-22,-0.010248344841303658
2015-09-23,0.004788558981459579
2015-09-24,0.0024478706040094167
2015-09-25,0.005011761978596541
2015-09-28,-0.013041832956126376
2015-09-29,0.013602475500544386
2015-09-30,0.010352907157224145
2015-10-01,0.0021505261694894084
2015-10-02,0.004418003330908249
2015-10-05,0.03770274907399873
2015-10-06,-0.0073876052738676146
2015-10-07,0.01403107928263414
2015-10-08,0.005895863963580883
2015-10-09,0.001196316755881055
2015-10-12,0.003942412562861541
2015-10-13,-0.0051171260330948876
2015-10-14,-0.009569295898562369
2015-10-15,0.0021738540320193067
2015-10-16,0.013858964913235683
2015-10-19,0.009152384155471038
2015-10-20,-0.0020023448500601226
2015-10-21,0.0010621250668845228
2015-10-22,0.056354587465926365
2015-10-23,0.0032363132500374814
2015-10-26,-0.00011095622386281256
2015-10-27,0.006786848854683836
2015-10-28,0.004862529152460882
2015-10-29,-0.009348124264703883
2015-10-30,-0.00788195785039092
2015-11-02,-0.0025736255541518593
2015-11-03,-0.01020834556738981
2015-11-04,-0.0005668948016710473
2015-11-05,-0.005443432389236058
2015-11-06,-0.016419423653047938
2015-11-09,-0.00417331613036831
2015-11-10,0.014435169509870338
2015-11-11,0.015377986922284093
2015-11-12,-0.018761456267974097
2015-11-13,0.0004606256213954829
2015-11-16,0.013354886827133594
2015-11-17,-0.009770576787339169
2015-11-18,0.018471571529030673
2015-11-19,0.006195828147932847
2015-11-20,-0.016121788058726993
2015-11-23,0.014337514326619338
2015-11-24,0.0033658170342523164
2015-11-25,0.003913173153737404
2015-11-27,0.008687112919128603
2015-11-30,-0.009053850611015934
2015-12-01,0.021058542054929186
2015-12-02,-0.008620737645856358
2015-12-03,-0.011667674170371956
2015-12-04,0.02929047449422484
2015-12-07,-0.006492006250809035
2015-12-08,0.008059269871441233
2015-12-09,-0.017502166093847693
2015-12-10,0.00685400157138627
2015-12-11,-0.007026815948486864
2015-12-14,0.015369452519872429
2015-12-15,0.016334205012040526
2015-12-16,0.008036276797734887
2015-12-17,-0.011160874993462855
2015-12-18,-0.01494124431841315
2015-12-21,0.005892419170241192
2015-12-22,0.01475373985576156
2015-12-23,0.003314238180451623
2015-12-24,0.0007457146679081816
2015-12-28,0.004365475897481597
2015-12-29,0.006996550336351159
2015-12-30,-0.0035790722408637343
2015-12-31,-0.015319638623774168
2016-01-04,-0.01040786564262497
2016-01-05,0.012360376909083648
2016-01-06,0.012102497518046373
2016-01-07,-0.012804362076574982
2016-01-08,-0.008896813705510986
2016-01-11,0.0015141690460449553
2016-01-12,0.0012957721690216584
2016-01-13,-0.02512956222139573
2016-01-14,-0.0018807288391765598
2016-01-15,-0.011748845490702875
2016-01-19,0.017272411274707355
2016-01-20,-0.005292475562539423
2016-01-21,-0.0027710179547584257
2016-01-22,0.006446726732028951
2016-01-25,0.005080081106511702
2016-01-26,0.0045048175510911115
2016-01-27,-0.009188047011471356
2016-01-28,0.01644968296449112
2016-01-29,0.019224076265577983
2016-02-01,0.018009178851070784
2016-02-02,-0.008164388362209118
2016-02-03,-0.016358945014657733
2016-02-04,-0.03186679914217605
2016-02-05,-0.009753031658290112
2016-02-08,-0.004029124603332934
2016-02-09,0.014945342146600371
2016-02-10,-0.0038751948040420814
2016-02-11,-0.004223539932675768
2016-02-12,0.026565647145974758
2016-02-16,0.000434936074232839
2016-02-17,-0.02912740868334973
2016-02-18,0.006828899617332684
2016-02-19,0.006671128095504741
2016-02-22,0.008725393350206723
2016-02-23,0.008321210062660844
2016-02-24,0.006298156282092071
2016-02-25,0.00582716636466718
2016-02-26,-0.011050278253186496
2016-02-29,-0.007051470822307504
2016-03-01,0.012891933176901516
2016-03-02,-0.007874088829653902
2016-03-03,-0.00032606671510493346
2016-03-04,-0.001848820622008418
2016-03-07,-0.017105641674913574
2016-03-08,0.005985742192165411
2016-03-09,0.01399435726301812
2016-03-10,0.0010868693017087594
2016-03-11,-0.006005021841922753
2016-03-14,-0.0031854229391895528
2016-03-15,-0.0007714245150556298
2016-03-16,-0.005293425685447994
2016-03-17,0.017627454615657845
2016-03-18,-0.01568776372114722
2016-03-21,-0.001217535982016349
2016-03-22,-0.00964131198141105
2016-03-23,0.006601824976528059
2016-03-24,-0.01923047692619939
2016-03-28,0.013714205205875185
2016-03-29,0.006484487419648133
2016-03-30,-0.0008886384166835182
2016-03-31,-0.0057814497835736445
2016-04-01,0.02102434745448023
2016-04-04,-0.0032858343514051702
2016-04-05,0.003076819235363182
2016-04-06,-0.0004381058000273441
2016-04-07,-0.01391958224743961
2016-04-08,0.017228035039613898
2016-04-11,-0.008413239036706877
2016-04-12,-0.0016533172785071493
2016-04-13,-0.013686042946382093
2016-04-14,-0.012421942975012978
2016-04-15,0.002039786863898607
2016-04-18,0.004410045506992644
2016-04-19,0.008669401694709755
2016-04-20,-0.01942179198533489
2016-04-21,-0.01627789635037058
2016-04-22,0.0023143102759708434
2016-04-25,0.011660061901105356
2016-04-26,0.0017115153331697108
2016-04-27,0.029619743318993308
2016-04-28,0.00254478041701911
2016-04-29,0.0033110990169513688
2016-05-02,0.01264972026157496
2016-05-03,-0.00010826090257975984
2016-05-04,0.0074957542912064135
2016-05-05,0.0025878829174970086
2016-05-06,0.010432080590283999
2016-05-09,0.010005737666895831
2016-05-10,0.005690612596792599
2016-05-11,-0.006916186882477193
2016-05-12,0.008335975320840516
2016-05-13,-0.006801871048259911
2016-05-16,-0.005057582525476834
2016-05-17,-0.021391082426125307
2016-05-18,-0.006060377310118215
2016-05-19,0.0038106119644107928
2016-05-20,-0.010737401383746348
2016-05-23,0.007674458465217304
2016-05-24,0.008486613129953247
2016-05-25,-0.009925517400244499
2016-05-26,0.004467463641102398
2016-05-27,-0.00032531183054651525
2016-05-31,-0.00813869570271697
2016-06-01,0.01039377028198829
2016-06-02,-0.00335695030522698
2016-06-03,0.007279446352773222
2016-06-06,-0.004206691001683249
2016-06-07,-0.005849188068635325
2016-06-08,0.0008719162654449164
2016-06-09,0.005551872668477786
2016-06-10,0.004137312808048188
2016-06-13,-0.006397591161200089
2016-06-14,0.0009820313727961771
2016-06-15,-0.004578924723546041
2016-06-16,0.012157832763726395
2016-06-17,-0.01125409063001448
2016-06-20,0.0065665115707653765
2016-06-21,0.00434916856083456
2016-06-22,-0.0028145840790879673
2016-06-23,0.004993965030326342
2016-06-24,-0.0042133038995542105
2016-06-27,0.03981350119361626
2016-06-28,-0.011684919715811315
2016-06-29,-0.006861622413067536
2016-06-30,0.027104606892940586
2016-07-01,-0.010141670396577318
2016-07-05,0.017668500399197207
2016-07-06,0.004109087090448771
2016-07-07,-0.007468752691745628
2016-07-08,0.0012371595422449033
2016-07-11,-0.006074261954193472
2016-07-12,0.002796708293090644
2016-07-13,0.00413195832189972
2016-07-14,-0.002674822038140401
2016-07-15,0.0006187375414485885
2016-07-18,-0.0040199441389641155
2016-07-19,0.012833648950637322
2016-07-20,-0.0007152840936359706
2016-07-21,-0.0022495386505355652
2016-07-22,0.007891732796840634
2016-07-25,-0.003254447909353031
2016-07-26,-0.008467193131188155
2016-07-27,-0.010186388147662262
2016-07-28,0.01735980903348522
2016-07-29,0.006539187583439965
2016-08-01,-0.005176979456438913
