Date,EMR
2015-01-05,-0.02055362529616145
2015-01-06,-0.0016521921184129429
2015-01-07,-0.0021515727274871166
2015-01-08,0.026206495847053146
2015-01-09,-0.01567788699183048
2015-01-12,-0.011986829177114355
2015-01-13,-0.0014958758125388494
2015-01-14,-0.007656589753230025
2015-01-15,-0.004025375321461189
2015-01-16,0.016335483141175944
2015-01-20,0.002154237103350942
2015-01-21,0.008267095381976786
2015-01-22,-0.019186494310183266
2015-01-23,-0.028256307659715874
2015-01-26,0.022539656496125327
2015-01-27,-0.035840558427212676
2015-01-28,-0.018673856636231667
2015-01-29,0.011560036107862048
2015-01-30,0.001054932534237496
2015-02-02,0.03565135188803903
2015-02-03,0.007970272389764999
2015-02-04,-0.03549799833970446
2015-02-05,-0.003140045013495407
2015-02-06,-0.0020996308261171936
2015-02-09,0.0056110935582887045
2015-02-10,0.012031594114350064
2015-02-11,0.002084442588489388
2015-02-12,0.015774077049427904
2015-02-13,0.001365116866975491
2015-02-17,-0.006475830916017777
2015-02-18,0.009433571039041633
2015-02-19,-0.002718465254144209
2015-02-20,-0.0003405624302534882
2015-02-23,0.0011928047334346381
2015-02-24,-0.0032344798542739417
2015-02-25,-0.0042697955627402084
2015-02-26,-0.006175026883984858
2015-02-27,-0.0003454934964289835
2015-03-02,0.007078964444048541
2015-03-03,0.0008570069534035163
2015-03-04,-0.010277265974564465
2015-03-05,0.005192123507494983
2015-03-06,-0.026170836125481878
2015-03-09,0.009547447746359072
2015-03-10,-0.01768835662301027
2015-03-11,-0.010340777546130941
2015-03-12,0.009728136289199885
2015-03-13,-0.014094293465389374
2015-03-16,0.017552919805368328
2015-03-17,-0.009603213087313045
2015-03-18,0.01957256539973784
2015-03-19,-0.008981984561497347
2015-03-20,0.0074639644468046384
2015-03-23,0.0042339561251243385
2015-03-24,-0.002108052660089954
2015-03-25,-0.00369655220942422
2015-03-26,-0.002296645358594196
2015-03-27,0.0012394537608308998
2015-03-30,0.0008843174258561515
2015-03-31,0.0005301573364981937
2015-04-01,-0.012893094936488825
2015-04-02,-0.006262034254429172
2015-04-06,0.026107035072351348
2015-04-07,-0.00912415837939795
2015-04-08,0.0047811971280282695
2015-04-09,-0.0003522666266956298
2015-04-10,0.0022916967926656095
2015-04-13,0.027264709261371367
2015-04-14,-0.0011986654184206191
2015-04-15,0.014229222881428027
2015-04-16,-0.004225429378994283
2015-04-17,-0.008148285044835668
2015-04-20,0.004621074883008891
2015-04-21,-0.0081772645218674
2015-04-22,-0.0012023713478263032
2015-04-23,0.0010316958741800608
2015-04-24,-0.009620017752962617
2015-04-27,0.014050089224287188
2015-04-28,0.003421181799226458
2015-04-29,0.0073301393578319995
2015-04-30,-0.004399990774805351
2015-05-01,0.008499206258575809
2015-05-04,0.0026967264451378536
2015-05-05,-0.018322341636546335
2015-05-06,-0.00308218373002489
2015-05-07,-0.002061084175010608
2015-05-08,0.011876101778726555
2015-05-11,0.008674635035415434
2015-05-12,0.014840055168769739
2015-05-13,0.010550760306086593
2015-05-14,0.0031487720295357846
2015-05-15,-0.005617053962256091
2015-05-18,0.00016640498096709422
2015-05-19,-0.004983415927181989
2015-05-20,0.003839740034375261
2015-05-21,0.026442560952279592
2015-05-22,0.000972218818852344
2015-05-26,-0.015376892129028596
2015-05-27,0.001972638927548287
2015-05-28,0.00114842004122373
2015-05-29,-0.01163549661125829
2015-06-01,-0.0011606069234351146
2015-06-02,0.0009958549688000584
2015-06-03,0.0006631597681856505
2015-06-04,-0.023532919063304458
2015-06-05,0.004921769817632926
2015-06-08,-0.001520317789130643
2015-06-09,0.0010150602136633768
2015-06-10,0.009969540992557091
2015-06-11,0.006190445149336421
2015-06-12,-0.008480051735010652
2015-06-15,-0.015596134492724567
2015-06-16,-0.0015334412446894596
2015-06-17,-0.004436070791545177
2015-06-18,0.0068552793993679195
2015-06-19,-0.01089364788243996
2015-06-22,0.0025816270645109274
2015-06-23,-0.00652289153788832
2015-06-24,-0.006737986505337967
2015-06-25,-0.015133018784759034
2015-06-26,-0.0007064384965552728
2015-06-29,-0.01802758040301211
2015-06-30,-0.0023399306277269716
2015-07-01,0.0003608475526604149
2015-07-02,0.007393983949250282
2015-07-06,-0.01074101896057722
2015-07-07,-0.00380019250635355
2015-07-08,-0.019436783671205826
2015-07-09,-0.0040757598515388516
2015-07-10,0.001302106015351523
2015-07-13,0.008731223069906147
2015-07-14,-0.0018416921322329527
2015-07-15,-0.013284113679880916
2015-07-16,-0.0020570266558517236
2015-07-17,-0.014614753685334159
2015-07-20,0.002852126058048743
2015-07-21,-0.011376533057835592
2015-07-22,-0.007288047147409382
2015-07-23,-0.004636327116345651
2015-07-24,-0.01630472237880176
2015-07-27,-0.004341151331989979
2015-07-28,0.026555970227761794
2015-07-29,0.007915084399046757
2015-07-30,-0.004405389869042042
2015-07-31,-0.0044249795485959975
2015-08-03,-0.008115794430454404
2015-08-04,-0.03292402335329392
2015-08-05,0.0054389386523392425
2015-08-06,-0.0034058321476519993
2015-08-07,-0.011057573666732545
2015-08-10,0.016873319079476756
2015-08-11,-0.02179151665075274
2015-08-12,0.01279439403564897
2015-08-13,0.006723387639056222
2015-08-14,0.0038456175769718826
2015-08-17,0.014919353911318156
2015-08-18,-0.004568896369938291
2015-08-19,-0.007583396226415129
2015-08-20,-0.013271618267135632
2015-08-21,-0.0226208454672141
2015-08-24,-0.03336110754037147
2015-08-25,-0.025884415119931337
2015-08-26,0.02767907252081514
2015-08-27,0.026502674804916193
2015-08-28,0.008606347448027796
2015-08-31,-0.006867307645658904
2015-09-01,-0.030385741736837724
2015-09-02,0.011238186852972065
2015-09-03,-0.0076938675586699645
