Date,EXPE
2015-01-05,-0.018190298902221236
2015-01-06,-0.0003565026875628208
2015-01-07,0.0
2015-01-08,0.04419651549088055
2015-01-09,-0.0038685601650160217
2015-01-12,-0.027184535599474313
2015-01-13,-0.0017610763492597048
2015-01-14,0.004351930171811125
2015-01-15,-0.033493337232135656
2015-01-16,0.011510817097686754
2015-01-20,0.005510558990369674
2015-01-21,0.0016678393136406733
2015-01-22,0.01938623957789387
2015-01-23,0.02018443392293956
2015-01-26,-0.001715449383820844
2015-01-27,-0.006988431978024012
2015-01-28,-0.009344686582459238
2015-01-29,0.008151955447460058
2015-01-30,-0.00739301861967856
2015-02-02,0.0033749035530670213
2015-02-03,0.0185574825115693
2015-02-04,0.0005690054050002669
2015-02-05,0.0014793437066673576
2015-02-06,-0.1151136095986891
2015-02-09,0.004237823094136894
2015-02-10,-0.00012778008047775735
2015-02-11,0.00038390495495255195
2015-02-12,0.14510327534352085
2015-02-13,-0.000893197848185534
2015-02-17,-0.008939152552729146
2015-02-18,0.005299147926112191
2015-02-19,0.02400182500271808
2015-02-20,0.010952793093414792
2015-02-23,0.02654380420155511
2015-02-24,-0.006015856386866969
2015-02-25,0.004565852656006841
2015-02-26,-0.014374788915680003
2015-02-27,-0.016085760973744145
2015-03-02,0.004686866428086578
2015-03-03,-0.012584307097128877
2015-03-04,-0.0126347305123935
2015-03-05,0.016802293024725135
2015-03-06,-0.010416753084613206
2015-03-09,0.003324216776070754
2015-03-10,-0.013252634104363614
2015-03-11,-0.004476815032931514
2015-03-12,0.02743150358612878
2015-03-13,-0.00043781155871835953
2015-03-16,0.017734068102776
2015-03-17,-0.006884119358673502
2015-03-18,0.018520733447232374
2015-03-19,0.00680553395564476
2015-03-20,0.01299096442260006
2015-03-23,-0.005317328978763136
2015-03-24,0.0007336068813759145
2015-03-25,-0.015921131039199454
2015-03-26,-0.012666366810169416
2015-03-27,0.009918082538751483
2015-03-30,0.005444162387482132
2015-03-31,-0.0006369814292652709
2015-04-01,0.0004247254334346362
2015-04-02,0.04045888480963544
2015-04-06,0.006123750126612926
2015-04-07,-0.001116148248329063
2015-04-08,0.0018282943322549539
2015-04-09,-0.008413637077933078
2015-04-10,0.014107481616762119
2015-04-13,-0.004435391477011996
2015-04-14,-0.006784196044936186
2015-04-15,-0.0013252261767208173
2015-04-16,-0.008064534020067793
2015-04-17,-0.011011737614207706
2015-04-20,0.013527522364467748
2015-04-21,0.00934296228048992
2015-04-22,0.011799395297058757
2015-04-23,-0.005529271289446358
2015-04-24,-0.00020203882644331816
2015-04-27,-0.0008090510850530253
2015-04-28,-0.010321574959561541
2015-04-29,-0.01574641918092412
2015-04-30,-0.021088958465936503
2015-05-01,0.07916820277993497
2015-05-04,-0.007768883954002659
2015-05-05,-0.0211100926872112
2015-05-06,0.0033413521874194885
2015-05-07,0.018869594923100808
2015-05-08,0.017728061416379504
2015-05-11,0.010218148738046606
2015-05-12,-0.005683538510195207
2015-05-13,-0.011916223907697643
2015-05-14,0.0210805159318046
2015-05-15,-0.007009682765345526
2015-05-18,0.0003865327506336058
2015-05-19,0.0026101498079871277
2015-05-20,0.017161327592144948
2015-05-21,0.003696897157655643
2015-05-22,0.0671450715068429
2015-05-26,-0.019322741032446578
2015-05-27,0.002621129263865596
2015-05-28,-0.015234988988915177
2015-05-29,-0.018125112001928012
2015-06-01,0.0017712419417146297
2015-06-02,0.0016753706012360148
2015-06-03,-0.009477215781710902
2015-06-04,-0.009098355193828733
2015-06-05,0.00719430152105538
2015-06-08,-0.015131665009581519
2015-06-09,0.0021949005086054907
2015-06-10,0.029994279326790885
2015-06-11,-0.0027734009372254453
2015-06-12,-0.0016686237497055556
2015-06-15,-0.0043644930391384396
2015-06-16,0.006808571300299215
2015-06-17,-0.0005557956774193684
2015-06-18,0.016590930352981204
2015-06-19,-0.009117639085393203
2015-06-22,0.007545421674185482
2015-06-23,0.0030136784630239166
2015-06-24,-0.0077393347170620075
2015-06-25,0.0026611284989990214
2015-06-26,0.013178177472918717
2015-06-29,-0.03396255011908378
2015-06-30,0.022440451090260938
2015-07-01,-0.019752989702661927
2015-07-02,-0.0011196975834399936
2015-07-06,-0.0052301619515850994
2015-07-07,0.005163725070930658
2015-07-08,-0.020455714551971482
2015-07-09,-0.0030512515702435516
2015-07-10,0.03271160466994805
2015-07-13,0.029174460704206817
2015-07-14,-0.03473704528605659
2015-07-15,0.0017712419417146297
2015-07-16,0.02419740429367856
2015-07-17,0.006724252136525832
2015-07-20,-0.011102104647371602
2015-07-21,0.00483740701194435
2015-07-22,0.005177714723401339
2015-07-23,-0.010302088173186563
2015-07-24,-0.03487911527993548
2015-07-27,-0.007379450986546021
2015-07-28,0.021444860117024067
2015-07-29,-0.002799279420441003
2015-07-30,0.006924262183668706
2015-07-31,0.1285197231149655
2015-08-03,0.009469779311340742
2015-08-04,0.016069677946318972
2015-08-05,0.017903025659401273
2015-08-06,-0.040933959351575844
2015-08-07,-0.004605077679377123
2015-08-10,0.0037176643865610703
2015-08-11,-0.0029631817866417887
2015-08-12,-0.002889125337008247
2015-08-13,-0.0009939102537231959
2015-08-14,0.008205153548002775
2015-08-17,0.011179310579453983
2015-08-18,0.002520217037743855
2015-08-19,-0.0014595722341633754
2015-08-20,-0.03605651667661458
2015-08-21,-0.035299020838088
2015-08-24,-0.05388193751525516
2015-08-25,0.0029603482455466956
2015-08-26,0.0629033966224879
2015-08-27,0.01917752993742816
2015-08-28,-0.008003429914603677
2015-08-31,-0.01304605996105812
2015-09-01,-0.040177605154524176
2015-09-02,0.027271945954777888
2015-09-03,-0.004321496542187497
2015-09-04,-0.014704696807698703
2015-09-08,0.02903889646657043
2015-09-09,-0.00969764620638991
2015-09-10,0.02284952112544536
2015-09-11,0.005778919651376668
2015-09-14,-0.00737517771636842
2015-09-15,0.02660918369750287
2015-09-16,0.04922994724791652
2015-09-17,0.03328515958817868
2015-09-18,-0.0181635060352906
2015-09-21,-0.0012647225020954167
2015-09-22,-0.011477906355238043
2015-09-23,-0.021941008138066098
2015-09-24,-0.013427341089467748
2015-09-25,-0.0037343699781141604
2015-09-28,-0.027738455835451203
2015-09-29,-0.02321799513813505
2015-09-30,0.03219027497823279
2015-10-01,0.019034455597739974
2015-10-02,0.02251512556972668
2015-10-05,0.010846525157688136
2015-10-06,-0.013957288259097145
2015-10-07,0.005809160807656033
2015-10-08,-0.000406626485395023
2015-10-09,0.020019525228047286
2015-10-12,0.013403440112019327
2015-10-13,0.008502818080637242
2015-10-14,-0.04879012280765993
2015-10-15,0.027328630707906365
2015-10-16,0.01757465540591574
2015-10-19,0.02410116128681361
2015-10-20,-0.010808680062516896
2015-10-21,0.0007749320450898267
2015-10-22,-0.01207985224918573
2015-10-23,-0.017008985576781988
2015-10-26,0.023761990967700486
2015-10-27,-0.0099696108389985
