Date,URI
2015-01-05,-0.10947003428950208
2015-01-06,-0.031002693893345645
2015-01-07,-0.009061360456532275
2015-01-08,0.021336541750610394
2015-01-09,-0.013042877244844764
2015-01-12,-0.039310248718938734
2015-01-13,0.0003496619903604614
2015-01-14,-0.021092983338848126
2015-01-15,-0.010595393096182293
2015-01-16,-0.009625605346876731
2015-01-20,0.02624225119589063
2015-01-21,0.03658096645819797
2015-01-22,-0.017473734784561712
2015-01-23,0.027897233094163365
2015-01-26,0.022956066187201918
2015-01-27,-0.019234905624703202
2015-01-28,-0.027727796605403143
2015-01-29,0.0006956144004186537
2015-01-30,-0.040199341134468436
2015-02-02,0.027761084746327658
2015-02-03,0.058015309517504665
2015-02-04,-0.012099089374379757
2015-02-05,0.0
2015-02-06,0.00808994560392895
2015-02-09,0.013932275555162965
2015-02-10,0.0010991011674155171
2015-02-11,-0.011090336538598256
2015-02-12,0.016766530707539307
2015-02-13,0.015398235790353265
2015-02-17,0.014089046934884886
2015-02-18,0.011666161317453794
2015-02-19,-0.0060805390754972155
2015-02-20,0.0123406536444437
2015-02-23,-0.015003232518060905
2015-02-24,-0.007192557980506997
2015-02-25,0.002130685677052657
2015-02-26,0.0021263223306802193
2015-02-27,-0.012730614360410009
2015-03-02,0.017193114626890438
2015-03-03,-0.0036974779886469467
2015-03-04,-0.020888654846996535
2015-03-05,-0.003032232766857157
2015-03-06,-0.01694540848759274
2015-03-09,0.003535927369709313
2015-03-10,-0.04151070564484949
2015-03-11,0.006433090656764229
2015-03-12,0.006734239208014303
2015-03-13,-0.0045350126513705735
2015-03-16,-0.00011393202841991634
2015-03-17,-0.005239772474603166
2015-03-18,0.018207027110019203
2015-03-19,-0.004948454772558009
2015-03-20,0.004181846153709756
2015-03-23,-0.0018008398621210953
2015-03-24,0.002480644128856291
2015-03-25,0.0029242795236721353
2015-03-26,0.021531735111063766
2015-03-27,-0.011417180481131162
2015-03-30,0.020099905329184597
2015-03-31,-0.0076202776715385
2015-04-01,0.003510327136807323
2015-04-02,-0.009073209003277238
2015-04-06,0.03287376064975511
2015-04-07,-0.007369385217840807
2015-04-08,0.002474839441868326
2015-04-09,0.015992218495170407
2015-04-10,0.01373324102416107
2015-04-13,-0.0013544332547948956
2015-04-14,0.018156877385507864
2015-04-15,0.017730882254201497
2015-04-16,-0.018227401085863182
2015-04-17,-0.010565299536993589
2015-04-20,0.024880767506132884
2015-04-21,-0.00971074501503022
2015-04-22,-0.021552678559765392
2015-04-23,0.028604312228782014
2015-04-24,-0.019181963856239048
2015-04-27,-0.0012417172507122043
2015-04-28,-0.0029010778776432655
2015-04-29,0.015794063799408953
2015-04-30,-0.012070504464793741
2015-05-01,0.027852543275690866
2015-05-04,-0.002518328896251365
2015-05-05,0.01524930213372655
2015-05-06,-0.006763995781926324
2015-05-07,-0.005508313897910511
2015-05-08,0.02124873554703499
2015-05-11,0.002366853925586554
2015-05-12,0.013084016211555971
2015-05-13,0.0048553567658706775
2015-05-14,-0.0041555217018707236
2015-05-15,0.0011644789385008014
2015-05-18,0.004264739152504582
2015-05-19,-0.01544251910835115
2015-05-20,0.012155677956559474
2015-05-21,0.01820826723401714
2015-05-22,-0.002282954062405973
2015-05-26,-0.005052900509104785
2015-05-27,0.0013416431106032523
2015-05-28,-0.0913875096606871
2015-05-29,-0.06361240483663533
2015-06-01,0.016533355264620964
2015-06-02,0.01858820253190041
2015-06-03,-0.004670842673470399
2015-06-04,-0.004801931663962367
2015-06-05,0.007347348801097997
2015-06-08,-0.01654697162695462
2015-06-09,-0.01616126895284853
2015-06-10,0.00900098574070074
2015-06-11,0.000446174512849673
2015-06-12,0.01917091400061466
2015-06-15,-0.003281041449231914
2015-06-16,-0.0261135878358858
2015-06-17,0.01994122817989008
2015-06-18,0.02264464077643824
2015-06-19,-0.00712906916851308
2015-06-22,0.0022843946755271016
2015-06-23,0.004775956762530953
2015-06-24,-0.002700430151690081
2015-06-25,-0.02967944503097175
2015-06-26,0.004353480511634533
2015-06-29,-0.030343228339507866
