Date,DOW
2019-03-21,-0.016466213839001376
2019-03-22,-0.007757989662047549
2019-03-25,0.01131678717016249
2019-03-26,-0.006103838508628168
2019-03-27,0.025588407998882623
2019-03-28,0.014970245645399505
2019-03-29,0.01533969699295712
2019-04-01,0.03621877815652841
2019-04-02,0.05140219449493744
2019-04-03,0.01119990281596328
2019-04-04,0.04975366714517726
2019-04-05,-0.041366603105598476
2019-04-08,-0.0015722328956040421
2019-04-09,-0.01539831843775119
2019-04-10,-0.009951967085982671
2019-04-11,-0.014718815686471598
2019-04-12,0.062124129481367474
2019-04-15,-0.008919527942862326
2019-04-16,0.0124613433759857
2019-04-17,-0.0030771078993088175
2019-04-18,-0.009430656674485949
2019-04-22,0.0020771717449619143
2019-04-23,-0.004318494275781903
2019-04-24,-0.02879943741009061
2019-04-25,-0.011611237216992087
2019-04-26,-0.0014461417005867672
2019-04-29,0.004524844816824691
2019-04-30,0.022162397359194896
2019-05-01,-0.010576257115161858
2019-05-02,-0.06110816125472096
2019-05-03,0.011385028141746245
2019-05-06,0.0030017301406568553
2019-05-07,-0.009539980598466391
2019-05-08,-0.00887614350360899
2019-05-09,0.008574903599034567
2019-05-10,0.0026449122565475047
2019-05-13,-0.03994715572914065
2019-05-14,0.03002923089606724
2019-05-15,0.00895563500508012
2019-05-16,0.000566946845746763
2019-05-17,-0.04114765101903839
2019-05-20,-0.01417323002233728
2019-05-21,0.010982453420808946
2019-05-22,-0.008295620144907478
2019-05-23,-0.02987435468637556
2019-05-24,0.010059191364695463
2019-05-28,-0.013007720222927288
2019-05-29,0.0030888878523078755
2019-05-30,0.009581070128110492
2019-05-31,-0.03527935452771069
2019-06-03,0.025662875086617243
2019-06-04,0.04107586345427028
2019-06-05,0.008211212920067767
2019-06-06,0.014303186700883597
2019-06-07,0.004700044611760212
2019-06-10,0.006237929377628015
2019-06-11,0.008136340134381692
2019-06-12,0.008647333963099024
2019-06-13,0.00743007166038856
2019-06-14,-0.032715543140167
2019-06-17,-0.03519065341078964
2019-06-18,0.005268334249106887
2019-06-19,-0.022374522651466666
2019-06-20,0.008866292706861012
2019-06-21,-0.011649551031049032
2019-06-24,0.025227436196225028
2019-06-25,0.0022182900112468484
2019-06-26,0.015295173821271435
2019-06-27,0.009117897059966573
2019-06-28,-0.031428050508439886
2019-07-01,0.01723804067367163
2019-07-02,-0.01515153285608195
2019-07-03,-0.0014168709027396753
2019-07-05,-0.00040570326327571404
2019-07-08,-0.016020977190784547
2019-07-09,-0.01339669096571705
2019-07-10,-0.006684780370414534
2019-07-11,0.004837440527910575
2019-07-12,0.04039320168397764
2019-07-15,0.024542321605031336
2019-07-16,0.027292160218014283
2019-07-17,-0.013761385668931148
2019-07-18,0.002907264619630423
2019-07-19,-0.004444732284882513
2019-07-22,-0.012422376950343317
2019-07-23,0.03419821212746066
2019-07-24,0.0032308414222506077
2019-07-25,-0.038264916801179605
2019-07-26,-0.03269646214078392
2019-07-29,-0.021584387831316776
2019-07-30,0.007284172552175061
2019-07-31,0.0008262271923313858
2019-08-01,-0.0328238053548342
2019-08-02,-0.02668084379947011
2019-08-05,-0.01820174644220529
2019-08-06,-0.00759455856799407
2019-08-07,0.010353558703006138
2019-08-08,0.0423255559442266
2019-08-09,-0.00320567496710622
2019-08-12,-0.02036900535944075
2019-08-13,0.02538863904351074
2019-08-14,-0.05912485358364794
2019-08-15,-0.015880116102304664
2019-08-16,0.026048684290931545
2019-08-19,0.024489000202133182
2019-08-20,-0.053508834454899956
