Date,WBD
2015-01-05,-0.041183242105496065
2015-01-06,-0.03266793061682127
2015-01-07,0.007191980785758556
2015-01-08,0.00807209387211083
2015-01-09,-0.013551044806419665
2015-01-12,-0.01217606632881052
2015-01-13,-0.013590401816393927
2015-01-14,-0.038769596923014515
2015-01-15,-0.01766668955485029
2015-01-16,-0.0016966148023590533
2015-01-20,-0.005778384631308309
2015-01-21,0.0071794558794071595
2015-01-22,0.0203666123596713
2015-01-23,-0.0073186732289781675
2015-01-26,0.007372631106887351
2015-01-27,-0.00033267561741534557
2015-01-28,-0.008984976947422063
2015-01-29,-0.0013432140565826645
2015-01-30,-0.025218561054877964
2015-02-02,0.010003481125110625
2015-02-03,0.009904337478754854
2015-02-04,0.017923594593011627
2015-02-05,-0.030232552687020076
2015-02-06,0.024665957525914717
2015-02-09,0.004680688410653833
2015-02-10,0.026289548605147317
2015-02-11,-0.0077820937072214935
2015-02-12,-0.008169934538673762
2015-02-13,0.036243834189252144
2015-02-17,-0.020667774566316188
2015-02-18,0.0032467657125587746
2015-02-19,0.006472516679887352
2015-02-20,-0.005466240328255267
2015-02-23,0.045586803540256016
2015-02-24,0.02040815845077515
2015-02-25,-0.0018182234330610392
2015-02-26,-0.014875467036972623
2015-02-27,-0.004622543061700624
2015-03-02,0.01083598442989353
2015-03-03,0.041041350381738395
2015-03-04,-0.0055899509274405235
2015-03-05,-0.007100528674165774
2015-03-06,-0.01430272713332903
2015-03-09,-0.008162044825227421
2015-03-10,-0.013410619414494618
2015-03-11,0.000926864225645252
2015-03-12,-0.0003087078938092125
2015-03-13,-0.011114560578430077
2015-03-16,0.017795807572513755
2015-03-17,-0.015030610021607993
2015-03-18,-0.014325785832373872
2015-03-19,0.005371250500566083
2015-03-20,0.01979890239338089
2015-03-23,0.003081617003698245
2015-03-24,-0.0012289068038379147
2015-03-25,-0.029529348939916544
2015-03-26,-0.01965131368866968
2015-03-27,0.010992568678733328
2015-03-30,-0.00575632563289874
2015-03-31,-0.010614342942632193
2015-04-01,0.0048764505011100745
2015-04-02,0.04011652166250701
2015-04-06,0.017418274712770465
2015-04-07,0.006420027219515845
2015-04-08,-0.002430073536057731
2015-04-09,0.011266715291278873
2015-04-10,-0.00511888508376368
2015-04-13,-0.00030272808575404486
2015-04-14,-0.002724800360704327
2015-04-15,0.013357694588653768
2015-04-16,-0.0059916344080196415
2015-04-17,-0.011452714424959098
2015-04-20,0.03536584982908875
2015-04-21,-0.014134262519924334
2015-04-22,0.0014934061452860359
2015-04-23,0.0032806625218095853
2015-04-24,-0.02764566950206182
2015-04-27,-0.014368615688190811
2015-04-28,-0.016749407177854225
2015-04-29,0.015457345488218088
2015-04-30,0.005281205060428951
2015-05-01,0.011742925245609381
2015-05-04,0.019242431921813852
2015-05-05,-0.02337425245020286
2015-05-06,-0.018103717392619956
2015-05-07,-0.015312492847442627
2015-05-08,-0.005712481874588948
2015-05-11,-0.01755503473986242
2015-05-12,0.04028589160026108
2015-05-13,-0.018113676309002846
2015-05-14,-0.0012722937292578562
2015-05-15,0.011464987730098963
2015-05-18,0.03841307634012714
2015-05-19,0.010612561967143774
2015-05-20,0.007200655583100346
2015-05-21,-0.008042909151569022
2015-05-22,-0.004504435874421953
2015-05-26,-0.009049865398154222
2015-05-27,0.007610350429603452
2015-05-28,-0.0015105510382316112
2015-05-29,0.026928877766824177
2015-06-01,-0.0002945881537347317
2015-06-02,0.0005894623514230979
2015-06-03,0.0005891150902566089
2015-06-04,-0.003238169160986737
2015-06-05,0.017424694091928483
2015-06-08,-0.01944853320187301
2015-06-09,-0.010065132175086755
2015-06-10,-0.006279877185907723
2015-06-11,-0.008125201970601736
2015-06-12,-0.013652936148030648
2015-06-15,0.0067671864675984406
2015-06-16,0.004888476921780516
2015-06-17,0.013681993654310665
2015-06-18,0.016796681785484324
2015-06-19,0.0002949357251671447
2015-06-22,0.0008846587859587807
2015-06-23,0.0029464435139858747
2015-06-24,-0.00851941562066938
2015-06-25,-0.0044444896556713465
2015-06-26,0.007142907421607392
2015-06-29,-0.01832148135606171
2015-06-30,0.001204006603261476
2015-07-01,0.000902062402532211
2015-07-02,-0.0033043138277673023
2015-07-06,-0.002712481969864622
2015-07-07,0.021456605657257155
2015-07-08,-0.030177529017375693
2015-07-09,-0.007626601870342142
