Date,INCY
2015-01-05,0.0062364299234030085
2015-01-06,-0.03678258302388815
2015-01-07,0.04140438065354535
2015-01-08,-0.016655445461355556
2015-01-09,-0.01611802103445259
2015-01-12,0.017631602026709547
2015-01-13,0.03929054752404815
2015-01-14,-0.005250741983151785
2015-01-15,-0.03800471496186919
2015-01-16,0.02030172423266241
2015-01-20,0.040602371389871994
2015-01-21,0.000387581120225855
2015-01-22,0.0023246842886006647
2015-01-23,0.029506518457904862
2015-01-26,0.03817265787379753
2015-01-27,0.0014466877757319807
2015-01-28,-0.019621972546119193
2015-01-29,-0.0012279727470241308
2015-01-30,-0.020039308173151027
2015-02-02,-0.016685508045800157
2015-02-03,-0.03087520099191865
2015-02-04,-0.038704613965789614
2015-02-05,0.030539625574542484
2015-02-06,0.0013288833770244146
2015-02-09,0.006104832034344865
2015-02-10,0.00857408714960739
2015-02-11,-0.006539367067577406
2015-02-12,-0.003949386861230253
2015-02-13,0.003700750274178155
2015-02-17,0.02449302805575626
2015-02-18,0.015038536286007043
2015-02-19,0.014942386816962916
2015-02-20,0.029195212643072566
2015-02-23,0.011152937594436807
2015-02-24,-0.026855357808617697
2015-02-25,0.05519284782548617
2015-02-26,0.02206654239319983
2015-02-27,-0.019305488048109942
2015-03-02,0.032964494832318225
2015-03-03,-0.008231882661495549
2015-03-04,-0.0004547275442925436
2015-03-05,0.04618356716487848
2015-03-06,-0.021420041258623623
2015-03-09,-0.004777781168619821
2015-03-10,-0.0026794447313523984
2015-03-11,0.007724110577280285
2015-03-12,-0.0006664914555778445
2015-03-13,-0.007225450561293978
2015-03-16,0.02205801449508127
2015-03-17,0.011612593917279534
2015-03-18,-0.0009746192490771577
2015-03-19,0.05235774342606714
2015-03-20,-0.015760184903575558
2015-03-23,-0.022501323466356027
2015-03-24,-0.006316958861308786
2015-03-25,-0.025212761549889273
2015-03-26,-0.014037849622249299
2015-03-27,0.057847576666436806
2015-03-30,-0.0018015914354144735
2015-03-31,-0.026860587256813617
2015-04-01,-0.024219955618666744
2015-04-02,-0.007267458722451825
2015-04-06,-0.003716655340150754
2015-04-07,0.010513229875660501
2015-04-08,0.025058707674954217
2015-04-09,0.00709376345479118
2015-04-10,0.016579960983269304
2015-04-13,0.06417231029881276
2015-04-14,-0.008614650852225458
2015-04-15,0.013337371714087665
2015-04-16,0.024628589073237395
2015-04-17,-0.010704539229794974
2015-04-20,0.03787131945142819
2015-04-21,0.03487821278237013
2015-04-22,-0.011081592246707461
2015-04-23,-0.0012039718352551132
2015-04-24,-0.004728809860417793
2015-04-27,-0.05552449494884881
2015-04-28,-0.017557692123895463
2015-04-29,0.020783129784505583
2015-04-30,-0.0443591481072092
2015-05-01,0.011527326831753504
2015-05-04,0.027676040440449245
2015-05-05,-0.034653465346534684
2015-05-06,0.031179496569511134
2015-05-07,0.015317295618698434
2015-05-08,0.01714341662039054
2015-05-11,0.007512267798723826
2015-05-12,0.00372812720937743
2015-05-13,-0.007047598702566993
2015-05-14,0.024170310679388463
2015-05-15,0.0007492211272641658
2015-05-18,0.00739285898385833
2015-05-19,0.005573603953705986
2015-05-20,0.013117765994875796
2015-05-21,-0.011488962595722185
2015-05-22,-0.006641464776140138
2015-05-26,-0.003714379392799727
2015-05-27,0.005871910225017096
2015-05-28,0.0020385584176783045
2015-05-29,0.018587036689246217
2015-06-01,-0.004266919783861289
2015-06-02,-0.015317289391879263
2015-06-03,0.009074105156792633
2015-06-04,-0.019636694376251485
2015-06-05,0.019655617516816326
2015-06-08,-0.01780798970010755
2015-06-09,-0.007009345794392496
2015-06-10,-0.006776482077205936
2015-06-11,0.005496084883575891
2015-06-12,-0.005843018971027569
2015-06-15,-0.01715800166126835
