Date,EG
2015-01-05,-0.005390327952660368
2015-01-06,0.006312693932418956
2015-01-07,0.00674693428143458
2015-01-08,0.02851068441816107
2015-01-09,-0.01920396666001123
2015-01-12,-0.011014036704215746
2015-01-13,-0.0038303626394287082
2015-01-14,-0.012244078909162459
2015-01-15,0.0057488335695874415
2015-01-16,0.016374046138798004
2015-01-20,-0.00896333209683231
2015-01-21,0.0021875717357633384
2015-01-22,0.02176478384645142
2015-01-23,-0.0028289232913220053
2015-01-26,0.012041391519201694
2015-01-27,-0.00040040970434662704
2015-01-28,-0.012074156097125477
2015-01-29,0.004112518234386853
2015-01-30,-0.011364495730411428
2015-02-02,0.012661853602820239
2015-02-03,0.014981132158213617
2015-02-04,0.010445574135546476
2015-02-05,0.021574305003916106
2015-02-06,0.004344889778846062
2015-02-09,-0.007008829723080812
2015-02-10,0.0030878948332060396
2015-02-11,0.0006047993790920803
2015-02-12,0.0004944607330752415
2015-02-13,-0.0037344158587239162
2015-02-17,-0.01444158269678153
2015-02-18,0.005201300037691814
2015-02-19,-0.004228286166291784
2015-02-20,-0.00011205371604250391
2015-02-23,-0.007040824127294565
2015-02-24,0.011030386889117505
2015-02-25,-0.010798838925174414
2015-02-26,0.002363495678095129
2015-02-27,-0.003929906834547192
2015-03-02,0.013751999675719606
2015-03-03,-0.0073382321875816725
2015-03-04,-0.0026324227570991843
2015-03-05,0.0013473045575007614
2015-03-06,-0.0013454917703065172
2015-03-09,0.0005642438832800245
2015-03-10,-0.01873266964301823
2015-03-11,0.01172996848611585
2015-03-12,0.015117983907408261
2015-03-13,-0.00694252982688659
2015-03-16,0.001917178691446475
2015-03-17,-0.0020821989349816272
2015-03-18,0.001466300539745946
2015-03-19,-0.008446163208802537
2015-03-20,0.005622031166039765
2015-03-23,0.007679448149271018
2015-03-24,-0.009918368229999364
2015-03-25,-0.008773036692678038
2015-03-26,-0.003882751075564239
2015-03-27,-0.0048727366932174165
2015-03-30,0.016705073269070114
2015-03-31,-0.014164065374984935
2015-04-01,-0.00517226377087765
2015-04-02,0.004621118973997307
2015-04-06,0.01627380777348142
2015-04-07,-0.003338620169069495
2015-04-08,0.01748630509657567
2015-04-09,0.004408196573993273
2015-04-10,-0.0002778711140624113
2015-04-13,0.003056064695186045
2015-04-14,0.015733242776462708
2015-04-15,0.0007635151838571996
2015-04-16,0.0016895498336235715
2015-04-17,-0.015288312860261777
2015-04-20,0.003315039601563763
2015-04-21,-0.008976155299461608
2015-04-22,0.0036675931261049843
2015-04-23,0.0057578525029138294
2015-04-24,0.003468042006970151
2015-04-27,-0.011465336084834021
2015-04-28,0.0059933990376870305
2015-04-29,-0.010315586369728957
2015-04-30,-0.0027871604961191565
2015-05-01,0.010284893061039968
2015-05-04,0.003097991195414318
2015-05-05,-0.00799725018848585
2015-05-06,-0.0008896556564369495
2015-05-07,0.0037841137363612276
2015-05-08,0.0070962033659516255
2015-05-11,0.0037434934493814076
2015-05-12,-0.0015357995317145656
2015-05-13,0.00236186897110624
2015-05-14,0.012438806987087103
2015-05-15,-0.008551420996153913
2015-05-18,0.0077518538906080625
2015-05-19,0.0005959523832712588
2015-05-20,0.0031398732862102374
2015-05-21,-0.002266869841285435
2015-05-22,-0.0025961265505227704
2015-05-26,-0.007646484839073264
2015-05-27,0.005956535935780938
2015-05-28,0.00043460245750370774
2015-05-29,-0.014335856330862318
2015-06-01,0.008916506375233668
2015-06-02,0.002305510706947178
2015-06-03,0.0070649747543225505
2015-06-04,-0.006036626013301016
2015-06-05,-0.0008754409909097483
2015-06-08,-0.01292352762457516
2015-06-09,-0.005382062743174654
2015-06-10,0.013777784965156581
2015-06-11,0.017276858361292113
2015-06-12,-0.007842794247592488
2015-06-15,-0.006050900471569753
2015-06-16,0.007623636018205593
2015-06-17,0.002068202839021538
2015-06-18,0.007876246165595235
2015-06-19,-0.0038805111812010296
2015-06-22,0.004111870920112226
2015-06-23,0.003771844730611207
2015-06-24,-0.011648649894130725
2015-06-25,-0.004453291108203139
2015-06-26,0.006600896326724337
2015-06-29,-0.0170181152847243
2015-06-30,0.0035288982585945927
2015-07-01,0.020822761386620092
2015-07-02,-0.005704619850415371
2015-07-06,0.00514231581427449
2015-07-07,0.010393420899886596
2015-07-08,-0.007568532157105401
2015-07-09,-0.007303920289912225
2015-07-10,0.015040023108098266
2015-07-13,0.006769003285112429
2015-07-14,0.00047661154902933767
2015-07-15,0.006349701288389964
2015-07-16,0.007151265080283853
2015-07-17,-0.006473994234373781
2015-07-20,0.0016292675774960408
2015-07-21,-0.0009447200961767432
2015-07-22,-0.0003149738011198888
2015-07-23,-0.007564027519543437
2015-07-24,-0.006510318317437314
2015-07-27,-0.006126907198709786
2015-07-28,-0.033181236435357864
2015-07-29,0.015801483052616527
2015-07-30,-0.001201033085748704
2015-07-31,0.0007104986515340528
2015-08-03,0.0036041509883990575
2015-08-04,-0.002720372894735479
2015-08-05,0.006274253772929006
2015-08-06,-0.0023311569947520594
2015-08-07,0.0012495925241768902
2015-08-10,0.008576611884221208
2015-08-11,-0.0027448578116843203
2015-08-12,-0.002158872667964884
2015-08-13,0.0002708374824413884
2015-08-14,0.004054947614262394
2015-08-17,0.0014001583960232544
2015-08-18,0.001505614417128598
2015-08-19,-0.008107602404916703
2015-08-20,-0.0133708886810332
2015-08-21,-0.014375340480822452
2015-08-24,-0.04969444535271039
2015-08-25,-0.01219037721133931
2015-08-26,0.01806354348223138
2015-08-27,0.026878075698086645
2015-08-28,-0.002452005628688303
2015-08-31,0.005030718718453064
2015-09-01,-0.01615378363676201
2015-09-02,0.009134581447527879
2015-09-03,0.0020624573539951285
2015-09-04,-0.011205715886179024
2015-09-08,0.01688336536017987
2015-09-09,-0.005287812571641237
2015-09-10,0.0073164045226230545
2015-09-11,0.005845211977137277
2015-09-14,-0.0005078657920006835
2015-09-15,-0.0028785580825623214
2015-09-16,0.0009056446158510756
2015-09-17,-0.00424186443763841
2015-09-18,-0.018232413304482775
2015-09-21,0.010240039696039371
2015-09-22,-0.011395915152696778
2015-09-23,0.0019110704098783682
2015-09-24,0.002081526321265681
2015-09-25,0.002942874714377819
2015-09-28,-0.016510686322491863
2015-09-29,0.006317412026644487
2015-09-30,0.007556532213418121
2015-10-01,-0.006634611406039159
2015-10-02,0.008537563506706647
2015-10-05,0.009328296847422868
2015-10-06,0.0003423112763361047
2015-10-07,0.009523762734289232
2015-10-08,0.011016603616609721
2015-10-09,-0.011622356093972552
2015-10-12,0.007914800755758788
2015-10-13,-0.01026470310185812
2015-10-14,0.003060267475973877
2015-10-15,0.00689308272990119
2015-10-16,0.0016834164148022968
2015-10-19,-0.00711448617984467
2015-10-20,0.013710298752272143
2015-10-21,-0.0025603674505119134
2015-10-22,0.01344777575949907
2015-10-23,-0.012938970782247483
2015-10-26,0.00853465984676638
2015-10-27,0.004645939626918283
2015-10-28,0.003028293559208306
2015-10-29,-0.0010433867361092641
2015-10-30,-0.022142573155543577
2015-11-02,0.002023034349494468
2015-11-03,-0.003084501025541697
2015-11-04,0.007987655422467821
2015-11-05,0.004296584395670822
2015-11-06,0.006223398454831663
2015-11-09,-0.003754852689507593
2015-11-10,0.0034364271869491425
2015-11-11,0.0035904813400795543
2015-11-12,-0.0006052573694104169
2015-11-13,-0.0024235270869220615
2015-11-16,0.0052448810457257355
2015-11-17,-0.005601758630910725
2015-11-18,0.016845128412196653
2015-11-19,0.010591348960780733
2015-11-20,-0.002418185690411856
2015-11-23,-0.002263022772889922
2015-11-24,-0.002106057866586686
2015-11-25,-0.0007033657892243639
2015-11-27,0.004061624990721269
2015-11-30,0.0009221949633875237
2015-12-01,0.013066635938339344
2015-12-02,-0.012469914108608537
2015-12-03,-0.004118789200838746
2015-12-04,0.01714204114454465
2015-12-07,0.010218525315063065
2015-12-08,-0.0085263374005764
2015-12-09,-0.009721602290406417
2015-12-10,-0.005394036293723925
2015-12-11,-0.007755688837427832
2015-12-14,0.0066682046615484936
2015-12-15,-0.002605861019869926
2015-12-16,-0.010016363501530012
2015-12-17,0.00027476803591208743
2015-12-18,-0.004397945524731384
2015-12-21,0.007288747475229007
2015-12-22,0.012333477548141403
2015-12-23,-0.0009204500954611561
2015-12-24,0.003035018607518536
2015-12-28,0.001134512198972537
2015-12-29,0.011064578042364603
2015-12-30,-0.0067797896620029885
2015-12-31,-0.015962402807486398
2016-01-04,-0.010978179441490488
2016-01-05,-0.003921184933104116
2016-01-06,-0.008371601023296593
2016-01-07,-0.010511017016697433
2016-01-08,-0.010679140999783399
2016-01-11,0.003198518724015109
2016-01-12,5.679050776330463e-05
2016-01-13,-0.01639531492203461
2016-01-14,0.01024420340323795
2016-01-15,-0.007677078232224854
2016-01-19,-0.01137327100805463
2016-01-20,-0.008876310381445651
2016-01-21,-0.002179820079038941
2016-01-22,0.018246024228761426
2016-01-25,-0.012062211287764746
2016-01-26,0.015555144561106848
2016-01-27,-0.004219510043737662
2016-01-28,0.01265405179195156
2016-01-29,0.025679163376627123
2016-02-01,0.00938837399195025
2016-02-02,-0.02164705562331959
2016-02-03,0.005601803698643826
2016-02-04,0.02734965825494795
2016-02-05,-0.013968106394929847
2016-02-08,0.04077562401330792
2016-02-09,0.0029889128409412713
2016-02-10,-0.01766769403860169
2016-02-11,-0.00904747357734026
2016-02-12,0.014979399383365122
