Date,TXT
2015-01-05,-0.019208096145866715
2015-01-06,-0.0043518628417987815
2015-01-07,0.006555997186375562
2015-01-08,0.04511485036917784
2015-01-09,-0.017081909736507916
2015-01-12,-0.010333665950414628
2015-01-13,0.0068815418390368865
2015-01-14,-0.005656158697531111
2015-01-15,0.0033184084239488154
2015-01-16,0.012756783949311457
2015-01-20,-0.007231262480276945
2015-01-21,-0.00234932151347067
2015-01-22,0.02355136703982108
2015-01-23,-0.025080386597416515
2015-01-26,0.0018879030906286953
2015-01-27,-0.02544144983533314
2015-01-28,0.014986719513885527
2015-01-29,0.01357436669410883
2015-01-30,0.0
2015-02-02,0.01245342506059477
2015-02-03,0.006730003717210664
2015-02-04,-0.00622413828830215
2015-02-05,0.009974293576665572
2015-02-06,0.0002298578494275283
2015-02-09,-0.007577338110454579
2015-02-10,0.008329512853397336
2015-02-11,-0.009408138973735825
2015-02-12,0.023627324202146083
2015-02-13,0.011088595923540057
2015-02-17,-0.012981450635505487
2015-02-18,0.004988881041153803
2015-02-19,0.010604794568330966
2015-02-20,0.0044653118049577945
2015-02-23,-0.0017781329010306823
2015-02-24,0.009351934363393655
2015-02-25,-0.00794205225939959
2015-02-26,-0.016899652021134415
2015-02-27,0.0022619023309364827
2015-03-02,0.0029335134411019315
2015-03-03,-0.012601240977939687
2015-03-04,-0.005469428524100151
2015-03-05,0.008478592654478811
2015-03-06,0.01749586175724893
2015-03-09,-0.010942324824164795
2015-03-10,-0.02935197605168638
2015-03-11,-0.008610752354798357
2015-03-12,0.018074998931807418
2015-03-13,-0.013142492356041258
2015-03-16,0.02523351056966394
2015-03-17,-0.0020505890214143063
2015-03-18,0.01963877960964422
2015-03-19,-0.005823026485381355
2015-03-20,0.013516554088332633
2015-03-23,-0.008446313387915905
2015-03-24,0.010535988679474695
2015-03-25,-0.01663725295553886
2015-03-26,-0.007444131231620688
2015-03-27,0.0043179571937979055
2015-03-30,0.019914027923002786
2015-03-31,-0.016418740612924698
2015-04-01,0.010602448709446488
2015-04-02,0.003124664212705408
2015-04-06,0.025812235993301957
2015-04-07,-0.007158232395695574
2015-04-08,0.0017478635906569284
2015-04-09,-0.0008723647139960988
2015-04-10,0.006766814129329113
2015-04-13,-0.008672746204487436
2015-04-14,-0.002406332360850194
2015-04-15,0.006577589918069782
2015-04-16,0.004356461534892553
2015-04-17,-0.028193249259063635
2015-04-20,0.014282388105520294
2015-04-21,-0.01738160307619452
2015-04-22,0.0011195118338731547
2015-04-23,0.00022356536606071842
2015-04-24,-0.011404134801000665
2015-04-27,-0.012214496353065818
2015-04-28,0.015800208936004978
2015-04-29,-0.004508245167380132
2015-04-30,-0.0040764881532078245
2015-05-01,0.009777281603462473
2015-05-04,0.004278616935157187
2015-05-05,-0.004484678744192672
2015-05-06,0.004729833573985598
2015-05-07,0.0015693338773667964
2015-05-08,0.01141408186910664
2015-05-11,0.004647234159943503
2015-05-12,0.002643290629408046
2015-05-13,0.008128298114451704
2015-05-14,0.02113758536920063
2015-05-15,-0.005121620194312615
2015-05-18,0.0008578730977493176
2015-05-19,-0.00792979023156748
2015-05-20,0.003888578126879816
2015-05-21,0.0008605590200061464
2015-05-22,-0.003440025786246137
2015-05-26,-0.014024008642910868
2015-05-27,0.005252133242172219
2015-05-28,0.00021774820703357456
2015-05-29,-0.015887185977337515
2015-06-01,-0.0015475649703230454
2015-06-02,0.0
2015-06-03,0.004651091776546545
2015-06-04,-0.01829821690591693
2015-06-05,0.005165484848424162
2015-06-08,-0.000447323272049438
2015-06-09,-0.0042464522945618866
2015-06-10,0.034358594538488996
2015-06-11,0.00195425515043679
2015-06-12,-0.004117211478971816
2015-06-15,-0.009791356206137691
2015-06-16,0.008789469852086063
2015-06-17,0.0002180456465830094
2015-06-18,0.01197699841719535
2015-06-19,-0.007101548452609463
2015-06-22,0.002817863511272556
2015-06-23,-0.004754577989058872
2015-06-24,-0.002822949091590754
2015-06-25,-0.005444894865225591
2015-06-26,-0.0008753254181380621
2015-06-29,-0.02388770341234847
2015-06-30,0.002020338444495895
2015-07-01,0.0017930064594895434
2015-07-02,-0.004920990300271599
2015-07-06,-0.0029220206882858424
2015-07-07,-0.0033814765420209225
2015-07-08,-0.02827399728266322
2015-07-09,0.016992329402024664
2015-07-10,-0.00022859352341386696
2015-07-13,0.013049027949643799
2015-07-14,0.001807879435979487
2015-07-15,-0.018948390191951603
2015-07-16,0.012416213059022407
2015-07-17,-0.004995938629388741
2015-07-20,-0.001826477320702402
2015-07-21,-0.01532131871991782
2015-07-22,-0.02345558504025025
2015-07-23,-0.008561644150882564
2015-07-24,-0.013911561710781117
2015-07-27,-0.014108953520661105
2015-07-28,0.057735145849313385
2015-07-29,0.026358744652956956
2015-07-30,0.00409114827082524
2015-07-31,-0.010864547099958766
2015-08-03,-0.010526622562360699
2015-08-04,-0.0023125002405963713
2015-08-05,0.002781324673623242
2015-08-06,-0.008090412753954612
2015-08-07,-0.01072006609343712
2015-08-10,0.03298005614037902
2015-08-11,-0.02029645090849508
2015-08-12,-0.01000970369795684
2015-08-13,0.010345921380718215
2015-08-14,0.01396335433645568
2015-08-17,0.003213032095137791
2015-08-18,-0.000457597770231577
2015-08-19,-0.006637363575961119
2015-08-20,-0.03847951794483828
2015-08-21,-0.0472082592306331
2015-08-24,-0.03445652517847275
2015-08-25,-0.03620725712106543
2015-08-26,0.027027400274256985
2015-08-27,0.03710458755147705
2015-08-28,0.007612300064042454
2015-08-31,-0.022915876855907014
2015-09-01,-0.042010211926711505
2015-09-02,0.03793355332673887
2015-09-03,0.005702590357069548
2015-09-04,-0.003866436826149622
2015-09-08,0.04165596667130056
2015-09-09,0.000745648771641072
2015-09-10,0.0027315279819724037
2015-09-11,0.0032191752732997347
2015-09-14,-0.004689821636254199
2015-09-15,0.015128560376731048
2015-09-16,0.007085482271736776
2015-09-17,-0.01334315408797826
2015-09-18,-0.026800996054312076
2015-09-21,-0.0005052905948792485
2015-09-22,-0.026035865699429617
2015-09-23,-0.01167960819337921
2015-09-24,0.005252247697436152
2015-09-25,-0.00026117458823815554
2015-09-28,-0.02038138822856439
2015-09-29,-0.0016011005631304531
2015-09-30,0.005610874677268729
2015-10-01,0.011955366330840711
2015-10-02,0.008926263251223476
2015-10-05,0.024459823088430754
2015-10-06,0.004826012647461075
2015-10-07,0.01668380183142837
2015-10-08,0.02187928955102536
2015-10-09,0.0038929220044938706
2015-10-12,-0.0012118381858905458
2015-10-13,-0.012861182971581564
2015-10-14,-0.014748731151067562
2015-10-15,-0.005738494918615555
2015-10-16,-0.019071914161628345
2015-10-19,-0.014837409981935279
2015-10-20,0.007530638114931154
2015-10-21,-0.0054122585387290645
2015-10-22,0.015029748685717825
2015-10-23,-0.0035744515073453664
2015-10-26,-0.005380266711500603
2015-10-27,0.04147396726709873
2015-10-28,0.03833741712005567
2015-10-29,-0.003572976621228796
2015-10-30,0.008128077222977037
2015-11-02,0.016362354363843368
2015-11-03,-0.018899027858359063
2015-11-04,-0.004517973487108695
2015-11-05,0.0026277735234487842
2015-11-06,0.0002380277437836753
2015-11-09,-0.01834229995289427
2015-11-10,-0.0026692224103519457
2015-11-11,0.0019466963492595912
2015-11-12,-0.006799588585898908
2015-11-13,0.0026895480535706895
2015-11-16,0.03486939578947834
2015-11-17,-0.01531551120002883
2015-11-18,0.019143223512746665
2015-11-19,0.017139887796876918
2015-11-20,0.006926074181436759
2015-11-23,-0.004814646317305549
2015-11-24,-0.005298113943452587
2015-11-25,0.003473411342618027
2015-11-27,-0.0020770652740152995
2015-11-30,-0.013181977740480577
2015-12-01,0.001171430656954131
2015-12-02,-0.02293957041707173
2015-12-03,-0.013656245518760546
2015-12-04,0.022103418504052508
2015-12-07,-0.004277529874990638
2015-12-08,-0.017183807643299298
2015-12-09,0.007531505057974952
2015-12-10,0.0031345319710978092
2015-12-11,-0.017788125086919626
2015-12-14,0.009544644205844666
2015-12-15,0.0029091847963758077
2015-12-16,0.02997347160244357
2015-12-17,-0.02792742613904564
2015-12-18,-0.009899046974910508
2015-12-21,0.007315477897972045
2015-12-22,0.018397448661445104
2015-12-23,0.016876800897762445
2015-12-24,-0.002103741046761254
2015-12-28,-0.003045314372068453
2015-12-29,0.009868418960339964
2015-12-30,-0.012331659215646273
2015-12-31,-0.010365167236790152
2016-01-04,-0.012139738586206317
2016-01-05,0.0024093277840362415
2016-01-06,-0.03004769702959842
2016-01-07,-0.02056999346070032
2016-01-08,-0.011386980311109962
2016-01-11,-0.004606522377994526
2016-01-12,0.00488499260663211
2016-01-13,-0.028914539552231
2016-01-14,0.00026311388867350516
2016-01-15,-0.016069258787571816
2016-01-19,-0.014725582387407843
