Date,TRMB
2015-01-05,-0.03270156691774306
2015-01-06,-0.014214399902925279
2015-01-07,-0.012470759810097598
2015-01-08,0.013022885624266678
2015-01-09,-0.0019477692603017127
2015-01-12,0.0015612414858885426
2015-01-13,0.008183982582621319
2015-01-14,-0.02126019043552063
2015-01-15,-0.022116882807737714
2015-01-16,-0.0008077729232143227
2015-01-20,-0.006063040417057075
2015-01-21,0.004066709265929003
2015-01-22,0.03159168742102447
2015-01-23,0.0035335749907421388
2015-01-26,0.00704226560785437
2015-01-27,-0.026806547793051583
2015-01-28,-0.018762448210343452
2015-01-29,0.00040684413803404595
2015-01-30,-0.030500203145426563
2015-02-02,0.0012584180559349623
2015-02-03,0.025973980313637846
2015-02-04,0.03756635708012257
2015-02-05,0.03699333096034452
2015-02-06,0.0034155655136605123
2015-02-09,0.0018910452364075958
2015-02-10,-0.005284990217367946
2015-02-11,0.002656534869481364
2015-02-12,0.03179410106594216
2015-02-13,-0.014306653938881309
2015-02-17,-0.019352454094620275
2015-02-18,-0.0022770195473915678
2015-02-19,0.004184050938467632
2015-02-20,0.004924282954306802
2015-02-23,-0.009800234532700625
2015-02-24,0.0019032826870686304
2015-02-25,0.0037994066348485678
2015-02-26,-0.007570051565552793
2015-02-27,-0.0030511031960748225
2015-03-02,0.004590697859041315
2015-03-03,-0.0019040801208443092
2015-03-04,-0.0007630122515680515
2015-03-05,0.0064910298903153585
2015-03-06,-0.009863437893083082
2015-03-09,-0.004980883763033628
2015-03-10,-0.020408116800539777
2015-03-11,0.028694949957215776
2015-03-12,-0.003056932498006426
2015-03-13,-0.027213529615516818
2015-03-16,0.003940125483704149
2015-03-17,-0.004317060634973391
2015-03-18,0.001182450859460893
2015-03-19,-0.008267680615217543
2015-03-20,0.028979735083742852
2015-03-23,-0.005787022302807032
2015-03-24,-0.006208763856032751
2015-03-25,-0.034752099796410474
2015-03-26,-0.012135891803948362
2015-03-27,-0.0069615100639977
2015-03-30,0.008247454141833144
2015-03-31,0.030674845668586803
2015-04-01,-0.01944451046157991
2015-04-02,-0.0012140340108601766
2015-04-06,0.0032414879544906405
2015-04-07,-0.0024232417361771397
2015-04-08,-0.007692329076471105
2015-04-09,0.03590367819456963
2015-04-10,0.014572699808108158
2015-04-13,-0.01086959177630653
2015-04-14,-0.010988963278148467
2015-04-15,0.028571400458581087
2015-04-16,-0.01080249559495916
2015-04-17,-0.024180926156147864
2015-04-20,0.019984012424142383
2015-04-21,0.0023510762094884896
2015-04-22,0.0058639413204713
2015-04-23,-0.00038866028215123194
2015-04-24,-0.01321929088899132
2015-04-27,0.016548466910243143
2015-04-28,-0.02674413360903638
2015-04-29,0.018717614573085184
2015-04-30,-0.0058639413204713
2015-05-01,0.03263861241626187
2015-05-04,-0.024371644480967625
2015-05-05,-0.008977417722514147
2015-05-06,-0.0019692492423191155
2015-05-07,-0.001973134836600998
2015-05-08,0.007908218598285055
2015-05-11,0.0003923196928847794
2015-05-12,-0.018039179783241432
2015-05-13,-0.009984025194063606
2015-05-14,0.01573212485862241
2015-05-15,-0.010722813919433194
2015-05-18,-0.004817299583292911
2015-05-19,-0.014925406436820499
2015-05-20,-0.006552000283056136
2015-05-21,-0.00659521211469849
2015-05-22,0.006224050462904085
2015-05-26,-0.017731971347454856
2015-05-27,0.0012594746863925366
2015-05-28,-0.0008385936035125718
2015-05-29,-0.016365899743896573
2015-06-01,0.0004266309152727299
2015-06-02,0.0063965720106642365
2015-06-03,0.010169481662661628
2015-06-04,-0.027265084495383896
2015-06-05,0.0021560688188477783
2015-06-08,-0.0030120350909474958
2015-06-09,-0.006905474617404539
2015-06-10,0.006953491778382448
2015-06-11,-0.0030211348551456574
2015-06-12,-0.0060606621075806055
2015-06-15,-0.007404101730138057
2015-06-16,0.009653326218368008
2015-06-17,-0.003911349486860227
2015-06-18,0.02486909655003733
2015-06-19,0.003831424157719532
2015-06-22,0.0025445066215654677
2015-06-23,0.0008460430744523517
2015-06-24,-0.009721028897702433
2015-06-25,-0.004268048662706803
2015-06-26,0.006429473597119761
2015-06-29,-0.020017006921531078
2015-06-30,0.019556664542140556
2015-07-01,0.00042626723239957975
2015-07-02,0.006391202823493591
2015-07-06,-0.0038103365533500577
2015-07-07,-0.005949906201087707
2015-07-08,-0.009833242763491401
2015-07-09,-0.010794473300824947
2015-07-10,0.006547342624588337
2015-07-13,0.023850874117385956
2015-07-14,0.005929664804288803
2015-07-15,-0.00842108475534542
2015-07-16,-0.0004245571913849
2015-07-17,0.002124011687168803
2015-07-20,0.012717220649429928
2015-07-21,-0.010464629819468496
2015-07-22,-0.001268983928570222
2015-07-23,0.005082546750640571
2015-07-24,-0.026548637712583423
2015-07-27,-0.019480552186502686
2015-07-28,0.006181072819203548
2015-07-29,0.003510308051438038
2015-07-30,0.019239117208695866
2015-07-31,-0.009008969939252043
2015-08-03,-0.011688331311901612
2015-08-04,0.0008760603517525833
2015-08-05,-0.16061269212363527
2015-08-06,0.0177268064222158
2015-08-07,0.009221326893165571
2015-08-10,0.027411116104857358
2015-08-11,-0.016304344240999136
