Date,BA
2015-01-05,-0.006925627621368169
2015-01-06,-0.011778542872312947
2015-01-07,0.015525875364538644
2015-01-08,0.01768201417702553
2015-01-09,-0.001972750665812484
2015-01-12,-0.005093585996879368
2015-01-13,0.0022923806471668584
2015-01-14,-0.006022556422978442
2015-01-15,-0.0018408231879760706
2015-01-16,0.00491787016072065
2015-01-20,0.0033644312496372564
2015-01-21,0.009068814058167396
2015-01-22,0.024393825482769582
2015-01-23,-0.007520013572076878
2015-01-26,-0.004085237522549634
2015-01-27,-0.011859779770370005
2015-01-28,0.05404596230775227
2015-01-29,0.05829270344994142
2015-01-30,-0.016307972878561006
2015-02-02,0.00612205000106214
2015-02-03,0.007384372783969528
2015-02-04,-0.0008147609438581283
2015-02-05,0.00937389532147792
2015-02-06,-0.004037736730689412
2015-02-09,-0.0028378271490493434
2015-02-10,0.003117206319243504
2015-02-11,0.005369247895185447
2015-02-12,0.0011493232941515164
2015-02-13,0.011073993034935947
2015-02-17,0.00126906463023424
2015-02-18,0.008338101184381719
2015-02-19,0.017066717990197544
2015-02-20,0.02965837012093253
2015-02-23,-0.02255042968845833
2015-02-24,-0.002326755854679119
2015-02-25,-0.008873973205230423
2015-02-26,-0.008365528127010302
2015-02-27,-0.005799669151912656
2015-03-02,0.01955577021484367
2015-03-03,0.01150827109424113
2015-03-04,-0.007842016158603471
2015-03-05,0.0007775825271520986
2015-03-06,-0.008739603480620639
2015-03-09,0.010645327018616646
2015-03-10,-0.015056436848320809
2015-03-11,-0.008201108428839254
2015-03-12,0.005754972043509943
2015-03-13,-0.0030912140798609045
2015-03-16,0.013854873760769992
2015-03-17,0.005466486571690021
2015-03-18,0.00789581266407069
2015-03-19,-0.010402893045068029
2015-03-20,0.0025307979000250835
2015-03-23,-0.010938432877696247
2015-03-24,-0.0075911719012038414
2015-03-25,-0.022551888070631576
2015-03-26,-0.0004046093887626334
2015-03-27,0.004589301514113853
2015-03-30,0.02586460052104056
2015-03-31,-0.01715745108374378
2015-04-01,-0.00959531332243646
2015-04-02,0.004306146421809931
2015-04-06,0.011052848902003642
2015-04-07,0.00920961709787993
2015-04-08,0.006827760267878791
2015-04-09,0.00039107489971845766
2015-04-10,0.0062572386687991255
2015-04-13,-0.0073841394533809
2015-04-14,-0.00019574714989889497
2015-04-15,-0.005091101357800554
2015-04-16,-0.003017671275509559
2015-04-17,-0.015595422859937869
2015-04-20,0.020521446574280677
2015-04-21,0.004322970311265495
2015-04-22,-0.013956724102271112
2015-04-23,-0.008730804958886229
2015-04-24,-0.009808100125295427
2015-04-27,-0.004043560815175651
2015-04-28,-0.0019621817217716497
2015-04-29,-0.009219556626720138
2015-04-30,-0.019226662541238504
2015-05-01,0.009278378199875537
2015-05-04,-0.004492809275922549
2015-05-05,-0.00770733403967494
2015-05-06,-0.006760605622724403
2015-05-07,0.0031909478590141926
2015-05-08,0.02805829825444839
2015-05-11,0.002955942632659081
2015-05-12,-0.003152947661824612
2015-05-13,0.0013063231156522637
2015-05-14,0.016069161008329447
2015-05-15,-0.007299055041057989
2015-05-18,-0.0011574805818791445
2015-05-19,0.002317408926850728
2015-05-20,-0.00428445279878964
2015-05-21,0.006351905171490646
2015-05-22,-0.017237728514281958
2015-05-26,-0.013880349266840453
2015-05-27,0.0014002371451087292
2015-05-28,-0.0046850064612885545
2015-05-29,-0.012716921415239502
2015-06-01,0.0051950300241887515
2015-06-02,0.014159074645285097
2015-06-03,0.003909515107795691
2015-06-04,-0.018218459665705455
2015-06-05,-0.00325784272081997
2015-06-08,-0.0006399012003319715
2015-06-09,-0.003839538103921347
2015-06-10,0.010849461166936969
2015-06-11,0.009462044584588547
2015-06-12,-0.001119321504132853
2015-06-15,-0.003571352735734723
2015-06-16,0.000351435032436509
2015-06-17,0.007657684427680556
2015-06-18,0.01359516761471613
2015-06-19,-0.001719294278760275
2015-06-22,0.003927425954772579
2015-06-23,-0.008716705676131364
2015-06-24,-0.009901164894502434
2015-06-25,-0.003845930496631289
2015-06-26,0.000210442800679278
2015-06-29,-0.026319283387464587
2015-06-30,-7.19664883297444e-05
2015-07-01,0.01448984041353829
2015-07-02,-0.0036951937690492542
2015-07-06,0.002210852203193836
2015-07-07,0.018715937960267715
2015-07-08,-0.008592042589466331
2015-07-09,0.006200593054813686
2015-07-10,0.011764718656814832
2015-07-13,0.014811875209349123
2015-07-14,0.0077068755204707795
2015-07-15,-0.005820722719720339
2015-07-16,0.010892338288337688
2015-07-17,-0.011111445004160059
2015-07-20,-0.0008173089276393153
2015-07-21,-0.011723169464241234
2015-07-22,0.010138076261859252
2015-07-23,-0.002458238527828116
2015-07-24,-0.0140301226889189
2015-07-27,-0.021032964284968925
2015-07-28,0.005530573790082816
2015-07-29,0.01643042536555117
