Date,ROP
2015-01-05,-0.029306615548243542
2015-01-06,-0.013944564833536899
2015-01-07,0.010223264947933464
2015-01-08,0.006746538316596995
2015-01-09,-0.005518959900385534
2015-01-12,-0.01453352674479691
2015-01-13,-0.0022794074519985053
2015-01-14,-0.005308373402530875
2015-01-15,-0.01459048858389056
2015-01-16,-0.0008911776307627406
2015-01-20,0.0019894250747523046
2015-01-21,0.01033985380865432
2015-01-22,0.01816330605570049
2015-01-23,-0.003527835377478916
2015-01-26,0.040080274837657415
2015-01-27,0.009505262225095068
2015-01-28,-0.016669000624178754
2015-01-29,0.012098974596595813
2015-01-30,-0.01336049415793572
2015-02-02,0.019178358810559182
2015-02-03,0.01500291625337602
2015-02-04,-0.009644870394194704
2015-02-05,0.025233660978154715
2015-02-06,-0.006106637556351657
2015-02-09,0.00484089426277956
2015-02-10,0.009141657898784183
2015-02-11,0.0
2015-02-12,0.010343583955616742
2015-02-13,0.007027502389816975
2015-02-17,0.009565405643565894
2015-02-18,0.0020850000227303767
2015-02-19,-0.004578884602706612
2015-02-20,0.0053767543735037115
2015-02-23,0.0006535382887018493
2015-02-24,-0.003206279894114261
2015-02-25,0.0009531326948881702
2015-02-26,0.0032136268753724107
2015-02-27,-0.005931933275620804
2015-03-02,0.005847794600283063
2015-03-03,-0.007119031054426683
2015-03-04,-0.0033465717330016798
2015-03-05,0.010911565015139013
2015-03-06,-0.015420027069670161
2015-03-09,0.0125899827507292
2015-03-10,-0.014812872096160445
2015-03-11,0.002173691869155503
2015-03-12,0.015846335834971192
2015-03-13,-0.009964610368416893
2015-03-16,0.020728552383562304
2015-03-17,-0.009390629891598112
2015-03-18,0.01321238148995163
2015-03-19,-0.010759529596513606
2015-03-20,0.013358955333224065
2015-03-23,0.00040857884913703124
2015-03-24,0.0018077080922929145
2015-03-25,-0.006751721942770406
2015-03-26,-0.0009961049935754973
2015-03-27,0.005455380236051077
2015-03-30,0.015226561257815074
2015-03-31,-0.011607975702761841
2015-04-01,-0.012965127977081381
2015-04-02,0.009483172727564826
2015-04-06,0.004376809897557399
2015-04-07,-0.006855632070831286
2015-04-08,-0.0053895814718418755
2015-04-09,0.0041820887913412985
2015-04-10,-0.0010559514515220414
2015-04-13,-0.006928661209099962
2015-04-14,0.002897676539908245
2015-04-15,0.009432093466068991
2015-04-16,-0.003328818419032764
2015-04-17,-0.02091981417020572
2015-04-20,0.012030256226830627
2015-04-21,-0.005026887198763985
2015-04-22,0.0041008083019282715
2015-04-23,0.0066304453578343026
2015-04-24,-0.0007648220006424289
2015-04-27,0.01547794178668438
2015-04-28,0.002202325362502977
2015-04-29,-0.010293175253076381
2015-04-30,-0.017411652576101222
2015-05-01,0.00796812441809136
2015-05-04,0.0052504242680158075
2015-05-05,-0.012675830057126802
2015-05-06,0.00047544905368290813
2015-05-07,0.003327043247517869
2015-05-08,0.020487571630150914
2015-05-11,-0.00707869536065886
2015-05-12,0.007655239802738301
2015-05-13,0.010091121935243974
2015-05-14,0.0125163859076447
2015-05-15,-0.00153115682165339
2015-05-18,0.0007389065067404665
2015-05-19,0.0022693537350420012
2015-05-20,0.0015855289917958704
2015-05-21,0.001752353361817116
2015-05-22,-0.0002819130719853291
2015-05-26,-0.00812865082933445
2015-05-27,0.011268642431985443
2015-05-28,-0.002870282758335674
2015-05-29,-0.012529894887275628
2015-06-01,-0.0002854297426870822
2015-06-02,0.004687999974794188
2015-06-03,0.003926392749220131
2015-06-04,-0.011846575355554778
2015-06-05,0.004244664416940935
2015-06-08,-0.0032557981927292534
2015-06-09,0.0032664330395160146
2015-06-10,0.01125271478537515
2015-06-11,0.0037846373095584696
2015-06-12,-0.01052297276602876
2015-06-15,-0.010634698997395442
2015-06-16,0.0006323386383504381
2015-06-17,0.002068164127240646
2015-06-18,0.014732620887307979
2015-06-19,-0.004858376186860136
2015-06-22,0.00931036735565205
2015-06-23,-0.004950107814381988
2015-06-24,-0.006895654472399482
2015-06-25,-0.0034151677065255015
2015-06-26,0.005083003819380982
2015-06-29,-0.019376851193983802
2015-06-30,-0.0006374682956500344
2015-07-01,0.009045474269449016
2015-07-02,0.0032754419811515945
2015-07-06,-0.005842401382843754
2015-07-07,0.00835383418922686
2015-07-08,-0.019740130374710785
2015-07-09,0.001400876728894218
2015-07-10,0.00460497292923856
2015-07-13,0.020887662501517745
2015-07-14,0.0048876537826814115
2015-07-15,-0.005146652876837243
2015-07-16,0.0067081833064019936
2015-07-17,-0.0006772891688391347
2015-07-20,0.00016939131809134977
2015-07-21,-0.01141304765308393
2015-07-22,0.00017141039302015493
2015-07-23,-0.00680002508285571
