Date,ACGL
2015-01-05,-0.005983975242696449
2015-01-06,0.0022359196985737295
2015-01-07,0.005834934613352161
2015-01-08,0.01740325697355649
2015-01-09,-0.008720501640511857
2015-01-12,-0.003045100718803373
2015-01-13,0.003902857936420423
2015-01-14,-0.004394840520089871
2015-01-15,0.0037351500710964824
2015-01-16,0.002198957846250904
2015-01-20,-0.008438941981816828
2015-01-21,0.003404326014737391
2015-01-22,0.012213768665907176
2015-01-23,-0.004357277602562437
2015-01-26,0.005386288271255424
2015-01-27,0.0021763999183963545
2015-01-28,-0.010023394521789464
2015-01-29,-0.0035436928350039976
2015-01-30,-0.01828957667572506
2015-02-02,0.015352811452066684
2015-02-03,0.01274208202528726
2015-02-04,0.004026212984486355
2015-02-05,0.010192070816241294
2015-02-06,-0.0074429672260420965
2015-02-09,-0.003999376288223
2015-02-10,0.009369383119606
2015-02-11,-0.0013260874465650385
2015-02-12,-0.010954373854362598
2015-02-13,0.006041346659047209
2015-02-17,-0.010508818745335713
2015-02-18,0.012306183169014773
2015-02-19,0.001831809614455171
2015-02-20,-0.00199470206651009
2015-02-23,-0.008161229304895823
2015-02-24,-0.002015134832750509
2015-02-25,-0.00942288356721277
2015-02-26,0.0005096539872604389
2015-02-27,0.0044142404026770166
2015-03-02,0.008113575202305379
2015-03-03,-0.0026826574088685273
2015-03-04,-0.0021857497814755655
2015-03-05,0.009435585465698448
2015-03-06,-0.0006676418301964082
2015-03-09,0.010689808016451474
2015-03-10,-0.011733607169544302
2015-03-11,0.01605348222423042
2015-03-12,0.011356227687482567
2015-03-13,0.001464572016627308
2015-03-16,0.008937290630033123
2015-03-17,0.0
2015-03-18,0.01014662131902111
2015-03-19,-0.011798530697958776
2015-03-20,0.011455414321627222
2015-03-23,-0.00047859827721896675
2015-03-24,-0.0007979497042956973
2015-03-25,-0.008624815803121466
2015-03-26,-0.0020944479291586937
2015-03-27,-0.0016144504291437656
2015-03-30,0.013583391036861459
2015-03-31,-0.017230368673593066
2015-04-01,0.0035714341535388883
2015-04-02,0.0014559037446812972
2015-04-06,0.00226130631286936
2015-04-07,-0.004512505665967725
2015-04-08,0.004694869525530221
2015-04-09,0.005478498099722007
2015-04-10,0.00849366458853451
2015-04-13,-0.0014302235095965399
2015-04-14,0.0014322719786525884
2015-04-15,-0.006356304563308934
2015-04-16,-0.0023988260216470936
2015-04-17,-0.012504044313911722
2015-04-20,0.0071428683070777765
2015-04-21,-0.008381746328578799
2015-04-22,-0.003738547574120732
2015-04-23,-0.00032635371008404856
2015-04-24,-0.0004895921643254253
2015-04-27,-0.008001309625006892
2015-04-28,0.004608970504768051
2015-04-29,-0.00475159878762299
2015-04-30,-0.000987827363323257
2015-05-01,0.008404686362357028
2015-05-04,0.007190728366105681
2015-05-05,-0.002758409923284799
2015-05-06,0.004067647986947476
2015-05-07,0.011829570249390908
2015-05-08,0.0036834629273783115
2015-05-11,0.0033508734566614073
2015-05-12,-0.005884207238320394
2015-05-13,0.0
2015-05-14,0.015037626555772121
2015-05-15,-0.005516197499672804
2015-05-18,0.01774966679559986
2015-05-19,0.008875693625857162
2015-05-20,-0.0001543619367612159
