Date,ERIE
2015-01-05,-0.03604240359722033
2015-01-06,-0.023339763200848185
2015-01-07,0.026156256259617372
2015-01-08,0.02236168696955554
2015-01-09,-0.012692812784570684
2015-01-12,0.007231893438142345
2015-01-13,0.005241893194428471
2015-01-14,-0.004761464726707576
2015-01-15,-0.0011389315697032387
2015-01-16,0.008210501579130502
2015-01-20,-0.005994876546718486
2015-01-21,-0.00022761956149652818
2015-01-22,0.024356736894901587
2015-01-23,-0.0062220311039876686
2015-01-26,0.004025363634532431
2015-01-27,-0.007461568092949733
2015-01-28,-0.005497596693072371
2015-01-29,0.003046078683206277
2015-01-30,-0.025306281519073548
2015-02-02,0.036348822926868474
2015-02-03,0.0014474072726251563
2015-02-04,-0.0024457099916570524
2015-02-05,0.010476764420855877
2015-02-06,-0.001875116550266842
2015-02-09,-0.014918801803562531
2015-02-10,0.00527279558458682
2015-02-11,0.011382526621827482
2015-02-12,0.004634325817776785
2015-02-13,-0.0019770387971936865
2015-02-17,0.0075931972771619005
2015-02-18,0.008737565949488157
2015-02-19,-0.0017324186134936026
2015-02-20,0.003145312752015572
2015-02-23,0.0056226051491603535
2015-02-24,-0.0029033784062526546
2015-02-25,-0.011429538724096688
2015-02-26,0.00970753536185942
2015-02-27,-0.061142839228254586
2015-03-02,0.006673631976599426
2015-03-03,-0.009029826299232768
2015-03-04,-0.018223540130304916
2015-03-05,0.011513058349693184
2015-03-06,-0.0130082935831618
2015-03-09,0.0025890308839799925
2015-03-10,-0.011971579115695352
2015-03-11,0.008552734633039627
2015-03-12,0.02968203903012112
2015-03-13,-0.0035459997411044775
2015-03-16,0.009298625352063494
2015-03-17,0.0009100639492720664
2015-03-18,0.0006812633650625788
2015-03-19,-0.002952232665351273
2015-03-20,0.02391794945968173
2015-03-23,0.011902181384122468
2015-03-24,-0.016928803298876027
2015-03-25,-0.02303466181537661
2015-03-26,-0.010758783966043461
2015-03-27,-0.0004627637962090203
2015-03-30,0.02488695816660247
2015-03-31,-0.014456862868676867
2015-04-01,-0.0012603565359246005
2015-04-02,1.1621579037335295e-05
2015-04-06,0.0016189565418336382
2015-04-07,-0.008543797028425004
2015-04-08,0.0018629710314530534
2015-04-09,-0.004881823152320108
2015-04-10,-0.0025697601041809737
2015-04-13,0.014052862653488818
2015-04-14,-0.003811238679352291
2015-04-15,-0.0026661104662057955
2015-04-16,-0.005811913512940414
2015-04-17,-0.012744120049391738
2015-04-20,0.015869076173694152
2015-04-21,-0.0011655228277226426
2015-04-22,-0.0029176018532991455
2015-04-23,0.005267525533168449
2015-04-24,-0.0024454554302105747
2015-04-27,-0.013073837887342732
2015-04-28,0.0
2015-04-29,-0.010289059817045532
2015-04-30,-0.011113788739864128
2015-05-01,-0.0319036640068846
2015-05-04,0.00574223420342812
2015-05-05,-0.0037236294383674595
2015-05-06,0.0013702973557900844
2015-05-07,0.007464623848581153
2015-05-08,0.006791773649784449
2015-05-11,-0.006378084793275396
2015-05-12,-0.004690416022749333
2015-05-13,0.004836492379694857
2015-05-14,0.008764047061045943
2015-05-15,-0.01027785905768508
2015-05-18,0.007664286306004797
2015-05-19,0.001594660377170598
2015-05-20,-0.00036749458877538554
2015-05-21,-0.006126806313853428
2015-05-22,-0.0019719446116223116
2015-05-26,-0.002841770753520767
2015-05-27,0.010158559038024428
2015-05-28,0.008339618818178796
2015-05-29,-0.01082448959829152
2015-06-01,0.0006148253824629357
2015-06-02,-0.00872456231442642
2015-06-03,0.005578221042054521
2015-06-04,-0.005547277104185788
2015-06-05,-0.007313696867746966
2015-06-08,-0.0007493672217933067
2015-06-09,0.0011246824755355433
2015-06-10,0.014479669391084249
2015-06-11,0.013535676112051087
2015-06-12,-0.003035078482932385
2015-06-15,-0.002922889077177304
2015-06-16,0.009770659275222693
2015-06-17,-0.0036286023949780866
2015-06-18,0.008497143163443965
2015-06-19,-0.0009625345409288721
2015-06-22,-0.000963927571786094
2015-06-23,0.002532401678619234
2015-06-24,-0.010104716685173099
2015-06-25,-0.003281090839705847
2015-06-26,-0.004876754623233115
2015-06-29,-0.007718802192863916
2015-06-30,0.013335027473101002
2015-07-01,0.03131508203758426
2015-07-02,-0.006896445436627374
2015-07-06,0.0014391019838086994
2015-07-07,0.01077815634938517
2015-07-08,-0.010899780707482432
2015-07-09,0.003713254242927677
2015-07-10,0.012411873229228432
2015-07-13,-0.0027114987069593033
2015-07-14,-0.0036640971950470114
2015-07-15,-0.0004747491988109642
2015-07-16,0.007121889996543729
2015-07-17,-0.0038892779170911496
2015-07-20,-0.006862012314879595
2015-07-21,-0.012747323668359956
2015-07-22,0.007481522888070247
2015-07-23,-0.0049108838236219254
2015-07-24,-0.0010834258685087361
2015-07-27,-0.007711627116248065
2015-07-28,-0.006678644875591111
2015-07-29,0.00024465886726687813
2015-07-30,-0.0035448115252061374
2015-07-31,0.05862868791558107
2015-08-03,0.0006954018744311785
2015-08-04,0.000462761206228679
2015-08-05,-0.002777279550523981
2015-08-06,-0.005686376777354285
2015-08-07,0.006069154102907204
2015-08-10,-0.0033643598242709682
2015-08-11,0.0012803558755627442
2015-08-12,-0.01011375537363246
2015-08-13,0.006341513052573466
2015-08-14,0.012837438713475313
2015-08-17,0.00852616712983889
2015-08-18,0.003312910253793433
2015-08-19,-0.002391293291303609
2015-08-20,-0.012441337975532152
2015-08-21,-0.02311600509417755
2015-08-24,-0.03502166506598403
2015-08-25,-0.015570691695944494
2015-08-26,0.020301028108312247
2015-08-27,0.009033503571491242
2015-08-28,0.0002417655354358672
2015-08-31,-0.008587847430769457
2015-09-01,-0.01964099188698676
2015-09-02,0.02003448912535788
2015-09-03,-0.012199278700355642
2015-09-04,-0.014573257159849029
2015-09-08,0.011279790087791453
2015-09-09,-0.005577106577959068
2015-09-10,0.0024927217970531768
2015-09-11,0.0012431426378978205
2015-09-14,-0.0037250354729864155
2015-09-15,-0.0016203647295872647
2015-09-16,0.003994612591255331
2015-09-17,0.0079575574689974
2015-09-18,-0.0018502822537596053
2015-09-21,0.009886148908874182
2015-09-22,-0.01138038863084756
2015-09-23,0.0013617348012575636
2015-09-24,-0.004326318842447829
2015-09-25,0.011172648560504372
2015-09-28,-0.003928423911572554
