Date,VLO
2015-01-05,-0.04111995757363329
2015-01-06,-0.012223127351488672
2015-01-07,-0.0077597920112351115
2015-01-08,0.057281387028829345
2015-01-09,-0.027389173668841416
2015-01-12,-0.026310234582643144
2015-01-13,-0.029977041720869124
2015-01-14,-0.023721288274014096
2015-01-15,-0.017610217134152117
2015-01-16,0.03017942774198845
2015-01-20,0.02444904119203173
2015-01-21,0.014620848735592107
2015-01-22,0.01716470118387181
2015-01-23,0.04499970238808482
2015-01-26,0.020534177609813575
2015-01-27,0.000781271560014396
2015-01-28,0.005465644528148239
2015-01-29,0.011065747920260938
2015-01-30,0.015361286846838684
2015-02-02,0.029500709415357207
2015-02-03,-0.0011022635114130708
2015-02-04,-0.0016548486418408448
2015-02-05,0.013262008140435322
2015-02-06,-0.0027266338131731738
2015-02-09,-0.0001840383371510823
2015-02-10,0.019651154246312696
2015-02-11,-0.002881590646284571
2015-02-12,0.021495614872232505
2015-02-13,0.036251107096042734
2015-02-17,0.0022182953001346206
2015-02-18,0.009194564564918739
2015-02-19,0.015353696507073078
2015-02-20,0.008972930546675473
2015-02-23,0.029314967251007795
2015-02-24,-0.014400126312719919
2015-02-25,-0.005357054249245818
2015-02-26,0.01142511799509105
2015-02-27,-0.004518885510914061
2015-03-02,-0.048954299726121864
2015-03-03,0.024032816972945348
2015-03-04,-0.016644483929821874
2015-03-05,0.014895004547327506
2015-03-06,-0.020346657362137255
2015-03-09,-0.0023834419048825994
2015-03-10,-0.014163781303628942
2015-03-11,-0.0005193910620348019
2015-03-12,0.0006927491135924058
2015-03-13,0.012979954893507673
2015-03-16,0.01930651230010727
2015-03-17,0.004022729457628049
2015-03-18,0.03439065918933948
2015-03-19,-0.018721448110274874
2015-03-20,0.0123355078894265
2015-03-23,0.01527206682063964
2015-03-24,-0.006721146522661314
2015-03-25,0.027549544629567047
2015-03-26,-0.006271454355470274
2015-03-27,-0.023824513525237068
2015-03-30,0.030547596557271905
2015-03-31,-0.0021957877037145357
2015-04-01,-0.0026716220724531947
2015-04-02,-0.05752563261271959
2015-04-06,-0.004515356980544949
2015-04-07,-0.01579009665614528
2015-04-08,0.000512024166055669
2015-04-09,0.005117328377088226
2015-04-10,0.013747714211298279
2015-04-13,-0.03800448586272842
2015-04-14,-0.004698942902215397
2015-04-15,-0.0013988228509362877
2015-04-16,0.020136646433367433
2015-04-17,-0.012014905202702542
2015-04-20,-0.0015636589898806452
2015-04-21,0.014964278020198174
2015-04-22,0.017486519938675782
2015-04-23,-0.0020217741692816205
2015-04-24,0.013844298798964427
2015-04-27,-0.010824324183919654
2015-04-28,-0.011784123734070118
2015-04-29,-0.013288361730360743
2015-04-30,-0.01761020659483925
2015-05-01,0.03514919677359418
2015-05-04,-0.013412437957974976
2015-05-05,-0.0015487608484919813
2015-05-06,-0.008617770807863745
2015-05-07,0.004694040509062081
2015-05-08,0.02249536008126718
2015-05-11,-0.007156407070406545
2015-05-12,-0.012699574215655263
2015-05-13,0.013036756615520728
2015-05-14,0.0259095652272312
2015-05-15,-0.0028435780113115205
2015-05-18,0.013250689558992113
2015-05-19,-0.00877332498128125
2015-05-20,0.005845046037938451
2015-05-21,0.006308811191768404
2015-05-22,0.0062699162210198
2015-05-26,-0.023938288649689943
2015-05-27,-0.006383472287654568
2015-05-28,-0.0038885609200829396
2015-05-29,0.0054314846054706045
2015-06-01,-0.0077654005460108255
2015-06-02,-0.004593083447721913
2015-06-03,-0.012818300397530513
2015-06-04,-0.015235910491105176
2015-06-05,0.015119704742461826
2015-06-08,-0.0020781609467024342
2015-06-09,-0.008156792276735603
2015-06-10,0.018547459690897217
2015-06-11,0.024737944468888662
2015-06-12,-0.013411486467231226
2015-06-15,-0.006456750466147465
2015-06-16,0.007695852234347544
2015-06-17,0.011711126071521694
2015-06-18,0.011071796817917035
2015-06-19,0.00099536774791531
2015-06-22,-0.006795827118078357
2015-06-23,0.020527548440425925
2015-06-24,-0.00883115723982053
2015-06-25,-0.004949297001718755
2015-06-26,0.009782484099009281
2015-06-29,-0.0055828470680974185
2015-06-30,0.033685704669917715
2015-07-01,0.029872202543307136
2015-07-02,0.0038776492831480436
2015-07-06,0.009579726756333118
2015-07-07,-0.010560010775361395
2015-07-08,-0.010363521291478994
2015-07-09,0.0020316924111525303
2015-07-10,0.027140958890212286
2015-07-13,0.015490142448253419
2015-07-14,-0.00837467548058124
2015-07-15,-0.016890377292246184
2015-07-16,0.03482151142144119
2015-07-17,0.007115500575815226
2015-07-20,-0.02016507484048824
2015-07-21,-0.0037555813832137463
2015-07-22,0.005277205899497872
2015-07-23,-0.014249041343163293
2015-07-24,-0.0003047649564072996
2015-07-27,-0.02009085162473323
2015-07-28,0.010717649925189976
2015-07-29,0.014906602636273636
2015-07-30,-0.027407173375367244
2015-07-31,0.02772975401605704
2015-08-03,-0.01432917211017315
2015-08-04,-0.0035571504140746724
2015-08-05,0.006052958984707368
2015-08-06,0.013267733943840287
2015-08-07,-0.003958679029581691
2015-08-10,0.05472313406862561
2015-08-11,0.020724715302816055
2015-08-12,-0.0034076383916402664
2015-08-13,-0.007265921021715638
2015-08-14,-0.02238817709002261
2015-08-17,0.0234879331493012
2015-08-18,-0.003585369707823638
2015-08-19,-0.02303148706569491
2015-08-20,-0.009135405132878804
2015-08-21,-0.09085487221174682
2015-08-24,-0.04285263200791678
2015-08-25,-0.015550216368382497
2015-08-26,0.021523856859236856
2015-08-27,-0.00849608854664441
2015-08-28,0.0111397417510255
2015-08-31,0.005762559232447728
2015-09-01,-0.0326929630037629
2015-09-02,0.02804875131907769
2015-09-03,0.006609109232742494
2015-09-04,-0.0158250973766908
2015-09-08,0.040540534010490736
2015-09-09,0.013316206379790252
2015-09-10,0.021252286658161923
2015-09-11,-0.0006354398253294313
2015-09-14,-0.034652502795512685
2015-09-15,0.011690712403804593
2015-09-16,-0.018554482302512887
2015-09-17,0.004809399551197746
2015-09-18,-0.011223049221478987
2015-09-21,-0.0036722608131294354
2015-09-22,-0.007873727316594747
2015-09-23,0.010131374719189123
2015-09-24,-0.0003341553100613126
2015-09-25,0.016889648332779617
2015-09-28,-0.048182873384564506
2015-09-29,0.014858283759680013
2015-09-30,0.023152841126980572
2015-10-01,0.03560730855540495
2015-10-02,0.01381753199962743
2015-10-05,0.023454844495278238
2015-10-06,-0.009910332916812203
2015-10-07,0.010165930996188566
2015-10-08,0.01734002568017967
2015-10-09,-0.022979439136944335
2015-10-12,0.004672741338945352
2015-10-13,-0.036279214318837516
2015-10-14,-0.012548284130738385
2015-10-15,0.03193233066442813
2015-10-16,0.0064731541163711714
2015-10-19,-0.03639229287964851
2015-10-20,-0.021976378607423852
2015-10-21,-0.01298271284974195
2015-10-22,0.01787534562460058
2015-10-23,0.023028847368879113
2015-10-26,0.0024288398241163467
2015-10-27,0.009046513504326947
2015-10-28,0.015370291406056724
2015-10-29,0.03768507998919213
2015-10-30,0.0016716035245929461
2015-11-02,0.03200864138953374
2015-11-03,0.023077674993113195
2015-11-04,0.021551744431934416
2015-11-05,0.011673894131180251
2015-11-06,0.000277818949231623
2015-11-09,-0.02029179770472367
2015-11-10,0.011774916188010964
2015-11-11,-0.0021032458430593204
2015-11-12,-0.024729859878654836
2015-11-13,-0.006483043649232578
2015-11-16,0.010295901900376547
2015-11-17,0.004736888670546557
2015-11-18,0.009428466987088324
2015-11-19,0.013968064200706731
2015-11-20,0.011807459234406625
2015-11-23,0.009725309591165132
2015-11-24,0.004815472123975262
2015-11-25,-0.001369551856422957
