Date,C
2015-08-24,-0.06082091470963902
2015-08-25,-0.009137850224091637
2015-08-26,0.04811553492904097
2015-08-27,0.0221881397207897
2015-08-28,-0.002993946362310318
2015-08-31,0.0037538844190916354
2015-09-01,-0.04749474433770351
2015-09-02,0.015901017875626255
2015-09-03,0.0007730520210846858
2015-09-04,-0.023170332196533194
2015-09-08,0.02095255904064186
2015-09-09,-0.014907691879162632
2015-09-10,0.0037341134985171553
2015-09-11,0.0005873358064303336
2015-09-14,-0.002348556902963317
2015-09-15,0.020008341388556117
2015-09-16,0.011345775301926375
2015-09-17,-0.017874103580762357
2015-09-18,-0.026330745477442075
2015-09-21,0.008351438992085791
2015-09-22,-0.006507455287438124
2015-09-23,-0.005160926892730622
2015-09-24,-0.019752581335861774
2015-09-25,0.028902878584873948
2015-09-28,-0.030069526643025424
2015-09-29,-0.0006115674587220399
2015-09-30,0.012448789802867122
2015-10-01,0.005644282022803981
2015-10-02,-0.00020054405923641827
2015-10-05,0.02566142971661245
2015-10-06,-0.001954375153001564
2015-10-07,0.005092096898730469
2015-10-08,0.00642990888806616
2015-10-09,-0.0052273483607178095
2015-10-12,-0.0019463995881425777
2015-10-13,-0.0013650679054098003
2015-10-14,-0.009568635615275989
2015-10-15,0.04436154072462761
2015-10-16,-0.005286347726577878
2015-10-19,0.003226834045729099
2015-10-20,-0.00037855253505092445
2015-10-21,-0.019492616289922826
2015-10-22,0.013511034238638642
2015-10-23,0.02151933646685733
2015-10-26,-0.009880594542809207
2015-10-27,-0.009414419119723405
2015-10-28,0.04029672018837194
2015-10-29,-0.018654185471010165
2015-10-30,-0.00913158621659349
2015-11-02,0.012413082809722864
2015-11-03,0.006130677927338901
2015-11-04,-0.006093321734278456
2015-11-05,0.0059446073784936715
2015-11-06,0.0317635948074011
2015-11-09,-0.0028636397282507664
2015-11-10,0.001615496892714674
2015-11-11,-0.01612909348551006
2015-11-12,-0.026229315430668088
2015-11-13,-0.005424900542546629
2015-11-16,0.009779932778790856
2015-11-17,-0.003725385043657936
2015-11-18,0.027856150961271586
2015-11-19,0.001454951674524585
2015-11-20,-0.0056300787725558354
2015-11-23,-0.008584544154275675
2015-11-24,-0.0018422133617007619
2015-11-25,-0.0018455202894598344
2015-11-27,0.002403164653289158
2015-11-30,-0.002213195198346063
2015-12-01,0.014605231701408705
2015-12-02,-0.013484182972227199
2015-12-03,-0.011636322309565128
2015-12-04,0.029527364058601346
2015-12-07,-0.012524804993113703
2015-12-08,-0.018566632979161835
2015-12-09,-0.010863086269708111
2015-12-10,-0.003029855045225349
2015-12-11,-0.029249855499385857
2015-12-14,-0.0001954795767260542
2015-12-15,0.027788398619433163
2015-12-16,0.02627567501957051
2015-12-17,-0.019665865369095425
2015-12-18,-0.030848018173011083
2015-12-21,0.011325820538714337
2015-12-22,0.004248175482445493
2015-12-23,0.011920966229052254
2015-12-24,0.001519533727285749
2015-12-28,-0.006260276836506873
2015-12-29,0.011454412038975681
2015-12-30,-0.012835047036929947
2015-12-31,-0.010516199564493789
2016-01-04,-0.011980666893546266
2016-01-05,-0.005280520890923901
2016-01-06,-0.014549682824530064
2016-01-07,-0.05107733084584998
2016-01-08,-0.03006756724514037
2016-01-11,0.015608171718970665
2016-01-12,0.0006406239554606064
2016-01-13,-0.03604981511149896
2016-01-14,0.00420457628520321
2016-01-15,-0.0641252175088195
2016-01-19,-0.012479162010602618
2016-01-20,-0.03457308901863332
2016-01-21,-0.008397140724693886
2016-01-22,0.022664737072242813
2016-01-25,-0.03677568018552213
2016-01-26,0.024020263349324944
2016-01-27,0.001481574739297109
2016-01-28,-0.0029619987902570477
2016-01-29,0.05422134024894176
2016-02-01,-0.0023484733680967373
2016-02-02,-0.04849371521156787
2016-02-03,-0.001484172461849509
2016-02-04,0.010654324173292151
2016-02-05,-0.02280034397020081
2016-02-08,-0.05142969397062769
2016-02-09,-0.007934450904223622
2016-02-10,-0.0026659028315213495
2016-02-11,-0.06495606912335239
2016-02-12,0.07318493342769283
2016-02-16,0.035961795561126664
2016-02-17,0.02288501486542871
2016-02-18,-0.021618888215239607
2016-02-19,0.0017984732778981716
2016-02-22,0.013593332015149784
2016-02-23,-0.03289496828058491
2016-02-24,-0.0034014116481067003
2016-02-25,0.013914389032788854
2016-02-26,0.022786179303127208
2016-02-29,-0.016455688696405013
2016-03-01,0.062291130615851564
2016-03-02,0.023019167993497014
2016-03-03,0.014447933666782653
2016-03-04,0.0
2016-03-07,-0.005136201908528482
2016-03-08,-0.03661165732703053
2016-03-09,0.002436434945511934
2016-03-10,0.005346259836796818
2016-03-11,0.039158400998424714
2016-03-14,-0.00744316362340669
2016-03-15,-0.0018749810382906462
2016-03-16,-0.00845302784011992
2016-03-17,0.014681825590706854
2016-03-18,0.016102503046991457
2016-03-21,0.0013782241281889984
2016-03-22,-0.005045840026941972
2016-03-23,-0.02328305834785771
2016-03-24,-0.010147944642646345
2016-03-28,-0.00047729440609511897
2016-03-29,-0.004771017591182258
2016-03-30,0.003835232194845384
2016-03-31,-0.003103792266324623
2016-04-01,0.017245291102475635
2016-04-04,-0.009653892619821747
2016-04-05,-0.013077192724863518
2016-04-06,0.008432267280350514
2016-04-07,-0.03798380149920333
2016-04-08,0.004966252051394893
2016-04-11,0.01606152300466146
2016-04-12,0.01896878660243706
2016-04-13,0.0560860652547468
2016-04-14,0.01649723165973138
2016-04-15,-0.001334212953781111
2016-04-18,0.004229792564109935
2016-04-19,0.01152777397809035
2016-04-20,0.024325807451904158
2016-04-21,-0.002995470421952362
2016-04-22,0.007940038146340811
2016-04-25,-0.005961390590766169
2016-04-26,0.008781344258255608
2016-04-27,0.004883387232544445
2016-04-28,-0.0116327568163902
2016-04-29,-0.009629652122638999
2016-05-02,0.008642870756942589
2016-05-03,-0.023778743306356986
2016-05-04,-0.019969510747538832
2016-05-05,-0.009628125022534073
2016-05-06,0.00406950988179533
2016-05-09,-0.011709116017373233
2016-05-10,0.021644997822281464
2016-05-11,-0.008251500242166365
2016-05-12,-0.01056881674037935
2016-05-13,-0.02022736429348837
2016-05-16,0.0009279340720933504
2016-05-17,0.012745923819721394
2016-05-18,0.049656693921588335
2016-05-19,-0.017658005410752797
2016-05-20,-0.003550995745036256
2016-05-23,0.004676821670902553
2016-05-24,0.01662597828907142
2016-05-25,0.02355008856766161
2016-05-26,-0.017682452937588522
2016-05-27,0.010192917251679479
2016-05-31,-0.0002144318118720845
2016-06-01,0.0079451870370697
2016-06-02,0.0006391118896036385
2016-06-03,-0.03363875125180349
2016-06-06,0.007711409418293513
2016-06-07,-0.004372783506787825
2016-06-08,0.0004394309076938274
2016-06-09,-0.01207202882955638
2016-06-10,-0.02466133371492385
2016-06-13,-0.016856709885208376
2016-06-14,-0.027803679316488528
2016-06-15,0.0011918278635287827
2016-06-16,0.0026187562886952342
2016-06-17,0.008546743069912877
2016-06-20,0.007533093206807395
2016-06-21,0.0028032597005436255
2016-06-22,-0.005591550233678855
2016-06-23,0.04170579872911473
2016-06-24,-0.09356736397724275
2016-06-27,-0.04516114733783039
2016-06-28,0.050935623454638534
2016-06-29,0.04154321630146418
2016-06-30,0.006410117034781226
2016-07-01,-0.005189907661510396
2016-07-05,-0.03296198206108991
2016-07-06,0.006866358980737397
2016-07-07,0.005601398673813707
2016-07-08,0.01671101985772605
2016-07-11,0.007384407892315981
2016-07-12,0.02719319370581519
2016-07-13,-0.0025320282636395186
2016-07-14,0.02584791028273714
2016-07-15,-0.0026998815108605356
2016-07-18,0.005414608227521045
2016-07-19,-0.004936453811896335
2016-07-20,0.0027058556035910453
2016-07-21,-0.007645657007702367
2016-07-22,0.003852053681776768
2016-07-25,-0.005868983213140555
2016-07-26,0.0024976463168286944
2016-07-27,0.0031711514571295396
2016-07-28,-0.0011325932830140717
2016-07-29,-0.00612548631106502
2016-08-01,-0.00890227852736869
2016-08-02,-0.009903454968303138
2016-08-03,0.020935340701499605
2016-08-04,-0.0011391292378217788
2016-08-05,0.042883284616580086
2016-08-08,0.00524922640035852
2016-08-09,-0.0013056721522569648
2016-08-10,-0.00980321371252757
2016-08-11,0.00616036541463072
2016-08-12,-0.0032804322833742683
2016-08-15,0.017771272293563456
2016-08-16,0.004957583164427515
2016-08-17,0.00021465677768550684
2016-08-18,-0.0027881113838186256
2016-08-19,0.0006452009406305859
2016-08-22,0.0027939961730980567
2016-08-23,-0.0015002346735801808
2016-08-24,0.0015024887593135805
2016-08-25,0.0012859768352246892
2016-08-26,0.008347577381453197
2016-08-29,0.003184019580475317
2016-08-30,0.013542124056766358
2016-08-31,-0.0033403224746249016
2016-09-01,-0.007959919995421116
2016-09-02,0.0031673184482035044
2016-09-06,-0.00463060674878224
2016-09-07,0.004018044570725854
2016-09-08,0.006528865220944313
2016-09-09,-0.012973136179794897
2016-09-12,0.013143650548257169
2016-09-13,-0.01820471157566439
2016-09-14,-0.0036231613046757705
2016-09-15,0.007058505581267305
2016-09-16,-0.014230517580246516
2016-09-19,0.003878171046799439
2016-09-20,-0.0010730064044632837
2016-09-21,0.007735108150066727
2016-09-22,0.004477672730506921
2016-09-23,0.0008489512732618998
2016-09-26,-0.026723269287290186
2016-09-27,0.01046000076696485
2016-09-28,0.010782917345275367
2016-09-29,-0.022829178500648917
2016-09-30,0.031222721716682722
2016-10-03,-0.004234608184892186
2016-10-04,0.015309354892459659
2016-10-05,0.018847956992634307
2016-10-06,0.008633211854290668
2016-10-07,0.004279556552728048
2016-10-10,0.005479130672408461
2016-10-11,-0.011301765694094579
2016-10-12,-0.005919391882778013
2016-10-13,-0.004722737602376292
2016-10-14,0.0028883192863555784
2016-10-17,-0.00020555964050472664
2016-10-18,0.008024354489456265
2016-10-19,0.010002175765412069
2016-10-20,0.0020208718039340656
2016-10-21,-0.00020163916257254222
2016-10-24,0.00020167982912444593
2016-10-25,0.00020184140847279153
2016-10-26,0.008469258962841675
2016-10-27,-0.001599945141300796
2016-10-28,-0.007410060571810262
2016-10-31,-0.008272868598496519
2016-11-01,-0.004272794579231687
2016-11-02,-0.00817278520000253
2016-11-03,-0.003927688229185433
2016-11-04,-0.0004147873343858244
2016-11-07,0.03425355433520583
2016-11-08,0.001806376391305431
2016-11-09,0.03366062950279214
2016-11-10,0.03915512805064458
2016-11-11,-0.014549524394635194
2016-11-14,0.03501806843493038
2016-11-15,0.014081668835631556
2016-11-16,-0.014787778836686916
2016-11-17,0.015009739545481793
2016-11-18,0.00018014973425883873
2016-11-21,0.0014428304670146552
2016-11-22,0.010082742677318457
2016-11-23,0.01051681750160327
2016-11-25,0.0015876463466857338
2016-11-28,-0.023071465843231165
2016-11-29,0.000901324717611951
2016-11-30,0.01567000737061619
2016-12-01,0.015605747812561521
2016-12-02,-0.021826469866063847
2016-12-05,0.022491811391770478
2016-12-06,0.011173184844920359
2016-12-07,0.019682577425200964
2016-12-08,0.01845586064638538
2016-12-09,-0.0018287155192581173
2016-12-12,-0.00816156536926127
2016-12-13,0.00403036320513106
2016-12-14,-0.005686503793078113
2016-12-15,0.013120269572034715
2016-12-16,-0.007969386881400586
2016-12-19,-0.0015061699525743544
2016-12-20,0.01910810366427662
2016-12-21,-0.0008224748759692035
2016-12-22,-0.004279781161855789
2016-12-23,0.008265825552806971
2016-12-27,0.0016394157194150605
2016-12-28,-0.017187367458742386
2016-12-29,-0.010992728000311591
2016-12-30,0.0008418908174319117
2017-01-03,0.019518733214605843
2017-01-04,0.013533459046960461
2017-01-05,-0.017423625218121797
2017-01-06,0.0034800331431728004
2017-01-09,-0.005449823577074908
2017-01-10,0.00016604608911663377
2017-01-11,-0.0044829149434258975
2017-01-12,-0.0121745935440426
2017-01-13,0.006753195606187479
2017-01-17,-0.02096280312345722
2017-01-18,-0.01695787037504648
2017-01-19,-0.012719702870248706
2017-01-20,-0.009707134078554724
2017-01-23,-0.007663691384018123
2017-01-24,0.019037366444242032
2017-01-25,0.016743272319776015
2017-01-26,-0.005720345699826934
2017-01-27,-0.004358567110825828
2017-01-30,-0.008754594757865664
2017-01-31,-0.013778747174925221
2017-02-01,0.0039407040709091845
2017-02-02,0.0016101428658545913
2017-02-03,0.03179700022858256
2017-02-06,-0.002077783734158234
2017-02-07,-0.007806723490357936
2017-02-08,-0.015212478766760906
2017-02-09,0.016690186141529173
2017-02-10,0.006461651884802855
2017-02-13,0.0229050198662637
2017-02-14,0.014927775223644524
2017-02-15,0.011198374295208646
2017-02-16,-0.0019834354069823146
2017-02-17,-0.0034778689096857107
2017-02-21,0.006315187114891652
2017-02-22,0.001156144712878282
2017-02-23,0.0
2017-02-24,-0.01748604800305653
2017-02-27,0.0077234729308244265
2017-02-28,-0.0034985630412567303
2017-03-01,0.02892463523975919
2017-03-02,-0.014786958185141641
2017-03-03,0.006102492083106981
2017-03-06,-0.01180331002405266
2017-03-07,0.0036495415134314424
2017-03-08,0.010082724131001308
2017-03-09,0.007200028049621832
2017-03-10,-0.0009747187584220329
2017-03-13,0.0006506355913147299
2017-03-14,-0.0014628769860070001
2017-03-15,-0.009765368072520486
2017-03-16,0.005095006903063082
2017-03-17,-0.01275553483269154
2017-03-20,-0.0129200930710901
2017-03-21,-0.026011258358497935
2017-03-22,-0.004651837632116407
2017-03-23,0.00484677608139461
2017-03-24,0.00034455296441726624
2017-03-27,0.0044774741348212466
2017-03-28,0.018686626906104786
2017-03-29,-0.0005048294653361429
2017-03-30,0.018858527608360598
2017-03-31,-0.011403154097188839
2017-04-03,-0.002340589558016859
2017-04-04,0.0
2017-04-05,-0.0015078071329405196
2017-04-06,0.0050341430847908875
2017-04-07,-0.007680582803761382
2017-04-10,-0.0025240579513778894
2017-04-11,-0.004217296159395811
2017-04-12,-0.008808978141315427
2017-04-13,-0.008032911055634084
2017-04-17,0.016367971139787718
2017-04-18,-0.009662523750853413
2017-04-19,-0.011810853033725643
2017-04-20,0.011778871466968655
2017-04-21,-0.011813130143798145
2017-04-24,0.02979915399730193
2017-04-25,0.012953822645197288
2017-04-26,-0.0018264790300841494
2017-04-27,-0.009176217332676262
2017-04-28,-0.00454604371274403
2017-05-01,0.005751124111623707
2017-05-02,0.004204284269559544
2017-05-03,0.00887648550732778
2017-05-04,-0.0004982818351356721
2017-05-05,0.0004985302437003902
2017-05-08,0.004315912663403809
2017-05-09,-0.00446288269151307
2017-05-10,0.002324656699758121
2017-05-11,0.005466333734310824
2017-05-12,0.006095437800065273
2017-05-15,0.005731052380941515
2017-05-16,0.01742109758036481
2017-05-17,-0.0401661979366974
2017-05-18,0.0016669514102596317
2017-05-19,0.016977520164884075
2017-05-22,-0.0006546720189974931
2017-05-23,0.010645043643686014
2017-05-24,0.009074891308190614
2017-05-25,-0.005139050366253062
2017-05-26,0.001937148872714678
2017-05-30,-0.006927682555436188
2017-05-31,-0.017845641082077313
2017-06-01,0.008919785792486534
2017-06-02,0.0004912665531930926
2017-06-05,0.0022907738471353856
2017-06-06,-0.003918413207358418
2017-06-07,0.014260226758352257
2017-06-08,0.021493278807805494
2017-06-09,0.019616980102736825
2017-06-12,-0.0020170715858774946
2017-06-13,0.005752534915204999
2017-06-14,0.0004636979295302712
2017-06-15,-0.009579723954247221
2017-06-16,-0.003276382222781149
2017-06-19,0.00923482859865965
2017-06-20,-0.00883987983818213
2017-06-21,-0.001251774766699687
2017-06-22,-0.003290007671260531
2017-06-23,-0.003300789436723961
2017-06-26,0.005835089536996962
2017-06-27,0.007055331147002519
2017-06-28,0.014790556036424096
2017-06-29,0.02761615628058367
2017-06-30,-0.0014931112769299704
2017-07-03,0.02063372595153745
2017-07-05,0.0027835986818640635
2017-07-06,-0.0119795775874455
2017-07-07,0.004140075810393995
2017-07-10,-0.0038283124024105497
2017-07-11,-0.012269264434023652
2017-07-12,0.0014966126337667696
2017-07-13,0.0014942276073792726
2017-07-14,-0.004476439575110125
2017-07-17,0.0016491662329172208
2017-07-18,0.0008979221968821172
2017-07-19,-0.0028409065581121995
2017-07-20,-0.00509702679645796
2017-07-21,-0.005425390582289968
2017-07-24,0.0015152069613229013
2017-07-25,0.029198356762595967
2017-07-26,-0.0007349600732081685
2017-07-27,-0.0055900533937933705
2017-07-28,-0.002514803915795505
2017-07-31,0.015126864593085543
2017-08-01,0.01680036237200322
2017-08-02,-0.0025860590439450437
2017-08-03,-0.014037564654450385
2017-08-04,0.012476487148171289
2017-08-07,0.0008696542029138499
2017-08-08,-0.0023176599136618403
2017-08-09,-0.0065329192210251685
2017-08-10,-0.017682302502429637
2017-08-11,-0.0062482205052399875
2017-08-14,0.01631748048326398
2017-08-15,0.0011782044848569484
2017-08-16,-0.0038252769579554258
2017-08-17,-0.016393405495459423
2017-08-18,-0.00030029358655936367
2017-08-21,-0.009462200827255351
2017-08-22,0.013646545493385398
2017-08-23,0.005684537157645497
2017-08-24,0.00684210332687063
2017-08-25,0.0023638832374537344
2017-08-28,-0.0005898869707740007
2017-08-29,-0.004866467232210847
2017-08-30,0.007854333863142715
2017-08-31,0.0002940678021576826
2017-09-01,0.008084523528797183
2017-09-05,-0.020705572140767625
2017-09-06,0.00238253790556886
2017-09-07,-0.018716741790717695
2017-09-08,0.0016650780432323486
2017-09-11,0.02327331418791001
2017-09-12,0.015950385896079444
2017-09-13,0.008722290884596973
2017-09-14,-0.002161681947243199
2017-09-15,-0.0028884389569898694
2017-09-18,0.022595518297597872
2017-09-19,0.007790298701453313
2017-09-20,0.004356929643515528
2017-09-21,0.004198405353579515
2017-09-22,-0.005016816126109713
2017-09-25,-0.00784323832461975
2017-09-26,0.0014117399616468962
2017-09-27,0.01888905694037657
2017-09-28,0.005118833309790682
2017-09-29,0.0012388909206080267
2017-10-02,0.014572329778782533
2017-10-03,0.0044715463502915664
2017-10-04,-0.0009439658885721514
2017-10-05,0.022414290022452654
2017-10-06,-0.0010564349634961667
2017-10-09,-0.0033052184848169075
2017-10-10,-0.0027856823734184744
2017-10-11,-0.00319220138260512
2017-10-12,-0.03429415739609487
2017-10-13,-0.0035925684639624977
2017-10-16,-0.004715324389238051
2017-10-17,0.005852104406571357
2017-10-18,0.012882966722314704
2017-10-19,-0.0032826076794022496
2017-10-20,0.008919013815158916
2017-10-23,0.0
2017-10-24,0.00965587429797976
2017-10-25,-0.008351106133601682
2017-10-26,0.002308935006667845
2017-10-27,0.0010841335063620505
2017-10-30,-0.001218028020068651
2017-10-31,-0.0037956508781615828
2017-11-01,0.007211229939146024
2017-11-02,0.009590458053523099
2017-11-03,-0.004971531586483446
2017-11-06,-0.003376034353269719
2017-11-07,-0.014769652001220601
2017-11-08,-0.005089128334776261
2017-11-09,0.0012447286616119602
2017-11-10,-0.002485410420498657
2017-11-13,-0.0035988080009445866
2017-11-14,-0.0063897134029832214
2017-11-15,0.002796253400548565
2017-11-16,-0.0008365093840875248
2017-11-17,-0.004744165492898467
2017-11-20,0.010094060884079603
2017-11-21,0.004580163213177446
2017-11-22,-0.001657926536358545
2017-11-24,-0.00332135964300595
2017-11-27,-0.008747571771738794
2017-11-28,0.032357341211975976
2017-11-29,0.018181963997500494
2017-11-30,0.006130068164525326
2017-12-01,0.0001326305371862624
2017-12-04,0.021056757559264172
2017-12-05,-0.007263337344244447
2017-12-06,-0.014371495087886377
2017-12-07,-0.006097890614043422
2017-12-08,0.009735776523512207
2017-12-11,0.0018492706196926445
2017-12-12,0.00395503706325262
2017-12-13,-0.013262911898930474
2017-12-14,-0.016236488957508066
2017-12-15,0.01149883831541465
2017-12-18,0.01203695499728763
2017-12-19,-0.012818881341150723
2017-12-20,-0.000535214820801988
2017-12-21,0.015536930400515736
2017-12-22,-0.004352294163010639
2017-12-26,-0.009405357404429604
2017-12-27,0.0014712705396269232
2017-12-28,0.0025368226005895167
2017-12-29,-0.008923688632911708
2018-01-02,-0.0006722049381081563
2018-01-03,0.0030931628429649027
2018-01-04,0.012334366689114029
2018-01-05,-0.0013243682718334648
2018-01-08,-0.01166960863878408
2018-01-09,0.01046561370578436
2018-01-10,0.004514470570491813
2018-01-11,-0.0011898106010861387
2018-01-12,0.01694067712253733
2018-01-16,0.003513638891842863
2018-01-17,0.004668299567586853
2018-01-18,-0.0010326007067029686
2018-01-19,0.01175845962899591
2018-01-22,0.0037041519666025646
2018-01-23,-0.0005091616506764929
2018-01-24,0.011457959973202092
2018-01-25,-0.00012554058395408685
2018-01-26,0.008055881192570835
2018-01-29,-0.0014988180692704356
2018-01-30,-0.016758023518373077
2018-01-31,-0.0017806967039286636
2018-02-01,0.009174115580651288
2018-02-02,-0.023579989926291733
2018-02-05,-0.04868879482573829
2018-02-06,0.0211546718620248
2018-02-07,0.0022721161699545966
2018-02-08,-0.04160529721784201
2018-02-09,0.025184302394830382
2018-02-12,0.014657633241315082
2018-02-13,0.005618050519343276
2018-02-14,0.02035132227902392
2018-02-15,0.00482307051918851
2018-02-16,-0.003372717342624121
2018-02-20,-0.004686466585680948
2018-02-21,0.00706292777103501
2018-02-22,-0.00948092395287925
2018-02-23,0.01061994772129693
2018-02-26,0.007395360893929892
2018-02-27,-0.01635580516039392
2018-02-28,-0.011652062918223849
2018-03-01,-0.024241963447886872
2018-03-02,0.0002719875349257439
2018-03-05,0.010042892302914996
2018-03-06,-0.0048371434822357395
2018-03-07,-0.0018903835851195039
2018-03-08,0.0025706118573860515
2018-03-09,0.026986591498637802
2018-03-12,-0.0011820954181749332
2018-03-13,-0.01460157215037583
2018-03-14,-0.01922311606867988
2018-03-15,-0.0017696192504234043
2018-03-16,0.0017727563541940494
2018-03-19,-0.010480368530570328
2018-03-20,0.003026105711806615
2018-03-21,0.005485533268306142
2018-03-22,-0.04105300294866354
2018-03-23,-0.03427675722697854
2018-03-26,0.027687694721549194
2018-03-27,-0.0214959839279788
2018-03-28,-0.0002929870903192189
2018-03-29,-0.011133969556058387
2018-04-02,0.0031111872432674215
2018-04-03,0.011372136136418076
2018-04-04,0.012119942645395287
2018-04-05,0.013129341352966284
2018-04-06,-0.023070022970261617
2018-04-09,0.01224483929126663
2018-04-10,0.015409218530369362
2018-04-11,-0.00879325899309158
2018-04-12,0.03205035202407269
2018-04-13,-0.015527445719944577
2018-04-16,-0.013237809067298212
2018-04-17,-0.004709531955737978
2018-04-18,-0.010897337960129705
2018-04-19,0.018845995091810286
2018-04-20,-0.003984044278544041
2018-04-23,-0.007428524975261586
2018-04-24,-0.005181624082489122
2018-04-25,0.003472408771909574
2018-04-26,-0.0025952592914688655
2018-04-27,-0.0027462453809390386
2018-04-30,-0.010436568306391725
2018-05-01,-0.00029281449048734753
2018-05-02,-0.003809500261130472
