Price,Close,High,Low,Open,Volume
Ticker,PAYX,PAYX,PAYX,PAYX,PAYX
Date,,,,,
2015-01-02,33.394737243652344,33.77028115871389,33.09140992149768,33.481401012128735,1998000
2015-01-05,33.4525146484375,33.90028069955015,33.243074667033035,33.51751316835641,4599100
2015-01-06,33.21419143676758,33.676401949300576,33.04086111707172,33.44529669303408,3249100
2015-01-07,33.82082748413086,33.849713561306764,33.22139661413251,33.531944672446485,2262300
2015-01-08,34.34804916381836,34.391379673338584,33.856949852650004,34.030277400714304,1826500
2015-01-09,34.04472351074219,34.34082727878035,33.89306120991597,34.11694562184408,1942100
2015-01-12,34.001407623291016,34.261399070106265,32.549774248192506,34.13140196920212,1992500
2015-01-13,34.001407623291016,34.70194449483772,33.75585784991576,34.304732355405314,2104800
2015-01-14,34.04472351074219,34.066388766576836,33.51029366354737,33.74861974270402,2452500
2015-01-15,34.001407623291016,34.23251296823325,33.806411971934814,34.03751731687705,2277100
2015-01-16,34.160274505615234,34.18194251540914,33.842505496885614,33.950834525888304,2511300
2015-01-20,34.333595275878906,34.521367193674834,33.98693752033884,34.514146362409626,1577300
2015-01-21,34.19639205932617,34.384166827506135,33.972510361486215,34.29027944341615,1799200
2015-01-22,34.636924743652344,34.69470242201958,33.95805355278536,34.30471135801476,1833000
2015-01-23,34.94025421142578,35.01247355887116,34.51415344951846,34.64415047891334,2061100
2015-01-26,34.79580307006836,34.95468889618443,34.45636617063519,34.88969039959065,1531000
2015-01-27,34.427490234375,34.658598229386286,34.131386473413016,34.506933177192664,1740500
2015-01-28,33.8569450378418,34.70914650044256,33.806390947263054,34.62970357096415,2472000
2015-01-29,33.76957321166992,33.95887964012455,33.42008249778848,33.87878749741114,2919100
2015-01-30,32.954097747802734,33.67492437821738,32.91041313702387,33.60211484191544,3166000
2015-02-02,33.46377944946289,33.50746684638353,32.41530692092451,33.08516367533634,3180800
2015-02-03,34.15547180175781,34.15547180175781,33.58754968710554,33.805981056009834,2921200
2015-02-04,34.27196502685547,34.432149309640415,34.075375982757194,34.082658601523015,2252900
2015-02-05,34.5777702331543,34.5777702331543,34.08265771515444,34.34477365629686,2387800
2015-02-06,34.752525329589844,34.985519203599814,34.585061156239306,34.61418608486707,2277500
2015-02-09,34.541358947753906,34.854444852447806,34.41029960264926,34.69426336871258,1966900
2015-02-10,34.89813995361328,34.94910717938278,34.49768198935062,34.57777413770425,1426100
2015-02-11,35.065608978271484,35.12385883155632,34.825335277236235,34.89086219592286,1088300
2015-02-12,35.24763488769531,35.262197350720776,35.01464103429952,35.094733192186666,1306800
2015-02-13,35.50246047973633,35.5607103145004,35.14568996307389,35.28402915438106,1260400
2015-02-17,35.50246047973633,35.5607103145004,35.08744012830982,35.50246047973633,2100500
2015-02-18,35.64809036254883,35.669935444285215,35.393254221504456,35.55343852587841,1341100
2015-02-19,35.84468460083008,35.84468460083008,35.429664095578715,35.597128266337506,1135700
2015-02-20,36.08495330810547,36.13592053266803,35.64808781220508,35.786429802450975,2146500
2015-02-23,36.06312561035156,36.17962257657543,35.90294401773547,36.143217795412994,1140800
2015-02-24,36.38347625732422,36.38347625732422,35.84467632053891,36.06310767639578,2023400
2015-02-25,36.34706497192383,36.54365400519207,36.23056807563581,36.405314808820386,1744700
2015-02-26,36.36162185668945,36.38346693092923,36.128628099832774,36.34705939969783,1822200
2015-02-27,36.288822174072266,36.41988154497525,36.172325264103556,36.40531908404098,2040000
2015-03-02,36.696563720703125,36.703843562610565,36.25969821360815,36.376195126665706,1342100
2015-03-03,35.917484283447266,36.69655778427062,35.57527344154175,36.412594000718464,4770800
2015-03-04,35.52431869506836,35.90293442854951,35.444226531398456,35.822842264879604,2123800
2015-03-05,35.80826950073242,35.81554934192385,35.4150914162701,35.49518355690189,1766100
2015-03-06,35.64081954956055,35.86653082380855,35.007367568838795,35.66266185932485,2084500
2015-03-09,35.88107681274414,35.96845156669115,35.62624072416132,35.648083023895545,1476700
2015-03-10,35.677215576171875,35.90292957257622,35.35684974232869,35.55343881451848,2671100
2015-03-11,35.6699333190918,35.800989914173755,35.53887394650438,35.68449300270777,2113200
2015-03-12,36.5946159362793,36.609178393399354,35.822825151449265,35.85922990549706,2370600
2015-03-13,36.34706497192383,36.58006154200497,36.01941936064852,36.45628202735233,1815900
2015-03-16,37.140708923339844,37.169833848043886,36.46357247775778,36.601911703843456,1959900
2015-03-17,37.140708923339844,37.16255400562073,36.885872775943675,37.00236969725417,1558500
2015-03-18,37.35185241699219,37.555724068508475,36.674713339734886,37.13342108376517,2413900
2015-03-19,37.308170318603516,37.49747674609312,37.14798603399328,37.38097984205984,1258500
2015-03-20,37.5848388671875,37.643088692671576,37.359127737198094,37.57027641081648,2278300
2015-03-23,37.322731018066406,37.65766205660367,37.322731018066406,37.61397467483654,1717300
2015-03-24,37.35185241699219,37.51203669086104,37.20623060233915,37.35913503535264,2528100
2015-03-25,35.82283401489258,37.0970201643628,35.808271554169416,36.995085716806045,3855600
2015-03-26,35.684505462646484,35.91750214443923,35.3495770724232,35.59713344291572,2489300
2015-03-27,36.07767868041992,36.150491001284635,35.495194001032395,35.589848629403505,2184800
2015-03-30,36.41259765625,36.49997241880933,36.165041384009214,36.201448923828266,1352500
2015-03-31,36.12864303588867,36.44901166713971,36.12136319313561,36.33979458330307,1798900
2015-04-01,36.04126739501953,36.077672160119455,35.45150020138085,35.837398488455534,2334600
2015-04-02,35.85923767089844,36.266978226043044,35.75730322648861,36.266978226043044,1808800
2015-04-06,35.83011245727539,36.165040708312475,35.742740473853814,36.10679364519985,2222700
2015-04-07,35.779151916503906,35.968461156356376,35.77187207381994,35.80827684225133,1914800
2015-04-08,35.92477035522461,36.0776720346157,35.61896421893689,35.77186867583352,2127800
2015-04-09,35.96116638183594,36.019416213643225,35.524303753300686,35.97572883978776,1141700
2015-04-10,35.88107681274414,36.12135321984085,35.83010959502758,36.114070601592736,1374600
2015-04-13,35.72089385986328,36.09950944565429,35.68448632511986,35.95388763919545,1217700
2015-04-14,35.604408264160156,35.8082771913682,35.48062871727969,35.487911337540446,929100
2015-04-15,35.66265106201172,35.80099027781226,35.53159168809311,35.648088600742376,1101700
2015-04-16,35.706336975097656,35.81555126386104,35.39325101446629,35.531590224568724,1198800
2015-04-17,35.15298080444336,35.669938528483776,34.94911187398035,35.47334944089193,2139100
2015-04-20,35.66265106201172,35.72818074897103,35.189383569532716,35.33500262721518,1397700
2015-04-21,35.72089385986328,36.25969093300457,35.69904878351624,36.2232861757661,1509400
2015-04-22,35.88107681274414,35.99029386642538,35.52430628872819,35.859234513009916,1246900
2015-04-23,36.05582046508789,36.19415964743655,35.68448473627623,35.75001440738977,1105400
2015-04-24,35.84468460083008,36.04855354305713,35.37141701673071,36.04855354305713,1320900
2015-04-27,35.88107681274414,35.953889107699986,35.604398424427096,35.92476418971765,1673200
2015-04-28,35.87379837036133,35.917485749037766,35.517025054933306,35.77914377198162,1302100
2015-04-29,35.56071472167969,35.764583613610206,35.40781305273179,35.66264916764495,1376300
2015-04-30,35.23307418823242,35.64081484083708,35.087452328194615,35.429663282657565,1728500
2015-05-01,35.567989349365234,35.66992655789315,35.26218605629627,35.32043311223587,1837200
2015-05-04,35.96116638183594,36.07038342772218,35.58255080760312,35.64080063941041,3355100
2015-05-05,35.742733001708984,35.93203938913143,35.429647117602684,35.93203938913143,2230100
2015-05-06,35.677215576171875,35.91020941487704,35.40053435114488,35.73546542460099,2037500
2015-05-07,35.809288024902344,35.98540051189088,35.545120694026046,35.66252808561406,1580500
2015-05-08,36.05143737792969,36.366970224205076,35.97805601878853,36.06611364975792,1454100
2015-05-11,36.00741958618164,36.2202213940217,35.89001217482393,35.95605401866349,1605500
