Price,Close,High,Low,Open,Volume
Ticker,EA,EA,EA,EA,EA
Date,,,,,
2015-01-02,45.6644287109375,46.443850707141216,45.38189079246051,45.97619750941899,1959800
2015-01-05,45.37215042114258,46.12234532822747,45.323437238412936,45.75211844964247,2727600
2015-01-06,44.77783966064453,46.112603902226475,44.25172837052804,45.664432960695244,4418900
2015-01-07,45.60597610473633,45.82031483891829,44.91423557271591,45.07986484373287,4849400
2015-01-08,46.89202880859375,47.00894119683528,45.80083412974673,45.80083412974673,3877000
2015-01-09,46.2879638671875,47.00893149852089,45.859282721023646,46.81407508060021,3181400
2015-01-12,45.84953689575195,46.39513035038469,45.31368087198528,46.326931168555596,2158300
2015-01-13,45.226009368896484,46.94074173085697,44.83630017141659,46.36591722673966,3287300
2015-01-14,45.693660736083984,45.7423739152093,44.047127778976076,44.349155436076764,3100400
2015-01-15,45.440345764160156,45.78134544748527,44.8070670092603,45.72288740322394,3073500
2015-01-16,46.85305404663086,46.92125324551712,45.07012257597615,45.46957661941467,3220000
2015-01-20,46.580257415771484,47.34019347266382,46.287970886279716,46.999197477026904,4049400
2015-01-21,46.83355712890625,47.24275594355273,46.07362125159001,46.482816349659764,4209300
2015-01-22,48.090389251708984,48.129361285224945,46.68742577775564,47.09662469651793,3478700
2015-01-23,48.50932693481445,49.11337855829322,48.06115972115528,48.15858608357597,5258600
2015-01-26,48.207298278808594,48.509325942659395,47.5350474720693,48.031927856776186,4310900
2015-01-27,47.164817810058594,47.905267768415285,46.97970624961372,47.54478579635855,5998000
2015-01-28,53.20534896850586,53.75094254465469,49.90254547988847,50.526083119245705,16170000
2015-01-29,53.906837463378906,54.1504071167289,52.494132730633325,53.02998522468773,8256700
2015-01-30,53.44892120361328,54.364741691610014,53.06895316834419,53.5853196043173,5048600
2015-02-02,53.55607986450195,53.692478233184715,52.172602732340806,53.614534184464965,5238900
2015-02-03,53.117671966552734,53.82889492867069,52.58181945718475,53.624297305988414,4349100
2015-02-04,53.15662384033203,53.858101668662954,52.64999869307397,53.13713782890942,3670300
2015-02-05,54.9395637512207,55.2415914227091,53.20534921902073,53.32226159780632,4959300
2015-02-06,53.72171401977539,55.485159381176594,53.390459192677305,54.83239087634622,4833600
2015-02-09,52.88383102416992,53.58531267024879,52.68897831499441,53.293029889908325,3216000
2015-02-10,53.35148620605469,53.663258728834535,52.47463783232662,53.06894828058058,3769500
2015-02-11,53.5366096496582,53.85811965405486,53.11766955561264,53.45866557793908,2193000
2015-02-12,54.754459381103516,55.18314063745263,53.799666776113654,53.86786598242879,3783200
2015-02-13,54.9395637512207,55.44618901472825,54.20885487980015,54.900591719433,2907200
2015-02-17,55.30003356933594,55.43643565053887,54.501125676602236,55.00775082848305,3174000
2015-02-18,56.12818908691406,56.137930237332775,55.06622529554022,55.12468334778588,3469500
2015-02-19,55.67027282714844,56.21587012444796,55.61181849582967,56.12818491089228,3000800
2015-02-20,56.186641693115234,56.23535859344264,55.21236315181,55.670275255528324,2284400
2015-02-23,56.06972885131836,56.41072856793953,55.72873285127485,56.34252936793083,1833400
2015-02-24,56.14766311645508,56.3230335191716,55.670265083154106,55.923579538889975,3351900
2015-02-25,55.913841247558594,56.35226730589403,55.54361438534451,56.16715573307572,2556900
2015-02-26,56.24509811401367,57.35577502427038,55.884616104816466,56.011273352158355,2751300
2015-02-27,55.70924377441406,56.27432336009933,55.095447291474976,55.34876177751601,2955000
2015-03-02,55.97230529785156,56.31330131503396,55.52413804196103,55.70924963463464,1606700
2015-03-03,55.21236038208008,55.88461492046673,54.8811092625681,55.77744369164698,1980900
2015-03-04,55.728729248046875,55.73847039745643,54.77393679308097,55.02724756008114,2631100
2015-03-05,55.904090881347656,56.34251686740122,55.54360522804982,55.71897562247124,1998700
2015-03-06,54.91032791137695,55.74820787956338,54.72521264791716,55.74820787956338,1769400
2015-03-09,55.21236038208008,55.45593000518771,54.803165199216465,54.93956359350433,2344000
2015-03-10,53.634029388427734,54.55959468442544,53.10791811913504,53.95554306963241,4566900
2015-03-11,53.673011779785156,54.68626248291597,53.34175688516847,53.3904700750813,2814500
2015-03-12,53.64377212524414,54.06271215084001,53.38071650103902,54.06271215084001,2891200
2015-03-13,53.877601623535156,54.9200793466887,53.439175544503854,53.634031992581946,3546400
2015-03-16,54.384212493896484,55.00774998929049,54.08218489356274,54.1893560974417,2821000
2015-03-17,52.776668548583984,53.98477561515663,52.64027014293081,53.83863234248376,4692900
2015-03-18,54.199119567871094,54.355003995234526,52.63053042695152,52.835128041007664,7023000
2015-03-19,54.52062225341797,54.90059026181606,53.95554267380931,54.16988140979591,2384900
2015-03-20,55.806671142578125,56.00152758537646,54.87136467703914,54.949308740789476,4443500
2015-03-23,55.796932220458984,56.47892793919147,55.796932220458984,55.96255778767439,2146900
2015-03-24,56.46917724609375,56.87837612174345,55.6410420623078,55.95281086443267,3347900
2015-03-25,54.64728546142578,56.75172703634205,54.627799443921816,56.39124500396329,2855900
2015-03-26,54.637535095214844,54.85187381845014,53.28328498144535,53.867854258231084,3926700
2015-03-27,56.74198532104492,56.780953639087116,54.754456154359325,54.97853977855754,4672100
2015-03-30,57.94034194946289,58.66130593783679,57.07323470358155,57.209633095080534,4117500
2015-03-31,57.30706024169922,57.91111186229853,56.98555027398155,57.482430666482486,2471000
2015-04-01,55.806671142578125,57.44345931556011,55.69949991321016,57.423973299622524,4341100
2015-04-02,56.16715621948242,56.488666187327716,55.48516053578538,55.76770218877919,2709500
2015-04-06,55.65079116821289,56.57635655785919,55.54361993030109,55.64105001775628,2374900
2015-04-07,56.313289642333984,56.64454444032442,55.50464051924318,55.572839708543235,2071200
2015-04-08,56.654296875,56.8394084540362,56.12818558732544,56.323042032750564,2091300
2015-04-09,56.021018981933594,57.336293593139146,55.845648538229135,56.48867225961952,2008100
2015-04-10,56.85888671875,56.88811388077712,55.77743712482165,56.254835165201364,2546800
2015-04-13,55.855377197265625,56.93682299752448,55.75794713649221,56.790683481229564,1577800
2015-04-14,55.60205841064453,56.48865145322474,55.183118473500166,55.816400811018816,2287400
2015-04-15,55.39748764038086,56.20613703115013,55.16365911639533,55.670284487882064,2361300
2015-04-16,55.39748764038086,55.58259925595978,55.153917964660984,55.35851560028689,1372200
2015-04-17,54.58882141113281,55.12467754217165,54.09194102739737,54.94930712048211,2853600
2015-04-20,55.81641387939453,55.84564104389711,54.65702013309388,54.988274958240154,2048600
2015-04-21,57.51165771484375,57.60908779317944,55.88461443070119,56.05998485512796,4089800
2015-04-22,58.27159881591797,58.34953916382324,57.51165905352065,57.81368672852526,2569200
2015-04-23,58.33980178833008,58.72951098622367,57.911116839095996,58.222885684041984,2476500
2015-04-24,58.34953689575195,58.36902291111522,57.85265651200934,58.35928176172229,1824100
2015-04-27,58.300819396972656,59.07050022220927,58.15467615086242,58.4469626430829,3178200
2015-04-28,57.589603424072266,58.5931091018678,57.11220531802165,58.164427894666645,2695900
2015-04-29,57.11219787597656,57.979305043790795,56.70300273832013,57.36551233730614,1959600
2015-04-30,56.595829010009766,57.355764927123644,56.147661864869626,56.86862575634255,2578400
2015-05-01,57.80394744873047,57.989059032999265,56.61532644295801,56.75172484363792,2257800
2015-05-04,57.78445816040039,58.04751379678012,56.985550101726005,57.98905574983659,3425300
2015-05-05,57.63831329345703,58.14493853643587,57.04400284079767,57.88188290739432,4662300
2015-05-06,59.36278533935547,61.623111011133304,58.98281734437396,59.77198049808099,12687900
2015-05-07,58.719764709472656,59.8694136185611,58.61259348152039,59.63558514697638,4081500
2015-05-08,60.288352966308594,60.63909381133655,59.26536131269534,59.430986869193305,3324300
2015-05-11,60.9800910949707,61.82771234420419,60.01555375050829,60.30784027200312,4825100
2015-05-12,60.85343551635742,61.282120444113225,60.01555539382846,60.639096769057126,2674400
2015-05-13,60.1422119140625,60.619610018762515,59.27510463571238,60.40526755747954,3031600
2015-05-14,61.46723175048828,61.496458916676474,60.35655483640586,60.69755083052675,2962300
2015-05-15,61.26262283325195,61.691303963298715,60.88265487670963,61.19442364703035,1979300
2015-05-18,61.67182159423828,61.86667801634534,60.931371650123985,60.94111279876963,1985900
2015-05-19,60.99958038330078,61.36006240481842,60.794982780540316,60.950867199297484,4319300
2015-05-20,60.639095306396484,61.01906332568576,60.249382420850935,60.911892096331854,1796200
2015-05-21,61.077518463134766,61.29186092467188,60.02529960479656,60.658578406445436,2427000
2015-05-22,60.95086669921875,61.50620516877094,60.775496264983566,60.98983501615504,2137300
2015-05-26,60.92162322998047,61.35030807691666,60.66831249762655,60.960595255443195,2305200
2015-05-27,62.217430114746094,62.324601352167264,60.99958190146521,60.99958190146521,3481500
2015-05-28,61.642608642578125,62.646118146972796,61.60363660585682,61.70106669766008,1934100
2015-05-29,61.145713806152344,62.499963971793214,61.058028597104766,61.44774146322229,2381900
2015-06-01,61.272369384765625,61.67182338925186,60.60011861133577,61.43799864917941,1962400
2015-06-02,61.36006546020508,61.8277187397631,60.85344014487274,60.89241218064705,2123400
2015-06-03,61.74002456665039,62.051793374489634,61.39902859450664,61.7010562531035,1221200
2015-06-04,61.01906967163086,61.817977825165414,60.89241241316965,61.46723693501309,1385200
2015-06-05,61.28211975097656,61.515944512037215,60.49295282009736,60.989833224784405,2040000
2015-06-08,60.074005126953125,61.554908719535575,59.90837958530431,61.44773750243242,1956700
2015-06-09,60.190921783447266,60.4052642329334,59.53815700230657,59.996069065635176,1540400
2015-06-10,60.92162322998047,61.06776646717724,59.92785888014235,60.54165527316114,1613300
2015-06-11,60.9800910949707,61.20417470262657,60.55140989553047,60.87291986596627,1512900
2015-06-12,61.13597106933594,61.38928182413004,60.444234280689315,60.93137349239717,1659200
2015-06-15,59.98632049560547,60.46371854455113,59.801208938483796,60.46371854455113,2074900
2015-06-16,61.24314498901367,61.31134418433154,59.97658372608242,59.97658372608242,2637100
2015-06-17,62.82147979736328,62.98710535536565,61.41851640450811,61.44774356966677,3290400
2015-06-18,63.59115982055664,63.98087274025745,62.499972565181174,62.78251424613538,3939000
2015-06-19,64.253662109375,64.62389268511421,62.996849424522416,63.59115245259175,4141900
2015-06-22,64.90641784667969,65.39355695783809,64.3121075364142,64.4972153441104,2591700
2015-06-23,64.86746215820312,65.75405169849827,64.44852211979965,65.08180461038465,2514100
2015-06-24,65.93916320800781,66.49450160540812,65.3351079167557,65.98788010185962,3317800
2015-06-25,65.71508026123047,66.51398831456822,65.69559796229022,66.19248206654751,2107800
2015-06-26,65.89044189453125,66.25092755865344,65.16947799944076,65.78327068176935,4895400
2015-06-29,64.51673126220703,65.64689059365223,64.38033285036289,65.05258004212162,1955900
2015-06-30,64.78951263427734,65.25716952989455,64.4777438482506,64.8869389861943,3140100
2015-07-01,66.25093841552734,66.46528087617651,65.36434140705215,65.63714563261344,2618800
2015-07-02,66.05609130859375,66.71860104645133,65.4910079430067,66.71860104645133,1657900
2015-07-06,66.26068878173828,66.54323046394093,65.39358143397926,65.41306373513034,3583100
2015-07-07,68.09233093261719,68.15078527015606,66.21197293250614,67.28367790860207,4895500
2015-07-08,67.22521209716797,68.14103620579682,67.04984168132744,67.79029537411576,4506100
2015-07-09,68.68663024902344,69.11531514266228,67.8877222228858,68.09231980398944,4400000
2015-07-10,70.21624755859375,70.63518758920766,68.98865463093249,69.41733952732477,3838700
2015-07-13,71.64845275878906,71.95047676145064,70.54752056105796,70.54752056105796,3613000
2015-07-14,70.3916015625,71.70687567599917,70.17725916428549,71.66790365512809,6261300
2015-07-15,70.63517761230469,71.11257190384966,70.4695520832396,70.65465990795497,4733600
