Price,Close,High,Low,Open,Volume
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX
Date,,,,,
2015-01-02,33.11233901977539,33.73848134390405,32.88871565329995,33.39288103171425,6886000
2015-01-05,32.47807312011719,32.79927627962729,32.31950490367598,32.5837862984125,11623800
2015-01-06,32.21377944946289,32.6854171470127,31.941364731513847,32.665086625582965,7664400
2015-01-07,33.00661849975586,33.02694902016716,32.28289664194087,32.42520097881429,9732600
2015-01-08,33.53924560546875,33.86858205407078,33.348149875268035,33.474193521869644,13170600
2015-01-09,32.44147872924805,33.14080674498269,32.16906700977099,32.92938040896824,27556800
2015-01-12,32.6203727722168,32.86432357702378,32.45367114269697,32.64476692209666,10021400
2015-01-13,32.88058853149414,33.396951034756334,32.57971286307083,33.12860607065242,11040800
2015-01-14,32.6976318359375,32.84400298348788,32.368298304951,32.5471970635134,9295000
2015-01-15,32.3560905456543,32.892783542176716,32.19752237181831,32.77080659214779,8126600
2015-01-16,32.77486801147461,32.84398682436616,32.12026489643767,32.2259780292144,9015600
2015-01-20,33.02289581298828,33.124542252648055,32.66103473595973,32.85213053884062,10738400
2015-01-21,33.05135726928711,33.18959494067734,32.74235121876342,32.953777554070285,10844200
2015-01-22,33.640892028808594,33.681549968835284,32.88870928130794,33.07980501163555,23913000
2015-01-23,35.86899185180664,36.06415125559001,35.14526978393795,35.16966393391017,38107200
2015-01-26,35.828330993652344,35.98283243427635,35.53965553506399,35.8161308176535,14098600
2015-01-27,35.91778564453125,36.27151638323725,35.55592455525877,35.69009860463034,10994200
2015-01-28,35.60470962524414,36.426011374370425,35.572182024763194,36.064150349527345,11963200
2015-01-29,36.206451416015625,36.308097823020724,35.604703321664516,35.783601990634175,12475800
2015-01-30,35.58845138549805,36.16173880103749,35.53152962676404,36.01536767800628,10070400
2015-02-02,35.77547836303711,35.81613631660127,34.90945185430867,35.6494377763873,13638800
2015-02-03,36.11008834838867,36.11008834838867,35.47350058678861,35.901975034527034,9252400
2015-02-04,36.19578552246094,36.49367780935316,35.90605637401788,35.91013794324246,11496600
2015-02-05,36.57937240600586,36.63242035309323,36.19986741122278,36.19986741122278,7598600
2015-02-06,36.31821060180664,36.595698178128735,36.18762839608597,36.52224549282803,7835400
2015-02-09,36.24476623535156,36.4039132378094,35.96727859534091,36.11826557014817,6911600
2015-02-10,37.207786560058594,37.28939923540354,36.45285841648384,36.46918157421763,12469600
2015-02-11,37.04866409301758,37.45673396546408,37.0160177560236,37.19965106662016,6467000
2015-02-12,37.47305679321289,37.51794472783992,36.76301298001774,37.17108284875361,7197600
2015-02-13,37.371036529541016,37.538343544273545,37.0976304851453,37.538343544273545,6109600
2015-02-17,37.554664611816406,37.64035889944834,37.24045222383267,37.448565588084946,6387000
2015-02-18,37.95048904418945,38.0851528170282,37.54241926952075,37.70156623257552,6542000
2015-02-19,38.01986312866211,38.268785959721015,37.95457357854409,38.01170310239444,6109200
2015-02-20,38.158592224121094,38.22388174642213,37.9382342488722,38.13818749715715,6461400
2015-02-23,38.18716812133789,38.329991911805465,37.983133245434175,38.29734558446284,5854600
2015-02-24,38.13411331176758,38.35447132967723,38.01577583510436,38.056582183608036,6337800
2015-02-25,38.464656829833984,38.69725647080191,38.052505496425816,38.07291022995774,8119600
2015-02-26,38.58300018310547,38.693177657379756,38.39120688221555,38.480982734830015,6816400
2015-02-27,38.150428771972656,38.68500210342237,38.060652955393735,38.68092053539854,8658400
